N_cycles,Load,exx,eyy,Specimen_name
28500,604.057702,0.00635132,-0.00141729,
28500,447.884937,0.00480395,-0.0009745,
28500,253.311506,0.00310609,-0.000551105,
28500,119.744563,0.00197644,-0.000337809,
28500,67.1911,0.00170493,-0.000259648,
28500,121.212969,0.0024363,-0.000426294,
28500,281.945415,0.0040701,-0.000780158,
29000,466.867952,0.00569925,-0.00116935,
29000,608.849346,0.00680986,-0.00153946,
29000,661.885896,0.00709746,-0.00155322,
29000,604.473106,0.00633909,-0.00141592,
29000,446.706348,0.00480133,-0.000962654,
29000,252.461376,0.0031068,-0.000555833,
29000,117.851093,0.00196034,-0.000332162,
29000,65.47152,0.00171464,-0.000249833,
29000,123.318972,0.00245236,-0.000426166,
29000,283.249591,0.00407918,-0.000778204,
29500,467.998238,0.00572321,-0.00117394,
29500,612.752217,0.00682,-0.00154756,
29500,658.978063,0.00709832,-0.00156854,
29500,604.038381,0.00634162,-0.00141137,
29500,444.938465,0.00479397,-0.000961365,
29500,251.524302,0.0031005,-0.000548227,
29500,117.889735,0.00196031,-0.000335169,
29500,65.384575,0.00173076,-0.000231434,
29500,122.884246,0.00245369,-0.000418487,
29500,283.616693,0.00410382,-0.000776426,
30000,472.693274,0.00573821,-0.00118627,
30000,610.655873,0.00682755,-0.0015483,
30000,658.234199,0.0071043,-0.00156962,
30000,604.057702,0.00634954,-0.0014154,
30000,444.097995,0.00478126,-0.000947681,
30000,248.162426,0.00309871,-0.000544977,
30000,121.241951,0.00198225,-0.000330226,
30000,64.727656,0.00172131,-0.000227452,
30000,122.729677,0.0024823,-0.000427168,
30000,288.427653,0.00414491,-0.000790572,
30500,469.920691,0.00574101,-0.00118791,
30500,612.96475,0.00685367,-0.00155424,
30500,659.93446,0.00710124,-0.00156711,
30500,601.227154,0.00633158,-0.00140976,
30500,441.972671,0.00477102,-0.000946308,
30500,247.833967,0.00308256,-0.000540563,
30500,116.488954,0.00195597,-0.000327676,
30500,66.630787,0.00174253,-0.000238888,
30500,124.053174,0.002489,-0.000428271,
30500,288.765773,0.00415055,-0.000790039,
31000,473.002412,0.00575868,-0.00119475,
31000,613.13864,0.00686205,-0.00156131,
31000,659.567358,0.00710924,-0.00155719,
31000,600.686162,0.0063291,-0.00140945,
31000,440.117842,0.00477271,-0.000940171,
31000,248.829004,0.00309268,-0.000547464,
31000,116.585559,0.00195699,-0.000331135,
31000,68.688487,0.00175494,-0.000250271,
31000,124.526542,0.00251528,-0.000436811,
31000,287.036532,0.00416227,-0.000792959,
31500,472.480741,0.00577735,-0.0012044,
31500,612.278849,0.00686181,-0.0015515,
31500,662.436549,0.00712877,-0.00157583,
31500,601.507311,0.00631654,-0.0014034,
31500,437.615755,0.00477157,-0.000932555,
31500,245.389844,0.00307578,-0.000557148,
31500,115.435952,0.00195961,-0.000332126,
31500,66.51486,0.00175693,-0.000250926,
31500,128.226538,0.00253375,-0.000439522,
31500,292.301539,0.00417184,-0.000799102,
32000,473.929826,0.00579639,-0.0012038,
32000,615.00313,0.00688608,-0.00155957,
32000,657.229499,0.00710605,-0.00155666,
32000,599.314361,0.00631104,-0.00140986,
32000,437.325938,0.00475826,-0.000947548,
32000,244.645981,0.00306908,-0.000538859,
32000,114.440914,0.00195747,-0.000323912,
32000,65.017473,0.00176056,-0.000246127,
32000,128.023666,0.0025401,-0.000445415,
32000,294.803625,0.00421238,-0.000807717,
32500,475.68805,0.00579432,-0.00120376,
32500,616.036812,0.00690359,-0.00156645,
32500,660.465792,0.00711568,-0.00156838,
32500,598.164753,0.00632947,-0.00140949,
32500,436.514451,0.00475179,-0.000935512,
32500,242.172877,0.0030621,-0.000539819,
32500,113.68739,0.00197002,-0.000327916,
32500,66.592145,0.00178363,-0.000238172,
32500,127.859436,0.0025524,-0.000435167,
32500,293.895532,0.00423554,-0.000800949,
33000,477.301364,0.00581771,-0.00122257,
33000,616.259005,0.00690189,-0.00155648,
33000,658.031327,0.00711865,-0.00156809,
33000,597.768669,0.00632394,-0.00140373,
33000,435.355183,0.00473674,-0.000921413,
33000,240.965306,0.00305263,-0.000540553,
33000,115.107493,0.00198612,-0.000336421,
33000,67.693449,0.0017754,-0.000239605,
33000,127.028628,0.00255866,-0.000442661,
33000,297.373335,0.00425637,-0.000803692,
33500,478.335045,0.00583844,-0.00120525,
33500,616.67441,0.00690935,-0.00155713,
33500,659.944121,0.00711145,-0.00155887,
33500,596.561098,0.00630272,-0.0014014,
33500,433.519675,0.00472013,-0.000935101,
33500,238.868964,0.00306005,-0.000541149,
33500,113.011151,0.00197206,-0.000338212,
33500,65.510162,0.00177332,-0.000260145,
33500,128.294161,0.00258522,-0.000450149,
33500,297.10284,0.00425072,-0.000814356,
34000,478.711807,0.005848,-0.00121044,
34000,617.041511,0.00690803,-0.00157264,
34000,659.731588,0.00712832,-0.00156147,
34000,594.542038,0.00628342,-0.00139191,
34000,431.03691,0.00471902,-0.000919883,
34000,240.974967,0.00305163,-0.000541588,
34000,110.538047,0.00194154,-0.000327185,
34000,66.543842,0.00178621,-0.000251188,
34000,132.05212,0.00260209,-0.000454391,
34000,297.605189,0.00426197,-0.000816484,
34500,481.706583,0.00587364,-0.00122619,
34500,617.041511,0.00691916,-0.00157207,
34500,660.118011,0.00711492,-0.00156612,
34500,593.460054,0.00627447,-0.00138986,
34500,431.123855,0.00470808,-0.00090231,
34500,238.366615,0.00303493,-0.000542312,
34500,111.706975,0.00196254,-0.000325768,
34500,66.176741,0.00177909,-0.000247468,
34500,131.762304,0.00261997,-0.000456368,
34500,300.657927,0.00427867,-0.000815434,
35000,481.580996,0.00587487,-0.00123222,
35000,620.200519,0.00693035,-0.00156744,
35000,657.181196,0.00711341,-0.0015659,
35000,593.102613,0.00627164,-0.00139039,
35000,427.443179,0.00467917,-0.000918529,
35000,237.497164,0.00303299,-0.000532633,
35000,108.383741,0.00194248,-0.000319858,
35000,66.34097,0.00178475,-0.000245847,
35000,133.597811,0.00262389,-0.000454084,
35000,301.633644,0.00428779,-0.000817306,
35500,483.068723,0.00588289,-0.00123127,
35500,620.480675,0.00694113,-0.00157349,
35500,657.664225,0.0071239,-0.001568,
35500,593.353788,0.00628497,-0.00139073,
35500,426.853884,0.00470259,-0.000898047,
35500,237.854605,0.00303592,-0.000541306,
35500,108.229172,0.00195401,-0.000333891,
35500,66.891622,0.00180936,-0.000269746,
35500,136.070915,0.0026606,-0.000463117,
35500,302.25192,0.00431882,-0.000825513,
36000,487.676814,0.00591687,-0.00124391,
36000,622.615662,0.00695391,-0.00158308,
36000,658.543337,0.00712716,-0.00156386,
36000,592.339428,0.00629269,-0.00139828,
36000,425.143964,0.00467869,-0.000905366,
36000,234.183591,0.00302114,-0.000541041,
36000,110.953451,0.00197604,-0.000335726,
36000,68.640184,0.0018139,-0.00025688,
36000,134.10982,0.00266389,-0.000454493,
36000,304.396565,0.00433936,-0.000820977,
36500,487.232428,0.00592985,-0.00125396,
36500,622.663965,0.00698062,-0.00158212,
36500,656.978324,0.00711415,-0.00156387,
36500,591.5376,0.00628432,-0.00139295,
36500,424.380779,0.00468383,-0.000903161,
36500,232.435029,0.00302227,-0.00053958,
36500,109.881129,0.0019706,-0.000327993,
36500,68.73679,0.00182487,-0.000270041,
36500,136.34141,0.00268108,-0.00046573,
36500,303.894216,0.00436355,-0.000823105,
37000,488.932688,0.00594787,-0.00125524,
37000,621.089291,0.00696485,-0.00157939,
37000,659.103651,0.00713656,-0.00157059,
37000,590.52324,0.00625736,-0.00138647,
37000,421.849711,0.00466805,-0.000900303,
37000,233.613618,0.00301672,-0.000537173,
37000,107.321079,0.00194319,-0.000326885,
37000,66.640448,0.00182134,-0.000266049,
37000,138.746891,0.00270673,-0.000476544,
37000,306.125806,0.00436212,-0.000834473,
37500,488.237127,0.00594833,-0.00125483,
37500,622.093991,0.00696552,-0.00158212,
37500,657.567619,0.00711876,-0.00156117,
37500,589.093476,0.00625672,-0.0013819,
37500,421.115508,0.00465375,-0.00088201,
37500,228.599786,0.00299153,-0.000528405,
37500,108.113246,0.00195669,-0.00033557,
37500,67.471256,0.0018161,-0.000272935,
37500,137.742192,0.00270542,-0.000479408,
37500,308.994993,0.00438553,-0.000841372,
38000,488.855404,0.00595667,-0.00125304,
38000,623.968142,0.00699122,-0.00158715,
38000,657.905739,0.00712484,-0.00155022,
38000,588.523502,0.00624703,-0.00138239,
38000,420.014204,0.00464066,-0.000898942,
38000,232.048606,0.00300374,-0.000528486,
38000,104.944581,0.001945,-0.000318504,
38000,68.514597,0.00184164,-0.000250912,
38000,138.302505,0.00272824,-0.000470764,
38000,310.511702,0.00441286,-0.000824863,
38500,489.695873,0.00596512,-0.00126351,
38500,623.75561,0.00700543,-0.0015928,
38500,659.412789,0.00714276,-0.00156995,
38500,586.668672,0.00624086,-0.00136787,
38500,418.439531,0.00464479,-0.000871927,
38500,226.735297,0.00299589,-0.000523358,
38500,107.446667,0.00196574,-0.000335728,
38500,68.282744,0.00184881,-0.000273344,
38500,139.683965,0.00273171,-0.000478843,
38500,310.888464,0.00444058,-0.00083818,
39000,491.879161,0.00599721,-0.00127607,
39000,624.798952,0.0070021,-0.00159624,
39000,656.74647,0.00711328,-0.0015557,
39000,585.712275,0.00622716,-0.00138304,
39000,417.299585,0.00461997,-0.000890697,
39000,226.638691,0.00298092,-0.000530656,
39000,105.775389,0.00193325,-0.000330397,
39000,68.234441,0.00184554,-0.000270331,
39000,142.765685,0.00276324,-0.000488232,
39000,310.840161,0.00440884,-0.000846147,
39500,492.642346,0.0059917,-0.00127131,
39500,626.943599,0.0070052,-0.00159027,
39500,658.234199,0.00712515,-0.00156236,
39500,583.944391,0.00620838,-0.00137483,
39500,415.52204,0.00461685,-0.000880829,
39500,225.286212,0.00296248,-0.000532035,
39500,102.626046,0.00192149,-0.000328024,
39500,67.461596,0.00185486,-0.000261286,
39500,142.224693,0.00276861,-0.000482666,
39500,313.197339,0.00444752,-0.000840152,
40000,494.786992,0.00601385,-0.00128336,
40000,627.310701,0.00702867,-0.00160847,
40000,657.760831,0.00712794,-0.00156373,
40000,583.606271,0.00619956,-0.00136589,
40000,413.899065,0.00461371,-0.000875666,
40000,225.662974,0.00296949,-0.000529448,
40000,101.49576,0.00193236,-0.000325476,
40000,68.427652,0.0018684,-0.000267511,
40000,143.934613,0.00279054,-0.000491104,
40000,314.42423,0.00445672,-0.000857736,
40500,496.496913,0.00603019,-0.00128513,
40500,626.557176,0.00703697,-0.00160492,
40500,658.127932,0.00713053,-0.0015668,
40500,583.577289,0.00621088,-0.00137612,
40500,411.165125,0.00459053,-0.000881361,
40500,225.025377,0.00298283,-0.000526967,
40500,103.592102,0.00194318,-0.000320966,
40500,69.190837,0.00187534,-0.000252492,
40500,145.064899,0.00280009,-0.000491536,
40500,317.786106,0.00449028,-0.000848887,
41000,496.409968,0.00603788,-0.00128964,
41000,626.257698,0.0070391,-0.00160069,
41000,658.26318,0.00714111,-0.00155623,
41000,581.036559,0.00619838,-0.00137015,
41000,411.24241,0.00458878,-0.000871569,
41000,223.962715,0.00298073,-0.000527225,
41000,102.51978,0.00194603,-0.000316299,
41000,68.872038,0.00188949,-0.000245406,
41000,146.63957,0.00281134,-0.000486907,
41000,318.568612,0.00452065,-0.000827043,
41500,497.327722,0.00604974,-0.00130312,
41500,628.025583,0.00702204,-0.00160066,
41500,656.39869,0.00712057,-0.00156734,
41500,581.925331,0.00618303,-0.00136781,
41500,407.281578,0.00455558,-0.000864213,
41500,221.277079,0.00294289,-0.000533804,
41500,101.737274,0.00191633,-0.000340276,
41500,68.05089,0.00186329,-0.000283318,
41500,147.750535,0.00283103,-0.000523282,
41500,321.679314,0.00451962,-0.00088151,
42000,498.699522,0.00602791,-0.0013198,
42000,629.542293,0.00703358,-0.001605,
42000,657.24882,0.00711349,-0.00155506,
42000,580.408622,0.00615668,-0.00136123,
42000,405.94842,0.00455193,-0.000857866,
42000,224.783863,0.00294253,-0.000527019,
42000,99.872785,0.00191116,-0.000322887,
42000,66.968907,0.00187382,-0.000274613,
42000,149.528079,0.00282917,-0.000495835,
42000,319.979054,0.00451923,-0.000848239,
42500,501.491427,0.00605785,-0.00132007,
42500,629.445687,0.00705221,-0.00160764,
42500,656.524277,0.00711692,-0.00156303,
42500,579.423243,0.0061763,-0.00136007,
42500,407.581055,0.00455489,-0.000866967,
42500,220.011545,0.00293222,-0.00052631,
42500,99.148243,0.00192087,-0.0003158,
42500,70.45637,0.00189735,-0.000268139,
42500,150.329905,0.00285076,-0.000501617,
42500,323.205683,0.00455242,-0.000858748,
43000,501.394821,0.00606038,-0.00132107,
43000,630.67258,0.00704586,-0.00162839,
43000,656.060569,0.00710679,-0.00157558,
43000,578.51515,0.00615247,-0.00137031,
43000,403.784453,0.00452266,-0.000869514,
43000,218.90058,0.00291352,-0.000532287,
43000,100.877484,0.00192225,-0.00034133,
43000,67.963945,0.00186367,-0.000288385,
43000,150.967503,0.00285827,-0.000525924,
43000,324.799676,0.00454267,-0.000881916,
43500,502.167667,0.00607782,-0.00132893,
43500,632.51775,0.00707533,-0.00162411,
43500,655.934982,0.00709794,-0.00156537,
43500,577.481469,0.00615708,-0.00136621,
43500,403.21448,0.00452025,-0.000860182,
43500,214.60163,0.00289556,-0.000524352,
43500,99.215867,0.00192819,-0.0003228,
43500,68.282744,0.00188211,-0.000274962,
43500,150.948181,0.00287036,-0.000517192,
43500,325.804375,0.00458238,-0.000868909,
44000,502.505786,0.00607683,-0.00131527,
44000,632.575713,0.00708708,-0.00161381,
44000,654.128454,0.00710725,-0.00154876,
44000,575.365803,0.00613859,-0.00136268,
44000,401.620486,0.00451659,-0.000850767,
44000,215.712595,0.00289857,-0.000517347,
44000,98.336756,0.00192594,-0.000318121,
44000,69.751149,0.00190422,-0.000270937,
44000,150.658365,0.0028764,-0.000508241,
44000,327.26312,0.00460416,-0.000864093,
44500,505.983591,0.00610255,-0.00131178,
44500,631.532371,0.00708027,-0.00162746,
44500,654.72741,0.00710894,-0.00156197,
44500,576.988779,0.00615032,-0.00136359,
44500,398.25861,0.00450547,-0.000844847,
44500,214.843144,0.00289896,-0.000521723,
44500,97.90203,0.00192567,-0.000331154,
44500,68.466294,0.00190338,-0.000281951,
44500,154.851049,0.00290804,-0.000524582,
44500,327.282441,0.00461682,-0.000870302,
45000,506.437638,0.00612138,-0.00134757,
45000,632.971797,0.00709383,-0.00162816,
45000,655.258742,0.00710147,-0.0015619,
45000,572.680165,0.00612355,-0.00135211,
45000,400.48054,0.00450614,-0.000855011,
45000,215.046016,0.00289621,-0.000519267,
45000,98.452682,0.0019127,-0.000332591,
45000,70.601279,0.00192006,-0.000292856,
45000,152.957578,0.00291788,-0.00053186,
45000,330.084004,0.00462526,-0.00090016,
45500,507.16218,0.00614032,-0.00132592,
45500,633.638376,0.00710526,-0.00162385,
45500,653.771013,0.00710972,-0.00156481,
45500,572.651183,0.00613268,-0.00135388,
45500,397.707957,0.00447908,-0.000840286,
45500,213.432702,0.00290386,-0.000529559,
45500,98.182187,0.00193371,-0.000331018,
45500,67.848018,0.00191133,-0.000290208,
45500,155.063581,0.00294839,-0.000528666,
45500,333.571468,0.00465272,-0.000884962,
46000,506.98829,0.00614166,-0.0013505,
46000,632.701301,0.00710715,-0.00163012,
46000,655.56788,0.00712916,-0.00156203,
46000,570.989565,0.00611709,-0.0013479,
46000,397.205608,0.00448909,-0.00084278,
46000,214.137923,0.00289495,-0.000518759,
46000,93.989502,0.0019149,-0.000316686,
46000,72.601015,0.00195876,-0.000277796,
46000,154.570892,0.00295441,-0.0005244,
46000,333.136743,0.00467282,-0.000879828,
46500,509.36479,0.00616252,-0.00134793,
46500,634.343598,0.00711359,-0.00162312,
46500,654.456914,0.00712737,-0.00156228,
46500,570.777032,0.00612093,-0.00134795,
46500,394.935375,0.00447894,-0.000827567,
46500,211.664819,0.00288701,-0.000515344,
46500,95.641459,0.00194011,-0.000324366,
46500,70.098929,0.00194606,-0.00027567,
46500,160.154698,0.00299322,-0.00053289,
46500,333.832303,0.00468434,-0.00087346,
47000,510.002388,0.00617314,-0.00135204,
47000,638.07258,0.00713004,-0.00162612,
47000,651.771274,0.00708919,-0.0015622,
47000,570.545179,0.00609915,-0.0013449,
47000,393.553914,0.00446259,-0.000829254,
47000,209.481532,0.0028485,-0.000509503,
47000,95.931275,0.00192614,-0.000331216,
47000,70.95872,0.00193758,-0.000288818,
47000,157.043997,0.00296337,-0.000532388,
47000,338.894439,0.00470404,-0.000899142,
47500,513.248339,0.00618528,-0.00136514,
47500,637.290073,0.00713288,-0.00162291,
47500,651.230282,0.00711574,-0.00155602,
47500,570.516197,0.00611448,-0.00134313,
47500,389.448174,0.00445245,-0.000822026,
47500,207.945502,0.00287175,-0.000515156,
47500,92.878538,0.00193252,-0.000316251,
47500,73.132346,0.00196996,-0.000288484,
47500,159.903523,0.00302215,-0.000538554,
47500,338.256842,0.00471363,-0.000880657,
48000,513.895597,0.00620103,-0.00135912,
48000,636.22741,0.00714111,-0.00162174,
48000,653.345948,0.00711173,-0.00155709,
48000,567.270245,0.00608803,-0.00133191,
48000,389.72833,0.00444582,-0.000810513,
48000,207.365868,0.00285923,-0.000506798,
48000,93.149033,0.00192118,-0.000320998,
48000,73.354539,0.00197562,-0.000296366,
48000,159.468798,0.00301236,-0.000539514,
48000,339.010366,0.00473662,-0.000890193,
48500,514.842333,0.00620544,-0.0013656,
48500,635.763703,0.00713666,-0.00161128,
48500,652.920883,0.00710383,-0.00155322,
48500,568.313587,0.00608554,-0.00133414,
48500,388.936164,0.00444011,-0.000819648,
48500,205.462737,0.0028449,-0.000497948,
48500,94.791329,0.00192772,-0.000316207,
48500,71.13261,0.00197561,-0.000296921,
48500,161.371929,0.00302851,-0.000543751,
48500,340.78791,0.00475308,-0.00089419,
49000,514.745727,0.0062225,-0.00136532,
49000,638.526627,0.00715853,-0.00162506,
49000,652.119055,0.00710946,-0.00155219,
49000,564.739175,0.00606773,-0.00132647,
49000,386.733555,0.00441997,-0.000818031,
49000,207.675006,0.00285663,-0.000503371,
49000,91.178278,0.00190849,-0.0003167,
49000,71.982739,0.0019791,-0.000292391,
49000,167.187587,0.00306355,-0.000541979,
49000,341.464149,0.00475717,-0.000898751,
49500,516.194812,0.0062387,-0.00136449,
49500,639.502345,0.00716145,-0.0016332,
49500,652.457175,0.0071049,-0.00154987,
49500,562.043876,0.006059,-0.00132636,
49500,383.506927,0.00440413,-0.000815203,
49500,203.743157,0.00283525,-0.000495921,
49500,90.18324,0.00190793,-0.000312279,
49500,72.958456,0.00199801,-0.000291708,
49500,167.467744,0.00306004,-0.000536303,
49500,339.899138,0.00476069,-0.000908578,
50000,518.465046,0.00625351,-0.00135832,
50000,638.642554,0.0071663,-0.00163327,
50000,651.433154,0.00709827,-0.00156782,
50000,561.454581,0.00604137,-0.00133524,
50000,383.57455,0.00441133,-0.000824439,
50000,205.549682,0.00283717,-0.000507346,
50000,89.468359,0.00190992,-0.000331005,
50000,73.122686,0.00199574,-0.000321229,
50000,167.834845,0.00307824,-0.000559785,
50000,344.478245,0.00479966,-0.000915274,
50500,519.305515,0.00626105,-0.00139261,
50500,637.879368,0.00716414,-0.0016199,
50500,651.075713,0.00710731,-0.00155128,
50500,563.048576,0.00606618,-0.00132308,
50500,381.236694,0.00438213,-0.00079539,
50500,203.376056,0.00283555,-0.000490955,
50500,90.328149,0.00191552,-0.000310904,
50500,71.605977,0.0020021,-0.000293145,
50500,168.820223,0.00311269,-0.00055114,
50500,344.999916,0.00480566,-0.000903754,
51000,519.788544,0.00627907,-0.00137829,
51000,639.840465,0.00717693,-0.00163577,
51000,652.476496,0.00711431,-0.00156519,
51000,560.845965,0.00603467,-0.00131859,
51000,379.111369,0.0043869,-0.000806507,
51000,201.134805,0.00282519,-0.000495127,
51000,90.627626,0.00191686,-0.000326853,
51000,74.001797,0.00202141,-0.000314604,
51000,168.375837,0.00311442,-0.000560968,
51000,348.091296,0.00482658,-0.000921808,
51500,522.029796,0.00628678,-0.00139747,
51500,640.94177,0.00718501,-0.00163928,
51500,651.713311,0.00710316,-0.00155427,
51500,559.000796,0.00603493,-0.00133191,
51500,376.164897,0.00434764,-0.000820113,
51500,199.569794,0.0028249,-0.000507872,
51500,91.670967,0.00192551,-0.000321193,
51500,72.108327,0.00201452,-0.00029159,
51500,169.863563,0.00313693,-0.000567487,
51500,349.327848,0.00482878,-0.00091523,
52000,519.701599,0.00629527,-0.00138633,
52000,639.096601,0.0071856,-0.00163015,
52000,651.655347,0.00710236,-0.00155732,
52000,558.614374,0.00603047,-0.0013208,
52000,376.773513,0.00434674,-0.00080308,
52000,199.337941,0.00280791,-0.000499448,
52000,89.14956,0.00192711,-0.000319418,
52000,73.093704,0.00202536,-0.000307342,
52000,169.940848,0.00313587,-0.00055831,
52000,351.511136,0.0048563,-0.000928417,
52500,523.343633,0.00630957,-0.00139314,
52500,642.62271,0.00720235,-0.00162608,
52500,650.843859,0.00709161,-0.00156059,
52500,557.107325,0.00602304,-0.00131823,
52500,375.440355,0.00434007,-0.000791423,
52500,196.826194,0.00279571,-0.000500977,
52500,89.922405,0.00193137,-0.000323337,
52500,73.248273,0.0020279,-0.000306592,
52500,171.573483,0.00315481,-0.000563593,
52500,351.23098,0.00488037,-0.000929659,
53000,525.971308,0.00632285,-0.00140373,
53000,640.545687,0.00721547,-0.00161003,
53000,651.114355,0.00709848,-0.0015692,
53000,554.498971,0.00599115,-0.00132668,
53000,374.078215,0.0043451,-0.000797585,
53000,198.062746,0.00280784,-0.00050138,
53000,87.246429,0.00191244,-0.000325269,
53000,74.851927,0.00204717,-0.000312656,
53000,174.539276,0.00317904,-0.000573518,
53000,351.994164,0.00488164,-0.000922932,
53500,525.865042,0.00634673,-0.00141082,
53500,645.685112,0.00722472,-0.00163403,
53500,648.824799,0.00708086,-0.00156465,
53500,555.706542,0.00600203,-0.00131804,
53500,373.13148,0.00432465,-0.000793901,
53500,196.517056,0.00278632,-0.000502699,
53500,87.77776,0.00192284,-0.000318831,
53500,75.315634,0.00205334,-0.000308197,
53500,175.46669,0.00318197,-0.000567911,
53500,356.138546,0.0049102,-0.000931204,
54000,526.34807,0.00633285,-0.0014139,
54000,644.63211,0.00721433,-0.00163036,
54000,647.443337,0.00708199,-0.00155834,
54000,554.160851,0.00599356,-0.00131501,
54000,372.213726,0.0043062,-0.000797261,
54000,194.275806,0.00277929,-0.000488537,
54000,87.149824,0.00192219,-0.00032137,
54000,77.180122,0.00205731,-0.000312578,
54000,174.800111,0.00319336,-0.000576143,
54000,355.954996,0.00491747,-0.000934604,
,528.521698,0.00635994,-0.00141387,
