stress_ratio,cycles_to_failure,stress,stress_lowerbound,stress_upperbound
-1.000000,30000.00,13.50160,11.93575,14.83544
-1.000000,40000.00,13.18124,11.59140,14.51080
-1.000000,50000.00,12.93800,11.32909,14.26650
-1.000000,60000.00,12.74259,11.11797,14.07149
-1.000000,70000.00,12.57968,10.94175,13.90969
-1.000000,80000.00,12.44024,10.79082,13.77173
-1.000000,90000.00,12.31854,10.65903,13.65168
-1.000000,100000.0,12.21067,10.54220,13.54555
-1.000000,110000.0,12.11392,10.43740,13.45056
-1.000000,120000.0,12.02625,10.34245,13.36465
-1.000000,130000.0,11.94617,10.25572,13.28630
-1.000000,140000.0,11.87250,10.17594,13.21433
-1.000000,150000.0,11.80432,10.10213,13.14780
-1.000000,160000.0,11.74090,10.03349,13.08599
-1.000000,170000.0,11.68164,9.969359,13.02828
-1.000000,180000.0,11.62604,9.909206,12.97418
-1.000000,190000.0,11.57368,9.852590,12.92329
-1.000000,200000.0,11.52424,9.799128,12.87527
-1.000000,210000.0,11.47740,9.748500,12.82980
-1.000000,220000.0,11.43292,9.700438,12.78665
-1.000000,230000.0,11.39057,9.654697,12.74559
-1.000000,240000.0,11.35018,9.611079,12.70645
-1.000000,250000.0,11.31157,9.569397,12.66906
-1.000000,260000.0,11.27460,9.529496,12.63326
-1.000000,270000.0,11.23914,9.491238,12.59895
-1.000000,280000.0,11.20507,9.454494,12.56600
-1.000000,290000.0,11.17230,9.419156,12.53430
-1.000000,300000.0,11.14073,9.385126,12.50378
-1.000000,310000.0,11.11028,9.352315,12.47436
-1.000000,320000.0,11.08087,9.320637,12.44596
-1.000000,330000.0,11.05245,9.290025,12.41850
-1.000000,340000.0,11.02494,9.260410,12.39194
-1.000000,350000.0,10.99830,9.231733,12.36623
-1.000000,360000.0,10.97246,9.203938,12.34130
-1.000000,370000.0,10.94740,9.176975,12.31711
-1.000000,380000.0,10.92306,9.150797,12.29363
-1.000000,390000.0,10.89940,9.125364,12.27082
-1.000000,400000.0,10.87639,9.100634,12.24863
-1.000000,410000.0,10.85399,9.076571,12.22704
-1.000000,420000.0,10.83218,9.053139,12.20602
-1.000000,430000.0,10.81093,9.030313,12.18553
-1.000000,440000.0,10.79020,9.008062,12.16556
-1.000000,450000.0,10.76998,8.986356,12.14608
-1.000000,460000.0,10.75024,8.965173,12.12706
-1.000000,470000.0,10.73096,8.944488,12.10849
-1.000000,480000.0,10.71212,8.924279,12.09035
-1.000000,490000.0,10.69370,8.904527,12.07261
-1.000000,500000.0,10.67568,8.885211,12.05526
-1.000000,510000.0,10.65805,8.866315,12.03828
-1.000000,520000.0,10.64079,8.847818,12.02167
-1.000000,530000.0,10.62388,8.829709,12.00540
-1.000000,540000.0,10.60732,8.811971,11.98946
-1.000000,550000.0,10.59108,8.794589,11.97383
-1.000000,560000.0,10.57517,8.777551,11.95852
-1.000000,570000.0,10.55955,8.760841,11.94349
-1.000000,580000.0,10.54424,8.744450,11.92876
-1.000000,590000.0,10.52920,8.728366,11.91429
-1.000000,600000.0,10.51444,8.712579,11.90009
-1.000000,610000.0,10.49994,8.697078,11.88615
-1.000000,620000.0,10.48570,8.681852,11.87245
-1.000000,630000.0,10.47171,8.666894,11.85899
-1.000000,640000.0,10.45795,8.652195,11.84576
-1.000000,650000.0,10.44442,8.637745,11.83276
-1.000000,660000.0,10.43112,8.623535,11.81996
-1.000000,670000.0,10.41804,8.609562,11.80738
-1.000000,680000.0,10.40516,8.595816,11.79500
-1.000000,690000.0,10.39249,8.582288,11.78282
-1.000000,700000.0,10.38001,8.568974,11.77083
-1.000000,710000.0,10.36773,8.555868,11.75902
-1.000000,720000.0,10.35563,8.542962,11.74739
-1.000000,730000.0,10.34372,8.530252,11.73594
-1.000000,740000.0,10.33198,8.517733,11.72465
-1.000000,750000.0,10.32041,8.505398,11.71353
-1.000000,760000.0,10.30900,8.493238,11.70257
-1.000000,770000.0,10.29776,8.481257,11.69176
-1.000000,780000.0,10.28668,8.469444,11.68111
-1.000000,790000.0,10.27574,8.457797,11.67060
-1.000000,800000.0,10.26496,8.446310,11.66024
-1.000000,810000.0,10.25432,8.434980,11.65002
-1.000000,820000.0,10.24382,8.423801,11.63993
-1.000000,830000.0,10.23347,8.412774,11.62997
-1.000000,840000.0,10.22324,8.401889,11.62015
-1.000000,850000.0,10.21315,8.391147,11.61045
-1.000000,860000.0,10.20318,8.380542,11.60087
-1.000000,870000.0,10.19334,8.370072,11.59142
-1.000000,880000.0,10.18362,8.359733,11.58208
-1.000000,890000.0,10.17402,8.349523,11.57285
-1.000000,900000.0,10.16453,8.339437,11.56374
-1.000000,910000.0,10.15516,8.329475,11.55474
-1.000000,920000.0,10.14590,8.319632,11.54584
-1.000000,930000.0,10.13675,8.309904,11.53705
-1.000000,940000.0,10.12771,8.300293,11.52836
-1.000000,950000.0,10.11876,8.290792,11.51977
-1.000000,960000.0,10.10992,8.281402,11.51128
-1.000000,970000.0,10.10118,8.272117,11.50288
-1.000000,980000.0,10.09254,8.262938,11.49457
-1.000000,990000.0,10.08399,8.253860,11.48636
-1.000000,1000000.,10.07553,8.244883,11.47824
-1.000000,1010000.,10.06717,8.236005,11.47020
-1.000000,1020000.,10.05889,8.227221,11.46225
-1.000000,1030000.,10.05070,8.218532,11.45439
-1.000000,1040000.,10.04260,8.209936,11.44660
-1.000000,1050000.,10.03458,8.201429,11.43890
-1.000000,1060000.,10.02665,8.193012,11.43128
-1.000000,1070000.,10.01879,8.184682,11.42373
-1.000000,1080000.,10.01101,8.176436,11.41626
-1.000000,1090000.,10.00332,8.168274,11.40887
-1.000000,1100000.,9.995693,8.160193,11.40155
-1.000000,1110000.,9.988145,8.152193,11.39429
-1.000000,1120000.,9.980671,8.144274,11.38712
-1.000000,1130000.,9.973268,8.136431,11.38000
-1.000000,1140000.,9.965936,8.128663,11.37296
-1.000000,1150000.,9.958673,8.120969,11.36599
-1.000000,1160000.,9.951479,8.113349,11.35907
-1.000000,1170000.,9.944351,8.105802,11.35223
-1.000000,1180000.,9.937289,8.098325,11.34544
-1.000000,1190000.,9.930291,8.090917,11.33872
-1.000000,1200000.,9.923358,8.083577,11.33206
-1.000000,1210000.,9.916486,8.076304,11.32546
-1.000000,1220000.,9.909676,8.069098,11.31892
-1.000000,1230000.,9.902925,8.061954,11.31244
-1.000000,1240000.,9.896235,8.054876,11.30601
-1.000000,1250000.,9.889602,8.047860,11.29964
-1.000000,1260000.,9.883026,8.040906,11.29332
-1.000000,1270000.,9.876507,8.034011,11.28706
-1.000000,1280000.,9.870043,8.027177,11.28085
-1.000000,1290000.,9.863633,8.020400,11.27470
-1.000000,1300000.,9.857278,8.013681,11.26859
-1.000000,1310000.,9.850975,8.007019,11.26254
-1.000000,1320000.,9.844724,8.000413,11.25653
-1.000000,1330000.,9.838524,7.993861,11.25058
-1.000000,1340000.,9.832374,7.987364,11.24467
-1.000000,1350000.,9.826274,7.980919,11.23881
-1.000000,1360000.,9.820222,7.974527,11.23300
-1.000000,1370000.,9.814219,7.968186,11.22723
-1.000000,1380000.,9.808263,7.961897,11.22151
-1.000000,1390000.,9.802353,7.955657,11.21583
-1.000000,1400000.,9.796490,7.949465,11.21020
-1.000000,1410000.,9.790671,7.943323,11.20461
-1.000000,1420000.,9.784898,7.937228,11.19906
-1.000000,1430000.,9.779167,7.931181,11.19356
-1.000000,1440000.,9.773480,7.925180,11.18810
-1.000000,1450000.,9.767837,7.919224,11.18268
-1.000000,1460000.,9.762235,7.913314,11.17729
-1.000000,1470000.,9.756674,7.907448,11.17195
-1.000000,1480000.,9.751154,7.901626,11.16665
-1.000000,1490000.,9.745674,7.895847,11.16139
-1.000000,1500000.,9.740234,7.890111,11.15616
-1.000000,1510000.,9.734834,7.884416,11.15097
-1.000000,1520000.,9.729471,7.878762,11.14582
-1.000000,1530000.,9.724148,7.873150,11.14071
-1.000000,1540000.,9.718861,7.867578,11.13563
-1.000000,1550000.,9.713612,7.862045,11.13058
-1.000000,1560000.,9.708399,7.856551,11.12558
-1.000000,1570000.,9.703222,7.851098,11.12060
-1.000000,1580000.,9.698081,7.845681,11.11566
-1.000000,1590000.,9.692975,7.840301,11.11076
-1.000000,1600000.,9.687903,7.834960,11.10589
-1.000000,1610000.,9.682866,7.829654,11.10105
-1.000000,1620000.,9.677863,7.824386,11.09624
-1.000000,1630000.,9.672893,7.819152,11.09146
-1.000000,1640000.,9.667956,7.813953,11.08672
-1.000000,1650000.,9.663052,7.808790,11.08201
-1.000000,1660000.,9.658179,7.803661,11.07733
-1.000000,1670000.,9.653338,7.798565,11.07268
-1.000000,1680000.,9.648529,7.793504,11.06806
-1.000000,1690000.,9.643750,7.788475,11.06347
-1.000000,1700000.,9.639002,7.783479,11.05890
-1.000000,1710000.,9.634284,7.778515,11.05437
-1.000000,1720000.,9.629597,7.773582,11.04987
-1.000000,1730000.,9.624938,7.768682,11.04539
-1.000000,1740000.,9.620308,7.763814,11.04094
-1.000000,1750000.,9.615707,7.758975,11.03652
-1.000000,1760000.,9.611135,7.754167,11.03213
-1.000000,1770000.,9.606591,7.749389,11.02776
-1.000000,1780000.,9.602075,7.744639,11.02342
-1.000000,1790000.,9.597586,7.739921,11.01911
-1.000000,1800000.,9.593123,7.735229,11.01482
-1.000000,1810000.,9.588688,7.730568,11.01056
-1.000000,1820000.,9.584279,7.725935,11.00632
-1.000000,1830000.,9.579896,7.721328,11.00211
-1.000000,1840000.,9.575540,7.716751,10.99792
-1.000000,1850000.,9.571208,7.712201,10.99376
-1.000000,1860000.,9.566902,7.707676,10.98962
-1.000000,1870000.,9.562621,7.703179,10.98551
-1.000000,1880000.,9.558366,7.698709,10.98142
-1.000000,1890000.,9.554133,7.694265,10.97735
-1.000000,1900000.,9.549926,7.689847,10.97331
-1.000000,1910000.,9.545743,7.685454,10.96929
-1.000000,1920000.,9.541583,7.681086,10.96529
-1.000000,1930000.,9.537446,7.676744,10.96132
-1.000000,1940000.,9.533333,7.672425,10.95736
-1.000000,1950000.,9.529243,7.668132,10.95343
-1.000000,1960000.,9.525174,7.663862,10.94952
-1.000000,1970000.,9.521129,7.659616,10.94563
-1.000000,1980000.,9.517106,7.655396,10.94177
-1.000000,1990000.,9.513104,7.651196,10.93792
-1.000000,2000000.,9.509125,7.647020,10.93410
-1.000000,2000000.,9.509125,7.647020,10.93410
-1.000000,3000000.,9.192676,7.316268,10.62977
-1.000000,4000000.,8.974559,7.089811,10.41972
-1.000000,5000000.,8.808945,6.918745,10.26003
-1.000000,6000000.,8.675899,6.781893,10.13159
-1.000000,7000000.,8.564980,6.668205,10.02440
-1.000000,8000000.,8.470043,6.571198,9.932569
-1.000000,9000000.,8.387177,6.486754,9.852340
-1.000000,1.0000000E+07,8.313740,6.412099,9.781178
-1.000000,1.1000000E+07,8.247860,6.345277,9.717291
-1.000000,1.2000000E+07,8.188173,6.284858,9.659367
-1.000000,1.3000000E+07,8.133648,6.229767,9.606417
-1.000000,1.4000000E+07,8.083489,6.179177,9.557676
-1.000000,1.5000000E+07,8.037070,6.132433,9.512541
-1.000000,1.6000000E+07,7.993890,6.089017,9.470531
-1.000000,1.7000000E+07,7.953540,6.048505,9.431253
-1.000000,1.8000000E+07,7.915683,6.010547,9.394383
-1.000000,1.9000000E+07,7.880039,5.974854,9.359651
-1.000000,2.0000000E+07,7.846373,5.941181,9.326829
-1.000000,3.0000000E+07,7.585258,5.681399,9.071718
-1.000000,1.3000000E+08,6.711410,4.831046,8.209634
-1.000000,2.3000000E+08,6.399275,4.534998,7.897989
-1.000000,3.3000000E+08,6.209313,4.356959,7.707213
-1.000000,4.3000000E+08,6.073627,4.230811,7.570395
-1.000000,5.3000000E+08,5.968543,4.133710,7.464105
-1.000000,6.3000000E+08,5.883050,4.055105,7.377411
-1.000000,7.3000000E+08,5.811146,3.989270,7.304341
-1.000000,8.3000000E+08,5.749206,3.932761,7.241278
-1.000000,9.3000000E+08,5.694871,3.883349,7.185868
-1.000000,1.0300000E+09,5.646530,3.839511,7.136496
-1.000000,1.1300000E+09,5.603025,3.800162,7.092007
-1.000000,1.2300000E+09,5.563507,3.764499,7.051542
-1.000000,1.3300000E+09,5.527326,3.731920,7.014454
