stress_ratio,cycles_to_failure,stress,stress_lowerbound,stress_upperbound
0.1000000,1.000000,62.15738
0.1000000,51.00000,46.30243
0.1000000,101.0000,43.99249
0.1000000,151.0000,42.68720
0.1000000,201.0000,41.78249
0.1000000,251.0000,41.09307
0.1000000,301.0000,40.53777
0.1000000,351.0000,40.07388
0.1000000,401.0000,39.67616
0.1000000,451.0000,39.32851
0.1000000,501.0000,39.02004
0.1000000,551.0000,38.74302
0.1000000,601.0000,38.49180
0.1000000,651.0000,38.26211
0.1000000,701.0000,38.05064
0.1000000,751.0000,37.85480
0.1000000,801.0000,37.67250
0.1000000,851.0000,37.50204
0.1000000,901.0000,37.34203
0.1000000,951.0000,37.19128
0.1000000,1000.000,37.05160
0.1000000,10000.00,31.18256
0.1000000,20000.00,29.60507
0.1000000,30000.00,28.71955
0.1000000,40000.00,28.10738
0.1000000,50000.00,27.64154
0.1000000,60000.00,27.26666
0.1000000,70000.00,26.95367
0.1000000,80000.00,26.68546
0.1000000,90000.00,26.45109
0.1000000,100000.0,26.24319
0.1000000,110000.0,26.05652
0.1000000,120000.0,25.88727
0.1000000,130000.0,25.73254
0.1000000,140000.0,25.59011
0.1000000,150000.0,25.45823
0.1000000,160000.0,25.33547
0.1000000,170000.0,25.22069
0.1000000,180000.0,25.11296
0.1000000,190000.0,25.01147
0.1000000,200000.0,24.91557
0.1000000,210000.0,24.82469
0.1000000,220000.0,24.73835
0.1000000,230000.0,24.65613
0.1000000,240000.0,24.57766
0.1000000,250000.0,24.50263
0.1000000,260000.0,24.43076
0.1000000,270000.0,24.36180
0.1000000,280000.0,24.29554
0.1000000,290000.0,24.23177
0.1000000,300000.0,24.17032
0.1000000,310000.0,24.11104
0.1000000,320000.0,24.05377
0.1000000,330000.0,23.99840
0.1000000,340000.0,23.94481
0.1000000,350000.0,23.89288
0.1000000,360000.0,23.84252
0.1000000,370000.0,23.79364
0.1000000,380000.0,23.74617
0.1000000,390000.0,23.70001
0.1000000,400000.0,23.65512
0.1000000,410000.0,23.61141
0.1000000,420000.0,23.56884
0.1000000,430000.0,23.52734
0.1000000,440000.0,23.48686
0.1000000,450000.0,23.44736
0.1000000,460000.0,23.40880
0.1000000,470000.0,23.37112
0.1000000,480000.0,23.33430
0.1000000,490000.0,23.29829
0.1000000,500000.0,23.26307
0.1000000,510000.0,23.22859
0.1000000,520000.0,23.19484
0.1000000,530000.0,23.16177
0.1000000,540000.0,23.12937
0.1000000,550000.0,23.09760
0.1000000,560000.0,23.06645
0.1000000,570000.0,23.03590
0.1000000,580000.0,23.00591
0.1000000,590000.0,22.97647
0.1000000,600000.0,22.94757
0.1000000,610000.0,22.91918
0.1000000,620000.0,22.89128
0.1000000,630000.0,22.86387
0.1000000,640000.0,22.83692
0.1000000,650000.0,22.81042
0.1000000,660000.0,22.78435
0.1000000,670000.0,22.75870
0.1000000,680000.0,22.73346
0.1000000,690000.0,22.70862
0.1000000,700000.0,22.68416
0.1000000,710000.0,22.66007
0.1000000,720000.0,22.63635
0.1000000,730000.0,22.61298
0.1000000,740000.0,22.58995
0.1000000,750000.0,22.56725
0.1000000,760000.0,22.54487
