stress_ratio,cycles_to_failure,stress_parameter,stress_lowerbound,stress_upperbound
0.1,990000,144.56740456682977,156.67607612426397,122.98884703462898
0.1,1000000,144.4153056000983,156.54247398488843,122.77799420747711
0.1,1010000,144.2648777239543,156.41045464580253,122.56948493706585
0.1,1020000,144.11608630318878,156.27998253908527,122.36327173360557
0.1,1030000,143.96889775119286,156.1510232636189,122.1593084910562
0.1,1040000,143.8232794883904,156.02354353510268,121.95755043490081
0.1,1050000,143.6791999027007,155.89751113868823,121.75795407233365
0.1,1060000,143.53662831191284,155.77289488408567,121.56047714471784
0.1,1070000,143.39553492786288,155.64966456298185,121.36507858220018
0.1,1080000,143.25589082231156,155.52779090863908,121.17171846035852
0.1,1090000,143.11766789442635,155.4072455575226,120.9803579587903
0.1,1100000,142.98083883977907,155.28800101285924,120.7909593215256
0.1,1110000,142.8453771207749,155.17003061000042,120.60348581917353
0.1,1120000,142.71125693843481,155.05330848348726,120.4179017127158
0.1,1130000,142.57845320545755,154.93780953570686,120.23417221887026
0.1,1140000,142.446941520493,154.8235094070861,120.05226347691342
0.1,1150000,142.3166981435618,154.71038444767686,119.87214251693902
0.1,1160000,142.18769997256103,154.59841169010699,119.69377722943408
0.1,1170000,142.05992452079875,154.48756882378976,119.51713633613466
0.1,1180000,141.93334989550428,154.3778341703485,119.3421893620774
0.1,1190000,141.8079547772639,154.26918666014143,119.16890660882429
0.1,1200000,141.68371840033433,154.16160580989086,118.99725912875672
0.1,1210000,141.5606205337903,154.05507170130983,118.82721870042006
0.1,1220000,141.43864146346357,153.94956496068266,118.65875780486563
0.1,1230000,141.3177619746343,153.84506673936863,118.49184960292438
0.1,1240000,141.1979633354376,153.74155869515013,118.32646791339239
0.1,1250000,141.07922728095042,153.63902297440836,118.16258719206424
0.1,1260000,140.96153599792498,153.53744219506146,118.00018251159426
0.1,1270000,140.84487211013843,153.4367994302486,117.83922954212642
0.1,1280000,140.72921866432864,153.3370781926959,117.6797045326822
0.1,1290000,140.6145591166887,153.23826241975468,117.52158429324807
0.1,1300000,140.50087731989314,153.14033645906218,117.364846177549
0.1,1310000,140.38815751063203,153.0432850547974,117.20946806646906
0.1,1320000,140.27638429762848,152.94709333451388,117.0554283520861
0.1,1330000,140.16554265011752,152.85174679649268,116.90270592231194
0.1,1340000,140.05561788676567,152.75723129763637,116.75128014608072
0.1,1350000,139.9465956650107,152.66353304182252,116.60113085909747
0.1,1360000,139.8384619708029,152.57063856873899,116.45223835009612
0.1,1370000,139.73120310872977,152.4785347431652,116.30458334758879
0.1,1380000,139.62480569250738,152.38720874466713,116.15814700709883
0.1,1390000,139.5192566358219,152.29664805769292,116.01291089884835
0.1,1400000,139.41454314350636,152.20684046206367,115.86885699587486
0.1,1410000,139.31065270303756,152.11777402382157,115.72596766257087
0.1,1420000,139.20757307633986,152.02943708643076,115.58422564362219
0.1,1430000,139.1052922918825,151.94181826231204,115.44361405332948
0.1,1440000,139.00379863705786,151.85490642469267,115.30411636529998
0.1,1450000,138.9030806508287,151.7686906997698,115.16571640248796
0.1,1460000,138.80312711663376,151.68316045915435,115.02839832757746
0.1,1470000,138.70392705553996,151.59830531259675,114.89214663369202
0.1,1480000,138.60546971963186,151.51411510098518,114.75694613540787
0.1,1490000,138.50774458562805,151.43057988959114,114.62278196007557
0.1,1500000,138.41074134871573,151.34768996155222,114.48963953943087
0.1,1510000,138.31444991659404,151.26543581160888,114.35750460146956
0.1,1520000,138.2188604037181,151.18380814004288,114.2263631626029
0.1,1530000,138.12396312573594,151.10279784684369,114.09620152005742
0.1,1540000,138.02974859410986,151.02239602606616,113.96700624453197
0.1,1550000,137.936207510916,150.9425939603998,113.83876417307827
0.1,1560000,137.8433307638142,150.86338311592098,113.71146240221513
0.1,1570000,137.75110942118198,150.7847551370152,113.58508828126483
0.1,1580000,137.65953472740622,150.70670184148946,113.45962940589182
0.1,1590000,137.56859809832648,150.62921521583232,113.335073611855
0.1,1600000,137.47829111682384,150.55228741065488,113.2114089689404
0.1,1610000,137.3886055285505,150.47591073626373,113.0886237750964
0.1,1620000,137.2995332377937,150.40007765839655,112.96670655074016
0.1,1630000,137.21106630347003,150.32478079408395,112.8456460332466
