stress_ratio,cycles_to_failure,stress,stress_lowerbound,stress_upperbound
0.1000000,1.000000,178.2426
0.1000000,51.00000,123.9427
0.1000000,101.0000,116.3588
0.1000000,151.0000,112.1140
0.1000000,201.0000,109.1896
0.1000000,251.0000,106.9710
0.1000000,301.0000,105.1904
0.1000000,351.0000,103.7071
0.1000000,401.0000,102.4387
0.1000000,451.0000,101.3324
0.1000000,501.0000,100.3527
0.1000000,551.0000,99.47441
0.1000000,601.0000,98.67918
0.1000000,651.0000,97.95316
0.1000000,701.0000,97.28564
0.1000000,751.0000,96.66824
0.1000000,801.0000,96.09418
0.1000000,851.0000,95.55801
0.1000000,901.0000,95.05519
0.1000000,951.0000,94.58198
0.1000000,1000.000,94.14388
0.1000000,10000.00,76.10017
0.1000000,20000.00,71.37868
0.1000000,30000.00,68.75378
0.1000000,40000.00,66.95013
0.1000000,50000.00,65.58376
0.1000000,60000.00,64.48808
0.1000000,70000.00,63.57599
0.1000000,80000.00,62.79633
0.1000000,90000.00,62.11657
0.1000000,100000.0,61.51474
0.1000000,110000.0,60.97534
0.1000000,120000.0,60.48704
0.1000000,130000.0,60.04130
0.1000000,140000.0,59.63153
0.1000000,150000.0,59.25257
0.1000000,160000.0,58.90025
0.1000000,170000.0,58.57121
0.1000000,180000.0,58.26266
0.1000000,190000.0,57.97230
0.1000000,200000.0,57.69817
0.1000000,210000.0,57.43863
0.1000000,220000.0,57.19224
0.1000000,230000.0,56.95780
0.1000000,240000.0,56.73423
0.1000000,250000.0,56.52062
0.1000000,260000.0,56.31615
0.1000000,270000.0,56.12009
0.1000000,280000.0,55.93181
0.1000000,290000.0,55.75074
0.1000000,300000.0,55.57636
0.1000000,310000.0,55.40822
0.1000000,320000.0,55.24590
0.1000000,330000.0,55.08903
0.1000000,340000.0,54.93727
0.1000000,350000.0,54.79031
0.1000000,360000.0,54.64787
0.1000000,370000.0,54.50968
0.1000000,380000.0,54.37552
0.1000000,390000.0,54.24516
0.1000000,400000.0,54.11840
0.1000000,410000.0,53.99505
0.1000000,420000.0,53.87495
0.1000000,430000.0,53.75793
0.1000000,440000.0,53.64386
0.1000000,450000.0,53.53257
0.1000000,460000.0,53.42396
0.1000000,470000.0,53.31789
0.1000000,480000.0,53.21426
0.1000000,490000.0,53.11297
0.1000000,500000.0,53.01391
0.1000000,510000.0,52.91699
0.1000000,520000.0,52.82212
0.1000000,530000.0,52.72923
0.1000000,540000.0,52.63823
0.1000000,550000.0,52.54905
0.1000000,560000.0,52.46163
0.1000000,570000.0,52.37589
0.1000000,580000.0,52.29179
0.1000000,590000.0,52.20925
