stress_ratio,cycles_to_failure,stress_parameter,stress_lowerbound,stress_upperbound
-1.0,1530000,79.9435821902946,,
-1.0,1540000,79.91918666139938,,
-1.0,1550000,79.89495590187332,,
-1.0,1560000,79.87088774988058,,
-1.0,1570000,79.84698008553711,,
-1.0,1580000,79.82323082983615,,
-1.0,1590000,79.79963794360795,,
-1.0,1600000,79.77619942651216,,
-1.0,1610000,79.75291331606205,,
-1.0,1620000,79.7297776866787,,
-1.0,1630000,79.70679064877501,,
-1.0,1640000,79.68395034786744,,
-1.0,1650000,79.66125496371521,,
-1.0,1660000,79.63870270948541,,
-1.0,1670000,79.61629183094371,,
-1.0,1680000,79.59402060566894,,
-1.0,1690000,79.57188734229146,,
-1.0,1700000,79.54989037975399,,
-1.0,1710000,79.52802808659433,,
-1.0,1720000,79.50629886024896,,
-1.0,1730000,79.48470112637722,,
-1.0,1740000,79.46323333820484,,
-1.0,1750000,79.4418939758866,,
-1.0,1760000,79.42068154588705,,
-1.0,1770000,79.3995945803791,,
-1.0,1780000,79.37863163665959,,
-1.0,1790000,79.3577912965812,,
-1.0,1800000,79.33707216600048,,
-1.0,1810000,79.31647287424127,,
-1.0,1820000,79.29599207357272,,
-1.0,1830000,79.2756284387021,,
-1.0,1840000,79.25538066628123,,
-1.0,1850000,79.23524747442647,,
-1.0,1860000,79.2152276022518,,
-1.0,1870000,79.19531980941431,,
-1.0,1880000,79.1755228756722,,
-1.0,1890000,79.15583560045418,,
-1.0,1900000,79.13625680244073,,
-1.0,1910000,79.11678531915607,,
-1.0,1920000,79.09742000657104,,
-1.0,1930000,79.07815973871642,,
-1.0,1940000,79.0590034073061,,
-1.0,1950000,79.03994992137012,,
-1.0,1960000,79.02099820689727,,
-1.0,1970000,79.00214720648663,,
-1.0,1980000,78.98339587900811,,
-1.0,1990000,78.96474319927158,,
-1.0,3000000,77.45896319679704,,
-1.0,4000000,76.42016408436265,,
-1.0,5000000,75.62375554546587,,
-1.0,6000000,74.97907650105562,,
-1.0,7000000,74.43822205038663,,
-1.0,8000000,73.97281959731184,,
-1.0,9000000,73.56468957112781,,
-1.0,10000000,73.20149091868382,,
-1.0,11000000,72.87446649614273,,
-1.0,12000000,72.57718024145777,,
-1.0,13000000,72.30476507809301,,
-1.0,14000000,72.05345232826707,,
-1.0,15000000,71.8202650618496,,
-1.0,16000000,71.60281135319725,,
-1.0,17000000,71.39914080050573,,
-1.0,18000000,71.20764243427645,,
-1.0,19000000,71.02697048026343,,
-1.0,30000000,69.51875096479648,,
-1.0,130000000,64.88942297087618,,
-1.0,230000000,63.17254585954434,,
-1.0,330000000,62.10971916966211,,
-1.0,430000000,61.34183656311782,,
-1.0,530000000,60.74196964203237,,
-1.0,630000000,60.25052849214497,,
-1.0,730000000,59.83478213808932,,
-1.0,830000000,59.47483349080609,,
-1.0,930000000,59.15769169384582,,
-1.0,1030000000,58.87441153198315,,
-1.0,1130000000,58.61857418827391,,
-1.0,1230000000,58.38541944029826,,
-1.0,1330000000,58.171320678599834,,
0.1,1,203.46051975184847,,
0.1,51,203.45418237222708,,
0.1,101,203.44784582361547,,
0.1,151,203.44151010582155,,
0.1,201,203.43517521865334,,
0.1,251,203.428841161919,,
0.1,301,203.4225079354266,,
0.1,351,203.41617553898442,,
0.1,401,203.40984397240072,,
0.1,451,203.4035132354838,,
0.1,501,203.39718332804216,,
0.1,551,203.3908542498842,,
0.1,601,203.38452600081845,,
0.1,651,203.37819858065353,,
0.1,701,203.37187198919813,,
0.1,751,203.36554622626093,,
0.1,801,203.35922129165073,,
0.1,851,203.3528971851764,,
0.1,901,203.34657390664682,,
0.1,951,203.34025145587097,,
0.1,1000,203.33405625701332,,
0.1,10000,202.20945625038075,,
0.1,20000,200.99003441787877,,
0.1,30000,199.80098632890767,,
0.1,40000,198.64100338604686,,
0.1,50000,197.50885628451277,,
0.1,60000,196.4033888689329,,
0.1,70000,195.32351256611946,,
0.1,80000,194.26820133077962,,
0.1,90000,193.23648704896212,,
0.1,100000,192.22745535080625,,
0.1,110000,191.2402417899981,,
0.1,120000,190.27402835239124,,
0.1,130000,189.32804026063027,,
0.1,140000,188.40154304542483,,
0.1,150000,187.4938398574423,,
0.1,160000,186.60426899668553,,
0.1,170000,185.73220163876033,,
0.1,180000,184.8770397396639,,
0.1,190000,184.0382141026806,,
0.1,200000,183.21518259269558,,
0.1,210000,182.40742848475662,,
0.1,220000,181.61445893505828,,
0.1,230000,180.8358035637128,,
0.1,240000,180.07101313972836,,
0.1,250000,179.31965835955316,,
0.1,260000,178.58132871137832,,
0.1,270000,177.8556314181395,,
0.1,280000,177.14219045281928,,
0.1,290000,176.44064562024874,,
0.1,300000,175.75065170013917,,
0.1,310000,175.07187764655123,,
0.1,320000,174.40400583944032,,
0.1,330000,173.74673138430018,,
0.1,340000,173.0997614562765,,
0.1,350000,172.4628146854344,,
0.1,360000,171.83562058014743,,
0.1,370000,171.2179189858313,,
0.1,380000,170.6094595764774,,
0.1,390000,170.01000137665045,,
0.1,400000,169.41931231180644,,
0.1,410000,168.83716878495798,,
0.1,420000,168.2633552778738,,
0.1,430000,167.69766397514013,,
0.1,440000,167.13989440954373,,
0.1,450000,166.58985312735487,,
0.1,460000,166.04735337219677,,
0.1,470000,165.51221478628824,,
0.1,480000,164.98426312793603,,
0.1,490000,164.46333000423795,,
0.1,500000,163.94925261803306,,
0.1,510000,163.44187352820532,,
0.1,520000,162.94104042251183,,
0.1,530000,162.44660590216594,,
0.1,540000,161.95842727745858,,
0.1,550000,161.47636637375285,,
0.1,560000,161.00028934723196,,
0.1,570000,160.53006650982326,,
0.1,580000,160.06557216276045,,
0.1,590000,159.606684438282,,
0.1,600000,159.1532851489979,,
0.1,610000,158.70525964448677,,
0.1,620000,158.26249667471507,,
0.1,630000,157.8248882598962,,
0.1,640000,157.39232956643113,,
0.1,650000,156.96471878859685,,
0.1,660000,156.54195703566842,,
0.1,670000,156.12394822418014,,
0.1,680000,155.71059897505134,,
0.1,690000,155.30181851531682,,
0.1,700000,154.89751858422002,,
0.1,710000,154.49761334343978,,
0.1,720000,154.1020192912371,,
0.1,730000,153.71065518031963,,
0.1,740000,153.32344193923427,,
0.1,750000,152.9403025971094,,
0.1,760000,152.56116221157816,,
0.1,770000,152.18594779972454,,
0.1,780000,151.81458827190284,,
0.1,790000,151.44701436828925,,
0.1,800000,151.08315859803272,,
0.1,810000,150.72295518087986,,
0.1,820000,150.36633999115466,,
0.1,830000,150.01325050398123,,
0.1,840000,149.6636257436441,,
0.1,850000,149.31740623398517,,
0.1,860000,148.9745339507429,,
0.1,870000,148.63495227574418,,
0.1,880000,148.29860595286343,,
0.1,890000,147.9654410456693,,
0.1,900000,147.63540489668188,,
0.1,910000,147.30844608816818,,
0.1,920000,146.98451440440866,,
0.1,930000,146.66356079536752,,
0.1,940000,146.3455373417071,,
0.1,950000,146.03039722108633,,
0.1,960000,145.71809467568903,,
0.1,970000,145.408584980927,,
0.1,980000,145.1018244152702,,
0.1,990000,144.797770231154,,
0.1,1000000,144.49638062691974,,
0.1,1010000,144.1976147197438,,
0.1,1020000,143.90143251951545,,
0.1,1030000,143.60779490362324,,
0.1,1040000,143.31666359261328,,
0.1,1050000,143.028001126683,,
0.1,1060000,142.7417708429776,,
0.1,1070000,142.45793685365612,,
0.1,1080000,142.17646402469617,,
0.1,1090000,141.89731795540888,,
0.1,1100000,141.6204649586345,,
0.1,1110000,141.3458720415937,,
0.1,1120000,141.07350688736742,,
0.1,1130000,140.80333783698163,,
0.1,1140000,140.5353338720737,,
0.1,1150000,140.26946459811788,,
0.1,1160000,140.00570022818843,,
0.1,1170000,139.7440115672405,,
0.1,1180000,139.48436999688894,,
0.1,1190000,139.22674746066633,,
0.1,1200000,138.97111644974294,,
0.1,1210000,138.71744998909045,,
0.1,1220000,138.46572162407477,,
0.1,1230000,138.21590540746033,,
0.1,1240000,137.9679758868126,,
0.1,1250000,137.72190809228334,,
0.1,1260000,137.47767752476543,,
0.1,1270000,137.2352601444035,,
0.1,1280000,136.99463235944856,,
0.1,1290000,136.75577101544357,,
0.1,1300000,136.51865338472902,,
0.1,1310000,136.28325715625687,,
0.1,1320000,136.04956042570237,,
0.1,1330000,135.8175416858636,,
0.1,1340000,135.58717981733844,,
0.1,1350000,135.35845407946977,,
0.1,1360000,135.13134410154987,,
0.1,1370000,134.90582987427484,,
0.1,1380000,134.6818917414412,,
0.1,1390000,134.45951039187614,,
0.1,1400000,134.2386668515936,,
0.1,1410000,134.0193424761692,,
0.1,1420000,133.80151894332624,,
0.1,1430000,133.58517824572633,,
0.1,1440000,133.37030268395748,,
0.1,1450000,133.1568748597137,,
0.1,1460000,132.94487766915972,,
0.1,1470000,132.73429429647507,,
0.1,1480000,132.52510820757132,,
0.1,1490000,132.3173031439776,,
0.1,1500000,132.11086311688865,,
0.1,1510000,131.9057724013704,,
0.1,1520000,131.7020155307184,,
0.1,1530000,131.49957729096377,,
0.1,1540000,131.29844271552255,,
0.1,1550000,131.09859707998433,,
0.1,1560000,130.9000258970347,,
0.1,1570000,130.70271491150896,,
0.1,1580000,130.5066500955718,,
0.1,1590000,130.31181764402007,,
0.1,1600000,130.11820396970418,,
0.1,1610000,129.92579569906553,,
0.1,1620000,129.73457966778503,,
0.1,1630000,129.5445429165414,,
0.1,1640000,129.35567268687387,,
0.1,1650000,129.16795641714802,,
0.1,1660000,128.98138173862066,,
0.1,1670000,128.79593647160107,,
0.1,1680000,128.61160862170632,,
0.1,1690000,128.42838637620713,,
0.1,1700000,128.2462581004622,,
0.1,1710000,128.06521233443874,,
0.1,1720000,127.88523778931571,,
0.1,1730000,127.70632334416877,,
0.1,1740000,127.52845804273342,,
0.1,1750000,127.35163109024501,,
0.1,1760000,127.17583185035302,,
0.1,1770000,127.00104984210763,,
0.1,1780000,126.82727473701658,,
0.1,1790000,126.65449635617053,,
0.1,1800000,126.48270466743462,,
0.1,1810000,126.31188978270512,,
0.1,1820000,126.14204195522869,,
0.1,1830000,125.97315157698273,,
0.1,1840000,125.80520917611568,,
0.1,1850000,125.63820541444493,,
0.1,1860000,125.47213108501128,,
0.1,1870000,125.30697710968815,,
0.1,1880000,125.14273453684442,,
0.1,1890000,124.97939453905903,,
0.1,1900000,124.81694841088665,,
0.1,1910000,124.65538756667206,,
0.1,1920000,124.49470353841319,,
0.1,1930000,124.33488797367043,,
0.1,1940000,124.1759326335219,,
0.1,1950000,124.0178293905628,,
0.1,1960000,123.86057022694835,,
0.1,1970000,123.70414723247848,,
0.1,1980000,123.54855260272403,,
0.1,1990000,123.3937786371925,,
0.1,3000000,110.97678746394891,,
0.1,4000000,102.62038459952373,,
0.1,5000000,96.4020685223756,,
0.1,6000000,91.51384780864736,,
0.1,7000000,87.52411748784978,,
0.1,8000000,84.17736491755744,,
0.1,9000000,81.31083428447683,,
0.1,10000000,78.81499496883818,,
0.1,11000000,76.61290680891803,,
0.1,12000000,74.6486310372538,,
0.1,13000000,72.88033279194771,,
0.1,14000000,71.27597758401559,,
0.1,15000000,69.81053892445571,,
0.1,16000000,68.4641255449564,,
0.1,17000000,67.22068929601323,,
0.1,18000000,66.0671115445142,,
0.1,19000000,64.99254318815719,,
0.1,30000000,56.539232711342436,,
0.1,130000000,35.94981274651835,,
0.1,230000000,30.111841234374182,,
0.1,330000000,26.914566880398333,,
0.1,430000000,24.787154183969292,,
0.1,530000000,23.225753248587782,,
0.1,630000000,22.009359303292246,,
0.1,730000000,21.02285077109117,,
0.1,830000000,20.199239065202292,,
0.1,930000000,19.496387788954983,,
0.1,1030000000,18.886211778245926,,
0.1,1130000000,18.34913198457,,
0.1,1230000000,17.871001119962667,,
0.1,1330000000,17.44129273160135,,
10.0,1,311.3638660371989,,
10.0,51,235.41919487355696,,
10.0,101,228.19971656927734,,
10.0,151,224.0771257728909,,
10.0,201,221.1966515724274,,
10.0,251,218.98761713724937,,
10.0,301,217.19894364318543,,
10.0,351,215.69795949449585,,
10.0,401,214.406081273974,,
10.0,451,213.2729520385604,,
10.0,501,212.26438363049144,,
10.0,551,211.35611359926796,,
10.0,601,210.53030827752508,,
10.0,651,209.77348003222593,,
10.0,701,209.07518401268482,,
10.0,751,208.4271688513323,,
10.0,801,207.82280403107075,,
10.0,851,207.25668244892194,,
10.0,901,206.7243376068846,,
10.0,951,206.2220379500698,,
10.0,1000,205.75589693386664,,
10.0,10000,185.4968157995268,,
10.0,20000,179.7998106466858,,
10.0,30000,176.54882451547584,,
10.0,40000,174.27794915103922,,
10.0,50000,172.53666616998984,,
10.0,60000,171.12686232517805,,
10.0,70000,169.9438841630503,,
10.0,80000,168.92575594068452,,
10.0,90000,168.03276860477519,,
10.0,100000,167.23796585983976,,
10.0,110000,166.5222190922159,,
10.0,120000,165.87146909478255,,
10.0,130000,165.2750834418456,,
10.0,140000,164.7248287346754,,
10.0,150000,164.21420088965994,,
10.0,160000,163.73797362052846,,
10.0,170000,163.2918850795281,,
10.0,180000,162.87241488731917,,
10.0,190000,162.47662199361733,,
10.0,200000,162.1020244994219,,
10.0,210000,161.74650906124245,,
10.0,220000,161.40826155678772,,
10.0,230000,161.08571329819287,,
10.0,240000,160.77749879254796,,
10.0,250000,160.482422200159,,
10.0,260000,160.1994304284499,,
10.0,270000,159.92759134773655,,
10.0,280000,159.6660760029682,,
10.0,290000,159.41414397387794,,
10.0,300000,159.1711312384124,,
10.0,310000,158.93644004332853,,
10.0,320000,158.70953039680577,,
10.0,330000,158.48991288140954,,
10.0,340000,158.27714254917987,,
10.0,350000,158.0708137092626,,
10.0,360000,157.8705554561218,,
10.0,370000,157.67602781569948,,
10.0,380000,157.4869184099264,,
10.0,390000,157.3029395582088,,
10.0,400000,157.12382574903035,,
10.0,410000,156.94933142643526,,
10.0,420000,156.77922904553574,,
10.0,430000,156.6133073587853,,
10.0,440000,156.45136990095662,,
10.0,450000,156.29323364583627,,
10.0,460000,156.13872781182764,,
10.0,470000,155.98769279710694,,
10.0,480000,155.83997922784974,,
10.0,490000,155.69544710543647,,
10.0,500000,155.55396504055335,,
10.0,510000,155.41540956378816,,
10.0,520000,155.27966450374458,,
10.0,530000,155.1466204249023,,
10.0,540000,155.01617411847337,,
10.0,550000,154.88822814037806,,
10.0,560000,154.76269039120925,,
10.0,570000,154.63947373369322,,
10.0,580000,154.51849564370684,,
10.0,590000,154.39967789138288,,
10.0,600000,154.28294624924877,,
10.0,610000,154.168230224697,,
10.0,620000,154.05546281439686,,
10.0,630000,153.94458027852536,,
10.0,640000,153.8355219329313,,
10.0,650000,153.72822995755172,,
10.0,660000,153.62264921958152,,
10.0,670000,153.5187271100553,,
10.0,680000,153.4164133926402,,
10.0,690000,153.31566006356312,,
10.0,700000,153.21642122170292,,
10.0,710000,153.11865294797752,,
10.0,720000,153.02231319323917,,
10.0,730000,152.92736167396882,,
10.0,740000,152.83375977512907,,
10.0,750000,152.74147045959367,,
10.0,760000,152.65045818362816,,
10.0,770000,152.56068881794315,,
10.0,780000,152.4721295738856,,
10.0,790000,152.38474893437294,,
10.0,800000,152.29851658920862,,
10.0,810000,152.2134033744512,,
10.0,820000,152.12938121553566,,
10.0,830000,152.04642307387212,,
10.0,840000,151.9645028966705,,
10.0,850000,151.88359556976027,,
10.0,860000,151.80367687319364,,
10.0,870000,151.72472343943735,,
10.0,880000,151.64671271397495,,
10.0,890000,151.56962291815424,,
10.0,900000,151.49343301412856,,
10.0,910000,151.4181226717524,,
10.0,920000,151.34367223730158,,
10.0,930000,151.27006270389927,,
10.0,940000,151.1972756835375,,
10.0,950000,151.12529338059204,,
10.0,960000,151.054098566736,,
10.0,970000,150.98367455716507,,
10.0,980000,150.9140051880523,,
10.0,990000,150.8450747951577,,
10.0,1000000,150.77686819352223,,
10.0,1010000,150.70937065818066,,
10.0,1020000,150.6425679058332,,
10.0,1030000,150.5764460774191,,
10.0,1040000,150.51099172153926,,
10.0,1050000,150.4461917786794,,
10.0,1060000,150.38203356618718,,
10.0,1070000,150.31850476396113,,
10.0,1080000,150.2555934008109,,
10.0,1090000,150.1932878414518,,
10.0,1100000,150.13157677409814,,
10.0,1110000,150.0704491986235,,
10.0,1120000,150.00989441525581,,
10.0,1130000,149.94990201378008,,
10.0,1140000,149.89046186322042,,
10.0,1150000,149.83156410197705,,
10.0,1160000,149.77319912839366,,
10.0,1170000,149.71535759173346,,
10.0,1180000,149.6580303835426,,
10.0,1190000,149.60120862938095,,
10.0,1200000,149.5448836809024,,
10.0,1210000,149.48904710826622,,
10.0,1220000,149.4336906928638,,
10.0,1230000,149.3788064203447,,
10.0,1240000,149.3243864739277,,
10.0,1250000,149.27042322798263,,
10.0,1260000,149.2169092418704,,
10.0,1270000,149.16383725402864,,
10.0,1280000,149.11120017629108,,
10.0,1290000,149.05899108843016,,
10.0,1300000,149.0072032329123,,
10.0,1310000,148.95583000985562,,
10.0,1320000,148.90486497218114,,
10.0,1330000,148.85430182094885,,
10.0,1340000,148.80413440086974,,
10.0,1350000,148.754356695986,,
10.0,1360000,148.70496282551258,,
10.0,1370000,148.65594703983186,,
10.0,1380000,148.60730371663558,,
10.0,1390000,148.55902735720719,,
10.0,1400000,148.5111125828385,,
10.0,1410000,148.46355413137545,,
10.0,1420000,148.41634685388624,,
10.0,1430000,148.36948571144825,,
10.0,1440000,148.3229657720472,,
10.0,1450000,148.2767822075851,,
10.0,1460000,148.23093029099147,,
10.0,1470000,148.18540539343454,,
10.0,1480000,148.14020298162723,,
10.0,1490000,148.0953186152251,,
10.0,1500000,148.050747944312,,
10.0,1510000,148.00648670696984,,
10.0,1520000,147.96253072692934,,
10.0,1530000,147.9188759112987,,
10.0,1540000,147.87551824836657,,
10.0,1550000,147.832453805477,,
10.0,1560000,147.7896787269732,,
10.0,1570000,147.7471892322076,,
10.0,1580000,147.70498161361584,,
10.0,1590000,147.66305223485165,,
10.0,1600000,147.62139752898108,,
10.0,1610000,147.5800139967333,,
10.0,1620000,147.53889820480612,,
10.0,1630000,147.4980467842241,,
10.0,1640000,147.45745642874726,,
10.0,1650000,147.4171238933286,,
10.0,1660000,147.37704599261872,,
10.0,1670000,147.33721959951563,,
10.0,1680000,147.2976416437583,,
10.0,1690000,147.25830911056238,,
10.0,1700000,147.21921903929623,,
10.0,1710000,147.18036852219666,,
10.0,1720000,147.1417547031218,,
10.0,1730000,147.10337477634084,,
10.0,1740000,147.06522598535918,,
10.0,1750000,147.02730562177675,,
10.0,1760000,146.98961102417996,,
10.0,1770000,146.95213957706494,,
10.0,1780000,146.9148887097913,,
10.0,1790000,146.87785589556586,,
10.0,1800000,146.84103865045438,,
10.0,1810000,146.80443453242134,,
10.0,1820000,146.7680411403962,,
10.0,1830000,146.73185611336578,,
10.0,1840000,146.69587712949095,,
10.0,1850000,146.6601019052482,,
10.0,1860000,146.62452819459403,,
10.0,1870000,146.58915378815226,,
10.0,1880000,146.55397651242296,,
10.0,1890000,146.51899422901283,,
10.0,1900000,146.48420483388566,,
10.0,1910000,146.44960625663316,,
10.0,1920000,146.41519645976453,,
10.0,1930000,146.3809734380149,,
10.0,1940000,146.3469352176718,,
10.0,1950000,146.31307985591891,,
10.0,1960000,146.27940544019694,,
10.0,1970000,146.24591008758082,,
10.0,1980000,146.2125919441729,,
10.0,1990000,146.1794491845114,,
10.0,3000000,143.50408043546923,,
10.0,4000000,141.65829342181289,,
10.0,5000000,140.24295500087837,,
10.0,6000000,139.0970429161811,,
10.0,7000000,138.13549599056998,,
10.0,8000000,137.3079406033044,,
10.0,9000000,136.58210121289605,,
10.0,10000000,135.9360676289013,,
10.0,11000000,135.35429197934693,,
10.0,12000000,134.82534680957076,,
10.0,13000000,134.34058996490012,,
10.0,14000000,133.89332923374633,,
10.0,15000000,133.47827800527108,,
10.0,16000000,133.09118827434816,,
10.0,17000000,132.72859594193838,,
10.0,18000000,132.38763958349512,,
10.0,19000000,132.0659286607684,,
10.0,30000000,129.37913547794122,,
10.0,130000000,121.11759818184386,,
10.0,230000000,118.0475418850706,,
10.0,330000000,116.14528217997685,,
10.0,430000000,114.77006305369011,,
10.0,530000000,113.69524100489208,,
10.0,630000000,112.8143579295137,,
10.0,730000000,112.06891621393396,,
10.0,830000000,111.42334357511898,,
10.0,930000000,110.8544082579983,,
10.0,1030000000,110.3461094655263,,
10.0,1130000000,109.88696300447285,,
10.0,1230000000,109.46845047635342,,
10.0,1330000000,109.08408092049818,,
0.5,1,232.64916994212865,,
0.5,51,232.64689586445851,,
0.5,101,232.6446219227105,,
0.5,151,232.64234811686973,,
0.5,201,232.6400744469212,,
0.5,251,232.6378009128501,,
0.5,301,232.6355275146415,,
0.5,351,232.63325425228038,,
0.5,401,232.630981125752,,
0.5,451,232.6287081350413,,
0.5,501,232.6264352801335,,
0.5,551,232.62416256101363,,
0.5,601,232.62188997766683,,
0.5,651,232.61961753007816,,
0.5,701,232.61734521823277,,
0.5,751,232.61507304211577,,
0.5,801,232.61280100171223,,
0.5,851,232.6105290970073,,
0.5,901,232.60825732798608,,
0.5,951,232.6059856946337,,
0.5,1000,232.60375962555992,,
0.5,10000,232.19708476207046,,
0.5,20000,231.75027439891463,,
0.5,30000,231.3086704834941,,
0.5,40000,230.87216267559714,,
0.5,50000,230.4406440060376,,
0.5,60000,230.0140107427164,,
0.5,70000,229.59216226321143,,
0.5,80000,229.17500093351975,,
0.5,90000,228.76243199260117,,
