MD_N_cycles--1,MD_Load--1,MD_index--1,eyy--1,exx--1,exy--1
1,757.719728,8,-0.0021237,0.00545588,0.000100976
1,758.686094,9,-0.00221015,0.00566551,0.000122235
1,742.596104,10,-0.00220608,0.00565064,0.000123913
1,703.120066,11,-0.00212779,0.00545294,0.000113343
1,658.280705,12,-0.00201734,0.00515173,0.000133563
1,632.559278,13,-0.00190514,0.00482669,0.000103372
1,634.266523,14,-0.00185196,0.00469668,0.000113156
1,659.45645,15,-0.00189356,0.00474192,0.000101274
1,713.202481,16,-0.00200584,0.00500789,0.00013421
1,760.506082,17,-0.00214931,0.00541864,0.000126257
10,827.346389,18,-0.00228465,0.00603912,9.32e-05
10,830.970262,19,-0.00242652,0.00629819,0.000133575
10,784.794077,20,-0.002386,0.00621674,0.000115147
10,712.944783,21,-0.00221882,0.00582834,0.000120023
10,629.805136,22,-0.00197482,0.00522406,0.000109807
10,582.38881,23,-0.00176168,0.00465984,9.18e-05
10,576.397346,24,-0.00166817,0.00440129,0.000121842
10,628.033467,25,-0.00186908,0.00489146,0.000108934
10,778.577123,26,-0.00211005,0.00549381,9.06e-05
15,836.655715,27,-0.00232554,0.00607426,8.38e-05
15,834.046527,28,-0.00247573,0.00640141,0.000132312
15,781.524539,29,-0.00243969,0.00629226,0.000114245
15,696.806478,30,-0.00221153,0.00581274,0.000105592
15,592.841662,31,-0.00194205,0.00507991,0.000115671
15,536.45425,32,-0.00168907,0.00444,0.000104418
15,539.256709,33,-0.00158235,0.0041049,8.19e-05
15,595.096514,34,-0.00161927,0.00422144,0.000102145
15,685.934865,35,-0.00180178,0.00472547,8.1e-05
15,772.746716,36,-0.002073,0.00543785,8.53e-05
20,851.763238,37,-0.00253667,0.00655369,0.000161139
20,791.123773,38,-0.00249511,0.00642008,0.000169536
20,685.483894,39,-0.002233,0.0058503,0.00010563
20,579.731306,40,-0.00192795,0.00500742,0.000137388
20,513.760775,41,-0.00163756,0.00425451,0.000133348
20,514.791565,42,-0.00150038,0.00390448,0.000102029
20,579.393078,43,-0.00154868,0.00403111,0.000103197
20,684.469211,44,-0.00177156,0.00463757,0.000105658
20,789.23936,45,-0.00209308,0.00546145,0.000111557
25,879.868386,46,-0.00248102,0.00635385,0.000201456
25,883.009076,47,-0.00263702,0.00676729,0.000142256
25,807.841903,48,-0.00257891,0.00663147,0.000180085
25,688.270248,49,-0.00230131,0.005967,0.000127104
25,572.177551,50,-0.00194402,0.00503487,0.000162315
25,494.352943,51,-0.00160002,0.00410083,0.00013675
25,492.710123,52,-0.00145877,0.00378957,0.000136103
25,566.331041,53,-0.00151887,0.00393818,0.000122219
25,689.478205,54,-0.00176672,0.00460105,0.000135892
25,813.092492,55,-0.00214301,0.00554339,0.000131354
50,970.722925,56,-0.00269157,0.00697882,0.0001305
50,966.825247,57,-0.00292967,0.00756977,0.000151339
50,854.146941,58,-0.00280866,0.00731466,0.000177578
50,686.514684,59,-0.00241121,0.00626945,0.00016614
50,510.555665,60,-0.00189085,0.00493499,0.000145918
50,407.943809,61,-0.00145934,0.00375504,0.000116798
50,409.280614,62,-0.00125163,0.00317229,9.42e-05
50,521.781606,63,-0.00133295,0.00340864,0.000100012
50,694.841534,64,-0.00168288,0.00441013,0.000125046
50,874.215144,65,-0.00218745,0.00579836,0.000132131
75,1029.381377,66,-0.00279607,0.00738794,0.000155529
75,1022.745659,67,-0.00307952,0.00806008,0.000148515
75,881.736693,68,-0.00295629,0.00773167,0.000162199
75,673.227158,69,-0.00245592,0.00648244,0.000147371
75,457.856558,70,-0.00187319,0.0048189,0.000131411
75,331.826476,71,-0.00132301,0.00333119,8.58e-05
75,334.806101,72,-0.00108469,0.00264153,8.1e-05
75,476.378554,73,-0.00118081,0.00298958,6.04e-05
75,698.111072,74,-0.00163204,0.00420889,0.000122065
75,910.051224,75,-0.00224834,0.00591451,0.00011207
100,1072.674608,76,-0.00295969,0.0077482,0.000180367
100,1060.562811,77,-0.00323728,0.00853779,0.000172738
100,908.521144,78,-0.00307942,0.0080508,0.00018008
100,669.136211,79,-0.00252297,0.0066321,0.000118044
100,425.74103,80,-0.00184476,0.00475845,0.000165574
100,280.576937,81,-0.00119121,0.00308282,0.000102865
100,289.193688,82,-0.000866447,0.00232869,6.38e-05
100,447.741938,83,-0.00104321,0.00269321,0.0001262
100,700.494773,84,-0.001597,0.00410389,0.000149224
100,939.412653,85,-0.00232252,0.00604271,0.000173547
125,1119.446768,86,-0.00313556,0.0080804,0.000195979
125,1101.746146,87,-0.00347772,0.00892687,0.000217143
125,925.722464,88,-0.0032618,0.00842721,0.000193378
125,670.940093,89,-0.00265641,0.00682605,0.000149915
125,404.191093,90,-0.00188118,0.00476782,0.000159869
125,248.203723,91,-0.00115469,0.00296422,9.65e-05
125,260.009477,92,-0.000802684,0.00212469,9.66e-05
125,437.224666,93,-0.000987767,0.00253542,0.000118961
125,708.129062,94,-0.00160144,0.00410475,0.000151904
125,974.71724,95,-0.00241763,0.006216,0.00018094
150,996.009516,96,-0.00242437,0.00635211,0.000175387
150,1149.839013,97,-0.0032448,0.00840286,0.000192446
150,1131.880691,98,-0.00356903,0.00921901,0.000247147
150,943.632454,99,-0.00335778,0.00865423,0.00017985
150,670.875669,100,-0.00270047,0.00699031,0.000208806
150,388.616513,101,-0.00185574,0.00481106,0.000169615
150,223.561427,102,-0.00103911,0.00268569,0.00016212
150,235.238332,103,-0.000740792,0.00196099,0.000138046
150,430.701703,104,-0.000932343,0.00241444,0.000129174
150,717.82493,105,-0.00158318,0.00410992,0.000178868
175,1015.401273,106,-0.00236253,0.00644622,0.000129858
175,1168.538219,107,-0.00321406,0.00856862,0.000162484
175,1145.506467,108,-0.00355848,0.00940733,0.00016663
175,953.763195,109,-0.00332537,0.008806,0.00021394
175,664.095004,110,-0.00260289,0.00704808,0.000201503
175,375.425633,111,-0.00174847,0.00477434,0.000183053
175,201.463892,112,-0.000976775,0.00271959,0.00015381
175,215.95936,113,-0.000639032,0.00180952,0.000175402
175,419.314703,114,-0.000847054,0.00230839,0.00011227
175,717.567233,115,-0.00151657,0.00408582,0.000172418
200,1024.85556,116,-0.00244181,0.00651769,0.000144541
200,1186.383801,117,-0.00331124,0.0086889,0.000179629
200,1159.019502,118,-0.00364922,0.00958884,0.000197468
200,957.725297,119,-0.00342058,0.00895086,0.000242089
200,663.482973,120,-0.00266965,0.00710793,0.000205338
200,357.93443,121,-0.00180826,0.00478941,0.000183012
200,185.325606,122,-0.00101302,0.00267275,0.00016285
200,199.531163,123,-0.000651064,0.00174305,0.000194045
200,414.515091,124,-0.000867897,0.00227515,0.000106437
200,725.99072,125,-0.00155972,0.00412539,0.000164624
225,1035.437275,126,-0.00249447,0.00658935,0.000167419
225,1195.387123,127,-0.00337059,0.00881777,0.000226044
225,1168.344945,128,-0.00369768,0.0097314,0.000241967
225,957.886358,129,-0.00345823,0.00905368,0.000231483
225,661.88847,130,-0.00270212,0.00716231,0.000212951
225,353.698531,131,-0.00182544,0.00478047,0.000190034
225,175.162673,132,-0.00101542,0.00263221,0.000173187
225,192.460597,133,-0.00064376,0.00167862,0.000196778
225,407.766643,134,-0.000870879,0.00223909,0.000107767
225,728.068406,135,-0.00158249,0.00413731,0.000166673
250,1043.941302,136,-0.00251839,0.0066726,0.000215573
250,1209.270601,137,-0.00339446,0.00894854,0.00025256
250,1176.542961,138,-0.00373377,0.00985705,0.000242932
250,966.406489,139,-0.00347399,0.00913704,0.000199348
250,657.201597,140,-0.00271238,0.00720276,0.000201572
250,348.335207,141,-0.00181667,0.00478732,0.000193749
250,165.45071,142,-0.000997192,0.0026189,0.000184496
250,186.517455,143,-0.000622119,0.00165667,0.000205317
250,406.719747,144,-0.000864002,0.00224008,0.000118318
250,736.089241,145,-0.00159367,0.00417386,0.000167583
275,1048.17721,146,-0.00253924,0.00674882,0.000240573
275,1213.667573,147,-0.00340413,0.00903149,0.000257834
275,1176.993932,148,-0.00376222,0.00993914,0.000233483
275,963.748981,149,-0.00348892,0.00918759,0.000185356
275,655.17223,150,-0.00271806,0.00722377,0.000220842
275,336.320072,151,-0.00180751,0.00477566,0.000195299
275,157.768113,152,-0.000982831,0.0025674,0.000180393
275,179.301934,153,-0.000585407,0.00160194,0.000198364
275,405.076927,154,-0.000834958,0.00220172,0.000119768
275,730.468214,155,-0.00159077,0.00418105,0.000174528
300,1057.196633,156,-0.00256515,0.00681281,0.000250315
300,1221.559573,157,-0.00344322,0.00910104,0.000231559
300,1187.285744,158,-0.00381423,0.0100173,0.000209211
300,964.876409,159,-0.00351313,0.00924199,0.000186064
300,653.142862,160,-0.00274835,0.0072587,0.000221506
300,333.179387,161,-0.00181897,0.00479429,0.000181821
300,152.388684,162,-0.000984501,0.00256981,0.000179411
300,176.837704,163,-0.000581732,0.00160356,0.000195545
300,407.396203,164,-0.000843638,0.0022258,0.000129872
300,738.134716,165,-0.00161691,0.0042268,0.000183644
325,1063.751821,166,-0.00256576,0.00686866,0.000248724
325,1228.050341,167,-0.00345303,0.00916473,0.000199171
325,1189.492282,168,-0.0038141,0.010091,0.000191658
325,971.431594,169,-0.00351293,0.00931372,0.000188096
325,654.544092,170,-0.00273629,0.00731198,0.00022099
325,334.999374,171,-0.00179698,0.00482293,0.000172721
325,154.836808,172,-0.000945021,0.00259584,0.000168365
325,177.787963,173,-0.000546354,0.00162308,0.000205014
325,408.684689,174,-0.000815769,0.00225193,0.000143458
325,744.077865,175,-0.00161319,0.00427813,0.000173198
350,1064.911461,176,-0.00257003,0.00689759,0.000263733
350,1226.23035,177,-0.00345561,0.00919383,0.000195115
350,1188.944674,178,-0.00382035,0.0101271,0.000193865
350,963.845618,179,-0.00350618,0.00932991,0.000184755
350,649.341824,180,-0.00273699,0.00731015,0.000227657
350,329.732686,181,-0.00179615,0.00480079,0.000177999
350,151.229047,182,-0.000932812,0.00257316,0.000174826
350,173.32658,183,-0.000535199,0.00161105,0.000189441
350,411.567678,184,-0.000804683,0.00225277,0.000137823
350,741.452571,185,-0.00161808,0.00429256,0.000171416
375,1070.838511,186,-0.00260215,0.00697232,0.000252553
375,1230.498473,187,-0.00348854,0.00927098,0.000189509
375,1192.069262,188,-0.00386863,0.0102016,0.000176863
375,963.620132,189,-0.00353394,0.0093681,0.0001864
375,649.229082,190,-0.00274771,0.00733898,0.000224198
375,324.159983,191,-0.00179489,0.00482049,0.000162892
375,147.959514,192,-0.000928755,0.00257145,0.000167468
375,169.847668,193,-0.000542222,0.00160979,0.000187752
375,407.976022,194,-0.000812716,0.00226712,0.000128251
375,744.480517,195,-0.0016239,0.00431941,0.000162901
400,1068.825247,196,-0.00259713,0.00700364,0.000241691
400,1230.756171,197,-0.00348659,0.00931121,0.000196781
400,1188.606446,198,-0.00387272,0.0102398,0.000194395
400,962.895357,199,-0.00353785,0.00939306,0.000193991
400,644.735482,200,-0.00274977,0.00733477,0.000217102
400,325.464575,201,-0.00179713,0.00481316,0.000166755
400,142.225752,202,-0.000920926,0.0025633,0.000167759
400,171.120048,203,-0.000520323,0.00160694,0.000184665
400,409.055129,204,-0.000807831,0.00227586,0.000145259
400,748.088283,205,-0.00163861,0.00435418,0.000188305
425,1071.241164,206,-0.00260085,0.00703312,0.000241931
425,1232.318465,207,-0.00349883,0.00934965,0.000202703
425,1189.975466,208,-0.00386585,0.010265,0.000196664
425,960.559971,209,-0.00354976,0.00941636,0.000200582
425,641.417628,210,-0.00275182,0.00734842,0.000230346
425,319.457008,211,-0.00179934,0.00481683,0.00016377
425,142.032479,212,-0.000914905,0.0025619,0.000154888
425,173.922505,213,-0.000519188,0.00161552,0.00017719
425,413.258816,214,-0.000798335,0.00229523,0.000139163
425,749.37677,215,-0.00164313,0.00438126,0.000181274
450,1075.412648,216,-0.00261586,0.00706318,0.000237979
450,1234.267306,217,-0.00351225,0.00939076,0.000214284
450,1188.703082,218,-0.0038721,0.0102986,0.00019559
450,959.722454,219,-0.00353745,0.00944291,0.000213518
450,641.788068,220,-0.00274596,0.00736283,0.000228898
450,317.943037,221,-0.00179074,0.00481445,0.000165341
450,143.159904,222,-0.000911526,0.0025812,0.000156093
450,172.150837,223,-0.000501296,0.00162885,0.000186482
450,416.963215,224,-0.000806603,0.00232151,0.000158168
450,755.191071,225,-0.00164655,0.00441583,0.000191594
475,1079.084842,226,-0.00261076,0.00710068,0.000235346
475,1235.877918,227,-0.00352566,0.00944716,0.000222127
475,1189.234584,228,-0.00353292,0.00945981,0.00022407
475,639.919762,229,-0.00274444,0.00738312,0.000227233
475,320.020721,230,-0.00178299,0.00481946,0.000156172
475,142.56398,231,-0.000895182,0.00258156,0.000149894
475,174.727809,232,-0.000508465,0.00164802,0.000178695
475,418.573823,233,-0.000805748,0.00234148,0.000159363
475,754.675676,234,-0.0016562,0.00445096,0.000192479
500,1078.84325,235,-0.00262258,0.00712121,0.000228622
500,1239.823919,236,-0.00352801,0.00947481,0.000234878
500,1188.09105,237,-0.00386892,0.0103546,0.000215209
500,956.227429,238,-0.00354513,0.00947056,0.000226332
500,639.243306,239,-0.00273692,0.00738117,0.000223881
500,311.613348,240,-0.00177388,0.00481258,0.00016194
500,141.613721,241,-0.000885652,0.0025732,0.00015843
500,181.427936,242,-0.000505368,0.00164372,0.000181976
500,418.461081,243,-0.000804584,0.00235365,0.000173912
500,756.318498,244,-0.00166891,0.00448489,0.000181558
525,1081.130319,245,-0.00263372,0.00716185,0.000239067
525,1239.115249,246,-0.00353547,0.00950395,0.000241146
525,1188.300429,247,-0.00387731,0.0103715,0.000222511
525,953.730982,248,-0.00353243,0.00948687,0.000231253
525,636.537483,249,-0.00274099,0.00738108,0.00021942
525,311.93547,250,-0.00176529,0.0048224,0.000149554
525,139.133386,251,-0.000875067,0.0025778,0.000144968
525,177.67522,252,-0.000506945,0.00166253,0.000177084
525,422.922465,253,-0.000805807,0.00238512,0.000175779
525,759.410868,254,-0.00167025,0.00452331,0.000190468
550,1080.582711,255,-0.00264787,0.0071899,0.00024613
550,1236.03898,256,-0.00354945,0.00953763,0.000259645
550,1186.319376,257,-0.00387564,0.0103993,0.000230745
550,953.666558,258,-0.00352563,0.00950137,0.000240532
550,630.819821,259,-0.0027401,0.00737659,0.000227487
550,305.927902,260,-0.00175549,0.00481243,0.000165492
550,138.360295,261,-0.000860046,0.00257944,0.000162494
550,175.130461,262,-0.00050955,0.00166393,0.000192249
550,421.102478,263,-0.000810846,0.00240564,0.000180816
550,763.40518,264,-0.00166387,0.00454517,0.000189738
575,1087.701613,265,-0.00266769,0.00725302,0.000228132
575,1241.869397,266,-0.00356026,0.00960235,0.000259359
575,1189.572813,267,-0.00387893,0.0104398,0.000241386
575,952.104266,268,-0.00353785,0.00952547,0.000234153
