MD_N_cycles--1,MD_Load--1,MD_index--1,eyy--1,exx--1,exy--1
50,1728.677619,17,-0.0016746,0.00436379,0.000319705
50,1985.748319,18,-0.00221983,0.00581304,0.000367084
50,1960.187797,19,-0.00242703,0.00638138,0.000372545
50,1639.01462,20,-0.00228834,0.00601352,0.000373525
50,1139.756583,21,-0.0018213,0.00474432,0.000349888
50,644.397255,22,-0.00120149,0.003096,0.000310622
50,361.88042,23,-0.000629332,0.00168097,0.000247101
50,385.234236,24,-0.000405756,0.00106408,0.00022276
50,716.955201,25,-0.000531119,0.00143067,0.000250454
50,1238.390475,26,-0.00102893,0.00268021,0.000296986
100,1803.619623,27,-0.00178606,0.00450464,0.000328721
100,2093.096115,28,-0.0023933,0.00615412,0.000363847
100,2051.397165,29,-0.00263337,0.00681328,0.000360106
100,1689.265837,30,-0.00246945,0.0063329,0.000363583
100,1125.132229,31,-0.00193452,0.00490564,0.000338366
100,581.470764,32,-0.00124589,0.00305012,0.000300673
100,259.719567,33,-0.000609615,0.00147715,0.000244052
100,290.143946,34,-0.000357333,0.000792451,0.000211588
100,675.868557,35,-0.000508175,0.00120136,0.000234563
100,1261.180644,36,-0.00107832,0.00265841,0.000289337
150,1829.421713,37,-0.00183089,0.00461645,0.00033383
150,2118.479491,38,-0.00245094,0.00627676,0.000362831
150,2071.819825,39,-0.00267794,0.00692458,0.000360869
150,1689.072563,40,-0.00251216,0.00642995,0.000360018
150,1120.799683,41,-0.00195592,0.00493752,0.000337281
150,558.31021,42,-0.00125361,0.00305009,0.000304128
150,234.803468,43,-0.000597067,0.00141963,0.000253753
150,270.720018,44,-0.000345717,0.00073826,0.000209729
150,670.005941,45,-0.000507143,0.0011765,0.000248916
150,1260.40755,46,-0.00109794,0.00268444,0.000292211
200,1842.161699,47,-0.00184928,0.00469415,0.000329465
200,2124.358256,48,-0.0024633,0.00633509,0.000353221
200,2077.392569,49,-0.00268499,0.00696805,0.000354333
200,1689.072563,50,-0.00251178,0.00645911,0.000350027
200,1115.194755,51,-0.00195873,0.00495247,0.000327694
200,559.131621,52,-0.00124915,0.00305786,0.000294794
200,239.63529,53,-0.00060651,0.00145516,0.000239496
200,279.674996,54,-0.000349867,0.000776412,0.000189248
200,682.633117,55,-0.000517954,0.00122838,0.000239469
200,1276.239873,56,-0.00111912,0.002758,0.000283927
250,1845.093022,57,-0.00186601,0.00472893,0.000337213
250,2124.825336,58,-0.00247316,0.00635773,0.000352002
250,2070.176992,59,-0.00269972,0.00700306,0.000359523
250,1688.895396,60,-0.00251822,0.00647373,0.000353065
250,1108.816733,61,-0.00195835,0.00494866,0.000334544
250,556.683495,62,-0.001251,0.00306357,0.000296384
250,242.083414,63,-0.000612966,0.00145821,0.00024404
250,286.665034,64,-0.000359019,0.00079951,0.000191206
250,694.905959,65,-0.000544277,0.0012946,0.000240345
250,1299.126682,66,-0.00115047,0.002828,0.000285927
