MD_N_cycles--1,MD_Load--1,MD_index--1,eyy--1,exx--1,exy--1
1,644.461679,5,-0.00215759,0.00567764,0.000250681
1,656.412398,6,-0.00223703,0.00589243,0.000279281
1,649.180763,7,-0.00225129,0.00594425,0.000276071
1,625.553129,8,-0.00222817,0.0058566,0.000266765
1,602.940179,9,-0.00214579,0.00563211,0.000252763
1,578.507243,10,-0.00204383,0.00537084,0.000253341
1,574.915586,11,-0.00198419,0.0052313,0.000244932
1,592.100781,12,-0.00199186,0.00524893,0.00024725
1,623.475443,13,-0.00206878,0.00544061,0.000254071
1,649.776689,14,-0.00216942,0.00572957,0.000252558
1,678.026773,15,-0.00227901,0.00602614,0.000294557
1,690.138555,16,-0.00236093,0.0062212,0.000289366
1,680.394369,17,-0.00235534,0.00625877,0.00029109
1,652.997907,18,-0.00232049,0.00613834,0.0003001
1,619.883785,19,-0.00221887,0.00587151,0.000283232
1,598.398262,20,-0.00211734,0.0055973,0.000261419
1,591.843084,21,-0.00204291,0.0054242,0.000263533
1,598.382156,22,-0.00203504,0.00541065,0.00026503
1,627.920724,23,-0.00208136,0.00555986,0.000266911
1,662.693774,24,-0.00217706,0.00583494,0.000278819
1,690.798905,25,-0.00229235,0.00613417,0.00030834
1,693.569153,26,-0.00234471,0.006322,0.000272339
1,683.309572,27,-0.0023389,0.00633224,0.000288376
1,653.223392,28,-0.00228642,0.00618347,0.000315649
1,619.996528,29,-0.00217555,0.0059061,0.000305619
1,592.777237,30,-0.00205102,0.00559895,0.000291505
1,586.882409,31,-0.00195858,0.00538791,0.000295423
1,598.156671,32,-0.00194428,0.00537429,0.000297334
1,629.821242,33,-0.00199481,0.00553399,0.000298086
1,668.073209,34,-0.00210619,0.00586529,0.000312619
1,694.422776,35,-0.00222536,0.00619209,0.000331213
1,705.519874,36,-0.00229143,0.00641442,0.000314402
1,695.340823,37,-0.00229683,0.00643897,0.000314572
1,661.050953,38,-0.00213962,0.00598347,0.000351267
1,597.125881,39,-0.00200481,0.00565639,0.000331615
1,590.828401,40,-0.00193481,0.005452,0.000335088
1,603.407256,41,-0.00193989,0.00542907,0.000348403
1,638.776229,42,-0.00199234,0.00560334,0.00034541
1,674.145205,43,-0.00213006,0.0059567,0.000386792
1,703.84484,44,-0.0022501,0.00628021,0.000377408
1,716.761928,45,-0.00235207,0.00650956,0.000350325
1,699.979378,46,-0.00236466,0.00653784,0.000364929
1,663.305805,47,-0.00230767,0.00635512,0.000378737
1,631.528488,48,-0.0022169,0.00604386,0.000402264
1,599.509582,49,-0.00209366,0.00570321,0.000373168
1,595.547484,50,-0.00203209,0.00547571,0.000382015
1,606.193609,51,-0.00203786,0.00545065,0.000389046
1,643.446995,52,-0.00212306,0.0056428,0.000384699
1,681.972766,53,-0.00226782,0.00599182,0.000410594
1,710.448339,54,-0.00239089,0.00634205,0.00038883
1,717.808824,55,-0.00249831,0.00657351,0.000374957
1,701.348396,56,-0.00251938,0.00657695,0.000374248
1,668.250376,57,-0.0024355,0.00637955,0.000377787
1,625.955781,58,-0.00233968,0.00604218,0.000409065
1,598.156671,59,-0.00222007,0.00568699,0.000387554
1,590.055308,60,-0.00213214,0.00544609,0.000393642
1,601.70001,61,-0.00215733,0.00543558,0.000388467
1,640.467368,62,-0.0022246,0.00563235,0.000395834
1,680.378263,63,-0.00237473,0.00599681,0.000415758
1,709.965156,64,-0.00249766,0.00635799,0.000381241
1,722.221894,65,-0.002589,0.00658442,0.00036897
1,706.454028,66,-0.00261396,0.00661676,0.00037946
1,671.648761,67,-0.00252356,0.00640735,0.000373019
1,630.336637,68,-0.00241836,0.00605716,0.00041324
1,592.825556,69,-0.00227419,0.00568116,0.000378953
1,582.421022,70,-0.00218874,0.00542031,0.000376269
1,596.626592,71,-0.00217512,0.00537816,0.000384714
1,636.279785,72,-0.00226065,0.00559271,0.000371811
1,678.010667,73,-0.00241382,0.00598442,0.000405677
1,712.203903,74,-0.00253146,0.0063486,0.000374222
1,719.88651,75,-0.00263032,0.00658701,0.000363291
1,702.846263,76,-0.00264034,0.00661341,0.000370237
1,664.674823,77,-0.00256573,0.0064153,0.000356475
1,619.142905,78,-0.00245008,0.00603929,0.000397765
1,581.422445,79,-0.00228071,0.00562366,0.000363285
1,572.499672,80,-0.00219052,0.0053574,0.000367861
1,587.703819,81,-0.00217528,0.00532304,0.000351941
1,631.254685,82,-0.00226282,0.00555701,0.000347107
1,676.06183,83,-0.00241615,0.00596546,0.000379771
1,710.061793,84,-0.00255161,0.00636789,0.000353335
1,722.366849,85,-0.00264205,0.00662133,0.000329028
1,700.317606,86,-0.00265584,0.00664787,0.000343612
1,660.519452,87,-0.00256258,0.00641294,0.000328394
1,616.968583,88,-0.00242327,0.00601556,0.000358792
1,578.68441,89,-0.0022682,0.00560878,0.000336906
1,569.761638,90,-0.00216773,0.00533368,0.000318539
1,583.274645,91,-0.00214044,0.0052888,0.000326119
1,625.021628,92,-0.00223505,0.00553927,0.000321925
1,669.490545,93,-0.00236753,0.00591779,0.000334354
1,703.02343,94,-0.00251353,0.0063274,0.000307375
1,715.634501,95,-0.00260164,0.00659203,0.000304372
1,696.854796,96,-0.0026193,0.00661076,0.000309615
1,655.542669,97,-0.00251437,0.00636736,0.000307478
1,606.902277,98,-0.0023806,0.00596913,0.000329887
1,565.686797,99,-0.00220684,0.00551973,0.000302381
1,556.844556,100,-0.00210361,0.00522144,0.000292908
1,575.318238,101,-0.00208255,0.00518539,0.000288733
1,617.870524,102,-0.00216106,0.00540944,0.000304345
10,678.912609,103,-0.0023691,0.00602141,0.000352316
10,694.954277,104,-0.00249433,0.0063873,0.000306687
10,668.39533,105,-0.00250829,0.00642813,0.000300404
10,610.751632,106,-0.00238886,0.00609731,0.000346394
10,548.131163,107,-0.00218677,0.00554503,0.00030446
10,492.484638,108,-0.00197808,0.00496415,0.000289026
10,476.958373,109,-0.00181069,0.00459116,0.000245042
10,508.349131,110,-0.00179737,0.00455536,0.000238752
10,565.300251,111,-0.00192348,0.00488236,0.000271081
10,633.284052,112,-0.00214429,0.00545265,0.000312388
20,710.094005,113,-0.00241428,0.00622171,0.000280299
20,722.109151,114,-0.00256135,0.00667179,0.000280877
20,688.012551,115,-0.0025859,0.00670903,0.000283093
20,616.501506,116,-0.00242892,0.00629484,0.000264263
20,532.910911,117,-0.00216522,0.0055651,0.000261555
20,474.671309,118,-0.00188122,0.00483441,0.000220992
20,458.468589,119,-0.00170234,0.00441415,0.000174537
20,495.27099,120,-0.00169442,0.00438657,0.000189589
20,571.211185,121,-0.00188087,0.00482949,0.000217359
20,651.290661,122,-0.00215298,0.0055586,0.000263731
25,713.99168,123,-0.00244371,0.00628768,0.000271691
25,728.229467,124,-0.00261778,0.00675149,0.000279518
25,696.887008,125,-0.00262047,0.00677616,0.000287672
25,606.27414,126,-0.00244946,0.00630882,0.000262678
25,521.217893,127,-0.00216709,0.00551855,0.000247748
25,459.402742,128,-0.00185454,0.00474022,0.00019831
25,438.432622,129,-0.0016776,0.00427597,0.000177814
25,479.51924,130,-0.00166646,0.00428258,0.00017231
25,564.02787,131,-0.00185032,0.00473115,0.000188204
25,652.321451,132,-0.00216869,0.00552143,0.000253066
50,772.327957,133,-0.00260286,0.00668125,0.000279856
50,797.227984,134,-0.00285721,0.00737081,0.000336939
50,740.808327,135,-0.00285046,0.00738853,0.0003281
50,626.100736,136,-0.00260296,0.00669012,0.000285231
50,500.231664,137,-0.00218962,0.00559442,0.000214178
50,407.138505,138,-0.00177948,0.00448458,0.000181491
50,383.752476,139,-0.00153174,0.00382529,0.000129091
50,438.062182,140,-0.00152772,0.00380948,0.000136986
50,557.424375,141,-0.00178027,0.00447005,0.00016193
50,683.824967,142,-0.00219883,0.00559179,0.00021999
75,809.54915,143,-0.00264519,0.00697282,0.000274256
75,837.010049,144,-0.00298231,0.00781673,0.000311315
75,768.800722,145,-0.00297051,0.00780023,0.000313199
75,626.922146,146,-0.00262927,0.00693464,0.000279683
75,467.987284,147,-0.00214357,0.00557161,0.000209564
75,357.386823,148,-0.00171631,0.00421627,0.00018952
75,333.775312,149,-0.00141694,0.00338612,0.000178596
75,402.789863,150,-0.00141735,0.00340763,0.000168516
75,548.920361,151,-0.00174664,0.00426497,0.00018841
75,706.904998,152,-0.00218209,0.0056442,0.000223408
100,862.61875,153,-0.00281686,0.007414,0.000308267
100,886.294721,154,-0.00317068,0.00832969,0.000341661
100,804.620683,155,-0.00314575,0.0082737,0.000342339
100,643.849647,156,-0.00278097,0.00730156,0.000305802
100,459.289999,157,-0.00214596,0.00569498,0.000239729
100,329.120655,158,-0.00154571,0.00409017,0.000141065
100,301.965807,159,-0.00121879,0.00314555,0.000122648
100,384.783265,160,-0.00122143,0.00317976,0.000134922
100,553.542808,161,-0.00158568,0.00416926,0.000136342
100,739.294354,162,-0.00219259,0.00580498,0.000242262
125,884.716323,163,-0.00293199,0.00765181,0.000328837
125,911.951744,164,-0.00331786,0.00861935,0.000324461
125,831.936628,165,-0.00329814,0.00855341,0.000328128
125,645.589105,166,-0.00287916,0.00746503,0.000324032
125,435.742906,167,-0.002115,0.00567415,0.000198301
125,287.50255,168,-0.00144573,0.00388437,0.000137391
125,264.535284,169,-0.00111137,0.00283361,5.82e-05
125,358.562567,170,-0.00111372,0.00287779,7e-05
125,541.141121,171,-0.00149636,0.004016,0.000142362
125,747.089704,172,-0.00217166,0.00583381,0.000212309
150,922.533455,173,-0.00346224,0.00900366,0.000414623
150,841.648606,174,-0.00344064,0.00892368,0.000416227
150,645.637424,175,-0.00299023,0.00769868,0.000312332
150,428.913928,176,-0.00221155,0.00574841,0.000197755
150,267.981985,177,-0.00147728,0.00382309,0.000143337
150,241.310322,178,-0.00105699,0.00268188,2.5e-05
150,345.742128,179,-0.00107628,0.0027342,2.19e-05
150,549.04921,180,-0.00155219,0.00398196,0.000163879
150,770.540181,181,-0.0022609,0.00593516,0.000194273
175,934.371442,182,-0.00313345,0.00804693,0.000303387
175,960.012364,183,-0.00352455,0.00921,0.000374148
175,852.069254,184,-0.00350501,0.00911215,0.00038109
175,648.90696,185,-0.00303962,0.00780199,0.000275405
175,415.111016,186,-0.00229122,0.00574815,0.000216639
175,249.379466,187,-0.00145042,0.00374497,9.26e-05
175,218.391377,188,-0.000973816,0.00252278,2.21e-05
175,328.315351,189,-0.00100374,0.00260003,8.52e-06
175,551.384592,190,-0.00154925,0.00393593,0.00013477
175,784.906819,191,-0.00236649,0.00601752,0.000197926
200,956.710612,192,-0.00315895,0.00824598,0.000299871
200,977.729082,193,-0.00359938,0.00947439,0.000352698
200,863.552904,194,-0.00353697,0.00933383,0.000344018
200,648.713687,195,-0.00305805,0.00791389,0.000280236
200,408.39478,196,-0.00232354,0.00577718,0.000223428
200,232.145965,197,-0.00140222,0.00368378,5.2e-05
200,198.919132,198,-0.000910706,0.00241284,4.45e-05
200,321.760177,199,-0.00094884,0.00249373,2.71e-05
200,546.697721,200,-0.00150856,0.00390114,0.000105672
200,790.463423,201,-0.00242484,0.00606321,0.000225596
225,968.935147,202,-0.00318116,0.0083643,0.000282811
225,991.27432,203,-0.00362005,0.00963278,0.000369188
225,868.835706,204,-0.00355046,0.00948068,0.000350621
225,646.652107,205,-0.00305582,0.00799434,0.000295484
225,398.376797,206,-0.00229129,0.00577719,0.00021385
225,217.360588,207,-0.000868766,0.00230492,5.43e-05
225,310.357074,208,-0.000903696,0.00239924,4.4e-05
