Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load
80.90001408,1,1.347874045,5.263328075
80.95002624,1,1.348640323,5.267424583
81.0000384,1,1.349582911,5.270721912
81.05005056,1,1.350342393,5.274979591
81.10006272,1,1.351223946,5.277124882
81.15007488,1,1.352010489,5.28117466
81.20008704,1,1.352810621,5.283648014
81.2500992,1,1.353678584,5.287529469
81.30011136,1,1.354444861,5.290356159
81.35000064,1,1.355367064,5.294361115
81.4000128,1,1.356092691,5.29790926
81.45002496,1,1.357035279,5.300755501
81.50003712,1,1.357821822,5.305185318
81.55004928,1,1.358744025,5.30854702
81.60006144,1,1.359544158,5.313347816
81.6500736,1,1.360439301,5.316393375
81.70008576,1,1.361225843,5.320909977
81.75009792,1,1.36203289,5.32310915
81.80011008,1,1.362907529,5.327194691
81.85012224,1,1.363646746,5.330443382
81.90001152,1,1.364555359,5.333963394
81.95002368,1,1.365280986,5.338066578
82.00003584,1,1.366203189,5.3412323
82.050048,1,1.366935492,5.345854759
82.10006016,1,1.367803454,5.348394871
82.15007232,1,1.368651152,5.353636742
82.20008448,1,1.36951232,5.356816292
82.25009664,1,1.370373487,5.362015724
82.3001088,1,1.371153235,5.364929676
82.35012096,1,1.372055173,5.369337082
82.40001024,1,1.372780681,5.372435093
82.4500224,1,1.373709679,5.375931263
82.50003456,1,1.374435306,5.38024807
82.55004672,1,1.375350714,5.382804394
82.60005888,1,1.376130581,5.387268543
82.65007104,1,1.376991749,5.390221119
82.7000832,1,1.377825856,5.394917011
82.75009536,1,1.378632784,5.398262501
82.80010752,1,1.379521012,5.402815342
82.85011968,1,1.380307674,5.406559944
82.90000896,1,1.381236672,5.410582066
82.95002112,1,1.38197577,5.414197445
83.00003328,1,1.382911563,5.417222023
83.05004544,1,1.383657455,5.420822144
83.1000576,1,1.384572864,5.42399168
83.15006976,1,1.385352731,5.428156853
83.20008192,1,1.386207104,5.430426598
83.25009408,1,1.387034416,5.434423923
83.30010624,1,1.387820959,5.436504841
83.3501184,1,1.388688922,5.439935684
83.40000768,1,1.389421344,5.442142487
83.45001984,1,1.390357137,5.445081711
83.500032,1,1.391116619,5.448955536
83.55004416,1,1.392052293,5.451311111
83.60005632,1,1.39283216,5.455602646
83.65006848,1,1.393713713,5.457800865
83.70008064,1,1.394527435,5.461975098
83.7500928,1,1.395327568,5.46360302
83.80010496,1,1.396209121,5.466899872
83.85011712,1,1.396948218,5.469926357
83.9000064,1,1.397856832,5.472569942
83.95001856,1,1.398582458,5.475628853
84.00003072,1,1.399497867,5.477948189
84.05004288,1,1.400264144,5.481902599
84.10005504,1,1.401152492,5.483980179
84.1500672,1,1.401993275,5.488519192
84.20007936,1,1.402840972,5.491350174
84.25009152,1,1.40371573,5.495637417
84.30010368,1,1.404509068,5.498730183
84.35011584,1,1.405424476,5.502252579
84.40000512,1,1.406163573,5.505526066
84.45001728,1,1.407085896,5.508618832
84.50002944,1,1.407811403,5.512172699
84.5500416,1,1.408713341,5.514422417
84.60005376,1,1.409486294,5.518540859
84.65006592,1,1.410327196,5.520831108
84.70007808,1,1.411167979,5.52489233
84.75009024,1,1.411954641,5.527535915
84.8001024,1,1.412870049,5.531757355
84.85011456,1,1.413643122,5.535036564
84.90000384,1,1.414578795,5.538674355
84.950016,1,1.415338278,5.542801857
85.00002816,1,1.416253805,5.546361923
85.05004032,1,1.416979313,5.550974369
85.10005248,1,1.417860866,5.55323267
85.15006464,1,1.418647408,5.557909966
85.2000768,1,1.419454336,5.560296535
85.25008896,1,1.420329094,5.564207077
85.30010112,1,1.421108961,5.567400932
85.35011328,1,1.422044754,5.571501255
85.40000256,1,1.422797441,5.575488567
85.45001472,1,1.423740029,5.578918457
85.50002688,1,1.424506187,5.583265781
85.55003904,1,1.42542851,5.586291313
85.6000512,1,1.426187992,5.590839386
85.65006336,1,1.427069426,5.592933655
85.70007552,1,1.427876353,5.597834587
85.75008768,1,1.428676605,5.600549221
85.80009984,1,1.429558039,5.604787827
85.850112,1,1.430317521,5.608063221
85.90000128,1,1.431226254,5.611519814
85.95001344,1,1.431992531,5.615498543
86.0000256,1,1.432914734,5.618262768
86.05003776,1,1.433653831,5.622466564
86.10004992,1,1.434542179,5.624804497
86.15006208,1,1.435315132,5.629308224
86.20007424,1,1.436162829,5.63134861
86.2500864,1,1.437017202,5.636162758
86.30009856,1,1.437790275,5.638865471
86.35011072,1,1.438698888,5.642641544
86.40012288,1,1.439437985,5.646156311
86.45001216,1,1.440373778,5.649384022
86.50002432,1,1.4411062,5.654302597
86.55003648,1,1.442008018,5.656742096
86.60004864,1,1.442801356,5.661873817
86.6500608,1,1.443696499,5.665306091
86.70007296,1,1.444510221,5.670776367
86.75008512,1,1.445323944,5.673491955
86.80009728,1,1.446205497,5.678101063
86.85010944,1,1.446964979,5.681590557
86.9001216,1,1.447887182,5.686291218
86.95001088,1,1.44862628,5.690440178
87.00002304,1,1.449562073,5.694103241
87.0500352,1,1.450307965,5.69878149
87.10004736,1,1.451203108,5.701487541
87.15005952,1,1.452010036,5.70629406
87.20007168,1,1.452844024,5.709198475
87.25008384,1,1.453711987,5.713816643
87.300096,1,1.454491854,5.716414452
87.35010816,1,1.455400467,5.72057724
87.40012032,1,1.456126094,5.723546028
87.4500096,1,1.457041502,5.725862026
87.50002176,1,1.457794189,5.729305744
87.55003392,1,1.458709598,5.731500626
87.60004608,1,1.459503055,5.735441208
87.65005824,1,1.460357428,5.737438202
87.7000704,1,1.461198211,5.741580963
87.75008256,1,1.461978078,5.743236065
87.80009472,1,1.462866426,5.746630669
87.85010688,1,1.463612318,5.748240948
87.90011904,1,1.464548111,5.751315594
87.95000832,1,1.465287209,5.754407406
88.00002048,1,1.466216207,5.756590843
88.05003264,1,1.466975689,5.7608428
88.1000448,1,1.467857242,5.762166977
88.15005696,1,1.468670964,5.766653061
88.20006912,1,1.469477892,5.768548489
88.25008128,1,1.470345855,5.772443771
88.30009344,1,1.471118927,5.775289059
88.3501056,1,1.472034335,5.778961658
88.40011776,1,1.472759843,5.782683372
88.45000704,1,1.473695636,5.785988808
88.5000192,1,1.474455118,5.790485382
88.55003136,1,1.475377321,5.793673992
88.60004352,1,1.476170778,5.798516273
88.65005568,1,1.477059007,5.801154137
88.70006784,1,1.477865934,5.806021214
88.75008,1,1.478652596,5.808317184
88.80009216,1,1.479527354,5.812747002
88.85010432,1,1.480273247,5.816421032
88.90011648,1,1.48119545,5.819954395
88.95000576,1,1.481914282,5.823932171
89.00001792,1,1.482850075,5.826482296
89.05003008,1,1.483602762,5.831359386
89.10004224,1,1.484490991,5.833667278
89.1500544,1,1.485304713,5.838821411
89.20006656,1,1.486159205,5.841452122
89.25007872,1,1.487027168,5.846060276
89.30009088,1,1.487827301,5.849224091
89.35010304,1,1.488715529,5.852753162
89.4001152,1,1.489454746,5.855680943
89.45000448,1,1.490376949,5.858737946
89.50001664,1,1.491109252,5.86267519
89.5500288,1,1.49203825,5.865215302
89.60004096,1,1.492790937,5.869368553
89.65005312,1,1.49367249,5.871545315
89.70006528,1,1.494493008,5.876087189
89.75007744,1,1.495347381,5.878973961
89.8000896,1,1.496235728,5.883987427
89.85010176,1,1.497029066,5.88723135
89.90011392,1,1.497937799,5.891425133
89.9500032,1,1.498683691,5.895072937
90.00001536,1,1.499592304,5.898180485
90.05002752,1,1.500283957,5.901667118
90.10003968,1,1.501158714,5.903871536
90.15005184,1,1.501945376,5.908292294
90.200064,1,1.502779365,5.91072607
90.25007616,1,1.503647327,5.915893078
90.30008832,1,1.504427195,5.919091702
90.35010048,1,1.505356193,5.923514366
90.40011264,1,1.506129265,5.927987576
90.45000192,1,1.507064939,5.931707382
90.50001408,1,1.507824421,5.935740471
90.55002624,1,1.508746624,5.938774109
90.6000384,1,1.509499431,5.943062305
90.65005056,1,1.510380864,5.945491314
90.70006272,1,1.511194587,5.950055122
90.75007488,1,1.511974454,5.952567101
90.80008704,1,1.512862802,5.956493855
90.8500992,1,1.513622165,5.96004343
90.90011136,1,1.514544487,5.963425636
90.95000064,1,1.51529038,5.967849731
91.0000128,1,1.516226172,5.970827103
91.05002496,1,1.51700592,5.975734234
91.10003712,1,1.517914653,5.978693485
91.15004928,1,1.518701196,5.983407497
91.20006144,1,1.519535303,5.985451221
91.2500736,1,1.520382881,5.989818096
91.30008576,1,1.521149158,5.992035389
91.35009792,1,1.522044182,5.995762825
91.40011008,1,1.522756219,5.99909687
91.45012224,1,1.523671627,6.00153923
91.50001152,1,1.524437904,6.005242825
91.55002368,1,1.525333047,6.007521152
91.60003584,1,1.52613318,6.011762142
91.650048,1,1.527007937,6.01380682
91.70006016,1,1.527848721,6.018318176
91.75007232,1,1.528655767,6.020961761
91.80008448,1,1.529550791,6.025036335
91.85009664,1,1.530296683,6.027311802
91.9001088,1,1.531212211,6.030530453
91.95012096,1,1.531951308,6.033694267
92.00001024,1,1.532880306,6.036303997
92.0500224,1,1.533619404,6.040455341
92.10003456,1,1.534500957,6.041928291
92.15004672,1,1.535321474,6.046691418
92.20005888,1,1.536162257,6.048951149
92.25007104,1,1.537023425,6.053279877
92.3000832,1,1.537816882,6.056055069
92.35009536,1,1.53873229,6.060204029
92.40010752,1,1.539491773,6.063764572
92.45011968,1,1.540427566,6.067056656
92.50000896,1,1.541159868,6.071628094
92.55002112,1,1.542082071,6.074333191
92.60003328,1,1.542841554,6.07891655
92.65004544,1,1.543716311,6.081522942
92.7000576,1,1.544496179,6.086137772
92.75006976,1,1.545275927,6.08838129
92.80008192,1,1.546157479,6.092528343
92.85009408,1,1.546910167,6.095826626
92.90010624,1,1.54784596,6.09995985
92.9501184,1,1.548612237,6.104319096
93.00000768,1,1.549561501,6.107859612
93.05001984,1,1.550320983,6.11313343
93.100032,1,1.55123651,6.115702152
93.15004416,1,1.552016258,6.121069908
93.20005632,1,1.552857161,6.123486042
93.25006848,1,1.553691149,6.128470421
93.30008064,1,1.554484606,6.131594181
93.3500928,1,1.555366039,6.136008263
93.40010496,1,1.556091666,6.139520168
93.45011712,1,1.557027459,6.142628193
93.5000064,1,1.557773352,6.146904469
93.55001856,1,1.558695555,6.150094032
93.60003072,1,1.559488893,6.155215263
93.65004288,1,1.56039083,6.158502579
93.70005504,1,1.561211348,6.16348505
93.7500672,1,1.562045336,6.166378021
93.80007936,1,1.562920094,6.17138052
93.85009152,1,1.563693166,6.174118519
93.90010368,1,1.564595103,6.177919865
93.95011584,1,1.565320611,6.181328773
94.00000512,1,1.566229224,6.184074879
94.05001728,1,1.566948056,6.187961102
94.10002944,1,1.567829609,6.189958096
94.1500416,1,1.568650126,6.194284439
94.20005376,1,1.569504499,6.197154522
94.25006592,1,1.570399642,6.201385021
94.30007808,1,1.571213365,6.20435667
94.35009024,1,1.572121978,6.208506107
94.4001024,1,1.572874665,6.211667538
94.45011456,1,1.573796868,6.214394093
94.50000384,1,1.57450211,6.218048096
94.550016,1,1.575397134,6.220148563
94.60002816,1,1.576163411,6.223777771
94.65004032,1,1.577024579,6.22574234
94.70005248,1,1.577838302,6.230154991
94.75006464,1,1.578631759,6.232581615
94.8000768,1,1.579526782,6.236365795
94.85008896,1,1.580313444,6.239683151
94.90010112,1,1.581242442,6.24281168
94.95011328,1,1.582008719,6.247011185
95.00000256,1,1.582937717,6.249783039
95.05001472,1,1.58367002,6.253790855
95.10002688,1,1.584571838,6.256185532
95.15003904,1,1.585344911,6.260555267
95.2000512,1,1.586179018,6.262798309
95.25006336,1,1.587040186,6.267074585
95.30007552,1,1.587813258,6.269686699
95.35008768,1,1.588708282,6.272974014
95.40009984,1,1.589427114,6.275952816
95.450112,1,1.590349317,6.278558731
95.50000128,1,1.591122389,6.282830715
95.55001344,1,1.592044592,6.285726547
95.6000256,1,1.59281075,6.290232182
95.65003776,1,1.593699098,6.292563438
95.70004992,1,1.594506025,6.297184467
95.75006208,1,1.595312953,6.299198151
95.80007424,1,1.596187711,6.303492069
95.8500864,1,1.596933603,6.306858063
95.90009856,1,1.597855926,6.310388565
95.95011072,1,1.598601818,6.314223766
96.00012288,1,1.599537611,6.317475319
96.05001216,1,1.600290298,6.322343826
96.10002432,1,1.601205707,6.324663639
96.15003648,1,1.601985455,6.329583168
96.20004864,1,1.602867007,6.332996845
96.2500608,1,1.60370791,6.33834362
96.30007296,1,1.604501247,6.341174126
96.35008512,1,1.605389595,6.345557213
96.40009728,1,1.606155872,6.348987579
96.45010944,1,1.607091665,6.353122711
96.5001216,1,1.607817173,6.356710911
96.55001088,1,1.608732581,6.360055447
96.60002304,1,1.609478474,6.364568233
96.6500352,1,1.610353231,6.367056847
96.70004736,1,1.611119509,6.37142086
96.75005952,1,1.611912847,6.373843193
96.80007168,1,1.612807989,6.378184319
96.85008384,1,1.613581061,6.381473064
96.900096,1,1.614523649,6.385408401
96.95010816,1,1.615276337,6.38964653
97.00012032,1,1.616218805,6.393198967
97.0500096,1,1.616958022,6.397783279
97.10002176,1,1.617839456,6.400505543
97.15003392,1,1.618646383,6.404682159
97.20004608,1,1.619466901,6.407240391
97.25005824,1,1.620314598,6.411720753
97.3000704,1,1.621080875,6.414255142
97.35008256,1,1.622003078,6.418521881
97.40009472,1,1.622742176,6.421875
97.45010688,1,1.623698235,6.4252882
97.50011904,1,1.624471307,6.429872513
97.55000832,1,1.62539351,6.432806492
97.60002048,1,1.626180172,6.43754673
97.65003264,1,1.6270684,6.440059662
97.7000448,1,1.627882123,6.444843292
97.75005696,1,1.628695846,6.44763279
97.80006912,1,1.629563808,6.451760292
97.85008128,1,1.630303025,6.454607487
97.90009344,1,1.631218433,6.457746983
97.9501056,1,1.631957531,6.461294651
98.00011776,1,1.632879734,6.464028835
98.05000704,1,1.633612156,6.468599319
98.1000192,1,1.634507179,6.47097683
98.15003136,1,1.635327697,6.475826263
98.20004352,1,1.636168599,6.47873497
98.25005568,1,1.637036562,6.482979774
98.30006784,1,1.6378299,6.485815048
98.35008,1,1.638731837,6.489436626
98.40009216,1,1.63945055,6.492376804
98.45010432,1,1.640372753,6.495567322
98.50011648,1,1.641105175,6.499011993
98.55000576,1,1.642000198,6.500754356
98.60001792,1,1.642780066,6.505139351
98.65003008,1,1.643668294,6.507283211
98.70004224,1,1.644509196,6.511230946
98.7500544,1,1.645329714,6.513665199
98.80006656,1,1.646218061,6.517580032
98.85007872,1,1.647004604,6.521235943
98.90009088,1,1.647913218,6.52436924
98.95010304,1,1.648638844,6.528183937
99.0001152,1,1.649561048,6.530878067
99.05000448,1,1.650300145,6.535282135
99.10001664,1,1.651202083,6.537544727
99.1500288,1,1.65199542,6.542319298
99.20004096,1,1.652836323,6.544891834
99.25005312,1,1.653690696,6.549476147
99.30006528,1,1.654497623,6.552615643
99.35007744,1,1.655385971,6.557145596
99.4000896,1,1.656125069,6.560465336
99.45010176,1,1.657054067,6.564098358
99.50011392,1,1.657786369,6.568198681
99.5500032,1,1.658701897,6.57181406
99.60001536,1,1.65946126,6.577179909
99.65002752,1,1.660342813,6.580103397
99.70003968,1,1.661143064,6.585364819
99.75005184,1,1.661956668,6.588171005
99.800064,1,1.662838221,6.592386723
99.85007616,1,1.663597703,6.595933914
99.90008832,1,1.664533496,6.599647045
99.95010048,1,1.665299773,6.604266644
100.0001126,1,1.666235566,6.607700348
100.0500019,1,1.666974664,6.61187458
100.1000141,1,1.667890072,6.61446476
100.1500262,1,1.668669939,6.619174004
100.2000384,1,1.669517517,6.621350765
100.2500506,1,1.670365214,6.625875473
100.3000627,1,1.671151757,6.628823757
100.3500749,1,1.672053695,6.632651329
100.400087,1,1.672806382,6.636066437
100.4500992,1,1.67372179,6.6391325
100.5001114,1,1.674474478,6.642885685
100.5500006,1,1.675389886,6.645390034
100.6000128,1,1.676162958,6.650201321
100.650025,1,1.677044511,6.652608395
100.7000371,1,1.677851439,6.657284737
100.7500493,1,1.678637981,6.659210205
100.8000614,1,1.679533124,6.663356781
100.8500736,1,1.680285811,6.666545391
100.9000858,1,1.681221604,6.669933319
100.9500979,1,1.681981087,6.67418623
101.0001101,1,1.68290329,6.677367687
101.0501222,1,1.683655977,6.681976318
101.1000115,1,1.684530735,6.684441566
101.1500237,1,1.685324073,6.689097404
101.2000358,1,1.686151385,6.691326141
101.250048,1,1.687019348,6.695473194
101.3000602,1,1.687805891,6.698744297
101.3500723,1,1.688721299,6.70293808
101.4000845,1,1.689453721,6.706202984
101.4500966,1,1.690389514,6.709592819
101.5001088,1,1.691135406,6.713768959
101.550121,1,1.69203043,6.716603279
101.6000102,1,1.692810297,6.720324993
101.6500224,1,1.69366467,6.723267555
101.7000346,1,1.694498777,6.727546215
101.7500467,1,1.695292115,6.730502129
101.8000589,1,1.696187258,6.734418392
101.850071,1,1.69693315,6.73841095
101.9000832,1,1.697875738,6.741930962
101.9500954,1,1.698635221,6.746199608
102.0001075,1,1.699564219,6.749361038
102.0501197,1,1.700289726,6.75346756
102.100009,1,1.701157689,6.75612402
102.1500211,1,1.701964617,6.760738373
102.2000333,1,1.702791929,6.763279915
102.2500454,1,1.703659892,6.767296314
102.3000576,1,1.704432964,6.769999027
102.3500698,1,1.705341578,6.773608208
102.4000819,1,1.706073999,6.776504517
102.4500941,1,1.707009673,6.779325962
102.5001062,1,1.707769156,6.783648968
102.5501184,1,1.708711743,6.786190033
102.6000077,1,1.709491611,6.7905159
102.6500198,1,1.710393429,6.792404175
102.700032,1,1.711193562,6.796434402
102.7500442,1,1.712014079,6.798341751
102.8000563,1,1.712861776,6.801770687
102.8500685,1,1.713634729,6.80466938
102.9000806,1,1.714550257,6.808012009
102.9500928,1,1.715282559,6.811254501
103.000105,1,1.716218352,6.81418848
103.0501171,1,1.716964245,6.818400383
103.1000064,1,1.717920423,6.82136631
103.1500186,1,1.718706965,6.826256752
103.2000307,1,1.719595313,6.828995228
103.2500429,1,1.720415831,6.833426952
103.300055,1,1.721243024,6.83602953
103.3500672,1,1.722070336,6.840180397
103.4000794,1,1.722795963,6.842543125
103.4500915,1,1.723711371,6.845546722
103.5001037,1,1.724436879,6.849379539
103.5501158,1,1.725359082,6.852478027
103.6000051,1,1.726118565,6.857002735
103.6500173,1,1.727006912,6.859810352
103.7000294,1,1.72784102,6.864704132
103.7500416,1,1.728675008,6.867668152
103.8000538,1,1.729563355,6.872169495
103.8500659,1,1.730343223,6.875212193
103.9000781,1,1.731245041,6.879109859
103.9500902,1,1.731963873,6.882414341
104.0001024,1,1.732906342,6.885324001
104.0501146,1,1.733638763,6.889554977
104.1000038,1,1.734506726,6.891819477
104.150016,1,1.735313654,6.896290779
104.2000282,1,1.736140966,6.89922905
104.2500403,1,1.737015724,6.903688908
104.3000525,1,1.737795472,6.907548428
104.3500646,1,1.738717675,6.911808014
104.4000768,1,1.739490747,6.915696621
104.450089,1,1.74044013,6.919734955
104.5001011,1,1.741172433,6.923751831
104.5501133,1,1.742094636,6.926550865
104.6000026,1,1.742854118,6.931141376
104.6500147,1,1.743728876,6.933904648
104.7000269,1,1.744515419,6.938390732
104.750039,1,1.745295286,6.940759659
104.8000512,1,1.746183634,6.945125103
104.8500634,1,1.746949911,6.948783875
104.9000755,1,1.747885585,6.952281475
104.9500877,1,1.748645067,6.956689835
105.0000998,1,1.74959445,6.96020937
105.050112,1,1.750333548,6.964515209
105.1000013,1,1.751248956,6.966879845
105.1500134,1,1.752028823,6.971767902
105.2000256,1,1.752883196,6.974078655
105.2500378,1,1.753717303,6.978319168
105.3000499,1,1.754510641,6.980974674
105.3500621,1,1.755392194,6.984769821
105.4000742,1,1.756124496,6.98795414
105.4500864,1,1.757046819,6.990973473
105.5000986,1,1.757799506,6.994835377
105.5501107,1,1.758714914,6.99760294
105.6001229,1,1.759474397,7.001344681
105.6500122,1,1.760362625,7.00331831
105.7000243,1,1.761189938,7.007788181
105.7500365,1,1.76201725,7.011005878
105.8000486,1,1.762892008,7.015192032
105.8500608,1,1.763658285,7.018173218
105.900073,1,1.764580488,7.021892071
105.9500851,1,1.765319586,7.024790287
106.0000973,1,1.766228199,7.027871132
106.0501094,1,1.766953826,7.031268597
106.1001216,1,1.767821789,7.033462524
106.1500109,1,1.768608332,7.037560463
106.200023,1,1.769435644,7.039827824
106.2500352,1,1.770303607,7.044120789
106.3000474,1,1.77111733,7.047245502
106.3500595,1,1.772032738,7.051508904
106.4000717,1,1.77280581,7.054962635
106.4500838,1,1.773741603,7.059095383
106.500096,1,1.77446723,7.062725067
106.5501082,1,1.775375843,7.064988136
106.6001203,1,1.776135325,7.069513798
106.6500096,1,1.777010083,7.07151556
106.7000218,1,1.777796626,7.075634956
106.7500339,1,1.778603554,7.077523232
106.8000461,1,1.779498696,7.081874371
106.8500582,1,1.780258179,7.085324287
106.9000704,1,1.781193972,7.088802338
106.9500826,1,1.78196013,7.093033314
107.0000947,1,1.782916307,7.096486092
107.0501069,1,1.78368938,7.101016521
107.100119,1,1.784604788,7.104021072
107.1500083,1,1.785384536,7.108701706
107.2000205,1,1.786232233,7.111254215
107.2500326,1,1.787052751,7.115864754
107.3000448,1,1.787832499,7.118249893
107.350057,1,1.788707256,7.122128487
107.4000691,1,1.789432883,7.125281811
107.4500813,1,1.790355086,7.128272533
107.5000934,1,1.791094184,7.132557392
107.5501056,1,1.792023182,7.135503769
107.6001178,1,1.79283011,7.140841484
107.650007,1,1.793725252,7.143393517
107.7000192,1,1.794552565,7.148679733
107.7500314,1,1.795366287,7.15099144
107.8000435,1,1.796227455,7.155138016
107.8500557,1,1.796966553,7.157545567
107.9000678,1,1.797875166,7.161352634
107.95008,1,1.798607588,7.164946556
108.0000922,1,1.799543381,7.168001652
108.0501043,1,1.800289273,7.172214985
108.1001165,1,1.801177502,7.174787045
108.1500058,1,1.802004814,7.179040432
108.2000179,1,1.802859306,7.182140827
108.2500301,1,1.803733945,7.186867714
108.3000422,1,1.804540992,7.190250874
108.3500544,1,1.805422425,7.194797516
108.4000666,1,1.806154847,7.197543621
108.4500787,1,1.80707705,7.201152325
108.5000909,1,1.807802558,7.204642296
108.550103,1,1.80871129,7.207315922
108.6001152,1,1.809470773,7.211992264
108.6500045,1,1.810338736,7.214576244
108.7000166,1,1.811145663,7.218957424
108.7500288,1,1.811925411,7.221556187
108.800041,1,1.812820554,7.225231171
108.8500531,1,1.813607097,7.229125023
108.9000653,1,1.814549685,7.233059883
108.9500774,1,1.815302372,7.237292767
109.0000896,1,1.81624496,7.240867138
109.0501018,1,1.816977262,7.244718075
109.1001139,1,1.817885995,7.24733305
109.1500032,1,1.818652153,7.251849651
109.2000154,1,1.819493055,7.25387907
109.2500275,1,1.820333958,7.257980824
109.3000397,1,1.821120501,7.260231972
109.3500518,1,1.822008848,7.264341831
109.400064,1,1.822741151,7.267379761
109.4500762,1,1.823683739,7.27045536
109.5000883,1,1.824443221,7.274380207
109.5501005,1,1.825379014,7.277137756
109.6001126,1,1.826151967,7.281469345
109.6500019,1,1.827067494,7.283873081
109.7000141,1,1.827854037,7.288555145
109.7500262,1,1.82870841,7.290659428
109.8000384,1,1.829549313,7.294847965
109.8500506,1,1.830329061,7.297372818
109.9000627,1,1.831224203,7.300463676
109.9500749,1,1.831963301,7.303694725
110.000087,1,1.832885504,7.306351185
110.0500992,1,1.833597541,7.310243607
110.1001114,1,1.834512949,7.311925411
110.1500006,1,1.835306406,7.316925526
110.2000128,1,1.836181164,7.319363594
110.250025,1,1.837028742,7.324016571
110.3000371,1,1.837862849,7.326654434
110.3500493,1,1.838744283,7.331151962
110.4000614,1,1.8394835,7.333982468
110.4500736,1,1.840392113,7.337530613
110.5000858,1,1.841124415,7.341513157
110.5500979,1,1.842026353,7.343820572
110.6001101,1,1.842772245,7.348324299
110.6501222,1,1.843640208,7.350701809
110.7000115,1,1.844474316,7.355130196
110.7500237,1,1.845274448,7.357910633
110.8000358,1,1.846183062,7.362859249
110.850048,1,1.846969724,7.366666317
110.9000602,1,1.847905517,7.370754242
110.9500723,1,1.848651409,7.37522459
111.0000845,1,1.849580407,7.378576756
111.0500966,1,1.8503263,7.383213043
111.1001088,1,1.851234913,7.385745525
111.150121,1,1.85200119,7.391084194
111.2000102,1,1.852835298,7.393243313
111.2500224,1,1.853682876,7.397912979
111.3000346,1,1.854449153,7.400651455
111.3500467,1,1.855357766,7.404518604
111.4000589,1,1.856110454,7.407948971
111.450071,1,1.857046247,7.41123724
111.5000832,1,1.857798934,7.415585041
111.5500954,1,1.858727932,7.418546677
111.6001075,1,1.859501004,7.42340517
111.6501197,1,1.860389352,7.426020145
111.700009,1,1.861189485,7.430846691
111.7500211,1,1.861996412,7.432945251
111.8000333,1,1.862864375,7.437232018
111.8500454,1,1.863603473,7.440138817
111.9000576,1,1.864512205,7.443401814
111.9500698,1,1.865264893,7.447430134
112.0000819,1,1.866220951,7.451420784
112.0500941,1,1.866966844,7.455788136
112.1001062,1,1.867882371,7.458632946
112.1501184,1,1.868695974,7.463611603
112.2000077,1,1.869557261,7.467011452
112.2500198,1,1.870384455,7.471835613
112.300032,1,1.871177912,7.47475338
112.3500442,1,1.872059464,7.479022503
112.4000563,1,1.872798562,7.482086658
112.4500685,1,1.873734355,7.485554695
112.5000806,1,1.874459863,7.489588737
112.5500928,1,1.875382066,7.49245882
112.600105,1,1.876155138,7.497085094
112.6501171,1,1.877050281,7.499802589
112.7000064,1,1.877850413,7.504657745
112.7500186,1,1.878670931,7.506582737
112.8000307,1,1.879525304,7.511003017
112.8500429,1,1.880291581,7.513454437
112.900055,1,1.881206989,7.51723671
112.9500672,1,1.881946087,7.520858288
113.0000794,1,1.88288188,7.524178982
113.0500915,1,1.883614302,7.527862072
113.1001037,1,1.88452971,7.530200481
113.1501158,1,1.885302663,7.534660339
113.2000051,1,1.88613677,7.536279678
113.2500173,1,1.887004733,7.540685177
113.3000294,1,1.887832046,7.543801785
113.3500416,1,1.888720393,7.547963142
113.4000538,1,1.889452696,7.551000118
113.4500659,1,1.890381694,7.553945065
113.5000781,1,1.891127586,7.557955265
113.5500902,1,1.892049789,7.560784817
113.6001024,1,1.892802477,7.565197945
113.6501146,1,1.893690825,7.567853928
113.7000038,1,1.894497752,7.572685719
113.750016,1,1.89531827,7.575158596
113.8000282,1,1.896199822,7.58015728
113.8500403,1,1.896959305,7.583465099
113.9000525,1,1.897888303,7.587442398
113.9500646,1,1.898647785,7.591330528
114.0000768,1,1.899583459,7.595438957
114.050089,1,1.900309086,7.59979248
114.1001011,1,1.901197433,7.602515697
114.1501133,1,1.901983976,7.607264519
114.2000026,1,1.902831674,7.60992384
114.2500147,1,1.903692842,7.614724636
114.3000269,1,1.904472589,7.617701054
114.350039,1,1.905381322,7.62169075
114.4000512,1,1.906113625,7.625486374
114.4500634,1,1.907035828,7.628957748
114.5000755,1,1.90776813,7.632822037
114.5500877,1,1.908690453,7.635921955
114.6000998,1,1.90948379,7.64036417
114.650112,1,1.910378933,7.643233299
114.7000013,1,1.911179066,7.648151398
114.7500134,1,1.911979198,7.650924206
114.8000256,1,1.912874341,7.655132294
114.8500378,1,1.913640499,7.658401966
114.9000499,1,1.914556026,7.662133694
114.9500621,1,1.915301919,7.665625095
115.0000742,1,1.916224122,7.668660641
115.0500864,1,1.916956425,7.672668934
115.1000986,1,1.917858362,7.675559998
115.1501107,1,1.918658495,7.680155754
115.2001229,1,1.919506073,7.68318224
115.2500122,1,1.920367241,7.68779707
115.3000243,1,1.921187758,7.69092083
115.3500365,1,1.922069311,7.695311069
115.4000486,1,1.922808409,7.698283195
115.4500608,1,1.923717141,7.701329708
115.500073,1,1.924456239,7.705134392
115.5500851,1,1.925371647,7.707910538
115.6000973,1,1.926124334,7.712332726
115.6501094,1,1.926992297,7.714081287
115.7001216,1,1.92780602,7.718886852
115.7500109,1,1.928612947,7.720966339
115.800023,1,1.929501295,7.725203991
115.8500352,1,1.930294633,7.728198528
115.9000474,1,1.931223631,7.732287407
