n_cycles,hysteresis_area,stiffness,creep
1,0.00946,,
2,0.00018,2.8717021878,0.431718305
3,0.00054,2.8765514901,0.4293132515
4,0.00028,2.8826569445,0.4304669565
5,0.0001,2.8938267761,0.434189278
6,0.00048,2.887128445,0.435985261
7,0.00086,2.8942614871,0.4388123635
8,0.00102,2.8917057748,0.4399016615
9,0.00137,2.8955710612,0.441170108
10,0.00172,2.8966009683,0.445114827
11,0.002,2.8962956345,0.4479501515
12,0.00211,2.8925600343,0.4505995605
13,0.00268,2.888378303,0.4560500385
14,0.00292,2.9000894626,0.4579365195
15,0.00342,2.8964700964,0.462570795
16,0.00401,2.8928798284,0.4663623985
17,0.00364,2.8987083727,0.470487386
18,0.00425,2.8900552654,0.4737329
19,0.00451,2.8985258327,0.4772934915
20,0.0041,2.9011124998,0.4803877235
21,0.00424,2.8955946706,0.481856594
22,0.00444,2.8938738893,0.483644762
23,0.00441,2.8990695514,0.4868857505
24,0.00527,2.8946003593,0.4903257215
25,0.00553,2.8950724594,0.4941232765
26,0.00542,2.89268177,0.4983804975
27,0.00603,2.894495891,0.5019433595
28,0.00594,2.8936583818,0.504963129
29,0.0064,2.8912415254,0.508444384
30,0.00621,2.891304227,0.511510647
31,0.00605,2.891601425,0.5142409355
32,0.00689,2.8864289222,0.517192093
33,0.00627,2.8926407573,0.5188058715
34,0.00641,2.8899285112,0.521660608
35,0.00658,2.889893712,0.5260079925
36,0.00639,2.8881605527,0.5272403505
37,0.00629,2.8895149318,0.5277462045
38,0.0065,2.8888272503,0.530849036
39,0.00695,2.891100689,0.5304347435
40,0.00697,2.8900048016,0.530726451
41,0.00719,2.8932550149,0.5319397895
42,0.0078,2.8911231404,0.5329675915
43,0.00732,2.8883752994,0.534339255
44,0.00712,2.8906604238,0.5349241255
45,0.00717,2.8923089034,0.5368642595
46,0.00803,2.8893063773,0.5369186695
47,0.00734,2.8881601991,0.538051885
48,0.00811,2.8906965952,0.539895147
49,0.00799,2.8932040122,0.538961234
50,0.00809,2.8918197335,0.5409758305
51,0.00796,2.8904043957,0.5410067825
52,0.00776,2.8870049668,0.5409006115
53,0.00875,2.888719923,0.5426194255
54,0.0086,2.8862193317,0.5426362185
55,0.00842,2.8874744035,0.542714435
56,0.0083,2.8896971228,0.5422528775
57,0.00883,2.8883658508,0.5421932875
58,0.00834,2.8866384543,0.5430240125
59,0.00834,2.8872433713,0.5441505345
60,0.00853,2.8873393103,0.5446188295
61,0.00901,2.8866667285,0.5449194285
62,0.00867,2.8880535455,0.546228155
63,0.00892,2.8857962354,0.547011936
64,0.009,2.887425236,0.547921649
65,0.0095,2.8854561126,0.548471144
66,0.01006,2.8864223418,0.547840056
67,0.00937,2.8850614514,0.5483731655
68,0.01025,2.8867221655,0.5494557265
69,0.01022,2.8840016767,0.5493760255
70,0.00982,2.8862114519,0.5504697475
71,0.00938,2.8854199459,0.5503937285
72,0.00972,2.8875150194,0.5506441085
73,0.00971,2.8851016371,0.551277786
74,0.00991,2.8872683068,0.551832083
75,0.01056,2.8839582178,0.5517579555
76,0.00956,2.8873173706,0.551975143
77,0.01005,2.8841079524,0.5515296215
78,0.00998,2.887233028,0.552411744
79,0.00987,2.8825531976,0.552707177
80,0.01041,2.8854614951,0.5530778435
81,0.01033,2.8871485463,0.553431717
