Machine_N_cycles,Machine_Load,Machine_Displacement,MD_index--1,MD_N_cycles--1,exx--1,eyy--1,exy--1,Crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,5.177855957,1.717354287,,,,,,,,,,,,,
1,5.181624023,1.720829285,,,,,,,,,,,,,
1,5.188216309,1.725110458,,,,,,,,,,,,,
1,5.191333008,1.730128773,,,,,,,,,,,,,
1,5.193369629,1.732394448,,,,,,,,,,,,,
1,5.198460938,1.734709018,,,,,,,,,,,,,
1,5.204483398,1.738826977,,,,,,,,,,,,,
1,5.21102002,1.743914094,,,,,,,,,,,,,
1,5.223662109,1.749051735,,,,,,,,,,,,,
1,5.239674316,1.755779958,,,,,,,,,,,,,
1,5.253897461,1.762562664,,,,,,,,,,,,,
1,5.271810059,1.770079485,,,,,,,,,,,,,
1,5.293620605,1.778679318,,,,,,,,,,,,,
1,5.318680664,1.787498943,,,,,,,,,,,,,
1,5.343632813,1.796171768,,,,,,,,,,,,,
1,5.36989502,1.807676628,,,,,,,,,,,,,
1,5.400056641,1.81911618,,,,,,,,,,,,,
1,5.431377441,1.831892179,,,,,,,,,,,,,
1,5.467047852,1.846343046,,,,,,,,,,,,,
1,5.498842285,1.861639787,,,,,,,,,,,,,
1,5.531602539,1.87878008,,,,,,,,,,,,,
1,5.573491211,1.895344933,,,,,,,,,,,,,
1,5.613406738,1.914502587,,,,,,,,,,,,,
1,5.650377441,1.934932196,,,,,,,,,,,,,
1,5.689532227,1.955947839,,,,,,,,,,,,,
1,5.727090332,1.977737062,,,,,,,,,,,,,
1,5.770291504,2.001168439,,,,,,,,,,,,,
1,5.805812988,2.025395632,,,,,,,,,,,,,
1,5.842204102,2.052634023,,,,,,,,,,,,,
1,5.873218262,2.078650752,,,,,,,,,,,,,
1,5.907401367,2.103669802,,,,,,,,,,,,,
1,5.937251953,2.132250462,,,,,,,,,,,,,
1,5.966749512,2.158478834,,,,,,,,,,,,,
1,5.992891113,2.188219456,,,,,,,,,,,,,
1,6.018370117,2.216102555,,,,,,,,,,,,,
1,6.041724609,2.243912546,,,,,,,,,,,,,
1,6.06390918,2.272553276,,,,,,,,,,,,,
1,6.084044922,2.300300635,,,,,,,,,,,,,
1,6.103213867,2.32752366,,,,,,,,,,,,,
1,6.117557617,2.355669392,,,,,,,,,,,,,
1,6.133949707,2.383730607,,,,,,,,,,,,,
1,6.149093262,2.409697743,,,,,,,,,,,,,
1,6.158990234,2.436699579,,,,,,,,,,,,,
1,6.170067871,2.461622469,,,,,,,,,,,,,
1,6.175094238,2.488900442,,,,,,,,,,,,,
1,6.181308594,2.509493846,,,,,,,,,,,,,
1,6.181868164,2.53345957,,,,,,,,,,,,,
1,6.176543945,2.552990336,,,,,,,,,,,,,
1,6.168065918,2.570155775,,,,,,,,,,,,,
1,6.153917969,2.584655071,,,,,,,,,,,,,
1,6.13876709,2.597747371,,,,,,,,,,,,,
1,6.114490234,2.607580973,,,,,,,,,,,,,
1,6.082521973,2.615178935,,,,,,,,,,,,,
