Machine_N_cycles,Machine_Load,Machine_Displacement,MD_index--1,MD_N_cycles--1,exx--1,eyy--1,exy--1,Crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,6.14663916,2.761971671,,,,,,,,,,,,,
1,6.151594238,2.767412458,,,,,,,,,,,,,
1,6.158894043,2.777183661,,,,,,,,,,,,,
1,6.163243164,2.783287317,,,,,,,,,,,,,
1,6.168884766,2.792466432,,,,,,,,,,,,,
1,6.171856934,2.80170911,,,,,,,,,,,,,
1,6.187182129,2.811406273,,,,,,,,,,,,,
1,6.20304248,2.824595431,,,,,,,,,,,,,
1,6.23182959,2.837751992,,,,,,,,,,,,,
1,6.257822266,2.853353275,,,,,,,,,,,,,
1,6.285099609,2.86976248,,,,,,,,,,,,,
1,6.309775391,2.886925591,,,,,,,,,,,,,
1,6.342581543,2.906435402,,,,,,,,,,,,,
1,6.377935547,2.926886547,,,,,,,,,,,,,
1,6.401460938,2.946012653,,,,,,,,,,,,,
1,6.421725098,2.966889646,,,,,,,,,,,,,
1,6.448563965,2.986962441,,,,,,,,,,,,,
1,6.463219238,3.007815219,,,,,,,,,,,,,
1,6.47510791,3.026677994,,,,,,,,,,,,,
1,6.483970703,3.046206897,,,,,,,,,,,,,
1,6.493350098,3.064657561,,,,,,,,,,,,,
1,6.490466309,3.08174151,,,,,,,,,,,,,
1,6.488152344,3.096679691,,,,,,,,,,,,,
1,6.478116211,3.110163845,,,,,,,,,,,,,
1,6.46742334,3.121656599,,,,,,,,,,,,,
1,6.447375,3.132022684,,,,,,,,,,,,,
1,6.422278809,3.138339147,,,,,,,,,,,,,
1,6.396741699,3.141917987,,,,,,,,,,,,,
1,6.37020459,3.146464005,,,,,,,,,,,,,
1,6.343681641,3.150277073,,,,,,,,,,,,,
2,6.31790332,3.151642857,,,,,,,,,,,,,
2,6.29167627,3.154154634,,,,,,,,,,,,,
2,6.274525879,3.15659144,,,,,,,,,,,,,
2,6.261110352,3.160665277,,,,,,,,,,,,,
