n_cycles,hysteresis_area,stiffness,creep
500,0.009569,4886.812221,0.002728
1000,0.009346,4897.265562,0.002735
2000,0.009251,4875.275705,0.00283
3000,0.00934,4851.459547,0.00287
4000,0.009406,4866.754407,0.002878
5000,0.009393,4856.998719,0.002951
10000,0.009532,4803.55448,0.003026
15000,0.009462,4845.981817,0.003075
20000,0.009324,4840.271791,0.003135
25000,0.009309,4838.998878,0.003166
30000,0.009363,4850.067934,0.003209
35000,0.009257,4829.080816,0.003221
40000,0.009359,4827.671485,0.003266
45000,0.009228,4846.203598,0.003289
50000,0.009295,4852.844914,0.003275
55000,0.00948,4832.056576,0.003278
60000,0.009351,4812.820499,0.003322
65000,0.00935,4835.034083,0.003338
70000,0.009208,4844.860284,0.003327
75000,0.009205,4816.542061,0.00337
80000,0.009094,4823.142036,0.003389
85000,0.00929,4826.857233,0.003408
90000,0.00918,4827.885231,0.003388
95000,0.009249,4834.486136,0.003385
100000,0.009326,4839.685972,0.003399
105000,0.009351,4844.154927,0.003414
110000,0.009275,4839.129818,0.003429
115000,0.00935,4855.494834,0.003433
120000,0.009383,4829.365812,0.003463
125000,0.009201,4836.968999,0.003463
130000,0.009255,4815.699215,0.003497
135000,0.009208,4834.19109,0.003501
140000,0.009152,4859.829643,0.003514
145000,0.009504,4833.5742,0.003538
150000,0.009402,4843.206084,0.003521
155000,0.009258,4855.892723,0.003541
160000,0.009327,4847.881507,0.003564
165000,0.009275,4844.730874,0.003555
170000,0.009443,4832.126617,0.003579
175000,0.009578,4814.092232,0.003592
180000,0.009647,4815.887862,0.003585
185000,0.009356,4831.05432,0.003613
190000,0.009355,4804.166407,0.00364
200000,0.009285,4838.708018,0.003622
205000,0.009316,4819.548322,0.003642
210000,0.009315,4820.246139,0.003643
215000,0.009364,4845.820819,0.003652
220000,0.009307,4842.480218,0.003671
225000,0.009265,4847.234978,0.003659
230000,0.009413,4836.649988,0.003684
235000,0.009517,4822.837378,0.003651
240000,0.009503,4812.698118,0.003726
