n_cycles,hysteresis_area,stiffness,creep
10,0.014391,4435.624188,0.003356
50,0.013274,4447.43878,0.003431
100,0.012828,4432.229149,0.003466
250,0.013095,4446.897711,0.003524
500,0.013326,4447.862558,0.003555
1000,0.013251,4444.626922,0.003676
1500,0.012928,4438.45507,0.003697
2000,0.013263,4428.827581,0.003738
2500,0.01282,4413.214324,0.00373
3000,0.013176,4420.566314,0.003796
3500,0.012829,4435.646229,0.003774
4000,0.013061,4437.381015,0.003832
4500,0.013235,4424.831774,0.003833
5000,0.013012,4441.241746,0.003827
5500,0.013118,4426.546048,0.003886
6000,0.012848,4436.297004,0.003891
6500,0.012881,4431.425234,0.003852
7000,0.012592,4456.521935,0.003897
7500,0.012845,4424.23038,0.003903
8000,0.012453,4432.928955,0.003915
8500,0.01291,4433.109568,0.003931
9000,0.012847,4417.544007,0.003948
9500,0.012823,4426.288489,0.00396
10000,0.012949,4432.605891,0.003972
10500,0.012636,4428.329351,0.003989
11000,0.012769,4446.028292,0.003966
11500,0.012693,4435.541879,0.004007
12000,0.012767,4420.098303,0.00398
12500,0.012638,4406.142911,0.004005
13000,0.012871,4435.910046,0.004007
13500,0.012884,4438.2132,0.004019
14000,0.012852,4443.414032,0.004076
14500,0.012669,4429.533787,0.004033
15000,0.012943,4431.320139,0.004037
15500,0.012824,4435.710841,0.00404
16000,0.012634,4437.797946,0.004024
16500,0.012872,4448.089816,0.004059
17000,0.01287,4447.76769,0.004023
17500,0.012784,4415.178486,0.004071
18000,0.012714,4427.01723,0.004052
18500,0.012812,4424.318163,0.004067
19000,0.012949,4430.608865,0.004076
19500,0.012936,4435.625583,0.004062
20000,0.013053,4443.444674,0.004073
20500,0.012721,4409.162763,0.004102
21000,0.012795,4421.930092,0.004099
21500,0.012887,4433.874382,0.004118
22000,0.013079,4426.990013,0.004128
22500,0.012936,4448.624686,0.004104
23000,0.013049,4427.67592,0.004119
23500,0.012858,4437.36772,0.004107
24000,0.012634,4418.486289,0.004145
24500,0.012729,4435.874647,0.004113
25000,0.012887,4476.361362,0.004124
25500,0.013152,4441.600676,0.004106
26000,0.012812,4441.427694,0.004149
26500,0.0128,4429.930062,0.004136
27000,0.012974,4451.452082,0.004108
27500,0.012929,4415.176174,0.004134
28000,0.012542,4431.263427,0.00412
28500,0.012953,4435.071257,0.004144
29000,0.012844,4424.148924,0.004139
29500,0.012655,4438.621645,0.004152
30000,0.012999,4433.17083,0.004134
30500,0.013019,4441.977477,0.004152
31000,0.049869,3514.284399,0.00593
31500,0.012766,4435.352658,0.004147
32000,0.012861,4438.543664,0.004192
32500,0.012814,4438.934086,0.004171
33000,0.012858,4440.393404,0.004164
33500,0.01302,4431.924282,0.004195
34000,0.012738,4445.012246,0.004183
34500,0.012535,4445.02248,0.004167
35000,0.012673,4451.842136,0.004175
35500,0.012748,4445.336816,0.004167
36000,0.012884,4461.302934,0.004181
36500,0.012922,4439.520502,0.004198
37000,0.012838,4443.461137,0.004188
37500,0.012949,4441.161782,0.004211
38000,0.012784,4436.729674,0.004195
38500,0.013204,4452.828532,0.004229
39000,0.012764,4415.974363,0.004213
39500,0.012868,4454.702245,0.00419
40000,0.012839,4440.29869,0.004237
40500,0.012787,4447.533582,0.004199
41000,0.012898,4450.692445,0.00421
41500,0.012999,4453.51417,0.004206
42000,0.012687,4439.392679,0.004227
42500,0.012815,4455.127432,0.0042
43000,0.013004,4423.309728,0.004214
43500,0.012866,4447.359624,0.004226
44000,0.012865,4447.559207,0.004235
44500,0.012692,4432.052298,0.004231
45000,0.013023,4452.799668,0.004212
45500,0.012672,4459.508998,0.004182
46000,0.01282,4437.024798,0.004277
46500,0.013033,4450.760986,0.004248
47000,0.012804,4433.899053,0.00424
47500,0.012913,4444.267946,0.00422
48000,0.012517,4418.940733,0.004239
48500,0.012901,4447.311536,0.00423
49000,0.012583,4444.864266,0.004264
49500,0.012862,4449.81882,0.004231
50000,0.012682,4427.044993,0.004279
50500,0.012771,4416.224036,0.004248
51000,0.012821,4446.902695,0.004254
51500,0.012739,4455.601928,0.004276
52000,0.012754,4447.109745,0.004277
52500,0.013024,4442.244486,0.004245
53000,0.012757,4449.86043,0.004291
53500,0.012805,4439.729526,0.004276
54000,0.012884,4428.112839,0.004274
54500,0.01255,4420.848398,0.004308
55000,0.013048,4451.543971,0.004316
55500,0.012766,4439.061623,0.004307
56000,0.012479,4408.276126,0.004304
56500,0.013326,4439.468124,0.004278
57000,0.012614,4429.994281,0.004324
57500,0.012827,4434.488461,0.004278
58000,0.012908,4439.427639,0.0043
58500,0.012885,4431.600607,0.004294
59000,0.012592,4455.526023,0.004278
59500,0.012651,4472.069482,0.004291
60000,0.012734,4448.333279,0.00432
60500,0.013146,4444.549871,0.004284
61000,0.012697,4441.531359,0.004307
61500,0.013016,4433.029445,0.004311
62000,0.012651,4451.417463,0.004304
62500,0.01283,4435.723356,0.004297
63000,0.01279,4427.281787,0.004328
63500,0.012891,4450.974492,0.004293
64000,0.013002,4447.79276,0.004326
64500,0.01267,4458.041497,0.004295
65000,0.013172,4447.949672,0.004385
65500,0.012988,4436.956966,0.004309
66000,0.012503,4437.495383,0.004315
66500,0.012835,4460.04846,0.004342
67000,0.012854,4427.521771,0.004344
67500,0.012945,4444.201067,0.004328
68000,0.012587,4454.35818,0.004315
68500,0.012744,4459.314762,0.004324
69000,0.012481,4416.93903,0.004368
69500,0.012851,4436.429857,0.004327
70000,0.01294,4434.88543,0.004387
70500,0.012831,4433.603297,0.00436
71000,0.013111,4431.739756,0.004308
71500,0.012744,4420.731712,0.004397
72000,0.012918,4414.654659,0.004386
72500,0.013115,4435.364041,0.004382
73000,0.012782,4428.386696,0.004395
73500,0.01259,4438.100271,0.004386
74000,0.012567,4423.195025,0.004364
74500,0.012666,4424.895335,0.004397
75000,0.012622,4426.166033,0.004379
75500,0.012686,4438.181288,0.004423
76000,0.012716,4425.352824,0.004387
76500,0.013044,4428.604676,0.004427
77000,0.012764,4429.63909,0.004403
77500,0.013039,4458.729026,0.004397
78000,0.012951,4436.40765,0.004378
78500,0.012963,4440.960242,0.004405
79000,0.01296,4428.291794,0.004441
79500,0.012986,4406.429697,0.004434
80000,0.013077,4419.222508,0.004408
80500,0.012404,4426.613315,0.004416
81000,0.01274,4434.139318,0.004392
81500,0.012903,4427.757424,0.004433
82000,0.012933,4420.429181,0.004448
82500,0.012921,4409.54695,0.004469
83000,0.012807,4421.480704,0.004447
83500,0.012754,4417.860787,0.004455
84000,0.012844,4386.399263,0.004466
84500,0.012872,4414.573613,0.004454
85000,0.012755,4422.870559,0.004478
85500,0.012751,4417.381214,0.004477
86000,0.012495,4408.863344,0.004457
86500,0.012809,4416.031251,0.004475
87000,0.013185,4441.067388,0.004472
87500,0.012764,4398.604406,0.00449
88000,0.013104,4436.399061,0.004482
88500,0.013415,4424.09055,0.004471
89000,0.012706,4420.295611,0.004522
89500,0.012533,4391.472255,0.004507
90000,0.013109,4411.266102,0.00447
90500,0.013004,4424.010384,0.00446
91000,0.01313,4420.479657,0.004447
91500,0.012852,4420.63397,0.004497
92000,0.013216,4424.326392,0.004538
92500,0.012612,4428.556535,0.004517
93000,0.013003,4422.324181,0.004484
93500,0.013071,4423.2515,0.004468
94000,0.012937,4413.791621,0.004489
94500,0.012863,4425.61353,0.004472
95000,0.012972,4429.192538,0.004482
95500,0.012866,4425.953394,0.004487
96000,0.012958,4435.403556,0.00449
96500,0.01281,4430.926747,0.004492
97000,0.012918,4441.897303,0.004514
97500,0.012837,4423.633402,0.004508
98000,0.012676,4412.598275,0.004507
98500,0.012909,4419.417646,0.004492
99000,0.012604,4418.794043,0.004443
99500,0.012763,4425.003015,0.00451
