n_cycles,point_index,fit_x,fit_y
1,0,0.004269220718050676,16.813165864309546
1,1,0.004655111064996695,18.648447998390317
1,2,0.005026602502176169,20.45359485228156
1,3,0.00537759515046105,22.198965964548368
1,4,0.005702325720270213,23.855902389780706
1,5,0.005995462144625053,25.397197277684732
1,6,0.006252191131541858,26.79754260881247
1,7,0.00646829719815311,28.033944751541434
1,8,0.006640231888819626,29.086102016870193
1,9,0.006765172040674054,29.93673801159051
1,10,0.006841066139877101,30.57188531618618
1,11,0.006866668007418059,30.981114829475338
1,12,0.006841557261339707,31.157707014163528
1,13,0.0067661462193984254,31.098762231460334
1,14,0.006641673128818042,30.805248353068123
1,15,0.006470181834304641,30.281984868755465
1,16,0.006254488218173001,29.537563750468372
1,17,0.005998133963636831,28.584208372388495
1,18,0.005705328400468318,27.437572803466963
1,19,0.005380879387919644,26.11648476804502
1,20,0.00503011436980698,24.64263649514084
1,21,0.004658792898030313,23.04022853264878
1,22,0.004273012060890481,21.335572375012
1,23,0.003879106369067832,19.556658429211133
1,24,0.0034835437431319847,17.7326964130555
1,25,0.0030928193104648857,15.893635732424219
1,26,0.002713348755448769,14.069673712849683
1,27,0.0023513629741059696,12.290759760267154
1,28,0.002012805762958497,10.586103592597299
1,29,0.0017032362220534775,8.983695616985507
1,30,0.0014277374746940567,7.5098473280903555
1,31,0.0011908332026953033,6.188759274068769
1,32,0.0009964133676538646,5.042123684244332
1,33,0.0008476703378860946,4.088768283301508
1,34,0.0007470464698285566,3.3443471405668515
1,35,0.0006961940046128585,2.8210836306234217
1,36,0.0006959479383119504,2.5275697258380987
1,37,0.00074631231132769,2.468624916412823
1,38,0.0008464601420475567,2.645217074488741
1,39,0.000994747005859867,3.0544465617124015
1,40,0.0011887380365604343,3.6895938412173486
1,41,0.0014252479067883273,4.54022981223371
1,42,0.001700393131013072,5.592387055634498
1,43,0.002009655832259696,6.828789178571515
1,44,0.002347957925523764,8.229134492368342
1,45,0.002709744499786739,9.770429365687043
1,46,0.00308907502950136,11.427365779319146
1,47,0.003479720917856865,13.17273688316127
1,48,0.0038752677701664514,14.977883731941738
1,49,0.004269220718050675,16.813165864309543
200,0,0.004324066306041604,16.776133713510063
200,1,0.004687765485346635,18.521669610677503
200,2,0.005038913193365534,20.238543858054708
200,3,0.005371743594440634,21.898565427965295
200,4,0.005680791622587874,23.47447681212511
200,5,0.00596098271772917,24.940401589174662
200,6,0.006207716149828604,26.272269314802486
200,7,0.006416940562752415,27.448210757775236
200,8,0.006585220497424718,28.448916992109957
200,9,0.006709792801970541,29.25795644910489
200,10,0.0067886120025932315,29.862044723243287
200,11,0.006820383890197637,30.251262701764706
200,12,0.006804586771267676,30.419219436222345
200,13,0.006741480034059442,30.363157081679823
