n_cycles,point_index,fit_x,fit_y
1,0,0.0041247608461237786,14.648794580050426
1,1,0.004475553779648043,16.198442965189567
1,2,0.004813150346988258,17.722646168388273
1,3,0.005132007221842056,19.19637681518889
1,4,0.005426888783139613,20.59543628911444
1,5,0.005692953083796864,21.896852072282144
1,6,0.005925831355352762,23.079254953511978
1,7,0.006121699743026625,24.123229910183433
1,8,0.006277342093307922,25.01163490237021
1,9,0.0063902027631080015,25.729882344661892
1,10,0.006458428583348946,26.266178633913064
1,11,0.0064808992879486025,26.611717799880935
1,12,0.0064572459085586835,26.760826099013258
1,13,0.006387856833014837,26.711055177160603
1,14,0.006273871428019129,26.463222271483797
1,15,0.006117161330770292,26.021396791442346
1,16,0.0059202997167326675,25.392833499203604
1,17,0.00568651904816622,24.58785338664856
1,18,0.005419657997185597,23.619674204970494
1,19,0.005124098414870125,22.5041934295658
1,20,0.004804693381390241,21.25972722392749
1,21,0.0044666875185652545,19.90670968874702
1,22,0.004115630873318076,18.467357334545873
1,23,0.0037572877860581797,16.965304287186978
1,24,0.003397542240371443,15.425214216181478
1,25,0.00304230124817234,13.87237535791719
1,26,0.002697397856731613,12.332285283516267
1,27,0.002368495370201349,10.830232229422284
1,28,0.0020609943583173745,9.390879865256963
1,29,0.0017799439791935019,8.037862317046862
1,30,0.0015299590722848869,6.793396095527399
1,31,0.0013151443828517632,5.6779153016507955
1,32,0.0011390271621557506,4.7097360992133765
1,33,0.001004499250091653,3.904755963952402
1,34,0.0009137695912563391,3.2761926474339855
1,35,0.0008683279641395272,2.8343671419377845
1,36,0.000868920519002175,2.586534210049125
1,37,0.000915537526109819,2.536763261657903
1,38,0.0010074135354945471,2.685871534360711
1,39,0.0011430399456223146,3.0314106744420926
1,40,0.0013201897745884154,3.5677069387748546
1,41,0.001535954227098799,4.285954357525366
1,42,0.0017867904568083747,5.174359327934763
1,43,0.0020685797397600515,6.218334264950199
1,44,0.0023766951037182517,7.400737128968139
1,45,0.0027060773029250855,8.702152897650683
1,46,0.003051317890775845,10.101212360055662
1,47,0.003406748026362707,11.574942998489455
1,48,0.0037665315566857357,13.099146196612482
1,49,0.004124760846123778,14.648794580050422
4000,0,0.004406813840470985,14.17515738201248
4000,1,0.00473761342333328,15.650574154148845
4000,2,0.005056441631488556,17.101764625157564
4000,3,0.005358063314573386,18.504900287625
4000,4,0.0056375258528903,19.83694169276521
4000,5,0.005890240479286291,21.07601675753207
4000,6,0.006112057626582611,22.20177990361819
4000,7,0.006299335063353119,23.19574613128823
4000,8,0.0064489976992636085,24.041594542563537
4000,9,0.006558588077970077,24.725436329915706
4000,10,0.006626306728483952,25.236042830102242
4000,11,0.006651041712435981,25.56502989850656
4000,12,0.006632386882073505,25.7069955765608
4000,13,0.006570648549195337,25.659608791756163
4000,14,0.006466840455520487,25.423647633789066
4000,15,0.006322667127077167,25.00298657834983
4000,16,0.00614049588593253,24.40453286833896
4000,17,0.005923317978829773,23.638113097129697
4000,18,0.005674699460999319,22.716311856176475
4000,19,0.005398722641630511,21.65426509637117
4000,20,0.005099919052467596,20.469411596147925
4000,21,0.004783195040183757,19.181206617223353
4000,22,0.004453751204304387,17.81080244973706
4000,23,0.00411699700350666,16.380701092232293
4000,24,0.0037784619324576006,14.914384769461996
4000,25,0.0034437047276645277,13.435930354907558
4000,26,0.0031182220931752808,11.96961402918188
4000,27,0.0028073584448497207,10.539512665814877
4000,28,0.0025162181551990626,9.169108489655745
