Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,-4.12E-05,16.03121907,,,,,,,,,,,,,,,,,,,,F-0.53-03
,1,0.000384604,16.0369426,,,,,,,,,,,,,,,,,,,,
,1,0.000809287,16.04208052,,,,,,,,,,,,,,,,,,,,
,1,0.001235088,16.04641825,,,,,,,,,,,,,,,,,,,,
,1,0.001682123,16.051732,,,,,,,,,,,,,,,,,,,,
,1,0.002230858,16.05838537,,,,,,,,,,,,,,,,,,,,
,1,2.78E-03,16.06565565,,,,,,,,,,,,,,,,,,,,
,1,0.003329446,16.07048959,,,,,,,,,,,,,,,,,,,,
,1,0.003789892,16.07171446,,,,,,,,,,,,,,,,,,,,
,1,0.003987705,16.07137173,,,,,,,,,,,,,,,,,,,,
,1,0.004064818,16.07227623,,,,,,,,,,,,,,,,,,,,
,1,0.004257043,16.07517749,,,,,,,,,,,,,,,,,,,,
,1,0.004865011,16.07891619,,,,,,,,,,,,,,,,,,,,
,1,0.005654027,16.08284712,,,,,,,,,,,,,,,,,,,,
,1,0.006118944,16.08598381,,,,,,,,,,,,,,,,,,,,
,1,0.006408399,16.08872414,,,,,,,,,,,,,,,,,,,,
,1,0.006639739,16.09218717,,,,,,,,,,,,,,,,,,,,
,1,0.007118066,16.09849483,,,,,,,,,,,,,,,,,,,,
,1,0.007790854,16.1065653,,,,,,,,,,,,,,,,,,,,
,1,0.008375352,16.11450613,,,,,,,,,,,,,,,,,,,,
,1,0.008811211,16.12236947,,,,,,,,,,,,,,,,,,,,
,1,0.009237012,16.13036245,,,,,,,,,,,,,,,,,,,,
,1,0.009661695,16.13707989,,,,,,,,,,,,,,,,,,,,
,1,0.010087495,16.14147425,,,,,,,,,,,,,,,,,,,,
,1,0.010371363,16.14361703,,,,,,,,,,,,,,,,,,,,
,1,0.010583704,16.14532024,,,,,,,,,,,,,,,,,,,,
,1,0.010929039,16.14868492,,,,,,,,,,,,,,,,,,,,
,1,0.011518007,16.15420729,,,,,,,,,,,,,,,,,,,,
,1,0.012156149,16.16144329,,,,,,,,,,,,,,,,,,,,
,1,0.012794292,16.17064774,,,,,,,,,,,,,,,,,,,,
,1,0.013432434,16.18116647,,,,,,,,,,,,,,,,,,,,
,1,0.01403146,16.1919862,,,,,,,,,,,,,,,,,,,,
,1,0.014572373,16.20254964,,,,,,,,,,,,,,,,,,,,
,1,0.015068581,16.21185243,,,,,,,,,,,,,,,,,,,,
,1,0.015480971,16.21894091,,,,,,,,,,,,,,,,,,,,
,1,0.015695548,16.22398943,,,,,,,,,,,,,,,,,,,,
,1,0.015907889,16.22810662,,,,,,,,,,,,,,,,,,,,
,1,0.016185051,16.23273343,,,,,,,,,,,,,,,,,,,,
,1,0.016753903,16.23978317,,,,,,,,,,,,,,,,,,,,
,1,0.01742669,16.24897867,,,,,,,,,,,,,,,,,,,,
,1,0.017945251,16.25685692,,,,,,,,,,,,,,,,,,,,
,1,0.018234706,16.26164615,,,,,,,,,,,,,,,,,,,,
,1,0.01861245,16.26587659,,,,,,,,,,,,,,,,,,,,
,1,0.019217065,16.27290845,,,,,,,,,,,,,,,,,,,,
,1,0.019883147,16.28347784,,,,,,,,,,,,,,,,,,,,
,1,0.020503408,16.29477292,,,,,,,,,,,,,,,,,,,,
,1,0.021123668,16.30447954,,,,,,,,,,,,,,,,,,,,
,1,0.021682462,16.3132742,,,,,,,,,,,,,,,,,,,,
,1,0.022142908,16.32234007,,,,,,,,,,,,,,,,,,,,
,1,0.022530711,16.33254588,,,,,,,,,,,,,,,,,,,,
,1,0.023174441,16.34343266,,,,,,,,,,,,,,,,,,,,
,1,0.02386511,16.35274142,,,,,,,,,,,,,,,,,,,,
,1,0.024537897,16.3601771,,,,,,,,,,,,,,,,,,,,
,1,0.025053105,16.36725813,,,,,,,,,,,,,,,,,,,,
,1,0.025458789,16.37503952,,,,,,,,,,,,,,,,,,,,
,1,0.025795183,16.38254076,,,,,,,,,,,,,,,,,,,,
,1,0.026132694,16.38832241,,,,,,,,,,,,,,,,,,,,
,1,0.026481381,16.39163643,,,,,,,,,,,,,,,,,,,,
,1,0.026888183,16.39383882,,,,,,,,,,,,,,,,,,,,
,1,0.0271117,16.3970992,,,,,,,,,,,,,,,,,,,,
,1,0.027251399,16.40171856,,,,,,,,,,,,,,,,,,,,
,1,0.027679435,16.406627,,,,,,,,,,,,,,,,,,,,
,1,0.028149939,16.4105013,,,,,,,,,,,,,,,,,,,,
,1,0.028475157,16.41296744,,,,,,,,,,,,,,,,,,,,
,1,0.02855674,16.41258895,,,,,,,,,,,,,,,,,,,,
,1,0.028627148,16.40892625,,,,,,,,,,,,,,,,,,,,
,1,0.028697556,16.40398949,,,,,,,,,,,,,,,,,,,,
,1,0.028769082,16.40014797,,,,,,,,,,,,,,,,,,,,
,1,0.028847313,16.39741659,,,,,,,,,,,,,,,,,,,,
,1,0.029117769,16.39420688,,,,,,,,,,,,,,,,,,,,
,1,0.029387108,16.38803333,,,,,,,,,,,,,,,,,,,,
,1,0.029298818,16.37765765,,,,,,,,,,,,,,,,,,,,
,1,0.028805962,16.36442244,,,,,,,,,,,,,,,,,,,,
,1,0.028365633,16.35156274,,,,,,,,,,,,,,,,,,,,
,1,0.02825611,16.3406834,,,,,,,,,,,,,,,,,,,,
,1,0.028184584,16.32997245,,,,,,,,,,,,,,,,,,,,
,1,0.028088471,16.31670147,,,,,,,,,,,,,,,,,,,,
,1,0.027717433,16.29993916,,,,,,,,,,,,,,,,,,,,
,1,0.027291632,16.28237814,,,,,,,,,,,,,,,,,,,,
,1,0.027002177,16.26544893,,,,,,,,,,,,,,,,,,,,
,1,0.026771954,16.24846458,,,,,,,,,,,,,,,,,,,,
,1,0.026484734,16.23027474,,,,,,,,,,,,,,,,,,,,
,1,0.026082403,16.20967388,,,,,,,,,,,,,,,,,,,,
,1,0.025620839,16.18762463,,,,,,,,,,,,,,,,,,,,
,1,0.025160393,16.16360247,,,,,,,,,,,,,,,,,,,,
,1,0.024699947,16.13800526,,,,,,,,,,,,,,,,,,,,
,1,0.024153447,16.11139625,,,,,,,,,,,,,,,,,,,,
,1,0.023261613,16.08555615,,,,,,,,,,,,,,,,,,,,
,1,0.022348544,16.06173813,,,,,,,,,,,,,,,,,,,,
,1,0.021766281,16.03806466,,,,,,,,,,,,,,,,,,,,
,1,0.021232074,16.01209491,,,,,,,,,,,,,,,,,,,,
,1,0.020540288,15.98376483,,,,,,,,,,,,,,,,,,,,
,1,0.019896558,15.95406979,,,,,,,,,,,,,,,,,,,,
,1,0.019398114,15.92498422,,,,,,,,,,,,,,,,,,,,
,1,0.018588981,15.89757353,,,,,,,,,,,,,,,,,,,,
,1,0.017633444,15.86944461,,,,,,,,,,,,,,,,,,,,
,1,0.01675055,15.83864987,,,,,,,,,,,,,,,,,,,,
,1,0.015971592,15.80734253,,,,,,,,,,,,,,,,,,,,
,1,0.015191516,15.77794403,,,,,,,,,,,,,,,,,,,,
,1,0.01441144,15.75066,,,,,,,,,,,,,,,,,,,,
,1,0.013669362,15.72372764,,,,,,,,,,,,,,,,,,,,
,1,0.013161978,15.6961143,,,,,,,,,,,,,,,,,,,,
,1,0.012681415,15.66750556,,,,,,,,,,,,,,,,,,,,
,1,0.011966159,15.63791782,,,,,,,,,,,,,,,,,,,,
,1,0.011176025,15.60797542,,,,,,,,,,,,,,,,,,,,
,1,0.010601586,15.58004022,,,,,,,,,,,,,,,,,,,,
,1,0.01005285,15.55610299,,,,,,,,,,,,,,,,,,,,
,1,0.009502997,15.53468704,,,,,,,,,,,,,,,,,,,,
,1,8.95E-03,15.51328152,,,,,,,,,,,,,,,,,,,,
,1,0.008426761,15.49254954,,,,,,,,,,,,,,,,,,,,
,1,0.00799649,15.47354609,,,,,,,,,,,,,,,,,,,,
,1,0.007570689,15.45604765,,,,,,,,,,,,,,,,,,,,
,1,0.007146006,15.44044018,,,,,,,,,,,,,,,,,,,,
