Machine_Displacement,Machine_Load,Th_chamber
0.002807,0.782231,50
0.004031,6.097234,50
0.008541,8.352084,50
0.016465,7.965538,50
0.017302,9.704994,50
0.017818,14.810618,50
0.020846,16.614498,50
0.014661,18.788818,50
0.023938,21.253046,50
0.038498,21.60738,50
0.041333,23.572321,50
0.039786,26.922383,50
0.053573,28.098126,50
0.053573,30.562355,50
0.058856,34.347282,50
0.065105,35.571343,50
0.067102,36.247798,50
0.072707,41.868817,50
0.071998,45.331622,50
0.083273,47.441518,50
0.089973,49.921853,50
0.096544,54.061113,50
0.10711,54.206068,50
0.105241,59.714344,50
0.107754,62.677861,50
0.114712,64.24015,50
0.115485,68.508259,50
0.12895,69.474623,50
0.13726,74.451399,50
0.140804,76.255279,50
0.145378,78.912781,50
0.152593,82.27895,50
0.157103,83.567436,50
0.162128,87.674484,50
0.163094,89.301198,50
0.168957,94.036383,50
0.186609,95.920793,50
0.183002,99.17422,50
0.184677,102.78198,50
0.200718,105.471694,50
0.199881,112.558366,50
0.219079,113.07376,50
0.212443,115.892323,50
0.221334,119.129644,50
0.230804,122.495813,50
0.244398,125.3788,50
0.245493,127.166574,50
0.245364,130.693804,50
0.250325,133.560685,50
0.258958,136.234293,50
0.272616,139.101174,50
0.279058,140.905054,50
0.278414,144.319542,50
0.280411,147.395802,50
0.276288,151.325684,50
0.285694,153.483897,50
0.293425,156.640688,50
0.310755,158.315719,50
0.302831,162.310026,50
0.321385,163.501875,50
0.318164,167.222378,50
0.328021,169.654395,50
0.340777,171.796503,50
0.340905,174.196308,50
0.341872,177.755751,50
0.346768,181.331299,50
0.360233,183.408983,50
0.364098,183.425089,50
0.36951,187.048955,50
0.372473,191.09158,50
0.373504,194.602704,50
0.391479,194.602704,50
0.387033,198.790284,50
0.391607,202.285302,50
0.397599,203.15503,50
0.397792,205.732002,50
0.419825,205.909169,50
0.425623,209.871263,50
0.42092,214.574237,50
0.431422,219.583226,50
0.436898,223.448685,50
0.451135,224.511686,50
0.449911,228.956962,50
0.464085,229.585099,50
0.464729,229.681736,50
0.46737,234.207543,50
0.473619,238.105213,50
0.477227,240.408382,50
0.483348,240.392276,50
0.498294,245.578432,50
0.497843,246.270994,50
0.499003,251.553787,50
0.503255,251.730953,50
0.513112,257.351974,50
0.51498,255.805791,50
0.523097,259.429658,50
0.532117,260.331598,50
0.545646,264.567496,50
0.542167,265.227845,50
0.541458,269.866396,50
0.540685,270.83276,50
0.557113,272.346731,50
0.561494,275.036446,50
0.570965,277.822797,50
0.583978,281.188968,50
0.575088,283.073379,50
0.586104,285.521502,50
0.598989,287.13211,50
0.602082,288.952097,50
0.606656,295.346209,50
0.607686,296.054877,50
0.619927,297.536636,50
0.617028,300.242457,50
0.624694,305.251447,50
0.627658,305.36419,50
0.630944,307.53851,50
0.644279,308.714254,50
0.649562,311.64556,50
0.654265,314.158108,50
0.652719,316.284111,50
0.672755,322.017874,50
0.681066,324.304937,50
0.684738,324.965287,50
0.691631,329.555519,50
0.705354,330.264186,50
0.701231,335.675829,50
0.703872,334.145751,50
0.713149,336.545557,50
0.721395,343.116837,50
0.728997,340.636501,50
0.724294,346.289735,50
0.73209,349.478739,50
0.735375,350.042451,50
0.75277,352.587212,50
0.751675,356.500989,50
0.75889,358.159915,50
0.768876,361.075116,50
0.770293,362.122011,50
0.780795,362.283072,50
0.779893,368.644973,50
0.796965,366.502864,50
0.791425,371.318582,50
0.794775,376.198725,50
0.810108,377.970393,50
0.81539,379.033395,50
0.813715,383.800794,50
0.825956,381.465413,50
0.835813,386.732101,50
0.841096,391.25791,50
0.8496,391.161273,50
0.844575,394.012049,50
0.864482,393.770458,50
0.858555,398.763343,50
0.873308,399.649178,50
0.866028,402.59659,50
0.889092,403.192515,50
0.89096,408.813538,50
0.895212,410.424146,50
0.906615,410.617419,50
0.907582,413.16218,50
0.916859,417.543034,50
0.922915,419.556294,50
0.934382,420.297174,50
0.930581,423.325117,50
0.946816,424.806877,50
0.940438,429.381004,50
0.949264,429.960823,50
0.954611,434.293359,50
0.971426,434.82486,50
0.975614,438.384304,50
0.972199,439.22182,50
0.990367,441.60552,50
0.992235,444.746206,50
1.008148,446.533982,50
1.008663,450.673245,50
1.022837,453.459597,50
1.022514,455.408433,50
1.032436,457.035147,50
1.051054,459.53159,50
1.047769,461.38379,50
1.053116,462.929974,50
1.058657,468.019496,50
1.069222,469.372407,50
1.067161,473.237867,50
1.071992,474.478036,50
1.084684,475.106173,50
1.088163,479.986316,50
1.098471,478.375708,50
1.107877,482.756563,50
1.117927,483.481337,50
1.115028,487.588388,50
1.129523,486.79919,50
1.13384,489.021829,50
1.141055,493.016138,50
1.146596,492.806759,50
1.156581,496.784962,50
1.162058,498.395571,50
1.177262,499.442466,50
1.179645,501.101393,50
1.179774,505.530566,50
1.188214,506.513037,50
1.200841,510.072482,50
1.200261,509.959739,50
1.215723,512.182379,50
1.220426,513.406442,50
1.221714,515.500233,50
1.234921,517.867827,50
1.236274,522.007091,50
1.257277,520.509225,50
1.26533,521.10515,50
1.254442,528.385101,50
1.270677,531.525788,50
1.278923,535.053021,50
1.286783,531.26809,50
1.296318,535.133551,50
1.31062,537.179024,50
1.309203,540.029801,50
1.320413,537.93601,50
1.323118,541.914213,50
1.32634,547.599662,50
1.340255,547.035949,50
1.342252,550.434333,50
1.354429,553.220686,50
1.368537,553.301216,50
1.368666,553.816611,50
1.377492,556.474116,50
1.385223,560.967714,50
1.401458,560.178516,50
1.397528,564.39831,50
1.413248,564.76875,50
1.431802,569.036864,50
1.433219,570.067653,50
1.447522,570.583048,50
1.441723,572.950643,50
1.472969,575.994693,50
1.469555,580.90705,50
1.481538,583.081372,50
1.496871,583.902783,50
1.497128,586.077104,50
1.51098,586.30259,50
1.523736,590.248581,50
1.536943,590.37743,50
1.545511,594.420058,50
1.553951,595.611909,50
1.5602,601.61948,50
1.565547,600.749751,50
1.567802,603.874332,50
1.593185,604.518576,50
1.591317,605.807063,50
1.596857,609.688631,50
1.614381,608.49678,50
1.626815,613.15144,50
1.64015,610.896587,50
1.648719,614.987534,50
1.647946,620.946787,50
1.657481,621.671561,50
1.67043,623.636504,50
1.685634,623.974732,50
1.69053,627.292586,50
1.702513,626.90604,50
1.715656,631.141942,50
1.725706,632.059989,50
1.724289,632.156626,50
1.735563,638.131985,50
1.754955,634.942979,50
1.762557,640.918339,50
1.769901,640.354626,50
1.78285,642.9316,50
1.795413,643.092661,50
1.804561,644.284512,50
1.816287,648.98749,50
1.82434,647.425199,50
1.833166,651.210131,50
1.84328,653.158968,50
1.857454,654.898426,50
1.870596,656.428504,50
1.883159,658.103538,50
1.893789,659.134328,50
1.904032,659.955738,50
1.918013,660.761043,50
1.923489,661.260332,50
1.937082,664.48155,50
1.947712,665.254643,50
1.974126,667.590026,50
1.972065,672.019201,50
1.98875,670.489122,50
1.999703,675.465905,50
2.021736,678.86429,50
2.032366,676.383952,50
2.037777,680.941976,50
2.052337,678.751548,50
2.072631,681.376841,50
2.083003,679.750125,50
2.099431,685.5,50
2.119983,685.596637,50
2.129389,688.399097,50
2.139697,688.238036,50
2.14994,694.696579,50
2.17178,693.987911,50
2.178094,699.109649,50
2.206118,694.213397,50
2.21939,695.630733,50
2.233241,697.86948,50
2.243162,700.156545,50
2.257464,701.396714,50
2.270994,705.439344,50
2.291931,707.098271,50
2.306427,706.840574,50
2.325368,708.25791,50
2.334645,710.351702,50
2.352168,709.224276,50
2.382641,711.318068,50
2.411825,710.899309,50
2.408926,714.233271,50
2.434245,717.003519,50
2.455634,714.684242,50
2.475283,715.940517,50
2.497381,717.373959,50
2.525276,714.780878,50
2.53494,719.22616,50
2.563351,717.518914,50
2.572499,720.804557,50
2.596143,720.450223,50
2.619207,719.934828,50
2.640403,720.434117,50
2.649293,719.274478,50
2.671584,719.499964,50
2.694841,717.116262,50
2.712816,720.144208,50
2.729953,722.093045,50
2.75205,719.290585,50
2.769896,721.57765,50
2.791736,718.372537,50
2.836446,717.245111,50
2.856998,714.490968,50
2.876325,713.733982,50
2.904543,444.794616,50
