Machine_Displacement,Machine_Load,u--1,v--1,exx--1,eyy--1,exy--1,Th_chamber
1.799601,760.18396,-0.0172292,-0.925332,-0.00758926,0.0184116,0.000277891,50
1.81648,764.935259,-0.0186013,-0.931116,-0.00763035,0.0185364,0.000302802,50
1.78678,774.357326,-0.0198399,-0.936885,-0.00769874,0.0186702,0.00030901,50
1.820088,772.891671,-0.0184741,-0.942677,-0.00776015,0.018808,0.000317194,50
1.849916,771.232743,-0.0166274,-0.948678,-0.00782917,0.0189544,0.000331249,50
1.853781,775.130418,-0.018462,-0.954496,-0.00786602,0.0190947,0.000310585,50
1.853846,778.528805,-0.0225894,-0.96024,-0.00788506,0.0192322,0.000314819,50
1.879358,774.776084,-0.0220671,-0.966264,-0.00795332,0.019369,0.000304396,50
1.879809,781.605069,-0.0197038,-0.972362,-0.00796726,0.0195124,0.000301723,50
1.889022,781.041356,-0.0197783,-0.978556,-0.00801888,0.0196498,0.000298998,50
1.906287,781.137993,-0.0215076,-0.984703,-0.00809889,0.0197926,0.000296286,50
1.918528,781.943297,-0.0229009,-0.990602,-0.00813776,0.0199183,0.00029464,50
1.939852,783.215679,-0.0218483,-0.99608,-0.00819967,0.0200457,0.000302521,50
1.947777,787.403264,-0.0207283,-1.003,-0.00824424,0.0202266,0.000325317,50
1.946488,793.797385,-0.0230362,-1.00948,-0.0083393,0.0203809,0.000316662,50
1.956216,799.676111,-0.0239174,-1.01577,-0.00837874,0.0205323,0.00032223,50
1.968328,793.684643,-0.0236858,-1.02213,-0.00842662,0.0206875,0.000317342,50
1.997512,792.927656,-0.0253341,-1.02844,-0.00845412,0.0208333,0.000317933,50
2.014262,794.683221,-0.0262459,-1.03478,-0.0085665,0.0209917,0.000311272,50
2.004534,805.715898,-0.0250653,-1.04176,-0.00864947,0.0211589,0.000329846,50
2.025923,805.828641,-0.0238127,-1.04844,-0.00866719,0.0213232,0.000336338,50
2.038744,802.478572,-0.0231561,-1.05506,-0.00872195,0.0214851,0.000351722,50
2.041643,806.827219,-0.0254684,-1.06163,-0.00879147,0.0216452,0.000361193,50
2.04873,807.890221,-0.026169,-1.06833,-0.00887684,0.0218096,0.000343597,50
2.062903,808.325086,-0.0239105,-1.07522,-0.00895367,0.021976,0.000331116,50
2.078816,810.644364,-0.0249642,-1.08218,-0.00901027,0.0221525,0.000325734,50
2.101493,813.334083,-0.0278192,-1.08903,-0.00902105,0.0223171,0.000339517,50
2.108837,816.313711,-0.0292519,-1.096,-0.00909792,0.0224852,0.000351566,50
2.131322,810.080651,-0.0282956,-1.10314,-0.009191,0.0226608,0.000366003,50
2.136411,814.332661,-0.0269556,-1.11018,-0.00927602,0.0228336,0.000338779,50
2.152195,816.120438,-0.0282556,-1.11756,-0.00931506,0.0230101,0.000334152,50
2.170041,821.596512,-0.0283415,-1.12507,-0.00942892,0.0231927,0.000350718,50
2.189432,819.261127,-0.0255441,-1.13257,-0.00950058,0.0233719,0.000362758,50
2.210821,822.192438,-0.0258558,-1.14001,-0.00956928,0.0235474,0.000351489,50
2.188273,826.927631,-0.0283101,-1.14654,-0.00960242,0.0237089,0.000337571,50
2.242454,818.262549,-0.0298422,-1.15483,-0.00972804,0.0238989,0.000318973,50
2.238717,821.290496,-0.0283669,-1.16248,-0.00978683,0.0240965,0.000336344,50
2.239748,828.66709,-0.0277742,-1.17039,-0.00987864,0.0243043,0.000346765,50
2.269641,825.703567,-0.0315348,-1.17831,-0.00994408,0.0244964,0.000369546,50
2.27254,830.487079,-0.0334695,-1.18615,-0.0099961,0.0246859,0.000369152,50
2.30501,826.975949,-0.0307849,-1.19388,-0.0100688,0.0248912,0.000377699,50
2.316155,828.715408,-0.0297322,-1.20227,-0.0102048,0.0250969,0.000379594,50
2.328009,831.453445,-0.0310559,-1.2108,-0.0103093,0.0253032,0.000374035,50
2.331939,835.512182,-0.0305942,-1.21912,-0.0103863,0.025514,0.000407251,50
2.345661,832.822463,-0.029918,-1.2275,-0.0104816,0.0257346,0.000414297,50
2.362412,837.026156,-0.0300005,-1.23607,-0.0105401,0.0259495,0.000400742,50
2.395655,834.90015,-0.0310682,-1.24476,-0.0106358,0.0261713,0.000399349,50
2.407766,834.320331,-0.0303245,-1.25385,-0.0107258,0.0263998,0.000399319,50
2.403643,835.077317,-0.0283778,-1.26283,-0.0107848,0.0266391,0.000394608,50
2.436049,834.352543,-0.0302361,-1.27184,-0.0108923,0.0268522,0.000411805,50
2.453765,838.685084,-0.0328219,-1.28099,-0.0109834,0.0270885,0.000408453,50
2.463687,834.722983,-0.031499,-1.29043,-0.011084,0.0273306,0.000397776,50
2.483272,834.15927,-0.0284135,-1.29991,-0.0111895,0.0275656,0.000407539,50
2.493322,835.028999,-0.0274914,-1.30935,-0.0112513,0.0278068,0.000414935,50
2.537324,833.273434,-0.0308583,-1.31918,-0.0113475,0.0280604,0.000406294,50
2.555814,826.927631,-0.030908,-1.32892,-0.011441,0.0283229,0.00041874,50
2.573144,828.538241,-0.0226954,-1.33883,-0.0115373,0.0285902,0.000406967,50
