Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,MD_N_cycles--1,MD_Displacement--1,MD_Load--1,u--1,v--1,exx--1,eyy--1,exy--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,,0.680872,549.226377,,,,,0.0363501,-0.348684,-0.00256475,0.00620154,-2.45e-05,,,,,,,,,20,,,
,,0.676749,552.189896,,,,,0.0370271,-0.350119,-0.00258054,0.00623506,-2.99e-05,,,,,,,,,20,,,
,,0.682419,552.318745,,,,,0.0367458,-0.351923,-0.00262257,0.00626986,-2.65e-05,,,,,,,,,20,,,
,,0.684222,557.633754,,,,,0.0356233,-0.353726,-0.00271521,0.00630727,-2.77e-05,,,,,,,,,20,,,
,,0.690858,560.081879,,,,,0.0363931,-0.355337,-0.00272657,0.00634569,-1.08e-05,,,,,,,,,20,,,
,,0.688797,560.61338,,,,,0.0393667,-0.356946,-0.00271493,0.00637878,-4.19e-06,,,,,,,,,20,,,
,,0.688217,563.86681,,,,,0.0392605,-0.35865,-0.00270297,0.00640596,1.23e-06,,,,,,,,,20,,,
,,0.695883,566.959178,,,,,0.0377547,-0.360388,-0.00270021,0.00644474,3.78e-06,,,,,,,,,20,,,
,,0.699427,570.405881,,,,,0.0392125,-0.36197,-0.00269401,0.00646352,-8.07e-07,,,,,,,,,20,,,
,,0.697043,567.812801,,,,,0.0404108,-0.36346,-0.00267347,0.00649036,-2.78e-06,,,,,,,,,20,,,
,,0.708188,575.141071,,,,,0.0389931,-0.364703,-0.00266713,0.00651964,-1.37e-05,,,,,,,,,20,,,
,,0.711861,577.073801,,,,,0.0366318,-0.366469,-0.00268116,0.00655462,-1.58e-05,,,,,,,,,20,,,
,,0.713213,579.360866,,,,,0.0370322,-0.368416,-0.00270582,0.00659113,-2.27e-05,,,,,,,,,20,,,
,,0.720042,579.602457,,,,,0.0402744,-0.370203,-0.0027292,0.0066318,-2.54e-05,,,,,,,,,20,,,
,,0.717723,583.145796,,,,,0.0404817,-0.371505,-0.00273095,0.0066709,-2.09e-05,,,,,,,,,20,,,
,,0.723264,588.847352,,,,,0.0372085,-0.373167,-0.00275643,0.00671697,-1.26e-05,,,,,,,,,20,,,
,,0.72816,588.444699,,,,,0.0381096,-0.375115,-0.00277603,0.00677389,5e-06,,,,,,,,,20,,,
,,0.735826,592.503434,,,,,0.0406794,-0.376886,-0.00278449,0.00681254,-6.69e-07,,,,,,,,,20,,,
,,0.737952,593.34095,,,,,0.0401318,-0.378583,-0.00283615,0.00685525,6.57e-06,,,,,,,,,20,,,
,,0.723843,596.304471,,,,,0.0375572,-0.380416,-0.00280061,0.00690524,2.08e-06,,,,,,,,,20,,,
,,0.738854,597.431897,,,,,0.0368472,-0.382272,-0.00278791,0.00695669,1.07e-05,,,,,,,,,20,,,
,,0.746392,602.36036,,,,,0.039477,-0.38427,-0.00280885,0.00699984,2.85e-06,,,,,,,,,20,,,
,,0.748582,602.537527,,,,,0.0413128,-0.386245,-0.0028175,0.00701487,1.71e-05,,,,,,,,,20,,,
,,0.753672,605.275562,,,,,0.0394244,-0.388144,-0.00282527,0.00703199,1.26e-05,,,,,,,,,20,,,
,,0.756442,605.291668,,,,,0.0396585,-0.389854,-0.00282236,0.00705521,2.3e-05,,,,,,,,,20,,,
,,0.759728,609.6081,,,,,0.0419199,-0.391569,-0.00283169,0.00709496,3.65e-05,,,,,,,,,20,,,
,,0.759857,611.411982,,,,,0.0415275,-0.39333,-0.00280519,0.00712793,5e-05,,,,,,,,,20,,,
,,0.761338,616.179384,,,,,0.038833,-0.395482,-0.00283977,0.00717338,3.81e-05,,,,,,,,,20,,,
,,0.765913,620.222013,,,,,0.0381163,-0.397241,-0.00287329,0.0072117,5.09e-05,,,,,,,,,20,,,
,,0.774352,621.413864,,,,,0.0390148,-0.3991,-0.00288368,0.00724017,5.14e-05,,,,,,,,,20,,,
,,0.770358,622.718457,,,,,0.0398171,-0.401208,-0.00288581,0.00727479,4.29e-05,,,,,,,,,20,,,
,,0.779764,628.452225,,,,,0.0385004,-0.403173,-0.00288852,0.00730487,4.49e-05,,,,,,,,,20,,,
,,0.780344,626.922146,,,,,0.0389798,-0.405174,-0.00287626,0.00734264,4.3e-05,,,,,,,,,20,,,
,,0.793293,629.450803,,,,,0.0417464,-0.407078,-0.00289134,0.00738117,4.65e-05,,,,,,,,,20,,,
,,0.790974,635.828814,,,,,0.0419123,-0.408814,-0.00288162,0.00741886,4.9e-05,,,,,,,,,20,,,
,,0.792198,638.325258,,,,,0.0399535,-0.410588,-0.0028936,0.00746017,5.67e-05,,,,,,,,,20,,,
,,0.799864,636.698543,,,,,0.0399277,-0.41254,-0.00290338,0.00750306,6.93e-05,,,,,,,,,20,,,
,,0.800959,639.581533,,,,,0.0408049,-0.414568,-0.00289692,0.00754126,6.78e-05,,,,,,,,,20,,,
,,0.803343,642.335675,,,,,0.0404817,-0.416348,-0.00288504,0.00757927,5.83e-05,,,,,,,,,20,,,
,,0.797867,647.119184,,,,,0.0381799,-0.418062,-0.00290765,0.00761235,6.22e-05,,,,,,,,,20,,,
,,0.804438,646.925911,,,,,0.0372477,-0.420262,-0.00294919,0.00762464,2.7e-05,,,,,,,,,20,,,
,,0.816421,650.517569,,,,,0.0399049,-0.422462,-0.00297108,0.00762943,2.54e-05,,,,,,,,,20,,,
,,0.823121,653.223392,,,,,0.0409716,-0.424012,-0.00300757,0.00761484,2.21e-05,,,,,,,,,20,,,
,,0.816357,657.427082,,,,,0.0388038,-0.42531,-0.0030248,0.00760711,4.11e-05,,,,,,,,,20,,,
,,0.826665,658.602827,,,,,0.0390589,-0.427045,-0.00305565,0.00762953,7.13e-05,,,,,,,,,20,,,
,,0.823057,662.194485,,,,,0.0407999,-0.428903,-0.00309461,0.00767396,6.63e-05,,,,,,,,,20,,,
,,0.821575,662.758198,,,,,0.0409641,-0.430362,-0.00313139,0.00773081,6.73e-05,,,,,,,,,20,,,
,,0.834782,666.188796,,,,,0.0390018,-0.431552,-0.00318012,0.00778253,6.46e-05,,,,,,,,,20,,,
,,0.838003,669.6355,,,,,0.0379145,-0.433137,-0.00322431,0.00782115,7.13e-05,,,,,,,,,20,,,
,,0.837681,671.825928,,,,,0.0403824,-0.435062,-0.00326245,0.00787111,8.7e-05,,,,,,,,,20,,,
,,0.839678,673.935826,,,,,0.042332,-0.436865,-0.00333184,0.00792226,9.1e-05,,,,,,,,,20,,,
,,0.85295,677.269787,,,,,0.0397893,-0.438354,-0.00338992,0.00795412,9.29e-05,,,,,,,,,20,,,
,,0.85179,679.782338,,,,,0.0385296,-0.440199,-0.00341725,0.00795509,8.38e-05,,,,,,,,,20,,,
,,0.858812,677.849606,,,,,0.04026,-0.441842,-0.00343914,0.00796553,5.7e-05,,,,,,,,,20,,,
,,0.864288,681.95666,,,,,0.0414141,-0.44335,-0.00344307,0.00800507,2.34e-05,,,,,,,,,20,,,
,,0.868669,685.644955,,,,,0.041187,-0.444652,-0.00343887,0.00804789,-2.07e-05,,,,,,,,,20,,,
,,0.865641,689.17219,,,,,0.0410233,-0.446394,-0.00340094,0.00810169,-4.41e-05,,,,,,,,,20,,,
,,0.869378,692.248453,,,,,0.0425469,-0.448216,-0.00336793,0.00817147,-3.23e-05,,,,,,,,,20,,,
,,0.876529,693.198713,,,,,0.043572,-0.44967,-0.00333446,0.00823757,-5.1e-05,,,,,,,,,20,,,
,,0.878397,697.354085,,,,,0.041018,-0.451192,-0.003356,0.00829804,-5.52e-05,,,,,,,,,20,,,
,,0.883938,697.611782,,,,,0.0387906,-0.453286,-0.00335308,0.00835572,-5.49e-05,,,,,,,,,20,,,
,,0.886837,700.365924,,,,,0.0400416,-0.45532,-0.00338562,0.00839834,-4.27e-05,,,,,,,,,20,,,
,,0.889285,701.122911,,,,,0.0412623,-0.456913,-0.00340021,0.00843672,-4.19e-05,,,,,,,,,20,,,
,,0.896565,705.471556,,,,,0.041892,-0.45881,-0.00339485,0.00846191,-3.65e-05,,,,,,,,,20,,,
,,0.89431,710.094005,,,,,0.0438457,-0.461293,-0.00337643,0.00849442,-4.18e-05,,,,,,,,,20,,,
,,0.901848,710.850991,,,,,0.0465435,-0.463503,-0.00336005,0.00851908,-3.57e-05,,,,,,,,,20,,,
,,0.904489,709.481973,,,,,0.048054,-0.465026,-0.00338943,0.00855071,-3.34e-05,,,,,,,,,20,,,
,,0.90436,714.652029,,,,,0.0458135,-0.466463,-0.00338192,0.00857952,-3.97e-06,,,,,,,,,20,,,
,,0.898884,720.047571,,,,,0.0427801,-0.468206,-0.00338112,0.0086071,6.78e-06,,,,,,,,,20,,,
,,0.916923,718.807402,,,,,0.0425927,-0.470182,-0.00337494,0.00863937,4.12e-05,,,,,,,,,20,,,
,,0.910867,722.817819,,,,,0.0414433,-0.471845,-0.00338688,0.00867553,6.6e-05,,,,,,,,,20,,,
,,0.91892,726.377266,,,,,0.0391139,-0.473571,-0.00340746,0.00870592,5.45e-05,,,,,,,,,20,,,
,,0.923945,727.987876,,,,,0.0402656,-0.475606,-0.00344274,0.00872014,3.8e-05,,,,,,,,,20,,,
,,0.928713,725.829659,,,,,0.0442523,-0.477731,-0.00344937,0.00874923,8.97e-06,,,,,,,,,20,,,
,,0.937281,730.967503,,,,,0.0475002,-0.479512,-0.00345859,0.0087878,-3.08e-06,,,,,,,,,20,,,
,,0.922657,736.153666,,,,,0.0474816,-0.481201,-0.0034702,0.00883376,-1.86e-05,,,,,,,,,20,,,
,,0.943079,735.444998,,,,,0.0461937,-0.483226,-0.00347776,0.00888741,-2.66e-05,,,,,,,,,20,,,
,,0.94353,739.906386,,,,,0.0474983,-0.485149,-0.00347292,0.00894257,-5.24e-05,,,,,,,,,20,,,
,,0.939665,742.90212,,,,,0.0473178,-0.486878,-0.00348596,0.00899566,-7.36e-05,,,,,,,,,20,,,
,,0.94688,746.493779,,,,,0.0431627,-0.488715,-0.00348165,0.00905371,-7.58e-05,,,,,,,,,20,,,
,,0.957897,748.120495,,,,,0.0408193,-0.490804,-0.00349419,0.00910844,-7.26e-05,,,,,,,,,20,,,
,,0.960216,748.603677,,,,,0.0424099,-0.493054,-0.00350119,0.00916588,-8.28e-05,,,,,,,,,20,,,
,,0.952228,753.12949,,,,,0.0443086,-0.495353,-0.00352556,0.00921633,-6.24e-05,,,,,,,,,20,,,
,,0.957832,755.078328,,,,,0.045626,-0.497564,-0.00358173,0.00923713,-6.53e-05,,,,,,,,,20,,,
,,0.974712,754.07975,,,,,0.0460979,-0.49965,-0.00359771,0.00925241,-3.64e-05,,,,,,,,,20,,,
,,0.973165,759.298125,,,,,0.0481009,-0.501748,-0.00361576,0.00925194,-1.51e-05,,,,,,,,,20,,,
,,0.976451,758.41229,,,,,0.049528,-0.503392,-0.00362699,0.00926796,-8.22e-06,,,,,,,,,20,,,
,,0.973165,763.984999,,,,,0.0469231,-0.505524,-0.00363544,0.00929501,6.65e-06,,,,,,,,,20,,,
,,0.988112,765.080214,,,,,0.0449646,-0.50758,-0.00365838,0.00933514,2.74e-06,,,,,,,,,20,,,
,,0.980961,769.750982,,,,,0.0459755,-0.509548,-0.00368649,0.00936895,4.36e-06,,,,,,,,,20,,,
,,0.987854,770.524074,,,,,0.046088,-0.511201,-0.00370941,0.00941439,-9.46e-06,,,,,,,,,20,,,
,,0.993137,774.164052,,,,,0.045261,-0.513069,-0.00375115,0.00945726,-6.57e-06,,,,,,,,,20,,,
,,0.999644,776.821558,,,,,0.0452681,-0.51529,-0.00376379,0.00950177,1.26e-06,,,,,,,,,20,,,
,,1.004669,778.770396,,,,,0.0476361,-0.517302,-0.00374323,0.00954819,-1.45e-06,,,,,,,,,20,,,
,,1.010274,780.284369,,,,,0.0496014,-0.519383,-0.00376934,0.00959631,2.74e-06,,,,,,,,,20,,,
,,1.013688,782.039934,,,,,0.0472838,-0.521296,-0.00376803,0.00964479,2.85e-06,,,,,,,,,20,,,
,,1.008083,786.082564,,,,,0.0447105,-0.523381,-0.00379533,0.00969126,2.26e-05,,,,,,,,,20,,,
,,1.023481,786.130883,,,,,0.0464786,-0.525539,-0.00376793,0.00973764,3.06e-05,,,,,,,,,20,,,
,,1.014719,792.637746,,,,,0.0473233,-0.527263,-0.00377709,0.00977508,3.32e-05,,,,,,,,,20,,,
,,1.020839,792.99208,,,,,0.0456146,-0.52939,-0.00376204,0.00981064,3.97e-05,,,,,,,,,20,,,
,,1.032822,794.071189,,,,,0.0450162,-0.53159,-0.0037378,0.00984808,3.48e-05,,,,,,,,,20,,,
,,1.036108,797.662849,,,,,0.0474923,-0.533875,-0.00374763,0.00988226,2.26e-05,,,,,,,,,20,,,
,,1.036623,800.320355,,,,,0.050188,-0.535984,-0.00375142,0.0099105,1.3e-05,,,,,,,,,20,,,
,,1.042486,803.783166,,,,,0.049047,-0.537976,-0.0037639,0.00994173,9.29e-06,,,,,,,,,20,,,
,,1.045514,806.199081,,,,,0.0456179,-0.539974,-0.00380458,0.00997411,-5.69e-06,,,,,,,,,20,,,
,,1.046674,804.733426,,,,,0.0461128,-0.542037,-0.00385199,0.0100119,-6.53e-06,,,,,,,,,20,,,
,,1.046094,808.486147,,,,,0.0467557,-0.543988,-0.00390062,0.0100523,-1.73e-05,,,,,,,,,20,,,
,,1.060589,813.88169,,,,,0.0443313,-0.546108,-0.00395509,0.0100886,-3.31e-05,,,,,,,,,20,,,
,,1.069093,815.186284,,,,,0.0428185,-0.5482,-0.00400126,0.0101245,-5.41e-05,,,,,,,,,20,,,
,,1.0555,815.427876,,,,,0.0448248,-0.550333,-0.00401425,0.0101673,-6.63e-05,,,,,,,,,20,,,
,,1.073667,820.517403,,,,,0.0474635,-0.552335,-0.00402061,0.0102016,-7.39e-05,,,,,,,,,20,,,
,,1.070446,823.690305,,,,,0.0484459,-0.55474,-0.00402361,0.0102455,-6.81e-05,,,,,,,,,20,,,
,,1.079981,822.901106,,,,,0.0479099,-0.557051,-0.00404407,0.0102886,-7.15e-05,,,,,,,,,20,,,
,,1.082107,827.475238,,,,,0.049893,-0.559189,-0.0040454,0.010332,-6.72e-05,,,,,,,,,20,,,
,,1.095378,830.970262,,,,,0.051208,-0.561265,-0.00403881,0.0103756,-7.59e-05,,,,,,,,,20,,,
,,1.087003,835.093423,,,,,0.0487105,-0.563748,-0.00404736,0.0104238,-7.81e-05,,,,,,,,,20,,,
,,1.100403,836.301381,,,,,0.0467366,-0.566025,-0.00405935,0.0104677,-7.14e-05,,,,,,,,,20,,,
,,1.099179,840.327906,,,,,0.0475234,-0.568029,-0.00406047,0.0105056,-6.71e-05,,,,,,,,,20,,,
,,1.103045,845.514071,,,,,0.0477984,-0.570328,-0.00406072,0.0105418,-7.59e-05,,,,,,,,,20,,,
,,1.115028,844.161158,,,,,0.0469666,-0.572717,-0.00406719,0.0105826,-6.53e-05,,,,,,,,,20,,,
,,1.123403,843.661869,,,,,0.0460264,-0.574952,-0.00405022,0.0106241,-5.27e-05,,,,,,,,,20,,,
,,1.123081,848.558124,,,,,0.0478176,-0.577216,-0.00405517,0.010661,-4.09e-05,,,,,,,,,20,,,
,,1.119924,854.64623,,,,,0.0500596,-0.579368,-0.00406557,0.0106995,-2.87e-05,,,,,,,,,20,,,
,,1.130168,854.243577,,,,,0.048981,-0.581602,-0.00407743,0.0107533,-2.76e-05,,,,,,,,,20,,,
,,1.140604,859.059302,,,,,0.0482139,-0.584071,-0.00409735,0.0108227,3.08e-06,,,,,,,,,20,,,
,,1.142344,862.634856,,,,,0.0503796,-0.586408,-0.00412488,0.0108861,-2.73e-06,,,,,,,,,20,,,
,,1.137963,866.162092,,,,,0.0511043,-0.588815,-0.00412343,0.0109474,5.93e-06,,,,,,,,,20,,,
,,1.149688,867.064034,,,,,0.0495218,-0.591296,-0.00417223,0.0110079,1.02e-05,,,,,,,,,20,,,
,,1.161284,870.736225,,,,,0.047734,-0.59364,-0.00423394,0.0110603,-4.09e-06,,,,,,,,,20,,,
,,1.160447,873.297096,,,,,0.0483226,-0.59602,-0.00425356,0.0111148,1.14e-05,,,,,,,,,20,,,
,,1.160447,874.923812,,,,,0.049794,-0.598429,-0.00426708,0.0111656,2.56e-05,,,,,,,,,20,,,
,,1.170175,877.935653,,,,,0.0480952,-0.601071,-0.00430488,0.0112227,2.61e-05,,,,,,,,,20,,,
,,1.178035,881.366253,,,,,0.0458041,-0.60364,-0.00433556,0.0112734,5.25e-05,,,,,,,,,20,,,
,,1.176424,885.199506,,,,,0.0480392,-0.606151,-0.00438198,0.0113261,5.29e-05,,,,,,,,,20,,,
,,1.177197,887.550997,,,,,0.0502913,-0.608829,-0.00440996,0.0113752,4.54e-05,,,,,,,,,20,,,
,,1.178679,889.467623,,,,,0.0495801,-0.611392,-0.00440564,0.0114193,4.45e-05,,,,,,,,,20,,,
,,1.208379,891.819114,,,,,0.0489693,-0.614239,-0.00441546,0.0114671,1.99e-05,,,,,,,,,20,,,
,,1.205222,895.426881,,,,,0.0504555,-0.616696,-0.00441991,0.0115157,1.49e-05,,,,,,,,,20,,,
,,1.19646,894.959804,,,,,0.0523719,-0.619076,-0.00438752,0.011562,1.31e-05,,,,,,,,,20,,,
,,1.208314,899.340664,,,,,0.0509354,-0.621539,-0.00432903,0.0116175,2.96e-06,,,,,,,,,20,,,
,,1.223583,904.108071,,,,,0.0468571,-0.62405,-0.00433316,0.011676,2.37e-05,,,,,,,,,20,,,
,,1.212437,906.459562,,,,,0.0469714,-0.62661,-0.00432214,0.0117438,3.07e-05,,,,,,,,,20,,,
,,1.217205,907.570884,,,,,0.0487907,-0.628934,-0.00430448,0.0118049,3.6e-05,,,,,,,,,20,,,
,,1.226804,914.979692,,,,,0.0471208,-0.631321,-0.00430702,0.0118636,2.79e-05,,,,,,,,,20,,,
,,1.240591,913.530142,,,,,0.0451685,-0.633967,-0.00435634,0.0119092,5.07e-07,,,,,,,,,20,,,
,,1.228543,917.621093,,,,,0.0460922,-0.636653,-0.00435417,0.0119495,-8.33e-07,,,,,,,,,20,,,
,,1.246518,913.304657,,,,,0.0486233,-0.639189,-0.00438194,0.0119928,-1.83e-05,,,,,,,,,20,,,
,,1.247549,922.034166,,,,,0.0497734,-0.641502,-0.00441799,0.0120364,-2.82e-05,,,,,,,,,20,,,
,,1.23621,928.267228,,,,,0.0478366,-0.644106,-0.00446644,0.0120831,-2.58e-05,,,,,,,,,20,,,
,,1.246518,930.538189,,,,,0.0473423,-0.646832,-0.00450323,0.0121308,-3.71e-05,,,,,,,,,20,,,
,,1.264363,926.962634,,,,,0.0491383,-0.649479,-0.00452677,0.012183,-5.71e-05,,,,,,,,,20,,,
,,1.267971,932.841362,,,,,0.048075,-0.651771,-0.00456401,0.0122315,-3.59e-05,,,,,,,,,20,,,
,,1.25805,937.624876,,,,,0.0460554,-0.654151,-0.00458358,0.0122864,-4.44e-05,,,,,,,,,20,,,
,,1.270033,939.010001,,,,,0.0460318,-0.65664,-0.00461729,0.0123505,-5.46e-05,,,,,,,,,20,,,
,,1.282467,938.204695,,,,,0.0468281,-0.65892,-0.00463022,0.0124161,-5.36e-05,,,,,,,,,20,,,
,,1.281758,944.469971,,,,,0.0472155,-0.661778,-0.00466267,0.012484,-5.89e-05,,,,,,,,,20,,,
,,1.280147,945.130321,,,,,0.0464838,-0.664374,-0.00467809,0.0125419,-7.69e-05,,,,,,,,,20,,,
,,1.291615,944.325016,,,,,0.0467003,-0.666867,-0.00472408,0.012593,-8.64e-05,,,,,,,,,20,,,
,,1.297864,954.922834,,,,,0.0478509,-0.671723,-0.00479118,0.0126943,-9.35e-05,,,,,,,,,20,,,
,,1.306175,953.730982,,,,,0.0466888,-0.674429,-0.0048183,0.012746,-8.71e-05,,,,,,,,,20,,,
,,1.314808,960.817669,,,,,0.0480018,-0.676774,-0.0048298,0.0128012,-9.7e-05,,,,,,,,,20,,,
,,1.323634,959.690242,,,,,0.049082,-0.679146,-0.00484947,0.0128604,-8.01e-05,,,,,,,,,20,,,
,,1.32634,962.863145,,,,,0.0479665,-0.682036,-0.00485766,0.0129169,-8.02e-05,,,,,,,,,20,,,
,,1.331622,963.072524,,,,,0.0471962,-0.684658,-0.00489078,0.012973,-8.06e-05,,,,,,,,,20,,,
,,1.340513,969.708241,,,,,0.0476108,-0.687026,-0.00491541,0.0130282,-6.91e-05,,,,,,,,,20,,,
,,1.332653,969.3378,,,,,0.0494715,-0.689421,-0.00494024,0.0130874,-9e-05,,,,,,,,,20,,,
,,1.337292,973.638131,,,,,0.048348,-0.692112,-0.00496066,0.0131521,-8.82e-05,,,,,,,,,20,,,
,,1.35765,976.617761,,,,,0.0460284,-0.6949,-0.00499309,0.0132102,-7.56e-05,,,,,,,,,20,,,
,,1.364157,976.891565,,,,,0.0470948,-0.697167,-0.00502246,0.0132685,-8.81e-05,,,,,,,,,20,,,
,,1.349919,981.481806,,,,,0.0487147,-0.699546,-0.00504198,0.0133167,-8.75e-05,,,,,,,,,20,,,
,,1.369182,979.661815,,,,,0.0473635,-0.702287,-0.00508497,0.0133656,-8.96e-05,,,,,,,,,20,,,
,,1.37614,984.332587,,,,,0.0465358,-0.705066,-0.00509023,0.0134262,-9.14e-05,,,,,,,,,20,,,
,,1.387607,984.73524,,,,,0.0482475,-0.707613,-0.00512751,0.0134718,-8.77e-05,,,,,,,,,20,,,
,,1.371243,989.873088,,,,,0.0513562,-0.710397,-0.00513296,0.0135218,-0.000105794,,,,,,,,,20,,,
,,1.392568,992.095731,,,,,0.051363,-0.713033,-0.00514858,0.0135685,-0.000103627,,,,,,,,,20,,,
,,1.389153,1000.019937,,,,,0.0483579,-0.715584,-0.00517335,0.0136179,-0.000122133,,,,,,,,,20,,,
,,1.393599,995.526333,,,,,0.0482397,-0.718015,-0.00520239,0.0136696,-0.000102295,,,,,,,,,20,,,
,,1.388831,998.634812,,,,,0.0510505,-0.720663,-0.00522767,0.0137318,-0.000105793,,,,,,,,,20,,,
,,1.412539,1001.566124,,,,,0.04985,-0.723318,-0.00524063,0.0137867,-0.000103575,,,,,,,,,20,,,
,,1.452354,127.214895,,,,,0.0810534,-1.18045,0.00926561,0.0194466,0.0203604,,,,,,,,,20,,,
