exx,Load,Specimen_name
5.45699E-05,14.337083,T1-DC-1
0.000122734,28.827928,
0.000198726,43.651527,
0.000282564,58.979621,
0.000356457,72.536612,
0.000430378,87.692962,
0.000497337,103.718763,
0.000570383,116.3741,
0.000641676,130.467788,
0.00071734,148.490105,
0.000790508,160.426267,
0.000865105,174.573624,
0.000942634,189.171808,
0.00101466,203.630451,
0.00108655,217.895882,
0.00115911,230.937642,
0.00123044,246.641424,
0.00129665,259.425569,
0.00137678,275.086415,
0.00145242,288.08524,
0.00153163,301.008927,
0.0016086,313.911147,
0.00168325,328.616672,
0.0017578,344.213116,
0.00182762,357.308548,
0.00189401,370.747467,
0.0019765,385.603269,
0.00205625,397.593104,
0.00213546,410.935418,
0.0022156,425.490671,
0.00228542,438.790051,
0.00236096,450.694016,
0.00242929,465.946978,
0.00250441,479.407368,
0.00257404,492.921429,
0.00265659,507.240538,
0.0027393,519.885149,
0.00281223,531.917925,
0.00288666,547.235295,
0.00295794,559.300274,
0.00303019,571.687273,
0.00310077,586.489415,
0.0031774,599.617059,
0.00326148,611.757178,
0.00333553,625.271246,
0.00341248,638.323755,
0.00348853,652.031036,
0.00356334,664.278499,
0.00363431,677.255872,
0.00370132,688.526544,
0.00378028,702.491445,
0.00385814,716.145061,
0.00393441,727.362066,
0.00401375,739.266046,
0.00409424,751.159293,
0.00416627,763.685846,
0.00424036,776.620291,
0.00429759,789.651342,
0.00438737,801.759273,
0.00446562,812.664998,
0.00454828,825.105684,
0.00462228,835.785998,
0.00469972,848.945863,
0.0047699,859.722784,
0.00484387,871.229617,
0.00491504,884.368017,
0.00499045,895.552833,
0.00507014,906.780586,
0.00514928,918.566507,
0.00522889,929.729857,
0.0053025,941.075687,
0.00537658,953.065557,
0.00544924,961.599082,
0.0055226,974.576482,
0.00559634,986.276538,
0.00566899,997.364757,
0.00575422,1007.197099,
0.00583418,1018.618074,
0.00591292,1030.371804,
0.00598755,1042.544162,
0.00605887,1051.367512,
0.00612846,1062.21959,
0.00620389,1071.686981,
0.00628318,1081.583735,
0.0063614,1093.552152,
0.00644403,1103.481109,
0.00652556,1112.486942,
0.00660136,1122.931134,
0.00666581,1133.793953,
0.00673874,1144.849986,
0.00680531,1153.383526,
0.00688294,1162.571842,
0.00696141,1173.359528,
0.00704466,1183.417301,
0.00711875,1193.53948,
0.00718599,1205.003413,
0.00725479,1212.495759,
0.00732738,1222.199314,
0.00740065,1230.03515,
0.00746738,1239.824579,
0.00754026,1248.293725,
0.0076204,1258.673527,
0.00769778,1267.260749,
0.00776294,1275.815769,
0.00783732,1285.658873,
0.00790635,1294.825735,
0.0079705,1303.724247,
0.00803761,1311.484953,
0.00811736,1321.285125,
0.00819467,1331.149703,
0.00826106,1338.684997,
0.00834281,1347.540577,
0.00841707,1355.913127,
0.0084907,1364.167603,
0.00854433,1373.237868,
0.00861642,1382.973644,
0.00869517,1389.242325,
0.00876355,1398.613145,
0.0088433,1405.965966,
0.00891007,1415.862757,
0.00899043,1422.528601,
0.00905925,1429.81702,
0.00912839,1439.241515,
0.00919811,1448.827023,
0.0092611,1455.557274,
0.00932899,1463.736623,
0.00941326,1472.22726,
0.0094802,1478.055852,
0.00955656,1486.578693,
0.00962565,1493.888587,
0.00969214,1499.95333,
0.0097641,1509.689123,
0.00982975,1516.784338,
0.00989934,1525.189109,
0.009971,1533.08938,
0.0100396,1539.905511,
0.0101163,1548.71818,
0.0101929,1553.741724,
0.0102605,1561.062358,
0.0103282,1569.595944,
0.010394,1577.474752,
0.0104533,1582.680777,
0.0105203,1590.495182,
0.0105912,1596.409657,
0.0106651,1604.224064,
0.0107411,1612.811325,
0.0108153,1617.684596,
0.0108802,1625.971305,
0.0109503,1634.000397,
0.0110118,1640.322771,
0.0110755,1646.902764,
0.0111443,1654.717177,
0.0112082,1659.644122,
0.0112804,1666.556873,
0.0113502,1672.739707,
0.0114288,1677.892069,
0.011489,1686.468607,
0.0115509,1692.307952,
0.0116174,1698.544459,
0.0116745,1704.383805,
0.0117421,1710.996007,
0.01181,1717.264718,
0.0118824,1724.413626,
0.011947,1729.082958,
0.0120218,1736.060122,
0.0120912,1743.144627,
0.012153,1748.039377,
0.0122161,1754.522774,
0.0122829,1758.612467,
0.0123436,1764.387415,
0.0124169,1772.051565,
0.0124827,1777.483023,
0.0125582,1782.732001,
0.0126261,1788.753835,
0.0126917,1794.045751,
0.0127542,1798.811695,
0.0128181,1804.747659,
0.0128786,1811.123721,
0.0129459,1815.578378,
0.013011,1819.539266,
0.0130823,1825.571838,
0.0131522,1831.0033,
0.0132202,1835.307681,
0.0132858,1840.792815,
0.0133427,1844.163328,
0.0133958,1849.56259,
