n_cycles,point_index,fit_x,fit_y
8,0,0.003247242926147667,8.490232633480954
8,1,0.0034983327697843463,9.23710069612769
8,2,0.00374232472394973,9.97170520684014
8,3,0.003975212447501945,10.681983979861645
8,4,0.0041931719304587915,11.356274257375908
8,5,0.004392624284135933,11.983504211667904
8,6,0.004570294506400151,12.553374744228869
8,7,0.004723265257113823,13.056528596669072
8,8,0.004849024760779337,13.484703996641882
8,9,0.004945508049823312,13.830870315917295
8,10,0.005011130871307073,14.089343513103096
8,11,0.005044815700316096,14.255879465447366
8,12,0.005046009432889321,14.32774365721675
8,13,0.0050146924679708976,14.303756080369189
8,14,0.004951379029258983,14.184310610253345
8,15,0.004857108721666831,13.971368538186272
8,16,0.0047334294610388615,13.66842636710421
8,17,0.004582372057415289,13.280458399081041
8,18,0.004406416869187405,12.813835057425749
8,19,0.004208453075681368,12.276218284507816
8,20,0.003991731236913541,11.676435732875337
8,21,0.0037598099194848943,11.024335815444232
8,22,0.0035164972650157953,10.330625994830447
8,23,0.0032657884605658857,9.606696967109816
8,24,0.003011800137773013,8.864435626903413
8,25,0.0027587027778755505,8.116029884896506
8,26,0.0025106522325257603,7.373768542682052
8,27,0.0022717214848205587,6.649839510978294
8,28,0.002045833771031667,5.956129684471705
8,29,0.001836698161174497,5.304029759334885
8,30,0.0016477486561810373,4.704247198310302
8,31,0.0014820878016994896,4.166630414468096
8,32,0.0013424357443804985,3.7000070605357376
8,33,0.001231085567144353,3.312039079084297
8,34,0.0011498656368228288,3.009096893643254
8,35,0.001100109582426359,2.796154806522261
8,36,0.0010826343969925533,2.6767093209047443
8,37,0.0010977270225831074,2.652721728362293
8,38,0.001145139638703082,2.7245859045012812
8,39,0.0012240937315065802,2.891121841536301
8,40,0.001333292876972572,3.1495950239853707
8,41,0.0014709440281514797,3.4957613293385554
8,42,0.0016347869569465169,3.9239367164322374
8,43,0.0018221313669965497,4.427090557247884
8,44,0.0020299010682679752,4.996961079629747
8,45,0.002254684488010017,5.6241910253552305
8,46,0.0024927906886849866,6.298481296056236
8,47,0.0027403099730605998,7.008760064129608
8,48,0.002993178081330452,7.7433645718403055
8,49,0.0032472429261476664,8.490232633480952
6010,0,0.0039381865591248955,8.672326372029923
6010,1,0.004248001356556009,9.577216743123824
6010,2,0.004549390171887978,10.467248840490711
6010,3,0.004837404209105395,11.327808361698086
6010,4,0.005107314285679729,12.144764943199174
6010,5,0.005354688485615694,12.904704180511711
6010,6,0.005575464931389372,13.595147892368683
6010,7,0.005766018479864854,14.204759012109742
6010,8,0.005923220247044307,14.723527742002348
6010,9,0.0060444889842567245,15.142935913843802
6010,10,0.006127833462189734,15.456096857047633
6010,11,0.006171885166819855,15.657868477584232
6010,12,0.006175920770374939,15.74493769102267
6010,13,0.00613987400835618,15.715874823285443
6010,14,0.00606433676759936,15.57115708585731
6010,15,0.005950549367509368,15.313160739985907
6010,16,0.005800380194049856,14.946122078537742
6010,17,0.005616295020897381,14.476067866186469
6010,18,0.005401316521505796,13.91071638010354
6010,19,0.00515897463689171,13.259350676060459
6010,20,0.004893248614100582,12.532666160909628
6010,21,0.0046085016670802505,11.742594974299546
6010,22,0.004309409332828537,10.902110063271662
6010,23,0.0040008826992049985,10.025012166828589
6010,24,0.0036879877650040547,9.12570320818124
