N_cycles,Load,eyy,exx,Specimen_name
0,-12.272808,0.0,0.0,T1-FC-10-B5
0,-12.973199,-2.56e-05,-1.37e-05,
0,-11.123201,-2.5e-05,-5.43e-06,
0,-12.185863,-5.28e-05,-1.78e-05,
0,-12.171372,-8.83e-06,5.82e-06,
0,-12.369414,4.55e-05,-1.4e-05,
1,465.944768,-0.001226,0.00322419,
1,473.204704,-0.00125664,0.00328665,
1,478.778867,-0.00125844,0.00331015,
1,477.624426,-0.00125934,0.00330403,
1,475.387998,-0.00124878,0.00328391,
1,470.567362,-0.00124135,0.00323888,
1,458.061725,-0.00120425,0.00315302,
1,445.483637,-0.0011764,0.00306783,
1,428.664553,-0.00112542,0.00295962,
1,417.593521,-0.00109128,0.00287703,
1,403.406952,-0.00106661,0.00278971,
1,392.988014,-0.00103646,0.00272491,
1,386.138661,-0.00102899,0.0027075,
1,386.45263,-0.00103357,0.00271713,
1,390.485923,-0.001047,0.00275565,
1,402.70173,-0.00108,0.00284605,
1,416.555008,-0.0011265,0.00294651,
1,437.00164,-0.00118594,0.00309158,
1,458.361204,-0.00122848,0.00322947,
1,476.465154,-0.00127456,0.00334755,
2,494.631905,-0.00132858,0.00347326,
2,510.127505,-0.00135964,0.00354542,
2,514.460284,-0.00137205,0.00358159,
2,514.972296,-0.00136653,0.00357051,
2,507.6399,-0.00134017,0.00351303,
2,492.120149,-0.00129749,0.00339048,
2,473.050134,-0.00124485,0.0032642,
2,449.188473,-0.00117115,0.00308301,
2,419.588432,-0.00110557,0.00290379,
2,398.851987,-0.00104824,0.00275667,
2,373.594397,-0.000991404,0.00259203,
2,351.843605,-0.000956917,0.00250239,
2,352.394258,-0.000958736,0.00250771,
2,352.795172,-0.00095272,0.00250694,
2,358.939299,-0.00098635,0.00258172,
2,385.539705,-0.00104701,0.00276645,
2,405.68202,-0.00110451,0.00289111,
2,429.761029,-0.00119219,0.00310616,
2,472.871413,-0.00129012,0.00335482,
3,494.921722,-0.00134328,0.00350795,
3,522.710437,-0.00142255,0.00369815,
3,544.113506,-0.00146429,0.00381644,
3,550.421882,-0.00147622,0.00384044,
3,550.566791,-0.00147528,0.00382572,
3,540.539081,-0.00144041,0.00373365,
3,514.948144,-0.00136428,0.00354282,
3,485.154859,-0.00129061,0.00334202,
3,450.082077,-0.00119744,0.00309839,
3,411.956569,-0.00109962,0.0028493,
3,375.352623,-0.00100486,0.0025992,
3,338.627936,-0.000926486,0.00240414,
3,323.866577,-0.00089656,0.00232279,
3,314.587596,-0.000869553,0.00225186,
3,313.703653,-0.000887324,0.00229018,
3,330.493731,-0.000936975,0.00242478,
3,357.722066,-0.00102204,0.00263114,
3,395.924831,-0.0011134,0.00287402,
3,430.089489,-0.00121653,0.00312419,
3,476.513457,-0.00133225,0.00343434,
4,518.58536,-0.00144012,0.00370646,
4,551.291336,-0.00151339,0.00390503,
4,575.389727,-0.00157485,0.00406285,
4,588.523331,-0.00160185,0.00410959,
4,586.30622,-0.00158245,0.00407324,
4,570.931355,-0.00153681,0.00394228,
4,538.491033,-0.00144575,0.00369839,
4,496.602666,-0.00133609,0.0034133,
4,452.41028,-0.00122644,0.00311335,
4,401.450684,-0.00109715,0.00277416,
4,349.496085,-0.000966688,0.00243522,
4,314.708353,-0.000893641,0.00225177,
4,288.750395,-0.000830428,0.00207214,
4,274.882646,-0.000824388,0.00203652,
4,281.56776,-0.000848555,0.0020943,
4,299.874543,-0.000905544,0.00223483,
4,334.67193,-0.00100857,0.0025031,
4,384.597799,-0.0011342,0.00283329,
4,430.041186,-0.00125823,0.00313859,
4,487.685936,-0.00141076,0.00353284,
5,539.7131,-0.00154814,0.0038624,
5,580.070294,-0.0016512,0.00411958,
5,609.757367,-0.00171713,0.00429686,
5,623.784589,-0.00175024,0.00436941,
5,621.94424,-0.00173371,0.00431699,
5,598.493087,-0.00167067,0.00414108,
5,562.459,-0.00157371,0.00384898,
5,510.668498,-0.00142618,0.00347577,
5,452.004535,-0.00128378,0.0030916,
5,394.118302,-0.00113759,0.00269193,
5,328.856264,-0.000980731,0.00229214,
5,286.13238,-0.000887329,0.00203471,
5,256.64349,-0.000822017,0.00185208,
5,238.723136,-0.000797165,0.00177991,
5,243.249112,-0.000913131,0.00204961,
5,311.935768,-0.00103913,0.00234991,
5,370.440218,-0.00120526,0.00277012,
5,431.630353,-0.00136086,0.00314906,
5,493.786602,-0.00152633,0.0035839,
6,560.502726,-0.0016941,0.00400265,
6,608.429032,-0.00181329,0.00430035,
6,643.463281,-0.00190087,0.00452897,
6,661.224347,-0.0019337,0.00459868,
6,655.389327,-0.00190826,0.00452504,
6,631.508257,-0.00182996,0.00431659,
6,583.345242,-0.00170648,0.00396293,
6,525.386424,-0.00154913,0.00353052,
6,453.40532,-0.00136238,0.00304942,
6,382.767119,-0.00117564,0.00257569,
6,310.462531,-0.00100136,0.0021215,
6,257.025083,-0.000886069,0.00180884,
6,222.015186,-0.000799712,0.00160224,
6,202.240007,-0.000774471,0.00152023,
6,209.596528,-0.00081132,0.00160264,
6,240.249506,-0.000903223,0.00184986,
6,291.71619,-0.00103911,0.00220409,
6,355.562927,-0.00122597,0.00266521,
6,431.142493,-0.00141979,0.00315918,
6,504.355297,-0.00160869,0.00365779,
7,579.316766,-0.00179442,0.00413901,
7,636.246794,-0.00192579,0.00449389,
7,676.83593,-0.00202467,0.0047456,
7,698.939468,-0.00207225,0.00484889,
7,693.597135,-0.00202303,0.00475596,
7,660.789619,-0.00192808,0.00449331,
7,606.777067,-0.00177395,0.00410083,
7,539.172106,-0.00158167,0.00359659,
7,454.579082,-0.0011466,0.00247432,
7,289.474938,-0.000958043,0.00197788,
7,229.42484,-0.000807337,0.00161314,
7,185.54172,-0.000709593,0.00136354,
7,167.867717,-0.000685289,0.00129993,
7,174.161575,-0.000725731,0.00138147,
7,207.548488,-0.000820802,0.00165548,
7,269.158758,-0.000984975,0.00207851,
7,341.902871,-0.00118981,0.00259336,
7,434.673438,-0.00142146,0.00319897,
7,514.909502,-0.00162642,0.00374235,
8,596.010308,-0.00183392,0.00428673,
8,668.257287,-0.0020002,0.00473164,
8,711.942692,-0.00210281,0.00499418,
8,732.041666,-0.00213355,0.00509397,
8,728.360959,-0.0021021,0.00501093,
8,691.437982,-0.00198247,0.00469363,
8,628.725998,-0.00181317,0.00425285,
8,551.320318,-0.00159792,0.00367543,
8,453.574381,-0.00134226,0.00302802,
8,362.214235,-0.00110132,0.002407,
8,269.738392,-0.000883959,0.0018497,
8,202.684393,-0.000719256,0.00143155,
8,152.299718,-0.000600763,0.00115287,
8,130.133556,-0.000567016,0.00106924,
8,140.793987,-0.000611834,0.00119524,
8,180.933631,-0.00072707,0.00147534,
8,242.785405,-0.000905806,0.001953,
8,333.66723,-0.00114806,0.00257617,
8,431.625523,-0.00139016,0.00320583,
8,521.111608,-0.00163301,0.00384245,
9,620.702851,-0.00187666,0.00448681,
9,695.046231,-0.00205219,0.00493812,
9,742.808461,-0.00216552,0.00525579,
9,771.558572,-0.00221639,0.00538186,
9,760.898036,-0.00215647,0.00525041,
9,720.588969,-0.00203737,0.00491289,
9,650.6846,-0.00183313,0.00439825,
9,561.758606,-0.00159125,0.00374809,
9,455.376081,-0.00131525,0.0030412,
9,354.191125,-0.00104554,0.00234397,
9,249.229004,-0.000792036,0.00170211,
9,175.27737,-0.0006166,0.00126502,
9,119.212289,-0.000478825,0.000937063,
9,93.510361,-0.000440931,0.000848483,
9,106.35408,-0.000503917,0.000994295,
9,151.927787,-0.000629479,0.00132945,
9,220.691688,-0.000828615,0.0018275,
9,319.582112,-0.00110023,0.00252868,
9,432.388709,-0.00138347,0.00324953,
9,530.095968,-0.0016405,0.00393665,
10,640.101383,-0.00192156,0.00466058,
10,725.501408,-0.00210958,0.00518433,
10,778.601194,-0.00223232,0.00551476,
10,812.167179,-0.00230232,0.00568988,
10,794.628235,-0.0022174,0.00545407,
10,740.364316,-0.00207197,0.00509542,
10,674.686439,-0.00187056,0.00455795,
10,569.752761,-0.00158178,0.00380136,
10,455.173209,-0.00130151,0.00306351,
10,347.74269,-0.00100245,0.00229797,
10,233.028232,-0.00074069,0.00162685,
10,158.656369,-0.000565029,0.00118009,
10,100.5191,-0.000413412,0.000828234,
10,73.599942,-0.000385903,0.00075208,
10,94.408794,-0.000460319,0.000934704,
10,136.736551,-0.000580176,0.0012514,
10,212.934253,-0.000810695,0.00182437,
10,317.104175,-0.00107965,0.00252524,
10,428.993013,-0.00136242,0.00325236,
10,533.530313,-0.00164877,0.00399005,
210,640.04825,-0.00188433,0.00495249,
210,723.907401,-0.0020742,0.00545695,
210,773.099447,-0.0021969,0.00576943,
210,801.574255,-0.00224976,0.00591465,
210,788.522694,-0.00216848,0.00570731,
210,738.282446,-0.00202984,0.005358,
210,667.701801,-0.00182211,0.00478512,
210,562.565266,-0.00153973,0.00405394,
210,453.830386,-0.00127149,0.00332548,
210,349.732769,-0.000974526,0.00257765,
210,236.57366,-0.000710144,0.00189937,
210,161.511066,-0.000531786,0.00146517,
210,106.759823,-0.000402039,0.0011242,
210,79.869647,-0.000368559,0.00104054,
210,95.988296,-0.000421925,0.00118619,
210,141.562002,-0.000566687,0.0015482,
210,218.121977,-0.000776175,0.00207789,
210,317.910833,-0.00105596,0.00278635,
210,430.408289,-0.00133175,0.00351307,
210,530.535526,-0.00160037,0.00423279,
410,640.521621,-0.00200795,0.00501486,
410,725.100491,-0.00220557,0.00553264,
410,774.480922,-0.00231467,0.00581777,
410,798.999687,-0.00237322,0.00596362,
410,788.116947,-0.00230675,0.00578126,
410,737.214944,-0.0021602,0.00540165,
410,666.16576,-0.00195038,0.00484075,
410,563.207697,-0.00167162,0.00410879,
410,454.651537,-0.00138702,0.00337997,
410,347.897259,-0.00110113,0.00263144,
410,236.955253,-0.000840305,0.00196585,
410,161.723598,-0.000662785,0.00151071,
410,106.590764,-0.000531656,0.00118218,
410,80.294712,-0.000487566,0.00110079,
410,96.74665,-0.000556863,0.00125965,
410,143.300903,-0.000698304,0.00160419,
410,215.189996,-0.000919173,0.00214305,
410,318.712661,-0.00118255,0.002845,
410,431.152154,-0.00147125,0.0035836,
410,533.530313,-0.0017355,0.00428856,
610,639.169133,-0.0019851,0.00500415,
610,724.48704,-0.00218712,0.00554219,
610,774.852857,-0.00230402,0.00582027,
610,798.685715,-0.00234663,0.0059657,
610,789.986285,-0.00227905,0.0057859,
610,738.287276,-0.00213119,0.00539099,
610,663.71196,-0.00192254,0.0048315,
610,453.825556,-0.00165175,0.00410536,
610,346.549609,-0.00137031,0.00336797,
610,235.998856,-0.00107662,0.00263176,
610,159.211852,-0.000809718,0.00194889,
610,106.648727,-0.000641828,0.00150617,
610,78.72004,-0.000507392,0.00116962,
610,96.036599,-0.000468954,0.00108936,
610,140.431716,-0.000534777,0.00124191,
610,220.54678,-0.000679429,0.00160043,
610,316.732243,-0.000889053,0.0021449,
610,430.422779,-0.00144508,0.00356749,
610,535.597682,-0.00172119,0.00430236,
810,641.337943,-0.00169264,0.00434611,
810,726.404678,-0.00195009,0.00504395,
810,774.413297,-0.00214535,0.00558015,
810,800.414974,-0.00224912,0.00586056,
810,787.865769,-0.00230625,0.00602039,
810,737.364684,-0.00222621,0.00581831,
810,664.489641,-0.00208374,0.00543624,
810,562.487982,-0.00187126,0.00487333,
810,453.453623,-0.00158328,0.00414108,
810,346.042428,-0.00130554,0.00341553,
810,236.539848,-0.00100925,0.00266007,
810,160.346968,-0.000753191,0.00199858,
810,104.716614,-0.000561586,0.00154511,
810,79.120953,-0.000430745,0.00121406,
810,97.128242,-0.000403238,0.00113919,
810,142.006388,-0.000459301,0.00129401,
810,218.991428,-0.000597203,0.00164544,
810,319.949214,-0.000816692,0.00220034,
810,431.499935,-0.00109162,0.00289365,
810,534.776531,-0.00137206,0.00362569,
1010,642.898135,-0.00199281,0.00509529,
1010,725.998931,-0.00218829,0.00560709,
1010,776.345429,-0.0023127,0.0059206,
1010,800.530902,-0.00235026,0.0060373,
1010,785.436112,-0.00228073,0.00583549,
1010,739.127753,-0.00213562,0.00548452,
1010,663.639505,-0.00192171,0.00489108,
1010,559.92309,-0.00164003,0.00416388,
1010,454.501797,-0.00136864,0.00345585,
1010,344.839687,-0.00107094,0.00268143,
1010,234.902382,-0.000812448,0.00201786,
1010,162.230778,-0.000637793,0.00158049,
1010,102.132414,-0.000500098,0.00123309,
1010,81.545754,-0.00048299,0.00117907,
1010,97.002655,-0.000533622,0.0013202,
1010,139.9825,-0.000675806,0.00167532,
1010,221.218189,-0.000893348,0.00224288,
1010,319.070102,-0.00115448,0.00291954,
1010,432.045758,-0.00144929,0.00366974,
1010,537.341421,-0.00172085,0.00439065,
1210,643.75793,-0.00200837,0.00509452,
1210,725.197097,-0.00220649,0.00560268,
