N_cycles,Load,eyy,exx,Specimen_name
0,67.697338,0.0,0.0,T1-FC-12-B6
0,71.870701,-4.17e-05,2.19e-05,
0,75.961949,-3.33e-05,5.86e-05,
0,87.665721,-6.65e-05,0.000148324,
0,111.445196,-0.000129892,0.000300388,
0,133.12833,-0.000212155,0.000454148,
0,154.053111,-0.000263969,0.000605367,
0,175.881155,-0.000334758,0.000742669,
0,198.926433,-0.000395417,0.000892441,
0,219.740122,-0.000454464,0.00105394,
0,239.713345,-0.000520897,0.00119737,
0,262.40602,-0.00057764,0.00135064,
0,283.152094,-0.000651057,0.00150086,
0,302.651958,-0.000725173,0.00165009,
0,326.074018,-0.00075274,0.00181827,
0,344.810705,-0.000811385,0.0019525,
0,367.044525,-0.000878173,0.00211006,
0,386.056546,-0.000960268,0.00226548,
0,407.00552,-0.00100603,0.00241935,
0,427.403846,-0.00107692,0.00256559,
0,446.715362,-0.00112015,0.00272106,
0,467.567748,-0.00120506,0.00286782,
0,487.381627,-0.00127766,0.00303583,
0,507.282458,-0.00132721,0.00319236,
0,526.400787,-0.00139593,0.00333763,
0,546.57213,-0.00147614,0.00349204,
0,566.506795,-0.00151726,0.00365603,
0,584.982716,-0.00159342,0.00378113,
0,605.042986,-0.00164673,0.00395259,
0,623.890856,-0.00170171,0.00412046,
0,641.927241,-0.0017674,0.00427049,
0,662.692763,-0.00183485,0.00442623,
0,680.980342,-0.00187991,0.00457919,
0,700.403055,-0.00195368,0.00472677,
1,753.203324,-0.00211544,0.00509971,
1,761.830289,-0.00213679,0.00515968,
1,764.235793,-0.0021501,0.00517603,
1,764.037749,-0.00214512,0.00516598,
1,757.811456,-0.00212771,0.00511043,
1,744.13197,-0.00207559,0.00499804,
1,718.598876,-0.00201055,0.00484362,
1,700.828123,-0.00197,0.00471918,
1,676.459165,-0.00188803,0.00452594,
1,650.844001,-0.00184429,0.00439842,
1,636.449667,-0.00180692,0.00429725,
1,623.572055,-0.00176593,0.00421389,
1,614.602168,-0.00176075,0.00418329,
1,620.359898,-0.0017766,0.00423306,
1,629.566472,-0.00181128,0.00431503,
1,654.82418,-0.00188414,0.00449038,
1,681.318465,-0.00194846,0.00467191,
1,711.933032,-0.00204108,0.0048828,
1,744.885501,-0.00213092,0.00509588,
2,780.103426,-0.00222944,0.00535741,
2,815.186139,-0.00229857,0.00552449,
2,818.480428,-0.0023007,0.00553704,
2,818.301706,-0.00230533,0.00554172,
2,819.832923,-0.00230241,0.00553902,
2,802.100761,-0.00222779,0.00534172,
2,762.023502,-0.00213646,0.00513526,
2,736.756063,-0.00205791,0.00492992,
2,692.563446,-0.00192694,0.00462131,
2,645.975044,-0.00181988,0.00435092,
2,618.345659,-0.00174414,0.00416386,
2,582.697981,-0.00165038,0.00393495,
2,563.454042,-0.00161937,0.00385626,
2,560.705599,-0.00161043,0.00384346,
2,564.975589,-0.00161847,0.00387766,
2,585.417444,-0.00168839,0.00405822,
2,624.484984,-0.00179735,0.00432732,
2,667.972299,-0.00191551,0.00463611,
2,722.777105,-0.00206129,0.00499063,
2,771.056218,-0.00217758,0.00530503,
3,829.353518,-0.00233241,0.0056959,
3,858.88622,-0.00238915,0.00583537,
3,871.841203,-0.00242945,0.00595126,
3,887.578471,-0.00245297,0.00601521,
3,876.41554,-0.00240303,0.00588765,
3,840.091362,-0.00230132,0.0056407,
3,788.720738,-0.00216033,0.00527482,
3,741.552576,-0.00203859,0.00498263,
3,686.680118,-0.00186566,0.00456107,
3,620.876742,-0.00171682,0.00418219,
3,579.118724,-0.00161453,0.00391762,
3,535.670137,-0.00149632,0.00362142,
3,504.872138,-0.00143879,0.0034868,
3,503.249158,-0.00143635,0.00347413,
3,510.108183,-0.00146212,0.00355514,
3,541.877075,-0.00156168,0.00381051,
3,592.493844,-0.00169793,0.00415407,
3,654.911125,-0.00187949,0.00460082,
3,732.201067,-0.0020861,0.00511954,
3,801.231301,-0.0022734,0.0055867,
4,866.247664,-0.00240989,0.00593536,
4,904.489523,-0.00252682,0.00621849,
4,940.731665,-0.00261372,0.00643257,
4,945.122459,-0.00259073,0.00639062,
4,926.385509,-0.00253021,0.00624298,
4,884.279344,-0.00239906,0.00592884,
4,822.349528,-0.00221811,0.00544476,
4,739.96823,-0.00203215,0.00498345,
4,686.361317,-0.0018649,0.00456597,
4,597.90862,-0.00163647,0.00398133,
4,536.645858,-0.00150613,0.00365251,
4,491.690253,-0.00137585,0.00333048,
4,448.806879,-0.00127744,0.003105,
4,444.049039,-0.00129286,0.0031236,
4,458.723476,-0.00133257,0.00323056,
4,494.767153,-0.00145387,0.00353008,
4,561.541242,-0.00162854,0.00400445,
4,642.047999,-0.00185458,0.00455586,
4,738.77997,-0.00211364,0.00521663,
5,833.126013,-0.00236289,0.00582287,
5,902.692632,-0.00251687,0.00621319,
5,952.643327,-0.00266828,0.00659153,
5,997.324183,-0.00275702,0.00683111,
5,999.420562,-0.0027547,0.00679219,
5,977.84815,-0.00268426,0.00661807,
5,929.24991,-0.00253253,0.00621907,
5,852.606775,-0.00230193,0.00565734,
5,749.720658,-0.00204723,0.00499887,
5,669.870613,-0.00183358,0.00447695,
5,578.26859,-0.00158397,0.00384352,
5,497.568726,-0.0013992,0.00337413,
5,441.373056,-0.00124309,0.00300721,
5,396.866738,-0.00114869,0.00276695,
5,384.032655,-0.00113346,0.00273839,
5,402.740372,-0.00120644,0.00290124,
5,449.289909,-0.00134411,0.00324194,
5,529.342441,-0.00156859,0.00382356,
5,630.073655,-0.0018447,0.00451254,
5,745.02075,-0.00214859,0.00527919,
6,858.924863,-0.00243923,0.00601732,
6,942.5672,-0.00264341,0.00651838,
6,1000.352823,-0.00280586,0.00691527,
6,1050.250568,-0.00292268,0.00721546,
6,1054.409523,-0.00291757,0.00719563,
6,1032.117339,-0.00283693,0.00699051,
6,976.891739,-0.00266769,0.00655492,
6,883.52581,-0.0023892,0.00584815,
6,754.536494,-0.0020609,0.00502165,
6,661.828137,-0.00181948,0.00443141,
6,558.246974,-0.00153021,0.00367725,
6,457.443447,-0.00130152,0.00311008,
6,394.644804,-0.00112929,0.00270987,
6,340.893341,-0.00102002,0.00240129,
6,325.204567,-0.00100627,0.00238258,
6,351.544127,-0.00106945,0.00255738,
6,404.078363,-0.00123232,0.00297652,
6,494.144044,-0.00151511,0.00362995,
6,617.877119,-0.00183284,0.00447492,
6,753.353064,-0.00219064,0.00536957,
7,883.400221,-0.00252155,0.00620315,
7,975.819398,-0.00275849,0.00677961,
7,1047.333021,-0.00295811,0.00729236,
7,1100.539677,-0.00307108,0.00758253,
7,1107.659669,-0.0030824,0.00760231,
7,1088.405747,-0.00299575,0.00738937,
7,1020.650035,-0.00280114,0.00686945,
7,916.850392,-0.00247907,0.0060788,
7,774.249066,-0.00209828,0.00509354,
7,647.849206,-0.00178977,0.00433621,
7,537.587767,-0.0014814,0.00356252,
7,421.37564,-0.00119542,0.00284148,
7,340.618015,-0.00101073,0.00238291,
7,293.015537,-0.000879352,0.00207022,
7,267.453667,-0.000846735,0.0020034,
7,297.763708,-0.000949707,0.00225721,
