N_cycles,Load,eyy,exx,Specimen_name
0,106.614915,0.0,0.0,T1-FC-8-B5
0,105.238285,9.16e-08,2.05e-05,
0,106.19468,-2.7e-05,4.54e-07,
0,104.214265,-2.14e-06,1.34e-06,
0,106.262304,7.01e-06,-1.37e-06,
0,105.455647,1.42e-05,-3.85e-07,
0,106.513479,1.97e-05,6.02e-06,
0,106.18019,9.96e-06,1.22e-05,
0,105.542592,2.39e-05,6.25e-06,
0,105.537762,1.76e-05,6.6e-06,
0,105.218964,1.35e-05,5.93e-07,
0,106.131887,1.82e-05,1.94e-05,
1,872.734817,-0.0019916,0.00580746,
1,968.235729,-0.00223277,0.00649997,
1,1040.343467,-0.0024029,0.00699816,
1,1064.529167,-0.00244576,0.00712774,
1,1047.666317,-0.00237953,0.00690866,
1,980.823654,-0.00217929,0.00633365,
1,869.585432,-0.00149744,0.00436373,
1,576.544171,-0.00113429,0.00330328,
1,432.219649,-0.000760962,0.00225377,
1,300.758486,-0.000452849,0.00136349,
1,193.134924,-0.000209195,0.000657565,
1,124.631865,-6.08e-05,0.000259671,
1,98.089468,-2.76e-05,0.000164864,
1,120.26046,-0.000119294,0.000411253,
1,188.686234,-0.000308311,0.000965137,
1,296.928069,-0.000589821,0.00177219,
1,431.142493,-0.000941684,0.00276413,
1,581.10881,-0.00131769,0.00386575,
1,735.843132,-0.00171646,0.00498952,
2,873.159887,-0.00204531,0.00594429,
2,966.033085,-0.00227137,0.00660633,
2,1039.300106,-0.00244865,0.00711005,
2,1063.28776,-0.00247594,0.00720115,
2,1044.859868,-0.00220691,0.00641727,
2,870.425912,-0.00152422,0.00441978,
2,577.761408,-0.000787302,0.00231553,
2,430.876827,-0.000466934,0.0014255,
2,193.337796,-0.000228164,0.000723321,
2,123.989437,-9.36e-05,0.00031913,
2,97.413229,-5.34e-05,0.000216399,
2,122.443747,-0.000130145,0.000459817,
2,188.560647,-0.000324021,0.0010088,
2,295.889557,-0.00061552,0.00182132,
2,430.678785,-0.000959254,0.00283287,
2,581.722259,-0.00133822,0.0039183,
2,732.746894,-0.00173722,0.00503182,
3,874.546196,-0.0020573,0.00598952,
3,965.665977,-0.00229136,0.0066496,
3,1040.5077,-0.0024707,0.00716374,
3,1064.925258,-0.00250009,0.00724168,
3,1045.188333,-0.00242227,0.00702493,
3,980.939583,-0.00222485,0.00643942,
3,871.073178,-0.00192232,0.00556947,
3,730.133689,-0.00154307,0.00447836,
3,578.152663,-0.00116499,0.00340056,
3,431.852546,-0.000800059,0.002345,
3,301.120757,-0.000490811,0.00146609,
3,196.023433,-0.000249003,0.000757391,
3,124.800925,-0.000106518,0.000348814,
3,100.51427,-7.15e-05,0.000268012,
3,122.772207,-0.00015147,0.000491928,
3,189.570176,-0.000344211,0.00105181,
3,298.97128,-0.000635225,0.00186114,
3,431.427481,-0.000973274,0.00284993,
3,583.504642,-0.00136338,0.00396054,
3,733.389327,-0.00173826,0.00505148,
4,871.7929,-0.00207655,0.00601357,
4,968.11014,-0.00231358,0.00668572,
4,1039.961867,-0.00247902,0.00715918,
4,1062.171942,-0.00250986,0.00725488,
4,1045.207655,-0.00244024,0.00705647,
4,981.16661,-0.00223924,0.00645609,
4,867.774053,-0.00193162,0.005588,
4,732.196237,-0.00155296,0.00449779,
4,576.916104,-0.00117927,0.00341549,
4,433.262992,-0.000824161,0.00238058,
4,300.15953,-0.000505829,0.00147523,
4,197.274476,-0.000263971,0.000790585,
4,126.916588,-0.000117062,0.000371702,
4,99.678631,-8.03e-05,0.000275041,
4,126.187216,-0.000176337,0.000536,
4,190.169131,-0.000357767,0.00106566,
4,297.213056,-0.000648087,0.00187841,
4,431.031397,-0.000990421,0.0028699,
4,582.108684,-0.00137299,0.00398056,
4,732.746894,-0.00175917,0.00506918,
5,869.715851,-0.00208772,0.00601872,
5,966.091049,-0.00231585,0.00668881,
5,1038.015226,-0.00248122,0.00717389,
5,1063.210473,-0.00251538,0.00727159,
5,1044.444456,-0.00244372,0.00705346,
5,980.345449,-0.00224286,0.00648551,
5,870.1216,-0.00194544,0.0055994,
5,728.834331,-0.00156218,0.00450967,
5,577.925638,-0.00118855,0.0034437,
5,431.857377,-0.000825748,0.00239065,
5,301.879112,-0.000505601,0.00150099,
5,196.612728,-0.00026619,0.000804058,
5,127.331992,-0.000121193,0.000387836,
5,102.204868,-9.04e-05,0.000301004,
5,126.998703,-0.000171212,0.000542849,
5,190.83571,-0.00036854,0.00107717,
5,298.604178,-0.000652801,0.00189057,
5,432.040928,-0.000993971,0.00289285,
5,582.871872,-0.00137459,0.00399038,
5,734.109046,-0.00175666,0.00509412,
6,870.227868,-0.00207575,0.00602019,
6,964.36178,-0.00231086,0.00669445,
6,1036.715855,-0.0024812,0.00717753,
6,1064.017147,-0.00251543,0.00729009,
6,1043.444568,-0.00243726,0.00705317,
6,979.123366,-0.00223663,0.00648706,
6,869.797967,-0.00193552,0.00560405,
6,728.926108,-0.00156001,0.00452514,
6,577.577856,-0.00118396,0.00344306,
6,430.388967,-0.000821611,0.0023993,
6,303.043211,-0.000516334,0.00152225,
6,196.424347,-0.000264817,0.000816513,
6,126.984212,-0.00012273,0.000397474,
6,103.890636,-8.72e-05,0.000309882,
6,126.791001,-0.000174222,0.000555627,
6,191.908032,-0.00036368,0.00110069,
6,300.739164,-0.00064954,0.00190955,
6,433.040799,-0.000991947,0.00290086,
6,585.639638,-0.00137003,0.00400348,
6,731.602107,-0.00175305,0.00508482,
7,870.652938,-0.00207977,0.00603313,
7,966.564424,-0.00230563,0.00670509,
7,1036.092737,-0.00247806,0.00717424,
7,1060.433005,-0.00251005,0.00728898,
7,1043.019495,-0.00243611,0.00705994,
7,977.790186,-0.00223805,0.00649045,
7,870.39693,-0.00193428,0.00561676,
7,727.085754,-0.00155134,0.00452009,
7,578.297572,-0.00118154,0.00345609,
7,431.673826,-0.000819269,0.0024105,
7,302.85966,-0.000266046,0.000837409,
7,125.317765,-0.000115618,0.000408521,
7,103.170924,-9.11e-05,0.000337271,
7,125.486825,-0.000167546,0.000558175,
7,190.681141,-0.000358478,0.00110917,
7,301.115927,-0.000643058,0.00192757,
7,433.509337,-0.000987829,0.00290411,
7,582.929836,-0.00174934,0.00510452,
7,870.063636,-0.0020758,0.00604881,
8,963.28944,-0.00229634,0.0066922,
8,1035.74012,-0.00247241,0.00719826,
8,1063.273268,-0.00251155,0.00729349,
8,1042.343242,-0.00242878,0.0070596,
8,977.935097,-0.00223519,0.00650453,
8,870.324475,-0.00193188,0.00562328,
8,728.926108,-0.00155486,0.00453555,
