n_cycles,point_index,fit_x,fit_y
1,0,0.0062275153065624155,18.389630936317904
1,1,0.006841367526538591,20.374177143213807
1,2,0.007433076856705178,22.326137160026306
1,3,0.00799292744621953,24.21345985724419
1,4,0.008511726563879728,26.00515544835699
1,5,0.008980955542516763,27.671804341292734
1,6,0.009392909655273955,29.186040207306412
1,7,0.009740824627008912,30.52299933534139
1,8,0.010018987703504376,31.660728893477565
1,9,0.01022283145473453,32.58054739382457
1,10,0.010349008771939734,33.267351442036464
1,11,0.01039544782705984,33.70986373462932
1,12,0.010361386092093652,33.9008182319927
1,13,0.01024738285978763,33.837079466559096
1,14,0.010055310060064444,33.519694027094786
1,15,0.009788321522985418,32.953873373741175
1,16,0.009450801192948086,32.14890826598338
1,17,0.009048291144440413,31.11801620863632
1,18,0.008587400581330899,29.878124420781077
1,19,0.008075697313923798,28.449591891295583
1,20,0.007521583495723133,26.85587508482007
1,21,0.006934157660304455,25.123142787256185
1,22,0.006323065323645077,23.279846415025972
1,23,0.005698340605018386,21.356252843600764
1,24,0.005070241467032784,19.383947426242745
1,25,0.004449081280169256,17.39531536337761
1,26,0.0038450594775232038,15.4230099384989
1,27,0.003268094080394989,13.499416352155801
1,28,0.0027276588446543864,11.656119957855445
1,29,0.002232627701931122,9.923387631431577
1,30,0.0017911290499028351,8.329670789780097
1,31,0.0014104122842299414,6.901138219380247
1,32,0.0010967287636793055,5.661246385544072
1,33,0.000855229162986121,4.6303542779045035
1,34,0.0006898788989171539,3.825389116368438
1,35,0.0006033930182370601,3.259568406633827
1,36,0.0005971916167155766,2.94218290911156
1,37,0.0006713765211942392,2.8784440848963566
1,38,0.0008247296175924596,3.0693985237196735
1,39,0.0010547328523070549,3.511910758975251
1,40,0.0013576095785827937,4.198714751994107
1,41,0.0017283865689477107,5.118533200198597
1,42,0.0021609756754706936,6.256262710098952
1,43,0.0026482737969822034,7.5932217945968254
1,44,0.003182279511799113,9.10745762248702
1,45,0.0037542244608475047,10.774106483338855
1,46,0.0043547173238762844,12.56580204893417
