n_cycles,hysteresis_area,stiffness,creep
1,0.035721,3126.784641,0.005493
2,0.029254,2675.207091,0.003449
3,0.008254,2731.043274,0.003731
4,0.008283,2730.7706,0.003754
5,0.008079,2725.687509,0.003789
6,0.007996,2726.966203,0.003813
7,0.032692,2229.130299,0.004601
8,0.008107,2723.453103,0.00382
9,0.008054,2729.454213,0.00381
10,0.008099,2727.295461,0.003854
110,0.014887,2794.18427,0.004287
210,0.008015,2710.812216,0.004191
310,0.008009,2705.508389,0.004255
410,0.012525,2587.549956,0.003472
510,0.008059,2684.252447,0.004376
610,0.008036,2690.403367,0.004431
710,0.02765,2269.347744,0.005123
810,0.008051,2682.010886,0.004524
910,0.007997,2675.444699,0.004506
1010,0.008083,2671.738424,0.004632
1110,0.025273,2566.919227,0.004638
1210,0.028084,2692.416229,0.004738
1310,0.007975,2649.45577,0.004713
