N_cycles,Load,eyy,exx,Specimen_name
0,-15.90518,0.0,0.0,T1-FC-9-B5
0,-15.277244,-2.31e-05,4.86e-07,
0,-13.180901,-3.74e-05,3.17e-06,
0,-14.658967,-1.94e-05,8.14e-06,
0,-13.601136,-2.33e-05,2.12e-06,
0,-13.905443,-1.23e-05,2.62e-06,
1,527.468284,-0.00146715,0.00374044,
1,539.630985,-0.00148536,0.00379144,
1,539.650306,-0.00149322,0.00380829,
1,540.03673,-0.0014849,0.00379993,
1,535.539718,-0.00147244,0.00375897,
1,525.825982,-0.00144527,0.00369568,
1,514.812896,-0.00141382,0.00361091,
1,498.360895,-0.00136548,0.00349542,
1,479.885005,-0.00132289,0.00338245,
1,466.664482,-0.00128478,0.00329401,
1,450.014453,-0.00124534,0.00318053,
1,440.368355,-0.00123547,0.00314413,
1,437.547463,-0.00122968,0.00312474,
1,436.02592,-0.00122882,0.00312816,
1,444.609353,-0.00126031,0.00320776,
1,460.462382,-0.00130008,0.00331029,
1,475.523246,-0.00133977,0.00342295,
1,499.331785,-0.0014145,0.00360838,
1,523.918013,-0.00147133,0.0037593,
2,542.017154,-0.00152397,0.00389788,
2,565.188122,-0.00157571,0.00403626,
2,575.452521,-0.00159577,0.00408557,
2,580.01233,-0.00161332,0.00412555,
2,580.079955,-0.00159992,0.00410007,
2,568.941269,-0.00156238,0.00400598,
2,547.243542,-0.00151495,0.00387179,
2,527.502096,-0.00145069,0.00370165,
2,495.554492,-0.00136754,0.00348172,
2,468.340595,-0.00129807,0.00331597,
2,440.025404,-0.00122201,0.00312047,
2,415.052787,-0.00116854,0.00297709,
2,400.262433,-0.00113646,0.00288975,
2,396.364387,-0.0011355,0.00287828,
2,397.277312,-0.00114134,0.00290254,
2,412.038684,-0.00118985,0.00302731,
2,434.137275,-0.00124532,0.00318922,
2,466.249077,-0.00133673,0.00341746,
2,498.737659,-0.00141978,0.00364786,
2,536.186979,-0.00152175,0.00389912,
3,570.482137,-0.00160131,0.00411911,
3,596.435375,-0.00166337,0.0042771,
3,615.998128,-0.00171701,0.00440273,
3,624.446342,-0.00172339,0.00443333,
3,619.340703,-0.00170542,0.00437732,
3,601.009678,-0.00165171,0.00423427,
3,574.085545,-0.00157357,0.00403883,
3,537.3221,-0.00147598,0.00377331,
3,494.419371,-0.0013606,0.0034832,
3,454.907542,-0.00126471,0.00322195,
3,414.395867,-0.00116163,0.00294824,
3,381.776909,-0.00108779,0.00275943,
3,361.224026,-0.00103699,0.00264191,
3,352.77102,-0.00102917,0.00262233,
3,357.553006,-0.00104964,0.00267425,
3,379.173382,-0.00111371,0.00283854,
3,412.309181,-0.00120861,0.00308003,
3,455.883262,-0.00132078,0.00338411,
3,499.549149,-0.00143826,0.003693,
3,551.51353,-0.00157183,0.00404308,
4,594.493592,-0.00167207,0.00430485,
4,630.373134,-0.00176523,0.00455386,
4,656.988161,-0.00182164,0.00470661,
4,663.243419,-0.00182588,0.00471935,
4,658.012188,-0.00180675,0.00466057,
4,635.952144,-0.00173634,0.00447039,
4,596.614097,-0.001628,0.00418797,
4,550.24316,-0.00150376,0.00385583,
4,493.868717,-0.00135351,0.00346589,
4,438.016001,-0.00121744,0.00311289,
4,388.065947,-0.00109322,0.00278365,
4,346.984334,-0.000999153,0.00253713,
4,319.804306,-0.00094799,0.00238022,
4,311.143601,-0.000937665,0.00235816,
4,321.05535,-0.000973908,0.00244706,
4,346.960183,-0.00105214,0.00265018,
4,387.322083,-0.00116654,0.00294715,
4,444.329196,-0.0013213,0.00335006,
4,501.66965,-0.00147305,0.00373196,
4,565.197783,-0.00163372,0.0041668,
5,619.896189,-0.00176704,0.00451452,
5,663.620184,-0.0018819,0.00480335,
5,696.25381,-0.00194788,0.00498861,
5,704.339767,-0.00196334,0.00500816,
5,696.485666,-0.0019251,0.00491958,
5,668.271778,-0.00183926,0.00469435,
5,620.524129,-0.00171175,0.00433433,
5,560.753902,-0.00136646,0.00344166,
5,423.085564,-0.00119223,0.00300213,
5,363.851703,-0.00104489,0.00261368,
5,311.356134,-0.000913099,0.00228165,
5,279.746743,-0.000854182,0.00213274,
5,272.192177,-0.000841979,0.00210494,
5,280.04139,-0.000874713,0.00220127,
5,313.008092,-0.00097858,0.00246429,
5,368.445309,-0.00112251,0.00284303,
5,429.427739,-0.00128417,0.00328192,
5,505.785065,-0.0014935,0.00382079,
5,580.220034,-0.00167567,0.00428727,
6,642.51654,-0.00183019,0.00472266,
6,699.094039,-0.00196919,0.00507745,
6,734.509962,-0.00204424,0.00526767,
6,745.378194,-0.0020636,0.00532595,
6,736.804366,-0.00202397,0.00521614,
6,701.132434,-0.00191295,0.00492563,
6,644.163677,-0.00175505,0.00450429,
6,571.622089,-0.00156699,0.00400006,
6,491.076805,-0.00134815,0.00343033,
6,408.531892,-0.0011465,0.00289278,
6,338.212531,-0.000971584,0.0024424,
6,278.210712,-0.000832396,0.00207751,
6,240.848461,-0.000756201,0.00187975,
6,232.385804,-0.000745688,0.00185498,
6,240.360603,-0.000790162,0.00195559,
6,278.640607,-0.000914717,0.00227155,
6,343.405091,-0.00108291,0.00272965,
6,420.274333,-0.00128119,0.00325339,
6,507.238985,-0.00151555,0.0038589,
6,593.290845,-0.00172795,0.00442747,
7,667.716292,-0.00191578,0.00492241,
7,731.307457,-0.00206921,0.00533261,
7,776.234332,-0.00217956,0.00561052,
7,794.236978,-0.00219235,0.00565177,
7,766.607484,-0.0021077,0.00541459,
7,730.235125,-0.00201862,0.0051786,
7,674.184086,-0.00182717,0.00468383,
7,578.877208,-0.00159412,0.00403992,
7,489.613225,-0.00136022,0.00342926,
7,396.625223,-0.00111548,0.00279019,
