MD_N_cycles--1,MD_Load--1 ,MD_index--1 ,eyy--1 ,exx--1 ,exy--1
0,-0.425724,0,0,0,3.40E-19
0,-2.986589,1,-2.13E-05,-8.04E-06,8.33E-06
0,3.343096,2,-8.93E-06,-6.10E-06,6.04E-06
0,1.023822,3,4.42E-07,-3.84E-06,6.97E-06
0,-2.438983,4,3.55E-07,-6.92E-06,6.22E-06
0,-0.667315,5,-1.14E-05,-3.10E-06,7.72E-06
0,13.200011,6,-5.54E-05,8.33E-05,2.82E-06
0,33.831888,7,-0.000109562,0.000245167,-8.84E-06
0,56.154902,8,-0.000162279,0.000413351,-5.77E-06
0,77.286068,9,-0.000214827,0.000575638,6.07E-06
0,94.133019,10,-0.000272273,0.000727462,1.05E-05
0,110.609531,11,-0.000330155,0.000875663,7.68E-06
0,134.31767,12,-0.000405122,0.00104121,2.47E-06
0,158.605629,13,-0.000438422,0.00119329,1.80E-05
0,174.244626,14,-0.000503886,0.00133546,5.31E-06
0,194.940932,15,-0.000564847,0.0014847,-1.13E-05
0,217.602179,16,-0.000617914,0.00165445,1.12E-06
0,239.248745,17,-0.000675612,0.00182474,1.55E-05
0,255.354821,18,-0.00072496,0.00197593,2.92E-05
0,275.165295,19,-0.00079591,0.00214315,1.74E-05
0,299.968654,20,-0.000851918,0.00230236,1.90E-05
0,320.181781,21,-0.000884688,0.00246648,3.72E-05
0,337.302543,22,-0.000957682,0.00260187,1.21E-05
0,354.954805,23,-0.00103291,0.00276879,2.36E-05
0,376.150406,24,-0.00109684,0.00293297,1.60E-05
0,396.202476,25,-0.00114429,0.00308804,1.78E-05
0,414.531197,26,-0.00120248,0.00323276,8.86E-06
0,433.117615,27,-0.00125446,0.00339421,1.05E-05
0,458.581331,28,-0.00132398,0.00355899,1.61E-05
0,473.318398,29,-0.0013816,0.00370772,1.69E-05
1,535.536203,30,-0.00150721,0.00407204,2.74E-05
1,554.863507,31,-0.0015767,0.0042543,4.47E-05
1,557.376056,32,-0.00161087,0.00435153,3.69E-05
1,545.167643,33,-0.00160872,0.00432953,4.18E-05
1,514.147322,34,-0.0015391,0.00416334,3.99E-05
1,488.844663,35,-0.00145917,0.00393667,2.37E-05
1,469.952226,36,-0.0013824,0.00375114,1.59E-05
1,464.186248,37,-0.00134704,0.00365651,1.33E-05
1,477.763677,38,-0.0013562,0.00368119,1.68E-05
1,500.956438,39,-0.0014059,0.00380648,1.47E-05
1,527.612009,40,-0.00148112,0.00400481,1.76E-05
1,542.574563,41,-0.00154312,0.00418775,3.59E-05
1,548.920361,42,-0.00157401,0.0042796,3.50E-05
1,532.057289,43,-0.00156515,0.00425119,2.92E-05
1,507.044538,44,-0.00151197,0.0040975,2.69E-05
1,478.375708,45,-0.00143779,0.00388069,7.23E-06
1,461.158305,46,-0.00136399,0.00370705,5.60E-06
1,457.824345,47,-0.00132998,0.00361879,1.11E-05
1,472.738579,48,-0.00133196,0.00363464,4.21E-06
1,496.189037,49,-0.00138737,0.00376141,8.07E-06
1,523.585487,50,-0.0014631,0.00395384,1.57E-05
1,536.148234,51,-0.00153229,0.00414848,2.16E-05
1,540.883424,52,-0.00155773,0.00422734,2.80E-05
1,524.938399,53,-0.00154991,0.00420059,2.71E-05
1,500.940332,54,-0.00150534,0.00405417,1.74E-05
1,475.379976,55,-0.00142193,0.00383138,5.21E-06
1,453.974992,56,-0.00135493,0.00365592,7.20E-06
1,446.872209,57,-0.00131655,0.00355947,3.14E-06
1,460.111409,58,-0.00131777,0.00357322,1.27E-05
1,488.603071,59,-0.00137529,0.00371482,6.11E-06
1,518.608707,60,-0.00145896,0.00389545,2.70E-06
20,553.478383,61,-0.00157089,0.00420914,4.72E-05
20,559.791969,62,-0.00164983,0.00439376,2.91E-05
20,534.070549,63,-0.00162052,0.00433037,4.28E-05
20,472.931852,64,-0.00150588,0.00398323,3.19E-05
20,411.760951,65,-0.00133402,0.00356637,1.94E-05
20,384.058492,66,-0.0011953,0.00317829,1.29E-05
20,378.211985,67,-0.00112936,0.00300776,2.16E-05
20,404.046138,68,-0.00115534,0.0030842,1.71E-05
20,467.246404,69,-0.00126401,0.00340542,2.12E-05
20,525.002823,70,-0.00143704,0.00382875,2.56E-05
30,574.947798,71,-0.00163355,0.00435788,4.52E-05
30,590.586809,72,-0.00171903,0.00458301,1.92E-05
30,549.178058,73,-0.00168764,0.00449391,2.62E-05
30,473.334504,74,-0.00153376,0.00408166,3.20E-05
30,413.274922,75,-0.00132147,0.00354279,2.16E-05
30,354.407199,76,-0.00115291,0.00306596,1.28E-05
30,351.395362,77,-0.00106224,0.0028259,2.12E-05
30,391.644456,78,-0.0010969,0.00293231,2.62E-05
30,466.569949,79,-0.00124213,0.00332863,2.08E-05
30,532.121713,80,-0.00145538,0.00386584,2.27E-05
40,606.547943,81,-0.00168171,0.00449611,2.34E-05
40,606.773428,82,-0.00178463,0.00478712,1.64E-05
40,568.924121,83,-0.00174047,0.00466655,1.80E-05
40,483.481337,84,-0.00156867,0.00418667,4.22E-05
40,392.578608,85,-0.00130969,0.00352173,2.04E-05
40,338.043422,86,-0.00111574,0.00296354,1.72E-05
40,328.07376,87,-0.00100025,0.00267974,2.40E-05
40,387.424662,88,-0.00104078,0.00279937,2.63E-05
40,462.640064,89,-0.00122428,0.00328242,1.76E-05
40,542.236335,90,-0.00147007,0.00390977,1.96E-05
50,615.680096,91,-0.00172995,0.00462594,9.15E-06
50,633.219628,92,-0.00184325,0.00495178,1.64E-05
50,581.019793,93,-0.00180246,0.00482062,6.75E-06
50,483.143109,94,-0.00159548,0.00425454,3.35E-05
50,383.140445,95,-0.00130602,0.00350119,1.02E-05
50,326.124924,96,-0.00107309,0.00284987,1.24E-05
50,311.822727,97,-0.000959031,0.00255144,5.36E-06
50,370.01399,98,-0.00100867,0.00268992,8.35E-06
50,468.679846,99,-0.00121239,0.00325345,1.17E-05
50,564.849281,100,-0.00149351,0.00397894,2.12E-05
100,706.357391,101,-0.00195752,0.00517646,3.65E-05
100,711.591872,102,-0.00212314,0.00562197,8.39E-06
100,625.086052,103,-0.00204664,0.00540056,2.85E-05
100,484.383277,104,-0.00173466,0.00454374,1.56E-05
100,339.863409,105,-0.00129467,0.00341389,1.49E-05
100,251.666529,106,-0.000951953,0.00247008,8.09E-06
100,247.865495,107,-0.000788262,0.00204413,1.54E-05
100,335.643617,108,-0.000880894,0.00230626,1.17E-05
100,471.884956,109,-0.00118674,0.00314111,9.56E-06
100,616.936371,110,-0.00160081,0.0042277,3.02E-05
200,779.011988,111,-0.00213245,0.00571042,-2.89E-06
200,781.669494,112,-0.00235025,0.00628581,1.33E-05
200,663.933943,113,-0.00222194,0.00593194,8.05E-06
200,471.353456,114,-0.00177885,0.00475061,2.60E-06
200,278.724738,115,-0.00121413,0.00324069,5.43E-06
200,164.774255,116,-0.000740754,0.00197582,3.56E-06
200,165.772832,117,-0.000541786,0.00143941,-1.51E-05
200,283.411606,118,-0.000673807,0.00181514,1.19E-05
200,471.86885,119,-0.00110647,0.00297173,1.58E-05
200,661.292544,120,-0.00165093,0.00441472,2.36E-05
400,834.932362,121,-0.00225053,0.00600761,8.71E-06
400,830.712564,122,-0.00250245,0.00674439,2.90E-05
400,686.611321,123,-0.00233282,0.00626512,1.44E-05
400,464.927128,124,-0.00116346,0.00311194,4.74E-07
