MD_N_cycles--1,MD_Load--1 ,MD_index--1 ,eyy--1 ,exx--1 ,exy--1
0,28.549096,0,0,0,-5.20864E-20
0,23.056926,1,0.000013383,-6.85315E-07,-1.94677E-05
0,19.787394,2,4.53943E-05,1.3286E-06,7.67058E-06
0,13.699299,3,1.53039E-05,-0.000005869,-6.41658E-06
0,20.866501,4,5.76115E-05,-4.28662E-05,-2.13242E-05
0,49.036019,5,-4.86527E-06,9.56687E-05,-3.41344E-05
0,93.408246,6,-2.88334E-05,0.000252245,-1.18748E-05
0,137.828794,7,-0.000106457,0.00040519,-1.94476E-05
0,181.234663,8,-0.000177232,0.000554178,-5.34727E-05
0,217.698816,9,-0.000266066,0.000688228,-4.47464E-05
0,254.146865,10,-0.00025877,0.000853548,-0.000056347
0,291.496857,11,-0.000324037,0.000996857,-5.20127E-05
0,332.615674,12,-0.000357977,0.00114189,-3.68417E-05
0,372.977509,13,-0.000404527,0.00130756,-2.81736E-05
0,407.347884,14,-0.000470404,0.00143693,-1.49475E-05
0,449.062636,15,-0.000528995,0.00159774,-2.58172E-05
0,488.135995,16,-0.000684374,0.00175396,-4.29636E-05
0,531.606318,17,-0.000619901,0.00188505,-3.47944E-05
0,567.265194,18,-0.000639876,0.0020494,-7.30589E-06
0,609.15713,19,-0.000776463,0.00219303,-4.53921E-05
0,644.203981,20,-0.000743051,0.00235282,-6.66142E-05
0,682.536479,21,-0.00080256,0.00248367,-4.56154E-05
0,722.109151,22,-0.000748485,0.0026517,-4.00881E-05
0,757.139908,23,-0.000832685,0.00280937,-5.79957E-05
0,795.230828,24,-0.000912954,0.00294085,-5.46476E-05
0,837.509339,25,-0.000952843,0.0030975,-4.92138E-05
0,876.163982,26,-0.0010019,0.00324112,-6.31689E-05
0,909.906269,27,-0.00106767,0.00338129,-6.50464E-05
0,949.26959,28,-0.00110127,0.00353291,-8.18773E-05
0,987.231686,29,-0.00114763,0.00368637,-7.23222E-05
0,1022.020884,30,-0.0012772,0.00380251,-5.69785E-05
0,1052.590285,31,-0.0012973,0.00393626,-0.000108615
0,1093.387072,32,-0.0012118,0.00408575,-0.000102856
1,1260.294805,33,-0.00137153,0.00452449,-0.000106463
1,1315.184493,34,-0.00151328,0.00481996,-0.000151152
1,1347.203484,35,-0.00155398,0.0049897,-0.000168072
1,1331.338943,36,-0.00158631,0.0050392,-0.000176291
1,1255.253588,37,-0.00155433,0.00490262,-0.000194665
1,1133.620152,38,-0.00142617,0.00452987,-0.000185576
1,1017.02799,39,-0.00128378,0.00407843,-0.000167453
1,958.063525,40,-0.00115921,0.00372589,-0.000168568
1,957.644766,41,-0.0011092,0.00359013,-0.000163573
1,1030.847033,42,-0.00115062,0.00370781,-0.000161289
1,1149.613528,43,-0.00127432,0.00406926,-0.000174719
1,1254.432175,44,-0.00141397,0.00449449,-0.000181552
10,1451.748421,45,-0.00166535,0.00524991,-0.000208486
10,1433.967242,46,-0.00172631,0.00545604,-0.000215874
10,1279.525522,47,-0.00163771,0.00518895,-0.000211305
