MD_N_cycles--1,MD_Load--1,MD_index--1 ,exx--1 ,eyy--1 ,exy--1
129500,82.021253,1446,-0.000314691,0.00139029,-0.0000706
129500,159.314296,1447,-0.000277328,0.00127821,-0.0000689
129500,371.640704,1448,-0.000567119,0.00214174,-0.000085
129500,631.705655,1449,-0.00108385,0.0035989,-0.000116344
130500,880.818646,1450,-0.00173264,0.00549786,-0.000161347
130500,923.983004,1451,-0.00201399,0.0063259,-0.000189178
130500,815.041329,1452,-0.00197833,0.0062187,-0.000183346
130500,586.544181,1453,-0.00161546,0.0051575,-0.000167724
130500,328.250927,1454,-0.00107715,0.00361686,-0.000134467
130500,143.965208,1455,-0.000570486,0.00216222,-0.000103574
130500,99.093689,1456,-0.000294343,0.00138018,-0.0000731
130500,212.67372,1457,-0.000327239,0.0014887,-0.0000832
130500,431.152673,1458,-0.000675774,0.00248051,-0.000115148
130500,679.508534,1459,-0.00119748,0.00396951,-0.000126366
131500,885.875962,1460,-0.00179552,0.00566431,-0.000184025
131500,892.012387,1461,-0.00199293,0.00625057,-0.000196781
131500,739.197718,1462,-0.00187625,0.00587832,-0.000185303
131500,494.948869,1463,-0.00144549,0.00466116,-0.000157414
131500,249.186194,1464,-0.000892733,0.00309086,-0.000117729
131500,97.998477,1465,-0.000427723,0.0017701,-0.000104746
131500,104.489224,1466,-0.000241194,0.0012177,-0.000085
131500,261.620084,1467,-0.00037883,0.0016259,-0.0000915
131500,505.127914,1468,-0.000808373,0.00285775,-0.000118527
131500,758.41229,1469,-0.00137048,0.00445226,-0.000155408
132500,805.74811,1470,-0.00152868,0.00485327,-0.000155581
132500,919.666568,1471,-0.00194208,0.00600424,-0.000178941
132500,883.894911,1472,-0.00205123,0.00635647,-0.000195519
132500,695.630733,1473,-0.00184184,0.00572181,-0.000181835
132500,444.762312,1474,-0.00135542,0.00435092,-0.000149758
132500,207.294291,1475,-0.00080663,0.00276558,-0.000121287
132500,96.355657,1476,-0.000404456,0.0016173,-0.0000903
132500,131.128668,1477,-0.000284683,0.00128364,-0.0000761
132500,314.963412,1478,-0.000497469,0.00188909,-0.0001047
132500,558.261891,1479,-0.000950122,0.00318909,-0.000105794
133500,824.109063,1480,-0.00158264,0.00509415,-0.000162902
133500,905.283817,1481,-0.00192023,0.00606763,-0.000173146
133500,824.189594,1482,-0.00195693,0.00616799,-0.000181811
133500,352.796591,1483,-0.00113208,0.00381656,-0.000125622
133500,149.763394,1484,-0.000591958,0.00228433,-0.0000948
133500,165.998317,1485,-0.000241309,0.00129221,-0.0000675
133500,381.707004,1486,-0.00051127,0.0020741,-0.00009
133500,642.625584,1487,-0.00107409,0.00368543,-0.000122504
134500,884.587474,1488,-0.00170354,0.00543287,-0.000159437
134500,922.340181,1489,-0.00201276,0.00634457,-0.000193271
134500,797.356833,1490,-0.00196199,0.0061763,-0.00018562
134500,573.933114,1491,-0.00158128,0.005087,-0.000170162
134500,305.686311,1492,-0.00103276,0.00352888,-0.000127834
134500,135.815535,1493,-0.000533266,0.00210762,-0.000107469
134500,108.209726,1494,-0.000280464,0.00138236,-0.0000745
134500,220.114727,1495,-0.000342847,0.00155825,-0.0000849
134500,446.984952,1496,-0.000706965,0.00260222,-0.000119185
134500,702.669096,1497,-0.00124025,0.00410934,-0.000128738
135500,894.186711,1498,-0.00180899,0.0057403,-0.00015065
135500,890.852748,1499,-0.00199659,0.00628254,-0.000166392
135500,729.695122,1500,-0.00186104,0.00585206,-0.000157068
135500,480.678878,1501,-0.00141311,0.00459615,-0.000130429
135500,235.834257,1502,-0.00086531,0.00301048,-0.0000822
135500,98.014583,1503,-0.000413256,0.00172465,-0.0000703
135500,109.240515,1504,-0.000240035,0.0012339,-0.0000601
135500,271.154882,1505,-0.000398058,0.00169039,-0.0000784
135500,520.267634,1506,-0.000840041,0.00295858,-0.0000931
135500,766.41702,1507,-0.00139017,0.00454304,-0.000133063
136500,795.327465,1508,-0.00148189,0.00480902,-0.000147372
136500,901.064017,1509,-0.00184891,0.00583015,-0.000167191
136500,851.086782,1510,-0.00197322,0.0062191,-0.000187847
136500,663.788988,1511,-0.00173436,0.00553917,-0.000160161
136500,406.687535,1512,-0.0012553,0.00415222,-0.000134558
136500,183.344558,1513,-0.000707291,0.00258164,-0.000117244
136500,84.855922,1514,-0.000332073,0.00150222,-0.000074
136500,139.439401,1515,-0.000493305,0.00197978,-0.000101568
136500,592.664495,1516,-0.0009833,0.00337669,-0.000121763
137500,864.374315,1517,-0.00166396,0.00530354,-0.000176215
137500,933.533925,1518,-0.00198923,0.00626257,-0.000204564
137500,836.961731,1519,-0.00201085,0.00631965,-0.000206403
137500,619.352284,1520,-0.00168572,0.00536965,-0.000178443
137500,361.735465,1521,-0.00115641,0.00387749,-0.000140504
137500,172.714549,1522,-0.000633754,0.00236508,-0.000117875
137500,106.905134,1523,-0.000322173,0.00147089,-0.0000859
137500,187.371077,1524,-0.000315756,0.00144644,-0.0000877
137500,407.605582,1525,-0.000625991,0.00235441,-0.000116622
137500,659.472556,1526,-0.00113551,0.00381573,-0.000139446
138500,869.93092,1527,-0.00173698,0.00552923,-0.00018507
138500,898.567571,1528,-0.00198699,0.00624337,-0.000195225
138500,775.45254,1529,-0.00191642,0.00601776,-0.000197855
138500,538.580254,1530,-0.00152729,0.00489979,-0.000181704
138500,279.513936,1531,-0.000982048,0.00334445,-0.000138527
138500,115.666838,1532,-0.000482017,0.0019423,-0.000116539
138500,93.408246,1533,-0.000252631,0.00126386,-0.0000899
138500,228.377144,1534,-0.000336138,0.00150337,-0.0000993
138500,463.848021,1535,-0.000726353,0.002615,-0.000133621
138500,716.149896,1536,-0.00126747,0.00417082,-0.000153858
139500,775.597495,1537,-0.00140674,0.00462924,-0.000136867
139500,914.351553,1538,-0.00186514,0.00590743,-0.000169869
139500,906.05691,1539,-0.00203333,0.00641849,-0.000181386
139500,734.688011,1540,-0.00187321,0.00593204,-0.000166653
139500,487.588388,1541,-0.00141491,0.00462642,-0.000143984
139500,244.080567,1542,-0.000859634,0.00304293,-0.0000989
139500,114.42667,1543,-0.000426241,0.00180025,-0.0000908
139500,132.352729,1544,-0.00026268,0.00135552,-0.0000666
139500,296.602483,1545,-0.000436227,0.00185333,-0.0000969
139500,546.053478,1546,-0.000887579,0.00311345,-0.0000932
140500,802.414148,1547,-0.00156602,0.0048898,-0.000143466
140500,903.238341,1548,-0.0019489,0.0059843,-0.000156949
140500,849.443959,1549,-0.00202847,0.00624591,-0.000177675
140500,652.788528,1550,-0.00177855,0.00550721,-0.000148442
140500,399.745814,1551,-0.0012784,0.00408887,-0.000120476
140500,181.04139,1552,-0.000727736,0.00253561,-0.000115106
140500,88.59253,1553,-0.000362081,0.00149463,-0.0000738
140500,151.889396,1554,-0.000282133,0.00130353,-0.0000709
140500,356.968065,1555,-0.000548643,0.00208322,-0.000102369
140500,614.085593,1556,-0.00104691,0.0035015,-0.000128849
141500,857.28763,1557,-0.00165476,0.00531806,-0.000178499
141500,921.599301,1558,-0.00197741,0.00624996,-0.000208022
141500,827.700724,1559,-0.00197979,0.00625853,-0.000209748
141500,604.309197,1560,-0.00164518,0.00528052,-0.000185539
141500,344.018778,1561,-0.00111514,0.00376561,-0.000142469
141500,154.836808,1562,-0.000594007,0.00227564,-0.000126083
141500,102.556495,1563,-0.000307,0.00144121,-0.0000956
141500,202.220878,1564,-0.000315495,0.00148955,-0.0000939
141500,424.194846,1565,-0.000651885,0.00245349,-0.000131427
141500,681.521796,1566,-0.00117563,0.00395575,-0.000146578
142500,889.902488,1567,-0.00171424,0.00567635,-0.000173225
142500,916.606408,1568,-0.00195785,0.00637086,-0.000195393
142500,784.874607,1569,-0.00186146,0.0061002,-0.00017398
142500,538.016541,1570,-0.00145256,0.0049233,-0.000163863
142500,287.518656,1571,-0.000911413,0.00334951,-0.000117914
142500,129.550273,1572,-0.00042682,0.00199551,-0.000107286
142500,110.28741,1573,-0.000213077,0.0013738,-0.0000751
142500,247.833283,1574,-0.000316431,0.00167627,-0.0000906
142500,495.609218,1575,-0.000722507,0.00281779,-0.000117166
142500,738.344095,1576,-0.00126469,0.00436271,-0.000147018
143500,793.378627,1577,-0.00144648,0.00470521,-0.000156757
143500,912.934216,1578,-0.00189279,0.00595723,-0.00018715
143500,892.624419,1579,-0.00204495,0.00639855,-0.000196743
143500,718.292007,1580,-0.0018583,0.00585516,-0.000177993
143500,464.991553,1581,-0.00138688,0.00452502,-0.000157552
143500,234.883998,1582,-0.000826458,0.00293171,-0.000118031
143500,104.50533,1583,-0.00041843,0.00173708,-0.000100386
143500,139.020644,1584,-0.000274578,0.00134659,-0.000082
143500,300.033078,1585,-0.000459111,0.00189458,-0.000102894
143500,554.799083,1586,-0.000917324,0.00318233,-0.000114949
144500,817.070698,1587,-0.00156796,0.0050303,-0.000163426
144500,906.781684,1588,-0.00193521,0.00605691,-0.000187418
144500,845.240267,1589,-0.00199795,0.0062524,-0.000194752
144500,640.257989,1590,-0.00172213,0.00544121,-0.00016441
144500,383.301506,1591,-0.00122016,0.00401098,-0.000134379
144500,164.967528,1592,-0.000675968,0.00245702,-0.000118979
144500,85.548483,1593,-0.000325577,0.00144673,-0.0000759
144500,157.768113,1594,-0.000264298,0.00129561,-0.0000811
144500,363.97421,1595,-0.000546854,0.00211925,-0.0000988
144500,621.558819,1596,-0.0010561,0.00356193,-0.000130652
145500,852.520225,1597,-0.00166011,0.00533972,-0.000140433
145500,908.488931,1598,-0.00196104,0.00621092,-0.000162393
145500,806.505097,1599,-0.00194523,0.00616267,-0.000158105
145500,579.312548,1600,-0.00158491,0.00514993,-0.000142786
145500,323.837861,1601,-0.00105353,0.00361461,-0.000102737
145500,138.199234,1602,-0.000543241,0.0021664,-0.0000682
145500,94.487353,1603,-0.000255752,0.00137942,-0.0000421
145500,211.546295,1604,-0.000294993,0.00149394,-0.0000451
145500,437.94944,1605,-0.000652739,0.00252169,-0.0000802
145500,695.179762,1606,-0.00118749,0.00404652,-0.0000896
146500,901.289503,1607,-0.00182798,0.00574776,-0.000175661
146500,910.276709,1608,-0.0020333,0.0063681,-0.000193725
146500,762.793148,1609,-0.00191831,0.00601814,-0.000178947
146500,519.17242,1610,-0.00149283,0.0048075,-0.000157228
146500,267.46659,1611,-0.000940473,0.00323581,-0.000121589
146500,117.245233,1612,-0.000468491,0.00189731,-0.000113079
146500,106.647437,1613,-0.00026716,0.00130628,-0.0000798
146500,253.309349,1614,-0.000380425,0.00163611,-0.0000922
146500,487.201842,1615,-0.000777652,0.00277664,-0.000118779
146500,722.382955,1616,-0.00130965,0.00429403,-0.000146241
147500,800.980705,1617,-0.00149386,0.00480779,-0.000156604
147500,918.990112,1618,-0.00191518,0.00601309,-0.000179752
147500,887.100026,1619,-0.00204594,0.00642258,-0.000201342
147500,710.351702,1620,-0.00185215,0.00582445,-0.000184174
147500,451.478549,1621,-0.00136828,0.00445657,-0.000155009
147500,216.748557,1622,-0.000817127,0.0028657,-0.000118023
147500,112.107396,1623,-0.000407002,0.0017085,-0.0001015
147500,149.940561,1624,-0.000289167,0.00137302,-0.0000824
147500,325.400151,1625,-0.000504555,0.0019868,-0.000108226
147500,569.278455,1626,-0.000964037,0.00330314,-0.000125087
148500,832.097689,1627,-0.00160457,0.00515656,-0.000156121
148500,910.566619,1628,-0.00194737,0.00615279,-0.000180446
148500,841.100999,1629,-0.0016905,0.00541533,-0.000157302
148500,372.39769,1630,-0.00118455,0.00395741,-0.000122466
148500,165.466816,1631,-0.000640549,0.00241623,-0.000105521
148500,82.794345,1632,-0.000304706,0.0014414,-0.0000678
148500,158.605629,1633,-0.000254554,0.00132689,-0.0000703
148500,368.725504,1634,-0.000552297,0.00217435,-0.0000989
148500,624.31296,1635,-0.00106058,0.00362295,-0.000120677
149500,863.520692,1636,-0.00172808,0.0053958,-0.000220976
149500,907.554777,1637,-0.00201274,0.00621568,-0.000246183
149500,791.236516,1638,-0.00196632,0.00610239,-0.00024326
149500,563.5769,1639,-0.00160202,0.00503575,-0.000225612
149500,306.507721,1640,-0.00106369,0.00348965,-0.000188865
149500,131.112562,1641,-0.000557366,0.0020571,-0.000165948
149500,95.534247,1642,-0.000293217,0.00132495,-0.000139987
149500,217.441119,1643,-0.000349291,0.00149506,-0.000142525
149500,451.156427,1644,-0.000719704,0.00254751,-0.000175699
149500,700.704152,1645,-0.00125604,0.00408954,-0.000186044
150500,911.935638,1646,-0.00185469,0.0058415,-0.000175892
150500,912.595988,1647,-0.00204188,0.00642075,-0.000191931
150500,757.574773,1648,-0.00191273,0.00602142,-0.000174778
150500,506.142597,1649,-0.00146905,0.00476919,-0.000148476
150500,259.188067,1650,-0.000910652,0.00318584,-0.0001007
150500,118.195491,1651,-0.000461971,0.00189138,-0.0000983
150500,120.192644,1652,-0.000278546,0.00137999,-0.0000706
150500,277.049706,1653,-0.000416506,0.00176591,-0.0000881
150500,517.046417,1654,-0.00083856,0.00296575,-0.0000995
150500,755.77089,1655,-0.00137595,0.00451186,-0.000141586
151500,797.695061,1656,-0.00148732,0.00480583,-0.000166467
151500,906.668942,1657,-0.00188835,0.0059533,-0.000184087
151500,872.33073,1658,-0.00201268,0.00631245,-0.000194906
151500,687.642111,1659,-0.00178812,0.00566765,-0.000183655
151500,424.678028,1660,-0.00129771,0.0042819,-0.000155259
151500,198.725859,1661,-0.000748261,0.00270307,-0.000125482
151500,102.186055,1662,-0.000365364,0.00159854,-0.0000955
151500,140.905054,1663,-0.000261847,0.00132442,-0.0000778
151500,339.895622,1664,-0.00050222,0.00200911,-0.000106901
151500,590.280794,1665,-0.000982089,0.00337105,-0.000123727
152500,854.404638,1666,-0.00166611,0.00529776,-0.000167505
152500,927.236437,1667,-0.00199588,0.00625378,-0.000181461
152500,842.373381,1668,-0.00202141,0.00633101,-0.000195638
152500,628.001254,1669,-0.00170138,0.00540135,-0.000168191
152500,366.567289,1670,-0.00123706,0.00408083,-0.000134451
152500,158.943856,1671,-0.000650874,0.00238271,-0.000115853
152500,92.409669,1672,-0.000323898,0.00145253,-0.0000757
152500,175.533112,1673,-0.000298474,0.00139586,-0.0000749
152500,387.843421,1674,-0.000601656,0.00225961,-0.000105683
152500,634.588646,1675,-0.00109718,0.00369481,-0.00012665
153500,884.281458,1676,-0.00176068,0.00560586,-0.000163728
153500,920.793995,1677,-0.00200924,0.00634852,-0.000181064
153500,793.781279,1678,-0.00193963,0.00615798,-0.00017472
153500,556.989511,1679,-0.00155666,0.00504432,-0.000154931
153500,303.43146,1680,-0.00101875,0.00348475,-0.000113072
153500,130.532743,1681,-0.000276928,0.00136567,-0.0000644
153500,219.244999,1682,-0.000340084,0.0015576,-0.0000719
153500,451.108109,1683,-0.000709226,0.00260751,-0.000106607
153500,695.469672,1684,-0.00123486,0.00410831,-0.000118117
154500,897.118022,1685,-0.00184828,0.00578247,-0.00017988
154500,890.433989,1686,-0.00202625,0.00632016,-0.000196416
154500,728.438846,1687,-0.00188335,0.00587078,-0.000185544
154500,476.926161,1688,-0.00142815,0.00459355,-0.000159109
154500,238.846093,1689,-0.000871444,0.00301067,-0.000114166
154500,102.588707,1690,-0.000429377,0.00175734,-0.000102648
154500,115.940641,1691,-0.00027809,0.00130021,-0.0000764
154500,286.3107,1692,-0.000437403,0.00177868,-0.000106925
154500,534.537626,1693,-0.000888571,0.00305506,-0.000111261
155500,822.772257,1694,-0.00155486,0.0050135,-0.000173199
155500,926.97874,1695,-0.00195167,0.00615016,-0.000198066
155500,885.457203,1696,-0.00204783,0.0064331,-0.000204232
155500,680.442688,1697,-0.00180846,0.00570405,-0.000190003
155500,421.762827,1698,-0.0013101,0.00429686,-0.000156507
155500,206.5212,1699,-0.000751681,0.00271234,-0.000127745
155500,105.681073,1700,-0.000376968,0.00164286,-0.00010318
155500,162.599935,1701,-0.000297989,0.00141156,-0.0000904
155500,356.388247,1702,-0.000545165,0.00212715,-0.000113855
155500,606.451307,1703,-0.00102534,0.00348561,-0.000137773
156500,850.571386,1704,-0.00166296,0.00530184,-0.000162167
156500,912.145017,1705,-0.00197373,0.0062052,-0.000190652
156500,818.616883,1706,-0.00197614,0.00621949,-0.000191635
156500,597.351367,1707,-0.00164335,0.00524941,-0.000167911
156500,339.589606,1708,-0.00111563,0.00375011,-0.000140863
156500,145.511391,1709,-0.000596031,0.00224774,-0.000108275
156500,86.836969,1710,-0.000289626,0.001382,-0.0000809
156500,177.884599,1711,-0.000285339,0.00137876,-0.0000787
156500,399.68139,1712,-0.000612721,0.0023099,-0.000107733
156500,658.232387,1713,-0.00113491,0.00381511,-0.000127209
157500,893.977332,1714,-0.00180143,0.00570711,-0.000195926
157500,920.922844,1715,-0.0020374,0.00641457,-0.000210774
157500,787.660962,1716,-0.00196519,0.00617086,-0.0002118
157500,544.475081,1717,-0.00155868,0.00501472,-0.000189863
157500,294.943558,1718,-0.00100714,0.00344129,-0.000144629
157500,131.096456,1719,-0.000526542,0.00207047,-0.000124864
157500,111.495365,1720,-0.000300545,0.00143223,-0.0000917
157500,253.615364,1721,-0.00038688,0.00169874,-0.000110127
157500,489.18289,1722,-0.00078427,0.00281947,-0.00013638
157500,732.111036,1723,-0.00132613,0.00436056,-0.00017052
158500,783.425058,1724,-0.00147809,0.00470368,-0.00018469
158500,915.430662,1725,-0.00190857,0.00594121,-0.000201471
158500,897.730054,1726,-0.0020616,0.00640472,-0.000221378
158500,725.877977,1727,-0.00189138,0.00588516,-0.000207168
158500,473.704944,1728,-0.00142981,0.00456891,-0.000176347
158500,236.591242,1729,-0.000872915,0.00296883,-0.000136472
158500,107.29168,1730,-0.000448013,0.00175593,-0.000131643
158500,127.971877,1731,-0.000300006,0.00133377,-0.000108491
158500,297.552742,1732,-0.000470992,0.00184466,-0.000130015
158500,541.785365,1733,-0.000918637,0.00311214,-0.000142383
159500,807.439251,1734,-0.00151125,0.00495251,-0.000170562
159500,900.194288,1735,-0.00189115,0.00601067,-0.000183175
159500,847.41459,1736,-0.00196873,0.0062392,-0.000190362
159500,641.610901,1737,-0.00170398,0.00547218,-0.000169504
159500,386.925374,1738,-0.00120323,0.0040421,-0.000135854
159500,170.556336,1739,-0.000664612,0.0024908,-0.000123408
159500,85.27468,1740,-0.000300421,0.00148126,-0.0000824
159500,153.306731,1741,-0.000245811,0.00131626,-0.0000825
159500,357.998855,1742,-0.000522701,0.00212385,-0.000103626
159500,616.984689,1743,-0.00104051,0.00356354,-0.000135447
160500,844.322219,1744,-0.00165357,0.00530117,-0.000158339
160500,899.711105,1745,-0.00195323,0.0061764,-0.000190064
160500,796.728695,1746,-0.00193171,0.0061352,-0.00018451
160500,571.420565,1747,-0.00159634,0.00513051,-0.000166999
160500,319.086568,1748,-0.00105922,0.00360969,-0.000132719
160500,129.357,1749,-0.000540655,0.00213706,-0.00010547
160500,83.567436,1750,-0.000251702,0.00133246,-0.0000817
160500,194.248371,1751,-0.000289253,0.00142888,-0.0000832
160500,422.825829,1752,-0.000649211,0.00244906,-0.000115887
160500,683.325678,1753,-0.00118118,0.00398475,-0.000138344
161500,896.683157,1754,-0.0017984,0.00573592,-0.000177755
161500,914.319341,1755,-0.0020156,0.00637594,-0.000191459
161500,762.696511,1756,-0.00191478,0.00606012,-0.000179598
161500,521.7655,1757,-0.00150572,0.00486703,-0.000158487
161500,269.914714,1758,-0.00093789,0.00329387,-0.000114001
161500,110.89944,1759,-0.000461909,0.00193503,-0.0000999
161500,103.297374,1760,-0.000262071,0.00132541,-0.0000713
161500,232.902951,1761,-0.000355974,0.00162046,-0.0000816
161500,472.98017,1762,-0.00074801,0.00274777,-0.000109875
161500,716.810246,1763,-0.00128263,0.00426649,-0.00013017
162500,795.424101,1764,-0.00147638,0.00478927,-0.000152922
162500,918.506928,1765,-0.00191081,0.00600549,-0.000177512
162500,891.83522,1766,-0.00205414,0.0064287,-0.000194305
162500,713.798407,1767,-0.00186177,0.00585341,-0.000184188
162500,458.613544,1768,-0.00138266,0.00450468,-0.000151572
162500,225.526368,1769,-0.00082879,0.00290879,-0.000111725
162500,108.725121,1770,-0.000413007,0.00173152,-0.0000986
162500,139.149492,1771,-0.000283747,0.0013711,-0.0000853
162500,315.913671,1772,-0.000488401,0.00195067,-0.000114905
162500,559.985243,1773,-0.000947462,0.00324594,-0.000114906
163500,839.828617,1774,-0.0016022,0.00518316,-0.000152235
163500,920.117539,1775,-0.00196045,0.00620907,-0.000173962
163500,847.446803,1776,-0.00201408,0.00636212,-0.00018206
163500,644.429467,1777,-0.00171774,0.00551007,-0.00016119
163500,386.136176,1778,-0.00121201,0.00405205,-0.000120767
163500,170.797927,1779,-0.000713401,0.00265529,-0.000109951
163500,89.124031,1780,-0.000319326,0.00151294,-0.0000759
163500,158.557311,1781,-0.000267016,0.00136956,-0.0000613
163500,359.239023,1782,-0.000542585,0.00216392,-0.0000948
163500,608.319613,1783,-0.00103684,0.00356203,-0.000116105
164500,880.30325,1784,-0.00169762,0.0055461,-0.00012315
164500,925.046007,1785,-0.00198168,0.00638328,-0.000140202
164500,810.660471,1786,-0.00194977,0.00627457,-0.000140955
164500,585.159058,1787,-0.00158685,0.00521194,-0.000110131
164500,329.072337,1788,-0.00105225,0.0036688,-0.0000806
164500,143.514238,1789,-0.000585391,0.00233217,-0.0000621
164500,105.40727,1790,-0.000274848,0.0014405,-0.00003
164500,212.351599,1791,-0.000321014,0.00155283,-0.0000396
164500,435.050345,1792,-0.000673126,0.0025584,-0.0000738
164500,684.855757,1793,-0.00120735,0.00405487,-0.0000878
165500,903.093387,1794,-0.00184159,0.00580566,-0.000183504
165500,914.126068,1795,-0.0020504,0.00641362,-0.000198115
165500,757.719728,1796,-0.00191473,0.00603556,-0.000185894
165500,512.601138,1797,-0.00148866,0.00479648,-0.00016322
165500,265.501649,1798,-0.000940929,0.00322582,-0.000121414
165500,119.339022,1799,-0.00048069,0.00191562,-0.000110583
165500,115.376929,1800,-0.000297641,0.00136244,-0.0000862
165500,267.01562,1801,-0.000422495,0.00174171,-0.000108956
165500,507.108963,1802,-0.000840832,0.00292809,-0.000121185
165500,739.584264,1803,-0.00137936,0.00445706,-0.000156444
166500,784.939032,1804,-0.00148551,0.00478098,-0.0001606
166500,896.973067,1805,-0.00187643,0.00592464,-0.000181027
166500,862.264416,1806,-0.00199715,0.00629309,-0.000194081
166500,673.710341,1807,-0.00178613,0.00566352,-0.000187611
166500,422.61645,1808,-0.00129775,0.00429457,-0.000152262
166500,192.943779,1809,-0.00074847,0.00271195,-0.000123308
166500,88.463682,1810,-0.000341507,0.00158972,-0.0000965
166500,132.803699,1811,-0.0002482,0.00129569,-0.0000811
166500,325.174666,1812,-0.000478738,0.00197705,-0.000116316
166500,580.794308,1813,-0.000971024,0.00334728,-0.000133103
167500,846.689816,1814,-0.00162265,0.00523359,-0.000158968
167500,923.757519,1815,-0.00196077,0.00621754,-0.000179577
167500,837.332171,1816,-0.0019955,0.00631162,-0.000182158
167500,625.069946,1817,-0.00168178,0.00540421,-0.000154243
167500,370.110626,1818,-0.00116679,0.00393796,-0.000121871
167500,162.438874,1819,-0.000629339,0.00240502,-0.000103907
167500,86.611484,1820,-0.00029795,0.00145746,-0.00006
167500,167.947152,1821,-0.000261286,0.00137044,-0.0000664
167500,370.948143,1822,-0.000558583,0.00222084,-0.0000884
167500,621.639349,1823,-0.00106279,0.00365791,-0.000118255
168500,874.778857,1824,-0.0017431,0.00556555,-0.000159365
168500,915.672254,1825,-0.00200469,0.0063235,-0.000180512
168500,791.526426,1826,-0.00194091,0.00614721,-0.000174659
168500,560.081879,1827,-0.00156699,0.00505641,-0.000152501
168500,299.839805,1828,-0.00103015,0.00351015,-0.000117205
168500,132.336623,1829,-0.000526817,0.00208742,-0.0000939
168500,92.361351,1830,-0.000287064,0.00140078,-0.0000611
168500,217.68271,1831,-0.000330982,0.00153799,-0.000072
168500,445.422662,1832,-0.000696334,0.00258928,-0.000106684
168500,695.195868,1833,-0.00123916,0.00411967,-0.000116488
169500,760.457764,1834,-0.00135848,0.00458199,-0.000135112
169500,901.531094,1835,-0.00180034,0.00584477,-0.000164831
169500,897.295189,1836,-0.00197755,0.0063847,-0.000179861
169500,735.074557,1837,-0.00183851,0.00594061,-0.000172242
169500,489.569436,1838,-0.00138838,0.00467346,-0.000137536
169500,245.449584,1839,-0.00083842,0.00309682,-0.000104919
169500,106.293104,1840,-0.000385003,0.00181658,-0.0000881
169500,107.710438,1841,-0.000209748,0.00130734,-0.0000746
169500,268.867819,1842,-0.000352173,0.00172736,-0.0000791
169500,506.287552,1843,-0.000778318,0.00294518,-0.0000988
169500,746.896431,1844,-0.00131776,0.00448775,-0.000138252
170500,795.053661,1845,-0.00148057,0.0048719,-0.000117945
170500,906.234077,1846,-0.001886,0.00600272,-0.000141166
170500,857.416479,1847,-0.00199378,0.00632075,-0.000152124
170500,668.68524,1848,-0.00176216,0.00563251,-0.000137423
170500,414.788894,1849,-0.00126579,0.00423405,-0.000105782
170500,190.157428,1850,-0.00072436,0.00266858,-0.0000845
170500,90.412517,1851,-0.000348111,0.00158712,-0.0000523
170500,148.829242,1852,-0.000265396,0.00134205,-0.0000376
170500,343.519489,1853,-0.000516643,0.00207746,-0.000069
170500,596.320577,1854,-0.000950852,0.00329656,-0.0000784
171500,857.899662,1855,-0.00168771,0.00536131,-0.000161813
171500,930.61872,1856,-0.0020081,0.0063167,-0.000197297
171500,835.415545,1857,-0.00202534,0.00635608,-0.000192798
171500,620.511923,1858,-0.00170104,0.00539975,-0.000162402
171500,357.741157,1859,-0.00116436,0.00389641,-0.00012857
171500,162.599935,1860,-0.000644072,0.00238514,-0.000111124
171500,100.704297,1861,-0.000328825,0.0014943,-0.0000798
171500,192.863248,1862,-0.000309632,0.00143442,-0.0000787
171500,404.207199,1863,-0.000638261,0.00238513,-0.000113949
171500,659.939632,1864,-0.00114627,0.00385819,-0.000126437
172500,867.579429,1865,-0.00173335,0.00553118,-0.000162181
172500,892.978753,1866,-0.00197192,0.00623486,-0.000184515
172500,761.42413,1867,-0.00190341,0.00601122,-0.00017811
172500,527.450948,1868,-0.00149948,0.00487642,-0.000154462
172500,269.56038,1869,-0.000960837,0.00331405,-0.000114257
172500,109.965288,1870,-0.000468784,0.00193821,-0.000108332
172500,89.430046,1871,-0.000239114,0.0012793,-0.0000744
172500,232.967375,1872,-0.000344292,0.00156631,-0.000085
172500,473.543883,1873,-0.000745114,0.00270823,-0.000119522
172500,724.090201,1874,-0.00128698,0.0042739,-0.00013784
173500,901.064017,1875,-0.00184652,0.00585062,-0.000181086
173500,891.46478,1876,-0.00201614,0.00636749,-0.000196913
173500,721.658181,1877,-0.0018566,0.00588565,-0.000190847
173500,473.092913,1878,-0.00139581,0.00457786,-0.000152264
173500,230.309873,1879,-0.000841022,0.00299626,-0.000107985
173500,103.249056,1880,-0.000414641,0.00176645,-0.000109459
173500,124.525178,1881,-0.000259075,0.0013382,-0.0000759
173500,294.299314,1882,-0.000404722,0.00176127,-0.000108802
173500,544.120747,1883,-0.000890717,0.00314672,-0.000123153
174500,805.95749,1884,-0.00151368,0.00495922,-0.000151855
174500,902.577991,1885,-0.00189486,0.00603812,-0.000173816
174500,848.380956,1886,-0.0019845,0.00629072,-0.000186693
174500,649.438461,1887,-0.00173194,0.00553872,-0.000164673
174500,392.15985,1888,-0.00122419,0.00411105,-0.00012523
174500,176.112931,1889,-0.000676799,0.0025519,-0.000114501
174500,84.968664,1890,-0.000311322,0.00151753,-0.0000706
174500,153.193988,1891,-0.00024518,0.00132867,-0.0000662
174500,356.243292,1892,-0.000516682,0.00211333,-0.000100055
174500,609.930222,1893,-0.00101791,0.00353767,-0.000117516
175500,866.774124,1894,-0.0016972,0.00544694,-0.000158157
175500,927.075376,1895,-0.00200406,0.00634326,-0.000196122
