MD_N_cycles--1,MD_Load--1,MD_index--1 ,exx--1 ,eyy--1 ,exy--1
37500,101.654555,531,-0.000345967,0.00151373,-0.0000842
37500,126.345164,532,-0.000195097,0.00109635,-0.0000874
37500,296.860181,533,-0.000395208,0.00165142,-0.000088
37500,547.003737,534,-0.00084557,0.00294,-0.00012594
38500,827.13701,535,-0.00153173,0.00487719,-0.000148382
38500,920.085327,536,-0.00190648,0.00593477,-0.0001744
38500,861.185307,537,-0.00197695,0.00614957,-0.000173531
38500,657.797522,538,-0.00170677,0.00536837,-0.0001577
38500,404.803124,539,-0.0012083,0.00395074,-0.000118239
38500,187.886471,540,-0.000661339,0.00240164,-0.000101652
38500,91.797639,541,-0.000300729,0.0013583,-0.0000759
38500,158.879432,542,-0.000226838,0.00115337,-0.000077
38500,350.735013,543,-0.000488047,0.00191043,-0.0000989
38500,593.163784,544,-0.00096864,0.00326742,-0.000100778
39500,844.869827,545,-0.00161073,0.00509197,-0.000156694
39500,905.541514,546,-0.00191702,0.00595633,-0.000168222
39500,801.930965,547,-0.00190149,0.00592151,-0.000160552
39500,584.869148,548,-0.00155672,0.0049358,-0.00014121
39500,323.000345,549,-0.00102601,0.00341591,-0.000107079
39500,132.304411,550,-0.000514609,0.00196099,-0.0000913
39500,82.005147,551,-0.000229305,0.00112942,-0.0000608
39500,195.987827,552,-0.000254145,0.00122773,-0.0000701
39500,427.174471,553,-0.000605441,0.00224989,-0.0000761
39500,679.331367,554,-0.00113407,0.00375975,-0.00011357
40500,902.175339,555,-0.00176968,0.00554109,-0.000155995
40500,916.380923,556,-0.00199056,0.00618056,-0.000176759
40500,775.291479,557,-0.00188812,0.00587503,-0.00016762
40500,529.770224,558,-0.00146833,0.00469407,-0.000137452
40500,278.611995,559,-0.000928446,0.00313265,-0.000100436
40500,119.838311,560,-0.000451199,0.00176745,-0.0000846
40500,110.883334,561,-0.000239766,0.00116293,-0.0000749
40500,248.219829,562,-0.000348657,0.00147962,-0.0000627
40500,479.631983,563,-0.0007468,0.00260855,-0.000113533
40500,716.278745,564,-0.00126252,0.00409214,-0.000113128
41500,782.974088,565,-0.00139729,0.00453363,-0.000119358
41500,907.345398,566,-0.00181062,0.00570467,-0.000144482
41500,878.289987,567,-0.00195287,0.00610845,-0.000158679
41500,699.093543,568,-0.00175508,0.00555277,-0.000143863
41500,446.839997,569,-0.00128975,0.00421295,-0.000111946
41500,208.614989,570,-0.000749747,0.00265293,-0.00010338
41500,94.342398,571,-0.000328504,0.00146405,-0.0000612
41500,124.444648,572,-0.000192147,0.00107584,-0.0000662
41500,299.115032,573,-0.000396397,0.00166713,-0.0000651
41500,563.448051,574,-0.000857378,0.00298132,-0.0000912
42500,837.042262,575,-0.00158093,0.00496155,-0.000152847
42500,926.608299,576,-0.00193546,0.00597919,-0.000163726
42500,858.769392,577,-0.00199436,0.00614721,-0.000169935
42500,646.072288,578,-0.00170308,0.00531347,-0.00016039
42500,391.451183,579,-0.00119439,0.00387121,-0.000123744
42500,174.727809,580,-0.000657743,0.00233179,-0.000100422
42500,97.322022,581,-0.000306693,0.00133438,-0.0000839
42500,166.304332,582,-0.000257453,0.00118074,-0.0000728
42500,366.245167,583,-0.000534365,0.00199082,-0.0000995
42500,610.816057,584,-0.00102041,0.00336178,-0.0001099
43500,873.458157,585,-0.00165429,0.00527476,-0.000154596
43500,921.728149,586,-0.00196167,0.00612056,-0.000170757
43500,814.719208,587,-0.00193123,0.00604505,-0.000171232
43500,588.219214,588,-0.0015736,0.00501346,-0.000149463
43500,326.382622,589,-0.00103725,0.00347524,-0.000115195
43500,143.449814,590,-0.000528165,0.00203854,-0.000102188
43500,102.25048,591,-0.000256794,0.00125222,-0.0000756
43500,217.31227,592,-0.000294969,0.00138833,-0.0000687
43500,442.201445,593,-0.000653725,0.00239778,-0.0000932
43500,690.911648,594,-0.00117413,0.00389171,-0.000116434
44500,899.711105,595,-0.00178202,0.00557838,-0.000165685
44500,905.509302,596,-0.00199579,0.00617328,-0.000173499
44500,752.46914,597,-0.00186851,0.0058044,-0.000174677
44500,507.898161,598,-0.00143239,0.00458559,-0.000144927
44500,260.589296,599,-0.000891972,0.0030209,-0.000103027
44500,110.384046,600,-0.000426942,0.00168988,-0.00009
44500,106.953453,601,-0.000223196,0.00111667,-0.0000807
44500,255.27429,602,-0.000347316,0.00148924,-0.0000723
44500,496.640007,603,-0.000766443,0.00267247,-0.000116905
44500,737.071713,604,-0.0012982,0.00418714,-0.00012122
45500,805.876959,605,-0.00145406,0.00466145,-0.000145386
45500,920.665147,606,-0.00187424,0.00584566,-0.000169088
45500,887.389936,607,-0.00199828,0.00621878,-0.000173069
45500,703.490507,608,-0.00178797,0.00559561,-0.000160477
45500,447.129907,609,-0.00130811,0.00421958,-0.000133095
45500,220.146939,610,-0.000756409,0.00265532,-0.000116499
45500,102.926935,611,-0.000355916,0.00151503,-0.0000698
45500,148.201105,612,-0.000238104,0.00117941,-0.0000794
45500,321.87292,613,-0.000456673,0.00181067,-0.0000881
45500,571.178973,614,-0.0009251,0.00313302,-0.000103981
46500,833.144585,615,-0.00155647,0.00498901,-0.000148806
46500,914.287129,616,-0.00189839,0.00596023,-0.000173453
46500,837.171111,617,-0.00193962,0.00606163,-0.000172821
46500,621.719879,618,-0.0016285,0.00519224,-0.000163091
46500,364.940575,619,-0.0011168,0.00372839,-0.000124501
46500,153.806019,620,-0.00057365,0.00220744,-0.0000955
46500,84.259997,621,-0.000246933,0.00124521,-0.0000838
46500,164.419921,622,-0.000214599,0.00115809,-0.0000836
46500,376.987923,623,-0.00052493,0.00204984,-0.0000961
46500,632.833081,624,-0.00103228,0.00348711,-0.000115684
47500,861.749021,625,-0.00166062,0.00525993,-0.000156258
47500,904.220814,626,-0.00193817,0.0060244,-0.000160993
47500,781.202417,627,-0.0018806,0.00588644,-0.000168082
47500,552.801928,628,-0.00150775,0.00481767,-0.000137955
47500,295.007982,629,-0.000969991,0.0032741,-0.00010215
47500,120.450341,630,-0.000469731,0.00185847,-0.0000998
47500,88.077136,631,-0.000220637,0.00113319,-0.0000791
47500,217.892089,632,-0.000287352,0.0013373,-0.0000673
47500,450.302805,633,-0.000663856,0.00242116,-0.0000934
47500,706.937211,634,-0.00120436,0.00396188,-0.00011648
48500,909.729101,635,-0.00180963,0.00566851,-0.000165755
48500,904.397981,636,-0.00199199,0.00621579,-0.000178054
48500,743.498045,637,-0.00184987,0.00578758,-0.000172918
48500,496.253461,638,-0.00141086,0.00453245,-0.000146589
48500,247.478949,639,-0.000860644,0.00296448,-0.000106317
48500,112.461729,640,-0.000413354,0.00167268,-0.0000773
48500,115.393035,641,-0.000220986,0.00115138,-0.0000854
48500,270.397896,642,-0.00036588,0.00156485,-0.0000765
48500,509.202753,643,-0.000782407,0.00275849,-0.000117129
48500,739.117187,644,-0.00131329,0.00425946,-0.000126974
49500,816.700258,645,-0.00148018,0.00474525,-0.000136503
49500,924.305126,646,-0.00188608,0.0059081,-0.000168956
49500,881.334041,647,-0.00200277,0.00623521,-0.000171553
49500,685.580531,648,-0.00175976,0.00555061,-0.00015954
49500,436.999181,649,-0.00128393,0.00416407,-0.000119264
49500,202.414151,650,-0.000723369,0.0025863,-0.000110377
49500,102.653131,651,-0.00034171,0.00148938,-0.0000679
49500,150.52038,652,-0.000237934,0.00121763,-0.0000807
49500,340.813668,653,-0.000480107,0.00190698,-0.0000888
49500,592.406797,654,-0.000963337,0.00326909,-0.000108258
50500,835.947047,655,-0.00155961,0.00503341,-0.000125049
50500,903.351084,656,-0.00188763,0.00596084,-0.000143339
50500,822.401817,657,-0.00190271,0.00601436,-0.000139891
50500,598.092246,658,-0.00158131,0.00510746,-0.000132629
50500,349.80086,659,-0.00106435,0.00361433,-0.000097
50500,148.635969,660,-0.000577056,0.00225312,-0.0000723
50500,87.320151,661,-0.000210945,0.00121276,-0.000055
50500,174.389581,662,-0.00021046,0.00121486,-0.0000482
50500,401.887923,663,-0.000536034,0.00216027,-0.0000601
50500,652.482512,664,-0.0010548,0.00363752,-0.0000933
51500,862.683174,665,-0.0016851,0.00531168,-0.000157975
51500,898.40651,666,-0.00194077,0.00603056,-0.000172238
51500,766.658611,667,-0.00186932,0.00583025,-0.000168219
51500,535.439567,668,-0.00148026,0.00472496,-0.000141555
51500,283.443818,669,-0.000940614,0.00317879,-0.000110517
51500,109.723697,670,-0.00044588,0.0017779,-0.000091
51500,91.024547,671,-0.000219088,0.00111251,-0.0000703
51500,224.382837,672,-0.000309291,0.00137818,-0.0000746
51500,464.250673,673,-0.000699457,0.00250754,-0.000107064
51500,716.278745,674,-0.00124177,0.0040503,-0.00011291
52500,768.575237,675,-0.00140327,0.00443866,-0.000124817
52500,904.784527,676,-0.00184437,0.00567553,-0.000155119
52500,890.369565,677,-0.00201763,0.00617021,-0.00015769
52500,723.172153,678,-0.00185112,0.00569015,-0.000156276
52500,476.330235,679,-0.00140089,0.00440952,-0.000129087
52500,239.635291,680,-0.000848108,0.00283271,-0.000100069
52500,96.54893,681,-0.000402167,0.00157517,-0.0000668
52500,107.710438,682,-0.000233933,0.00109823,-0.0000611
52500,277.242979,683,-0.000404086,0.00157129,-0.0000693
52500,517.481282,684,-0.000830681,0.00280741,-0.000105586
52500,759.120958,685,-0.00137272,0.00435396,-0.000127394
53500,829.69788,686,-0.00154094,0.0048722,-0.000154575
53500,927.204225,687,-0.00191836,0.00596596,-0.000169027
53500,874.8916,688,-0.00200622,0.00623155,-0.000185793
53500,672.550702,689,-0.00175239,0.00548768,-0.000158134
53500,419.395233,690,-0.00125682,0.00407019,-0.000119262
53500,196.197206,691,-0.000718174,0.00251872,-0.000119966
53500,102.443752,692,-0.000335496,0.00145571,-0.0000761
53500,158.267401,693,-0.000251779,0.00122093,-0.0000843
53500,352.442257,694,-0.000506544,0.00195663,-0.000106552
53500,599.815598,695,-0.000985916,0.00330857,-0.000112683
54500,844.596023,696,-0.00160463,0.00510317,-0.000161897
54500,904.832846,697,-0.00192522,0.00599246,-0.000175544
54500,812.738157,698,-0.00192808,0.00599995,-0.000175409
54500,588.251427,699,-0.0015931,0.00503951,-0.000162575
54500,335.402026,700,-0.00106633,0.00353649,-0.000126716
54500,140.985585,701,-0.000541285,0.00205757,-0.0000975
54500,89.0435,702,-0.000248239,0.00121078,-0.0000873
54500,187.451607,703,-0.000266766,0.00126029,-0.0000832
54500,415.884108,704,-0.000614099,0.0022486,-0.0000949
54500,672.59902,705,-0.00114844,0.00376826,-0.000131656
55500,881.495102,706,-0.00174369,0.00544381,-0.000153271
55500,901.241185,707,-0.00197549,0.00610746,-0.000168171
55500,766.384808,708,-0.00189053,0.0058412,-0.000172168
55500,525.502112,709,-0.00148539,0.0046964,-0.000146951
55500,271.299837,710,-0.000943182,0.00313868,-0.000102368
55500,111.688638,711,-0.000454956,0.00175148,-0.0000895
55500,91.314457,712,-0.000231965,0.00111789,-0.0000746
55500,235.141695,713,-0.000331996,0.00141457,-0.0000736
55500,475.315552,714,-0.00073634,0.00255689,-0.000112394
55500,727.746284,715,-0.0012819,0.00410723,-0.000113152
56500,768.977889,716,-0.001398,0.00449846,-0.000130959
56500,905.267711,717,-0.00183037,0.00573426,-0.00016903
56500,887.293299,718,-0.00199368,0.00621004,-0.000164714
56500,715.779456,719,-0.00185011,0.0057982,-0.00017049
56500,466.424994,720,-0.00135448,0.00438592,-0.000133044
56500,225.236459,721,-0.000811938,0.00281195,-0.000108075
56500,101.638449,722,-0.000385045,0.00160642,-0.0000634
56500,129.534167,723,-0.000245375,0.00120231,-0.000076
56500,302.98049,724,-0.00043998,0.00176391,-0.0000781
56500,553.897142,725,-0.000893585,0.00306973,-0.000101016
57500,829.858941,726,-0.00155501,0.00495677,-0.000159208
57500,922.485136,727,-0.00192525,0.00599331,-0.000180597
57500,857.980193,728,-0.00198785,0.00618855,-0.000187535
57500,653.754893,729,-0.00170745,0.00539065,-0.000166423
57500,395.187793,730,-0.00120675,0.00395464,-0.000130763
57500,180.413253,731,-0.000662252,0.00239673,-0.000116456
57500,90.718532,732,-0.000297548,0.00137024,-0.0000863
57500,150.359319,733,-0.000232146,0.00116994,-0.0000881
57500,347.239994,734,-0.000499878,0.00193693,-0.000114901
57500,597.802337,735,-0.00098228,0.00331533,-0.000114176
58500,860.975928,736,-0.00163379,0.00522675,-0.000150314
58500,921.019481,737,-0.00194867,0.00611707,-0.000166049
58500,816.909637,738,-0.00193185,0.00607508,-0.000162345
58500,588.267533,739,-0.00158589,0.00507007,-0.000151557
58500,332.18081,740,-0.00105387,0.00354934,-0.000120149
58500,145.398649,741,-0.000535863,0.00209139,-0.0000916
58500,97.273703,742,-0.000264376,0.00128871,-0.0000741
58500,214.477601,743,-0.000295832,0.00138715,-0.0000661
58500,440.091549,744,-0.000645489,0.00239024,-0.0000931
58500,685.467788,745,-0.00117069,0.00388168,-0.000113912
59500,886.343039,746,-0.00174876,0.00551811,-0.00016567
59500,900.049333,747,-0.00196855,0.0061347,-0.000171928
59500,753.4194,748,-0.00186308,0.00582023,-0.000167321
59500,514.614398,749,-0.00144538,0.00464184,-0.000140507
59500,261.507342,750,-0.000890948,0.00307208,-0.000107128
59500,106.679649,751,-0.000422318,0.00171289,-0.0000855
59500,96.677779,752,-0.000218749,0.00112706,-0.0000755
59500,243.549067,753,-0.000333524,0.00147645,-0.0000735
59500,492.210834,754,-0.000748913,0.0026549,-0.000116232
59500,736.910652,755,-0.00129227,0.00421486,-0.000124416
60500,796.229406,756,-0.00139217,0.00448774,-0.000139445
60500,919.61825,757,-0.00187882,0.00585795,-0.000166324
60500,892.479464,758,-0.0020186,0.00627762,-0.000177893
60500,715.296273,759,-0.00182361,0.00569516,-0.00017207
60500,457.631073,760,-0.00135279,0.00434828,-0.00013776
60500,226.267248,761,-0.000801978,0.00276404,-0.000119693
60500,108.596272,762,-0.000392157,0.00159175,-0.0000742
60500,139.600462,763,-0.000260499,0.00123364,-0.0000754
60500,322.726542,764,-0.000466864,0.00182874,-0.0000944
60500,571.678262,765,-0.000925876,0.0031358,-0.000104318
61500,844.354431,766,-0.00159636,0.00505623,-0.000161746
61500,926.02848,767,-0.00195126,0.00606417,-0.000173148
61500,851.650495,768,-0.00199839,0.00621595,-0.000175485
61500,645.331408,769,-0.00174709,0.00548934,-0.000159768
61500,392.771881,770,-0.00119311,0.00391282,-0.000126946
61500,178.593267,771,-0.000655805,0.00236681,-0.000103338
61500,93.92364,772,-0.000313445,0.00138729,-0.0000763
61500,168.945728,773,-0.000264925,0.00125255,-0.0000822
61500,365.971364,774,-0.000543654,0.0020672,-0.0001042
61500,618.369813,775,-0.00103613,0.00345573,-0.000113982
62500,862.554326,776,-0.00165669,0.0052906,-0.00016637
62500,906.121334,777,-0.00193664,0.00608605,-0.000180196
62500,796.358255,778,-0.00189915,0.00597668,-0.000171108
62500,565.026448,779,-0.00153367,0.00493149,-0.000151547
62500,305.734629,780,-0.000988184,0.00339815,-0.000119238
62500,126.667286,781,-0.000480028,0.00195314,-0.000104385
62500,84.90424,782,-0.000207351,0.00117577,-0.0000857
62500,209.323657,783,-0.000252793,0.00132796,-0.0000771
62500,434.245041,784,-0.000608318,0.00237068,-0.000101548
62500,691.491467,785,-0.00114551,0.00390371,-0.000122835
63500,876.598847,786,-0.00175606,0.00551538,-0.000166012
63500,885.537734,787,-0.00196609,0.00609632,-0.00017538
63500,734.494738,788,-0.00183276,0.00572907,-0.000173404
63500,488.538647,789,-0.00140214,0.00452091,-0.000138711
63500,243.549067,790,-0.000848943,0.00294372,-0.000104405
63500,103.941617,791,-0.00039064,0.00165073,-0.0000791
63500,101.106948,792,-0.000196042,0.00112003,-0.0000663
63500,263.327329,793,-0.000339515,0.00155024,-0.0000665
63500,515.081475,794,-0.000776307,0.00279297,-0.000098
63500,758.959897,795,-0.00132125,0.00436344,-0.000111827
64500,795.279146,796,-0.00146574,0.00468951,-0.000138563
64500,903.544357,797,-0.00185706,0.0058192,-0.000171824
64500,867.885445,798,-0.00197113,0.00615519,-0.000167507
64500,679.621277,799,-0.00175147,0.00552253,-0.000160321
64500,426.852349,800,-0.00127645,0.00415342,-0.000117782
64500,198.146041,801,-0.000736899,0.00258991,-0.000110433
64500,88.367045,802,-0.000330127,0.00145638,-0.0000741
64500,129.969031,803,-0.000218889,0.00114022,-0.0000727
64500,321.937344,804,-0.000452655,0.00181272,-0.0000969
64500,577.138226,805,-0.000931027,0.00318211,-0.0000992
65500,852.037041,806,-0.00162814,0.00514356,-0.00016077
65500,925.754676,807,-0.00196508,0.00611119,-0.00016945
65500,846.190527,808,-0.00198952,0.00620012,-0.00017496
65500,630.835926,809,-0.00167622,0.00529551,-0.000157513
65500,375.441739,810,-0.00116435,0.00382578,-0.000128478
65500,169.074577,811,-0.000627058,0.00230419,-0.000100787
65500,96.500612,812,-0.00029916,0.00135979,-0.0000714
65500,176.934341,813,-0.000264917,0.00127357,-0.0000757
65500,378.96897,814,-0.000562381,0.00212963,-0.0000988
65500,631.399639,815,-0.00105272,0.00352738,-0.000123928
66500,876.808226,816,-0.00174689,0.00539822,-0.000143917
66500,916.397029,817,-0.00200551,0.00614207,-0.000158941
66500,786.855657,818,-0.00194638,0.00596875,-0.000156898
66500,558.358528,819,-0.00156948,0.00488668,-0.000139194
66500,298.986183,820,-0.00102842,0.00333477,-0.000104122
66500,126.216316,821,-0.00052683,0.00191624,-0.000095
66500,91.797639,822,-0.000272292,0.00118912,-0.0000692
66500,214.187691,823,-0.000336328,0.00137108,-0.0000708
66500,447.613089,824,-0.000698695,0.00242564,-0.000100401
66500,699.689469,825,-0.00123155,0.00394922,-0.000116941
67500,891.335931,826,-0.00177784,0.00560816,-0.000138887
67500,890.707793,827,-0.00197485,0.00616465,-0.000151049
67500,728.857605,828,-0.00183839,0.00575203,-0.000158445
67500,489.730497,829,-0.0013884,0.00449936,-0.000126381
67500,239.667503,830,-0.000839797,0.00291516,-0.0000915
67500,101.171373,831,-0.00040168,0.00165474,-0.0000671
67500,118.582037,832,-0.000236389,0.00116631,-0.0000685
67500,282.525772,833,-0.00040162,0.00164823,-0.0000742
67500,526.629538,834,-0.00084307,0.00290642,-0.0000965
68500,802.430254,835,-0.00151519,0.00475899,-0.000155315
68500,908.488931,836,-0.00190556,0.00585507,-0.000179178
68500,855.8864,837,-0.00200259,0.00614555,-0.000181328
68500,666.285433,838,-0.00175773,0.00544485,-0.000176191
68500,408.733008,839,-0.00125779,0.00405672,-0.000143624
68500,189.400442,840,-0.000710186,0.00249786,-0.000128128
68500,81.232056,841,-0.000318867,0.00139339,-0.000101461
68500,135.767217,842,-0.000224953,0.00112931,-0.000108351
68500,336.303966,843,-0.000473387,0.00184859,-0.000142145
68500,584.853042,844,-0.00096219,0.00323292,-0.000136387
69500,838.379068,845,-0.00161487,0.00504275,-0.000126597
69500,908.939902,846,-0.00194087,0.00596311,-0.000142908
69500,814.25213,847,-0.00195718,0.00601262,-0.000148738
69500,596.22394,848,-0.00163302,0.00508597,-0.000131253
69500,342.762504,849,-0.00111177,0.00358788,-0.0000963
69500,140.212493,850,-0.000582908,0.00210372,-0.0000747
69500,84.115042,851,-0.000273054,0.00120872,-0.0000484
69500,187.773729,852,-0.000278432,0.0012271,-0.0000493
69500,404.89976,853,-0.000610446,0.00218566,-0.0000689
69500,662.62935,854,-0.00114547,0.00368568,-0.0000937
70500,893.333088,855,-0.00178515,0.00550289,-0.000174466
70500,919.827629,856,-0.00203092,0.00622038,-0.000191506
70500,787.870341,857,-0.00195448,0.00598979,-0.000197721
70500,550.917516,858,-0.00155341,0.0048593,-0.000168605
70500,297.198408,859,-0.00100333,0.00329879,-0.000137186
70500,130.726016,860,-0.000516718,0.00190604,-0.000116317
70500,104.553648,861,-0.00028406,0.00123782,-0.0000969
70500,236.865045,862,-0.000364185,0.00148692,-0.0000984
70500,470.870273,863,-0.000742026,0.00257452,-0.000139334
70500,716.343169,864,-0.00126883,0.00408212,-0.000143311
71500,771.232743,865,-0.00139428,0.00449643,-0.000141765
71500,900.339243,866,-0.00182068,0.00572108,-0.000168925
71500,887.051707,867,-0.00199058,0.00619618,-0.000177975
71500,717.502808,868,-0.00181179,0.00570436,-0.000169139
71500,467.198086,869,-0.00135672,0.00440684,-0.000147995
71500,228.457674,870,-0.000813806,0.00282841,-0.000117238
71500,96.774415,871,-0.000375728,0.00157927,-0.0000862
71500,110.045819,872,-0.000214954,0.00113053,-0.0000774
71500,280.013224,873,-0.000388268,0.00163465,-0.0000809
71500,532.186137,874,-0.000831171,0.00290461,-0.000110425
72500,826.686039,875,-0.00154684,0.00491818,-0.000172958
72500,922.839471,876,-0.00193109,0.00600259,-0.000187776
72500,864.390421,877,-0.00201027,0.00624975,-0.000201972
72500,665.109688,878,-0.00174176,0.00548794,-0.000182678
72500,408.362568,879,-0.00125192,0.0040712,-0.000142842
72500,187.371077,880,-0.000705999,0.00251034,-0.000130631
72500,93.907534,881,-0.000336748,0.00145353,-0.0000889
72500,347.449373,882,-0.000516362,0.00199239,-0.000116299
72500,604.067606,883,-0.00100261,0.00335683,-0.000130212
73500,871.203302,884,-0.00165844,0.00528958,-0.000166892
73500,924.047429,885,-0.00196728,0.00618077,-0.000179162
73500,830.374336,886,-0.0019661,0.00616275,-0.000179748
73500,604.293091,887,-0.0016149,0.00516807,-0.00016889
73500,343.052413,888,-0.0010812,0.00364606,-0.000127407
73500,152.082669,889,-0.000566185,0.00217049,-0.000106448
73500,92.86064,890,-0.000273298,0.00132339,-0.0000832
73500,196.309948,891,-0.000279674,0.0013644,-0.0000798
73500,418.67046,892,-0.000612173,0.0023112,-0.0000992
73500,665.286855,893,-0.00111996,0.0037789,-0.000122742
74500,885.199506,894,-0.00176159,0.00552506,-0.000169687
74500,902.384718,895,-0.00199491,0.00618074,-0.000188271
74500,765.788882,896,-0.00189446,0.00588992,-0.000185898
74500,518.592601,897,-0.00148539,0.00472378,-0.000155365
74500,271.299836,898,-0.000940339,0.00316219,-0.000120085
74500,107.404423,899,-0.000461486,0.00180132,-0.000115439
74500,96.935476,900,-0.000238859,0.00117178,-0.0000884
74500,237.444864,901,-0.000351211,0.00148617,-0.0000811
74500,479.164906,902,-0.000755222,0.0026478,-0.000130691
74500,732.771386,903,-0.00129822,0.00419406,-0.000139439
75500,791.912972,904,-0.0014231,0.00462492,-0.000145775
75500,921.502664,905,-0.00186309,0.00585264,-0.000176109
75500,898.760845,906,-0.00201692,0.00630314,-0.000192104
75500,718.356431,907,-0.00182269,0.00574539,-0.000181726
75500,469.533468,908,-0.00135363,0.00441452,-0.000147665
75500,227.797325,909,-0.000796085,0.00282697,-0.000123849
75500,111.946335,910,-0.000381337,0.00163395,-0.0000938
75500,131.837335,911,-0.000242599,0.00123951,-0.0000953
75500,313.65882,912,-0.000431752,0.0017904,-0.000107614
75500,547.873465,913,-0.000883671,0.00307377,-0.000114537
76500,838.379068,914,-0.00158055,0.00504586,-0.000161789
76500,924.127959,915,-0.00194101,0.00607167,-0.000176711
76500,857.851344,916,-0.00200919,0.00625263,-0.000187596
76500,654.286394,917,-0.00172402,0.00542608,-0.000164339
76500,395.783718,918,-0.00121436,0.00398968,-0.000127507
76500,180.107237,919,-0.000674222,0.00243894,-0.000105585
76500,92.699579,920,-0.000321841,0.00142783,-0.0000746
76500,156.978915,921,-0.00025196,0.00124834,-0.0000822
76500,359.802735,922,-0.000525893,0.0020333,-0.0000996
76500,607.627051,923,-0.00101445,0.00340381,-0.000120181
77500,879.030868,924,-0.00169608,0.00537604,-0.000155848
77500,926.02848,925,-0.00198812,0.00621484,-0.000171215
77500,814.574253,926,-0.00195747,0.0061254,-0.000171192
77500,584.82083,927,-0.00160088,0.00508964,-0.000162765
77500,329.458883,928,-0.00107258,0.00355909,-0.000117583
77500,142.225752,929,-0.000551176,0.00209914,-0.0000956
77500,94.922217,930,-0.000278145,0.00129809,-0.0000801
77500,206.488987,931,-0.00030502,0.00139462,-0.0000669
77500,428.140836,932,-0.000643306,0.0023656,-0.0000988
77500,674.596176,933,-0.00116252,0.00384724,-0.000112868
78500,886.407463,934,-0.00174497,0.00552934,-0.000149789
78500,897.617311,935,-0.00197066,0.00615837,-0.000171007
78500,745.817323,936,-0.00185349,0.00582262,-0.000174964
78500,501.777848,937,-0.00143106,0.00462708,-0.00014054
78500,261.314069,938,-0.000881903,0.00305452,-0.000100213
78500,105.826028,939,-0.000419211,0.00173817,-0.0000881
78500,109.578743,940,-0.000218389,0.00118049,-0.0000789
78500,261.169114,941,-0.000364555,0.00157448,-0.0000699
78500,505.160126,942,-0.000787698,0.00278835,-0.000111683
78500,748.9258,943,-0.00132907,0.00434706,-0.000128637
79500,793.056505,944,-0.00145676,0.0047039,-0.000163296
79500,909.825738,945,-0.0018669,0.00585535,-0.000188387
79500,877.291409,946,-0.00198821,0.00623305,-0.000201792
79500,691.3143,947,-0.00177647,0.00562495,-0.000186724
79500,439.576154,948,-0.0012999,0.00426401,-0.000152685
79500,208.32508,949,-0.000751451,0.00269568,-0.000137483
79500,94.229656,950,-0.000345179,0.00153122,-0.000089
79500,129.582485,951,-0.000216442,0.00117308,-0.0000929
79500,309.841679,952,-0.000423456,0.00177439,-0.000101203
79500,557.037829,953,-0.000888547,0.00309166,-0.000116771
80500,823.867472,954,-0.00155903,0.00497618,-0.000170925
80500,904.494618,955,-0.00191801,0.0059657,-0.000175388
80500,834.191482,956,-0.00195966,0.00610768,-0.000179572
80500,624.76393,957,-0.0016573,0.00525446,-0.000162119
80500,368.097366,958,-0.00115168,0.00380453,-0.000128012
80500,164.758149,959,-0.000618463,0.00227805,-0.000104626
80500,86.869181,960,-0.000285908,0.0013313,-0.0000784
80500,171.957564,961,-0.000259353,0.00125577,-0.0000782
80500,387.76289,962,-0.00056686,0.0021453,-0.000108884
80500,636.0543,963,-0.00107884,0.00359643,-0.000124401
81500,860.895397,964,-0.00168048,0.00530798,-0.000158179
81500,901.321715,965,-0.00195689,0.00609358,-0.000174931
81500,789.271572,966,-0.00191332,0.00596923,-0.000171608
81500,551.400698,967,-0.00153697,0.00490273,-0.000153256
81500,298.79291,968,-0.00105778,0.00353115,-0.000123517
81500,125.539861,969,-0.000498848,0.0019454,-0.0000984
81500,88.012712,970,-0.000238371,0.00120712,-0.0000797
81500,212.577084,971,-0.000302963,0.00139944,-0.0000656
81500,446.099117,972,-0.000680973,0.0024688,-0.000107427
81500,702.282549,973,-0.00121805,0.00400059,-0.000122334
82500,885.602158,974,-0.00169031,0.00562492,-0.000142136
82500,892.189554,975,-0.00188684,0.00617586,-0.00015642
82500,732.690855,976,-0.0017612,0.00577943,-0.000154982
82500,487.652812,977,-0.00132767,0.00454018,-0.00012515
82500,240.327852,978,-0.000787513,0.00296244,-0.0000869
82500,99.158114,979,-0.000341649,0.00166564,-0.0000612
82500,102.604813,980,-0.000164483,0.00114664,-0.0000573
82500,266.500226,981,-0.000328532,0.00158508,-0.0000471
82500,511.650878,982,-0.000726088,0.00267707,-0.0000899
82500,759.636353,983,-0.00133725,0.0044082,-0.000120219
83500,810.193394,984,-0.00150953,0.00486583,-0.000178732
83500,923.242123,985,-0.00190321,0.00598287,-0.000201063
83500,880.544842,986,-0.00200925,0.00630772,-0.000215505
83500,688.737325,987,-0.00177702,0.00563515,-0.000199421
83500,433.874601,988,-0.00129393,0.00424464,-0.000170103
83500,205.69979,989,-0.000744071,0.00267271,-0.000151695
83500,100.398281,990,-0.000345419,0.00154713,-0.000103037
83500,137.76437,991,-0.000243873,0.00123522,-0.000117874
83500,327.445623,992,-0.000460766,0.00188762,-0.000129494
83500,571.517201,993,-0.000930372,0.00320277,-0.000138081
84500,858.801604,994,-0.00162459,0.00518996,-0.000164335
84500,930.844205,995,-0.00196758,0.00616806,-0.000182325
