N_cycles,Load,eyy,exx,Specimen_name
0,5.295868,0,0,F2-A13-574-3
0,4.262188,-2.00E-06,1.52E-06,
0,4.397435,-8.07E-06,-1.16E-06,
0,15.468442,-1.80E-05,0.000131083,
0,30.558243,-4.06E-05,0.000322637,
0,43.70627,-9.12E-05,0.000512135,
0,59.047245,-0.000124515,0.000695024,
0,72.040703,-0.0001715,0.000876333,
0,87.555567,-0.00018873,0.00106535,
0,101.341191,-0.000244928,0.00124594,
0,116.2571,-0.000290974,0.00141872,
0,131.095725,-0.000334812,0.00159407,
0,143.451585,-0.00038399,0.0017727,
0,158.744256,-0.000417917,0.00194679,
0,171.51552,-0.000472539,0.0021173,
0,185.233519,-0.000511472,0.00229232,
0,200.01418,-0.000559963,0.0024704,
0,213.500326,-0.000617626,0.00263367,
0,227.82694,-0.000659056,0.00281482,
0,242.9264,-0.000711674,0.00298391,
0,254.509416,-0.000757549,0.00315203,
0,268.594517,-0.000815722,0.00331569,
1,499.356441,-0.00176473,0.00630864,
1,551.291661,-0.00181415,0.0064421,
1,446.658046,-0.00132083,0.0050577,
1,307.797083,-0.000895733,0.00346004,
1,177.253894,-0.000462911,0.00198248,
1,66.447237,-0.000189192,0.000782917,
1,34.267899,-0.000129257,0.00071361,
1,91.477756,-0.000382245,0.00154253,
1,216.775256,-0.000770495,0.00315302,
1,377.41111,-0.00129013,0.00498845,
10,471.939749,-0.00158577,0.00585925,
10,507.220144,-0.00168181,0.00605447,
10,455.120702,-0.00144113,0.00523347,
10,325.359989,-0.00088632,0.00362518,
10,175.940057,-0.000492494,0.00194354,
10,66.15742,-0.000158735,0.000847018,
10,40.218807,-0.000198026,0.000749447,
10,100.191584,-0.00037936,0.00169213,
10,227.711014,-0.000791841,0.00327627,
10,371.643753,-0.00132593,0.00482844,
50,466.268996,-0.0015516,0.00582536,
50,500.042341,-0.00172067,0.00599243,
50,451.16953,-0.00137361,0.00522663,
50,324.152418,-0.000938146,0.0036697,
50,184.277123,-0.000521914,0.0020975,
50,78.300748,-0.000204875,0.00102912,
50,51.396079,-0.000241448,0.000910078,
50,109.658936,-0.000382915,0.00183681,
50,230.879678,-0.00083317,0.00333138,
50,368.86151,-0.00132901,0.00483079,
100,468.075523,-0.00157777,0.00586399,
100,499.356441,-0.00172616,0.00602444,
100,448.232718,-0.00137643,0.00523318,
100,322.935187,-0.00096496,0.00369594,
100,184.373729,-0.000523351,0.00213765,
100,79.498658,-0.000225563,0.00106606,
100,52.7872,-0.000247937,0.000948888,
100,111.310892,-0.000407294,0.00186474,
100,231.43033,-0.000827989,0.0033591,
100,367.083966,-0.00132098,0.00484177,
250,464.588058,-0.001601,0.0059033,
250,499.878112,-0.00172793,0.00606638,
250,447.672405,-0.00140741,0.00526789,
250,322.490801,-0.000957206,0.00372722,
250,183.620205,-0.000542515,0.00218891,
250,81.923459,-0.000234948,0.00113555,
250,51.280152,-0.000255376,0.000988897,
250,110.055019,-0.000415734,0.00192463,
250,232.44469,-0.000866845,0.00340979,
250,366.349763,-0.00131588,0.00488539,
500,464.578397,-0.00159505,0.0059505,
500,499.037642,-0.00174474,0.00612487,
500,447.334285,-0.00141806,0.00531969,
500,322.703334,-0.000959417,0.00377301,
500,183.852058,-0.00055667,0.00223845,
500,81.817193,-0.000247067,0.0011828,
500,51.06762,-0.00026567,0.00104099,
500,108.953714,-0.000417356,0.00197492,
500,232.125891,-0.000891937,0.00346779,
500,366.436708,-0.00132782,0.0049434,
1000,463.496414,-0.00162133,0.00601758,
1000,499.153569,-0.0017372,0.00618569,
1000,446.600082,-0.00143414,0.00537018,
1000,322.1237,-0.000960794,0.00382117,
1000,181.31133,-0.000569429,0.00230365,
1000,81.797872,-0.000253616,0.00125313,
1000,52.294511,-0.000269314,0.0011057,
1000,111.156323,-0.000438636,0.00204808,
1000,233.236856,-0.000891573,0.00354519,
1000,366.436708,-0.00133673,0.00501642,
1500,465.167692,-0.00163437,0.0060804,
1500,499.994039,-0.00174661,0.00623083,
1500,444.542381,-0.00140816,0.00539469,
1500,317.447987,-0.00097355,0.00383602,
1500,182.84736,-0.000557532,0.00235436,
1500,80.387429,-0.000257333,0.00127512,
1500,51.144904,-0.000271767,0.00114732,
1500,112.470159,-0.000444346,0.00210697,
1500,234.627977,-0.000901756,0.00359097,
1500,367.190232,-0.00133917,0.00505339,
2000,467.418604,-0.00168031,0.00614176,
2000,501.153307,-0.00173722,0.00628264,
2000,444.638987,-0.00144798,0.00542612,
2000,315.032846,-0.000959538,0.00387434,
2000,182.316029,-0.000572227,0.00238348,
2000,80.928421,-0.000279461,0.00130874,
2000,51.135243,-0.000278619,0.00121282,
2000,112.276948,-0.000468106,0.00215562,
2000,234.328499,-0.000904314,0.00364488,
2000,366.262818,-0.00135293,0.00511054,
2500,467.379962,-0.00167814,0.0061607,
2500,498.371063,-0.00172564,0.00628935,
2500,440.93899,-0.00145959,0.00543518,
2500,314.404909,-0.000947727,0.00388947,
2500,181.214725,-0.000571317,0.00238075,
2500,79.672548,-0.000265119,0.00133346,
2500,52.497383,-0.000285464,0.00122734,
2500,112.576426,-0.00045251,0.00217886,
2500,236.540768,-0.000920699,0.00368112,
2500,366.108249,-0.00132892,0.00512277,
3000,467.872651,-0.00167652,0.00619728,
3000,499.617276,-0.00173873,0.00632855,
3000,442.214185,-0.00145906,0.00545188,
3000,315.264699,-0.000951421,0.00391836,
3000,182.567203,-0.000577265,0.00241749,
3000,78.126858,-0.000266549,0.0013602,
3000,51.531327,-0.000292097,0.00127614,
3000,115.435952,-0.000493075,0.00224181,
3000,236.927191,-0.000909643,0.00372321,
3000,367.093627,-0.00137343,0.00517196,
3500,467.901632,-0.00169565,0.00620568,
3500,497.926677,-0.00172222,0.00633519,
3500,439.972933,-0.0014766,0.00545316,
3500,312.163658,-0.000951637,0.00389706,
3500,180.499843,-0.000575226,0.00242813,
3500,79.653227,-0.000282568,0.0013812,
3500,51.260831,-0.000293718,0.00127967,
3500,115.05919,-0.000497494,0.00225293,
3500,238.018834,-0.000923977,0.00375064,
3500,369.267254,-0.00137588,0.0051803,
4000,468.220431,-0.00170837,0.00623673,
4000,498.061925,-0.00172354,0.0063449,
4000,440.436641,-0.00147675,0.00545257,
4000,311.873841,-0.000948913,0.00392047,
4000,178.702978,-0.000578554,0.00243258,
4000,79.276465,-0.00028708,0.00139372,
4000,51.714877,-0.000290395,0.00131048,
4000,116.537256,-0.000502428,0.00228322,
4000,238.018834,-0.000938891,0.00377889,
4000,368.938795,-0.00136592,0.005208,
4500,467.495888,-0.00169167,0.00625319,
4500,497.878374,-0.00173717,0.00635849,
4500,437.857269,-0.00145997,0.00546296,
4500,312.279585,-0.00095407,0.00392602,
4500,177.369821,-0.000575192,0.00243005,
4500,79.556621,-0.000275007,0.00141826,
4500,51.550648,-0.000285207,0.00132091,
4500,115.22342,-0.000488233,0.002304,
4500,238.704734,-0.000942082,0.00380665,
4500,369.19963,-0.00136163,0.00524292,
5000,469.56325,-0.001727,0.00627537,
5000,498.602917,-0.00175738,0.00637202,
5000,437.635076,-0.00145963,0.00545514,
5000,307.352698,-0.000974168,0.00390492,
5000,176.548673,-0.000575592,0.00243815,
5000,78.976987,-0.000296002,0.00140602,
5000,53.675972,-0.000300714,0.00133208,
5000,115.532558,-0.00050489,0.00231876,
5000,240.279406,-0.000967994,0.00382,
5000,370.793623,-0.00138456,0.00525259,
5500,468.143146,-0.00168635,0.00629354,
5500,498.429027,-0.00177562,0.00638846,
5500,436.987818,-0.00144436,0.00546297,
5500,308.396038,-0.000955134,0.00391627,
5500,176.481049,-0.000586475,0.00245212,
