N_cycles,Load,eyy,exx,Specimen_name
0,8.435551,0,0,F2-A14-574-3
0,10.570536,-5.75E-06,7.00E-06,
0,10.599518,1.03E-06,4.21E-06,
0,30.625867,-3.03E-05,0.000196165,
0,47.068146,-5.93E-05,0.000405181,
0,67.123476,-8.15E-05,0.00059399,
0,87.381677,-0.000117689,0.000785333,
0,104.76103,-0.000156224,0.000980603,
0,125.386332,-0.00018829,0.00116747,
0,142.785006,-0.000214858,0.00134525,
0,158.937467,-0.000250799,0.0015327,
0,177.563032,-0.000285575,0.00171663,
0,196.797212,-0.000316926,0.00190212,
0,215.103979,-0.000360784,0.00207573,
0,233.719884,-0.000403615,0.00225385,
0,250.712814,-0.000446638,0.00243952,
0,268.150131,-0.000481212,0.00262154,
0,286.804679,-0.000518027,0.00279168,
0,305.536512,-0.000559668,0.00297109,
0,324.200721,-0.000599823,0.00314645,
0,341.956838,-0.00064573,0.00331922,
0,358.012696,-0.000680841,0.00349604,
1,709.618804,-0.00160304,0.00667276,
1,660.523755,-0.00137353,0.0060322,
1,521.778621,-0.0010535,0.00466646,
1,325.543539,-0.000545637,0.00277323,
1,136.940365,-0.000252779,0.00130555,
1,73.750622,-0.00017317,0.000817447,
1,67.751413,-0.000150791,0.000979793,
1,182.779736,-0.000508174,0.00228446,
1,400.548164,-0.000909516,0.00439161,
1,597.063447,-0.00137504,0.00584422,
10,663.103129,-0.00144962,0.00632596,
10,650.998428,-0.00139695,0.006037,
10,531.342585,-0.00106403,0.00467567,
10,321.524745,-0.000507572,0.00284954,
10,157.372456,-0.000339519,0.00142892,
10,73.769944,-0.000144537,0.000825789,
10,72.639658,-0.00020475,0.00105006,
10,198.400866,-0.00050418,0.00244334,
10,395.350779,-0.000886521,0.00429972,
10,569.327947,-0.00134473,0.00564003,
50,653.935243,-0.00144607,0.00628382,
50,640.478063,-0.00140666,0.00596765,
50,523.884625,-0.00106796,0.00468687,
50,323.756335,-0.000543599,0.00290631,
50,163.149472,-0.000325133,0.00155483,
50,77.363673,-0.000183546,0.000910812,
50,79.662887,-0.000241139,0.00115279,
50,202.603211,-0.000498919,0.00252237,
50,394.800127,-0.000878113,0.00429829,
50,564.516982,-0.00132011,0.0056329,
100,653.442554,-0.00146644,0.00630983,
100,641.531065,-0.0013965,0.0060094,
100,523.247028,-0.0010587,0.00469973,
100,323.785317,-0.000546491,0.00295651,
100,162.714747,-0.0003371,0.00157624,
100,78.117197,-0.000183034,0.000951568,
100,83.382204,-0.000250718,0.00119559,
100,202.564568,-0.000509941,0.00255427,
100,391.409269,-0.000887243,0.00432363,
100,565.125598,-0.00134343,0.00567607,
250,653.065791,-0.00146032,0.00637264,
250,640.304172,-0.00141816,0.00603088,
250,523.768698,-0.0010828,0.00476563,
250,325.273044,-0.000556826,0.00298891,
250,162.647123,-0.000334892,0.00161976,
250,78.233124,-0.000181395,0.000993983,
250,81.527376,-0.000250701,0.00124089,
250,205.298508,-0.000527954,0.00261347,
250,393.360703,-0.000892855,0.00436592,
250,562.758758,-0.00134761,0.00571801,
500,653.906261,-0.00147148,0.00642917,
500,639.164225,-0.00141101,0.00608915,
500,522.251989,-0.00108533,0.00482277,
500,325.72709,-0.000563468,0.0030589,
500,160.686029,-0.000344314,0.0016569,
500,78.667849,-0.000198764,0.0010518,
500,80.870458,-0.000255205,0.00130741,
500,205.250205,-0.000529249,0.00266646,
500,393.534593,-0.000902219,0.00443561,
500,564.98069,-0.00135825,0.00578673,
1000,653.297645,-0.00147803,0.00650765,
1000,641.260569,-0.00143201,0.00619236,
1000,521.904208,-0.00109232,0.00489797,
1000,322.712994,-0.000564028,0.00311845,
1000,161.555479,-0.000327485,0.00174135,
1000,78.271766,-0.000201426,0.00113293,
1000,83.015103,-0.000257456,0.00138874,
1000,203.994332,-0.000537668,0.00275086,
1000,396.374799,-0.000918409,0.00455625,
1000,565.531342,-0.00136734,0.00587673,
1500,653.828977,-0.00147208,0.00654699,
1500,639.714877,-0.00142868,0.00622536,
1500,523.778359,-0.00110343,0.00494702,
1500,322.278269,-0.000556584,0.00314254,
1500,159.063054,-0.000336001,0.00177732,
1500,78.50362,-0.000195944,0.00118231,
1500,81.76889,-0.000260202,0.00143077,
1500,205.056994,-0.000539104,0.00280739,
1500,400.016833,-0.000924106,0.00462224,
1500,567.337869,-0.00135691,0.00592425,
2000,655.104172,-0.00148294,0.00661115,
2000,640.76788,-0.00143452,0.00627148,
2000,521.7593,-0.00108692,0.00497962,
2000,320.027357,-0.000555643,0.00318337,
2000,159.884202,-0.000339108,0.00181167,
2000,76.484562,-0.000196603,0.00121161,
2000,81.981422,-0.000260917,0.0014833,
2000,207.105033,-0.000536706,0.00286247,
2000,399.775318,-0.000921287,0.0046784,
2000,568.989827,-0.00136697,0.00598033,
2500,654.679107,-0.00148084,0.0066514,
2500,640.680935,-0.00142706,0.0062974,
2500,519.189589,-0.00108293,0.00499601,
2500,318.790805,-0.000549404,0.003207,
2500,159.063054,-0.00032509,0.00183435,
2500,76.890305,-0.000198431,0.00124631,
2500,82.406487,-0.000255855,0.00152634,
2500,209.056467,-0.000540128,0.00291235,
2500,399.041115,-0.000928011,0.0047139,
2500,569.753012,-0.00137793,0.006031,
3000,654.360308,-0.00148954,0.00668024,
3000,638.874407,-0.00142032,0.00632843,
3000,520.155645,-0.00108828,0.00501957,
3000,320.549028,-0.000547764,0.0032343,
3000,156.58995,-0.000326625,0.0018537,
3000,75.006496,-0.000203663,0.00126539,
3000,83.034424,-0.000255118,0.00156607,
3000,208.872916,-0.000546141,0.002941,
3000,403.639545,-0.000931833,0.00475397,
3000,570.622463,-0.00137543,0.00606686,
3500,654.630804,-0.00149237,0.00669866,
3500,639.183546,-0.00143016,0.00634319,
3500,516.001601,-0.0010843,0.00502467,
3500,317.187152,-0.000548071,0.00323422,
3500,156.58995,-0.000335298,0.0018627,
3500,76.822682,-0.000203951,0.0012927,
3500,85.005179,-0.000271712,0.00158965,
3500,211.529571,-0.000555578,0.00298481,
3500,403.301425,-0.000939964,0.00478855,
3500,570.255361,-0.00138423,0.00608229,
4000,655.326366,-0.00148734,0.00671425,
4000,637.251431,-0.00142699,0.00635304,
4000,519.247552,-0.00108456,0.00504332,
4000,314.395249,-0.000551857,0.00323938,
4000,157.700915,-0.000339758,0.00190469,
4000,76.320332,-0.000199904,0.00130634,
4000,84.17437,-0.000274217,0.00160211,
4000,215.268209,-0.000563864,0.00304178,
4000,404.769831,-0.000935872,0.00480487,
4000,572.235778,-0.00138573,0.00611536,
4500,656.543598,-0.00148412,0.00674799,
4500,637.763441,-0.00145185,0.00637582,
4500,514.484891,-0.00109025,0.00505151,
4500,312.598384,-0.000560687,0.00324667,
4500,156.406399,-0.000336413,0.00191536,
4500,75.576469,-0.000192855,0.00133286,
4500,85.864969,-0.000282281,0.00164543,
4500,214.42774,-0.000559119,0.0030678,
4500,405.900117,-0.000947416,0.00484133,
4500,573.926378,-0.00138878,0.00615503,
5000,656.021927,-0.00149225,0.00676962,
5000,637.840726,-0.00145611,0.00638318,
5000,515.450948,-0.00109178,0.00506255,
5000,310.946427,-0.000560239,0.00324794,
5000,154.252094,-0.000333402,0.00191843,
5000,73.422163,-0.000199006,0.00133855,
5000,85.932593,-0.000281417,0.00167497,
5000,213.529307,-0.000570261,0.00308669,
5000,409.947894,-0.000957038,0.00488054,
5000,573.849094,-0.00139587,0.00616158,
5500,654.601823,-0.00149476,0.00678171,
5500,636.749081,-0.00145089,0.00640386,
5500,513.151733,-0.00108739,0.00506448,
5500,310.946427,-0.000551622,0.00327106,
5500,153.730423,-0.000335397,0.00192816,
5500,74.252972,-0.000204663,0.00137026,
5500,86.724759,-0.000289188,0.00170417,
5500,215.886485,-0.000571543,0.00313001,
5500,409.02048,-0.000971465,0.00490258,
5500,574.148572,-0.00139816,0.00620281,
6000,655.848037,-0.00150159,0.00680413,
6000,637.90835,-0.00144827,0.00642066,
6000,511.036068,-0.00109202,0.00505897,
6000,309.4587,-0.00055867,0.00326476,
6000,154.387342,-0.000338149,0.00193513,
6000,74.272293,-0.000207701,0.00136313,
6000,85.323977,-0.000286914,0.00170667,
6000,220.707106,-0.000588262,0.00316321,
6000,407.754946,-0.000965017,0.00490155,
6000,575.549354,-0.00141881,0.00622319,
6500,655.500256,-0.00149554,0.00680839,
6500,635.783024,-0.00145239,0.00641313,
6500,510.098993,-0.0010908,0.00506097,
6500,307.072541,-0.000557315,0.00326853,
6500,151.576118,-0.000336056,0.0019399,
6500,72.803887,-0.000210494,0.00138416,
6500,87.169145,-0.000299586,0.0017308,
6500,220.030866,-0.000591746,0.0031866,
6500,410.343977,-0.000973363,0.00493201,
6500,575.945438,-0.00141675,0.00623725,
7000,658.224538,-0.00150577,0.00683229,
7000,635.261353,-0.00144948,0.00642326,
7000,508.108916,-0.00108637,0.0050717,
7000,309.439379,-0.000561035,0.00328741,
7000,151.730687,-0.000344424,0.00193536,
7000,70.746187,-0.000208308,0.00140497,
7000,88.80178,-0.000300131,0.00177484,
7000,222.764805,-0.00059111,0.0031969,
7000,410.875308,-0.000986008,0.00496873,
7000,576.863192,-0.00141931,0.00626137,
7500,656.195817,-0.00150081,0.00683302,
7500,635.7154,-0.00145425,0.00642883,
7500,508.147558,-0.00108194,0.00505497,
7500,304.319281,-0.000548798,0.00327183,
7500,154.70614,-0.000350739,0.00197934,
7500,72.465767,-0.000192297,0.00139303,
7500,85.797345,-0.000296473,0.00177207,
7500,225.431121,-0.000594671,0.00325158,
7500,412.865385,-0.000984054,0.0049873,
7500,575.81019,-0.00142096,0.00625975,
8000,658.775191,-0.00149808,0.00686401,
8000,632.846209,-0.00143966,0.00641316,
8000,507.461658,-0.00106985,0.00506787,
8000,304.47385,-0.000551297,0.00328508,
8000,150.465153,-0.000346401,0.0019601,
8000,75.634432,-0.000195106,0.00143418,
8000,89.197863,-0.000303695,0.00179828,
8000,226.648352,-0.000608973,0.00327093,
8000,413.280789,-0.000979106,0.00501289,
8000,578.631077,-0.00143386,0.00629652,
8500,658.42741,-0.00151331,0.00688096,
8500,634.797645,-0.0014633,0.00643056,
8500,504.350955,-0.00108927,0.00506922,
8500,304.869933,-0.00055794,0.00329779,
8500,149.779253,-0.000337311,0.0019616,
8500,71.229215,-0.000208832,0.00144639,
8500,87.719797,-0.000307449,0.00181574,
8500,226.223287,-0.00060179,0.00327678,
8500,418.08209,-0.000998788,0.0050598,
8500,578.099745,-0.0014271,0.00631357,
9000,657.451692,-0.00150857,0.00688628,
9000,632.952476,-0.00146382,0.00644053,
9000,504.534506,-0.00108419,0.00507829,
9000,302.155314,-0.00054857,0.00328501,
9000,148.484738,-0.00033942,0.00198856,
9000,74.504146,-0.000198547,0.00145916,
9000,89.507001,-0.000304646,0.00182884,
