Machine_Displacement,Machine_Load,MD_index--1,v--1,MD_Load--1,Specimen_name
0.000230554,0.000114327,43,0.01691,0.01582758,BA3
0.000705225,-0.000103155,44,0.0226971,0.018192042,
0.001478259,-0.000271782,45,0.0274072,0.021040869,
0.002230951,-0.000384678,46,0.0315029,0.024431418,
0.002990423,-0.000364321,47,0.0350607,0.029510869,
0.003892297,-0.000507564,48,0.0397735,0.033863774,
0.00465177,-0.000129735,49,0.0450349,0.039121675,
0.005601111,-0.00011391,50,0.0526872,0.045756189,
0.006380926,-0.000154908,51,0.0595164,0.051606799,
0.007357392,-5.39998E-05,52,0.0627776,0.057744203,
0.008137207,-7.9968E-05,53,0.0668299,0.064187522,
0.009113672,-8.62713E-05,54,0.0744747,0.070688199,
0.009927393,-0.000158552,55,0.082154,0.08086622,
0.010876734,-6.27299E-05,56,0.0904687,0.084244023,
0.011697236,-0.000304375,57,0.0966852,0.090859418,
0.012626233,-0.000136064,58,0.101661,0.096882104,
0.013426391,-0.000133201,59,0.103573,0.10329993,
0.014307923,-0.000239795,60,0.106856,0.109711382,
0.01516911,-0.000102256,61,0.110033,0.116594452,
0.016003175,-0.000226392,62,0.116525,0.126562157,
0.016898267,-3.57169E-05,63,0.122166,0.131099885,
0.017705206,-9.50885E-06,64,0.128184,0.138301615,
0.018634204,-0.00045663,65,0.133427,0.144464512,
0.019386895,-0.000337132,66,0.139554,0.151564271,
0.020329455,-0.000158885,67,0.142725,0.158294384,
0.02109571,-0.000275625,68,0.147872,0.165158334,
0.022024708,-0.000141568,69,0.153516,0.174635302,
0.022790961,-0.000134832,70,0.159594,0.180294715,
0.023706397,-0.000137731,71,0.164503,0.186687047,
0.024513336,-0.000205739,72,0.169892,0.193455399,
0.025360962,-0.000155012,73,0.178972,0.200293857,
0.026228931,-0.000597345,74,0.183912,0.206386648,
0.027042652,-0.00033577,75,0.188889,0.213919786,
0.027944526,-0.000243109,76,0.19563,0.222472638,
0.028717561,-0.000294756,77,0.196726,0.227010365,
0.029639777,-0.00016768,78,0.203561,0.233976287,
0.030365344,8.68381E-05,79,0.212665,0.240381366,
0.031280778,7.51262E-05,80,0.223627,0.24725169,
0.032026689,-6.19499E-05,81,0.228133,0.252095332,
0.032915004,-9.37038E-05,82,0.231671,0.260966844,
0.033721942,-8.23296E-05,83,0.234363,0.267104248,
0.034556005,-0.0003377,84,0.238156,0.274082916,
0.035417195,-0.000596192,85,0.242296,0.280609087,
0.036190227,-0.000224933,86,0.246836,0.287912789,
0.037105665,-0.000195468,87,0.25168,0.294878711,
0.037838012,-8.29023E-05,88,0.259193,0.301455867,
0.03877379,-0.00015051,89,0.262653,0.309651819,
0.039533265,0.000160762,90,0.266988,0.315145529,
0.040448699,-0.00011164,91,0.274241,0.324189118,
0.041208174,-0.000101829,92,0.279557,0.331257012,
0.042055797,-0.00018094,93,0.285534,0.338395011,
0.042903423,-0.000130647,94,0.292178,0.345800685,
0.043710362,-0.000254894,95,0.298514,0.352728368,
0.044612236,-0.00020538,96,0.303568,0.358566232,
0.045378491,-3.57648E-05,97,0.31051,0.367565209,
0.046321049,-3.03881E-05,98,0.316926,0.375047362,
0.04706696,3.04761E-05,99,0.320653,0.382937401,
0.048009522,2.26315E-05,100,0.326433,0.390355821,
0.048775773,0.000562774,101,0.333406,0.397308998,
0.049670868,0.000564852,102,0.339269,0.404548969,
0.050457466,0.000813489,103,0.345819,0.413057209,
0.051291529,0.000695512,104,0.353135,0.421119325,
0.052145936,0.000574789,105,0.357065,0.429104962,
0.052898627,0.000824417,106,0.362305,0.436797432,
0.053814061,0.000989578,107,0.367948,0.444521767,
0.054553192,0.000764302,108,0.371075,0.452494658,
0.05549575,0.000879494,109,0.380336,0.459989558,
0.056248445,0.000827136,110,0.385774,0.4681409,
0.057170659,0.000962846,111,0.389421,0.475979954,
0.057950474,0.000761023,112,0.396511,0.484214147,
0.058811665,0.000615351,113,0.401854,0.492187039,
0.059632167,0.000629493,114,0.408782,0.499987854,
0.060425542,0.000644954,115,0.413914,0.508661799,
0.061320636,0.000874846,116,0.422215,0.51633515,
0.062073328,0.000933427,117,0.430468,0.524486492,
0.062995546,0.00076988,118,0.437805,0.532778045,
0.063714333,0.000732013,119,0.440343,0.540642593,
0.064650111,0.000882468,120,0.442802,0.548985132,
0.065416366,0.000701192,121,0.446728,0.556632991,
0.066318236,0.000842024,122,0.451122,0.565479014,
0.067131959,0.000544516,123,0.457458,0.573069514,
0.067986362,0.000710853,124,0.464381,0.581316456,
0.068833992,0.000858973,125,0.470465,0.589308469,
0.069627367,0.000858264,126,0.476942,0.596440098,
0.070529245,0.000917158,127,0.483908,0.603750177,
0.071281932,0.000946765,128,0.48745,0.611461769,
0.07221771,0.000850296,129,0.493281,0.619919027,
0.072970405,0.000796205,130,0.498482,0.627248226,
0.073892623,0.000674311,131,0.505064,0.63527848,
0.074638531,0.000628917,132,0.512103,0.643047431,
0.075506501,0.000857761,133,0.51921,0.648617623,
0.076327004,0.000622889,134,0.524545,0.655519817,
0.077140726,0.000935763,135,0.528182,0.662453878,
0.078015469,0.000808119,136,0.532789,0.670038006,
0.078781724,0.001094341,137,0.5399,0.676901962,
0.079697162,0.001054193,138,0.548415,0.68361296,
0.080429509,0.001143747,139,0.558736,0.689807728,
0.081358507,0.000987553,140,0.563626,0.696047108,
0.082104422,0.001033678,141,0.567195,0.702433073,
0.083019853,0.00116845,142,0.571955,0.708538616,
0.083799668,0.001528517,143,0.578188,0.713681803,
0.084654078,0.001861795,144,0.586118,0.716345808,
0.085494921,0.00183391,145,0.593391,0.717065982,
0.086301863,0.002304622,146,0.600682,0.717116968,
0.087190174,0.002389157,147,0.607742,0.717193446,
0.087942868,0.002536063,148,0.614621,0.709265163,
0.088871866,0.002547036,149,0.620609,0.702968423,
0.089610994,0.002634376,150,0.633467,0.611914267,
0.090560332,0.002889586,151,0.64207,0.605655769,
0.091313027,0.003145788,152,0.648066,0.604228168,
0.092235245,0.003581814,153,0.654008,0.603794789,
0.0930354,0.00352459,154,0.661444,0.604814504,
0.09389659,0.004055419,155,0.668743,0.604202675,
0.094750993,0.004325046,156,0.675683,0.598772695,
0.095551156,0.004380088,157,0.683565,0.598129,
0.096425906,0.004606644,158,0.690039,0.599486495,
0.097151473,0.004829279,159,0.698661,0.600034592,
0.098080471,0.005056352,160,0.702723,0.60014931,
0.098812819,0.005339646,161,0.708396,0.59902125,
0.099735036,0.005699617,162,0.715636,0.592017086,
0.100501291,0.006239549,163,0.759769,0.251904135,
0.101389602,0.006525904,164,0.771151,0.240872103,
0.102210104,0.006822751,165,0.779206,0.236914338,
0.10301026,0.007324055,166,0.788011,0.234836671,
0.103912137,0.007681844,167,0.795917,0.235582337,
0.104678385,0.007949007,168,0.801731,0.233574775,
0.105600603,0.008282041,169,0.806489,0.232331998,
0.10632617,0.008737188,170,0.811173,0.229680742,
0.107261948,0.00893286,171,0.816773,0.228125678,
0.107994296,0.009722079,172,0.827072,0.225742096,
0.108882613,0.010011884,173,0.832426,0.222644714,
0.109696329,0.010439976,174,0.840713,0.218247198,
0.110516831,0.010614892,175,0.849646,0.215544955,
0.111398362,0.010741637,176,0.85668,0.213556513,
0.112184964,0.010567001,177,0.863252,0.212989297,
0.113113962,0.010406438,178,0.868289,0.210255189,
0.11388021,0.010409371,179,0.877252,0.207903473,
0.114809208,0.010721847,180,0.88673,0.203843736,
0.115541562,0.010858358,181,0.895032,0.195188913,
0.116470553,0.011367214,182,0.904143,0.189236333,
0.117230028,0.011324061,183,0.913807,0.182416995,
0.118111558,0.011793328,184,0.915502,0.175706002,
0.118911721,0.011642031,185,0.927175,0.164476401,
0.119718656,0.011507292,186,0.938965,0.15426014,
0.120606974,0.011461512,187,0.944973,0.147185874,
0.121373221,0.011607563,188,0.953368,0.144094866,
0.122302219,0.01165303,189,0.961134,0.136141096,
0.123061694,0.011802637,190,0.961821,0.137511337,
