Machine_Displacement,Machine_Load,MD_index--1,v--1,MD_Load--1,Specimen_name
0.000359393,-7.45425E-06,38,0.0253311,15.242838,BA2
0.000908655,-3.63782E-05,39,0.0272288,17.163963,
0.001735938,0.0001499,40,0.0324058,18.634582,
0.002447943,0.000118054,41,0.0374134,24.993456,
0.003295569,2.22381E-05,42,0.0415405,27.5049,
0.004122851,8.79475E-05,43,0.0467529,32.672779,
0.004950134,6.24922E-05,44,0.0540431,38.705424,
0.005858789,-7.06879E-05,45,0.0597571,44.505048,
0.006645386,-0.000172835,46,0.0626013,50.537693,
0.007594727,-0.000230091,47,0.0670323,60.826847,
0.008367761,-3.99594E-05,48,0.0735861,64.389473,
0.009310321,0.000326625,49,0.0781878,71.390447,
0.010049451,-5.76546E-05,50,0.0836779,78.557126,
0.01099201,-8.30848E-05,51,0.0901697,86.329657,
0.011771826,0.000159354,52,0.097139,93.874346,
0.012680481,2.57007E-05,53,0.100805,102.506465,
0.013514545,-7.41089E-05,54,0.106405,110.237571,
0.014382513,-6.54997E-06,55,0.111955,116.87089,
0.015250483,-0.000122593,56,0.117532,125.244097,
0.016064202,-0.000131784,57,0.123581,132.757717,
0.016972858,-0.000112875,58,0.126087,140.561318,
0.017739112,0.000198393,59,0.13342,148.960415,
0.018661328,0.000242111,60,0.138334,156.344579,
0.019393677,0.00010915,61,0.143886,163.335197,
0.020329455,8.17092E-05,62,0.148368,172.324614,
0.021088928,8.93261E-05,63,0.155488,180.495869,
0.021990802,-5.575E-06,64,0.159344,188.755155,
0.022804523,-0.00017487,65,0.166332,196.843559,
0.023665711,-4.48048E-05,66,0.170364,205.284083,
0.02453368,3.58653E-05,67,0.180996,213.719428,
0.025340619,0.000134881,68,0.187477,221.150196,
0.026256055,0.000219599,69,0.193442,228.513647,
0.027015528,0.000267633,70,0.196103,236.498486,
0.027944526,0.000212814,71,0.199566,244.41083,
0.028670093,0.000287651,72,0.199904,251.919272,
0.029599091,6.47367E-06,73,0.205176,260.629064,
0.030351782,1.52246E-05,74,0.209853,268.660507,
0.031253655,0.000240091,75,0.215883,276.588386,
0.032047033,-3.03502E-05,76,0.221953,284.438591,
0.032881096,0.000291371,77,0.227451,293.013749,
0.033742286,0.000370032,78,0.233519,301.071084,
0.034515321,0.000482712,79,0.239313,308.900577,
0.035444319,0.0004681,80,0.243884,317.175397,
0.03619701,0.000341287,81,0.249265,325.688417,
0.037119225,0.000295456,82,0.254373,333.761287,
0.037844792,0.000115278,83,0.259387,341.891117,
0.03876701,0.00019387,84,0.264432,349.715431,
0.039540045,0.000509234,85,0.269628,358.000609,
0.040387671,0.000500963,86,0.27553,365.555655,
0.041228514,0.000514988,87,0.27933,374.633103,
0.042035457,0.000650101,88,0.284828,383.322183,
0.042923767,0.000633523,89,0.29063,391.431301,
0.043683238,0.000403957,90,0.296068,400.353402,
0.044612236,0.000694713,91,0.301299,409.586197,
0.045364928,0.000288534,92,0.306931,418.865597,
0.046300709,0.000385269,93,0.311975,428.284809,
0.04704662,0.000457686,94,0.31793,437.962933,
0.047968835,0.000340121,95,0.326016,447.718731,
0.04874187,0.000443239,96,0.330601,456.801358,
0.04960984,0.000645575,97,0.335945,466.458769,
0.050457466,0.000572468,98,0.3414,476.012616,
0.051284749,0.000661741,99,0.346741,485.19363,
0.052166279,0.000502273,100,0.35363,494.421249,
0.052932531,0.000506741,101,0.359309,504.451494,
0.053854749,0.000205754,102,0.365093,513.974272,
0.054580316,0.000214296,103,0.37212,523.864706,
0.055509314,0.000126439,104,0.376619,533.211424,
0.056241661,0.000228789,105,0.381319,542.962045,
0.057136755,0.000443968,106,0.386912,552.515894,
0.057936914,0.000423167,107,0.393169,561.935108,
0.058791321,0.000606506,108,0.399604,570.525805,
0.059632167,0.000543672,109,0.408036,581.182618,
0.060418762,0.000462632,110,0.410969,591.17144,
0.061334196,0.000253949,111,0.418063,600.937597,
0.062073328,0.000198936,112,0.42249,610.077188,
0.063009106,0.000240721,113,0.427068,620.174753,
0.06375502,0.00025183,114,0.434272,629.278096,
0.064670451,0.000388223,115,0.44065,641.120728,
0.065423146,0.000607728,116,0.446634,649.286811,
0.066284329,0.000585259,117,0.452817,659.0219,
0.067118399,0.000917425,118,0.459634,668.66896,
0.067925334,0.001067537,119,0.464699,678.341911,
0.068820432,0.001118135,120,0.470168,688.170209,
0.069600247,0.001256123,121,0.475686,692.385296,
0.070542805,0.001659179,122,0.482412,705.408569,
0.071281932,0.00187925,123,0.489143,715.61488,
0.07221771,0.002537459,124,0.494547,727.488584,
0.072977185,0.002582391,125,0.499781,734.075306,
0.073885843,0.003188209,126,0.5079,742.748858,
0.074665658,0.003351597,127,0.513378,751.13243,
0.075513281,0.004151373,128,0.519492,758.148946,
0.076360904,0.004412295,129,0.525876,765.362235,
0.077120379,0.004779891,130,0.531644,773.429935,
0.078042597,0.005236974,131,0.538918,783.486079,
0.078781724,0.005799019,132,0.543472,789.404808,
0.079724289,0.006043578,133,0.550417,796.364365,
0.080476977,0.007211845,134,0.558155,802.174352,
0.081392415,0.007514787,135,0.560649,807.513119,
0.08215867,0.008232096,136,0.566853,814.229298,
