Machine_Displacement,Machine_Load,MD_index--1,v--1,MD_Load--1,Specimen_name
0,0.000109539,33,0.0194018,0.016076534,BAPEI1
0.000820518,8.12301E-05,34,0.0238605,0.019276683,
0.00155282,0.000302438,35,0.0306459,0.022285238,
0.002380133,0.000182316,36,0.0348439,0.024646514,
0.00322777,0.000313099,37,0.0450873,0.02885642,
0.004007578,0.000129359,38,0.0464563,0.034536944,
0.004909456,0.000261186,39,0.0511807,0.040569589,
0.005655348,0.00036858,40,0.0573837,0.046389926,
0.006597936,0.000163025,41,0.0673652,0.032248164,
0.007337034,0.00022614,42,0.0715011,0.04124276,
0.008266032,0.000185181,43,0.0790226,0.049118856,
0.009039044,0.000385235,44,0.0869766,0.055203283,
0.009940922,0.000542839,45,0.0914118,0.061945346,
0.01074791,0.000715079,46,0.0969151,0.069293262,
0.011581957,0.000846083,47,0.100257,0.077133111,
0.012456715,0.000777656,48,0.105205,0.083937312,
0.013243318,0.001019049,49,0.108043,0.0918393,
0.014158726,0.00161138,50,0.114962,0.098876522,
0.014925003,0.002071299,51,0.120422,0.107073669,
0.015860736,0.002813656,52,0.126902,0.114939408,
0.016586363,0.003535997,53,0.130596,0.122882822,
0.017508566,0.003741221,54,0.13393,0.131261207,
0.018281579,0.004322711,55,0.13856,0.139396215,
0.019163132,0.004932017,56,0.145474,0.145812048,
0.019990385,0.005180861,57,0.151334,0.155241615,
0.020838022,0.005169707,58,0.15824,0.164546904,
0.02172631,0.005731541,59,0.162131,0.172521387,
0.022506177,0.005981929,60,0.165133,0.180604612,
0.023441911,0.006558454,61,0.169058,0.188869076,
0.024194598,0.007216774,62,0.17305,0.196248062,
0.025123596,0.007522098,63,0.176977,0.201985547,
0.025862753,0.008013549,64,0.181967,0.212005432,
0.026778162,0.008617937,65,0.187485,0.220518451,
0.027537644,0.008916511,66,0.193105,0.228228844,
0.028392076,0.009048418,67,0.198923,0.235954771,
0.029232919,0.009449264,68,0.201826,0.244395295,
0.030026317,0.009521008,69,0.209147,0.251712142,
0.030941725,0.010173828,70,0.212438,0.258231541,
0.031694412,0.010496099,71,0.219042,0.268204822,
0.03262341,0.011003977,72,0.224187,0.277328874,
0.033362567,0.011390205,73,0.228108,0.285494951,
0.03428477,0.011274728,74,0.233392,0.294147783,
0.035030663,0.011387383,75,0.23779,0.302029058,
0.035912216,0.011534147,76,0.245019,0.310334948,
0.036712348,0.011401238,77,0.248466,0.316885416,
0.037532866,0.011412544,78,0.252801,0.326351231,
0.038400829,0.011453204,79,0.257977,0.336189879,
0.039160311,0.011763252,80,0.265514,0.344863424,
0.040096104,0.012148611,81,0.273247,0.353588752,
0.040855527,0.011955649,82,0.274262,0.362277832,
0.041784525,0.011999825,83,0.27988,0.371153328,
0.042537272,0.011916102,84,0.286373,0.377745223,
0.04346627,0.012087546,85,0.291424,0.388174191,
0.044232488,0.011900176,86,0.297068,0.398307999,
0.04511404,0.012225368,87,0.302665,0.407204209,
0.045934498,0.012505857,88,0.307724,0.416556104,
0.046741486,0.01250507,89,0.313682,0.426151376,
0.047629774,0.012654102,90,0.319054,0.435586123,
0.048409581,0.012716874,91,0.324184,0.443208487,
0.049325049,0.012758821,92,0.329494,0.454362408,
0.050050616,0.01299737,93,0.335155,0.464169989,
0.050972819,0.01299701,94,0.341818,0.473832579,
0.051732302,0.012545018,95,0.347357,0.483179296,
0.05264771,0.012870536,96,0.353283,0.493105977,
0.053427517,0.012727573,97,0.358527,0.502540725,
0.05428195,0.012709838,98,0.364362,0.512798812,
0.055102468,0.012773471,99,0.37048,0.522202491,
0.05588907,0.012762972,100,0.376144,0.531367972,
0.056790888,0.012958786,101,0.381426,0.541015028,
0.057543635,0.012858402,102,0.388144,0.550884749,
0.058472633,0.013035484,103,0.393708,0.560780361,
0.059225321,0.012982533,104,0.400758,0.570064942,
0.060154319,0.012669216,105,0.406553,0.580923707,
0.060907006,0.012705689,106,0.412406,0.58943673,
0.061802089,0.012891968,107,0.414621,0.599259848,
0.062581837,0.012586964,108,0.423777,0.608534073,
0.063415945,0.013253866,109,0.429328,0.617865258,
0.064283907,0.013080077,110,0.434794,0.627983536,
0.06508404,0.013022369,111,0.440286,0.637547743,
0.065992773,0.013111917,112,0.444857,0.646185046,
0.06674546,0.012886248,113,0.452441,0.656163512,
0.067694724,0.01293537,114,0.457108,0.665479164,
0.068447411,0.012674203,115,0.465459,0.675229789,
0.069376409,0.012815198,116,0.470085,0.684809532,
0.070142686,0.012746442,117,0.47563,0.694182145,
0.071031034,0.013002051,118,0.48239,0.703679037,
0.071810901,0.013112303,119,0.488143,0.713232889,
0.072611034,0.013409006,120,0.494262,0.722444978,
0.073492587,0.013297744,121,0.501269,0.730419468,
0.074245274,0.013262091,122,0.506635,0.73803666,
0.075180948,0.013234705,123,0.511633,0.746135428,
0.075920165,0.013059354,124,0.517551,0.753664589,
0.076862752,0.01301446,125,0.524286,0.759604031,
0.077608645,0.013213983,126,0.531046,0.766330566,
0.078503668,0.0130966,127,0.538817,0.772534099,
0.079310596,0.01322886,128,0.546162,0.780042548,
0.080137908,0.013504105,129,0.552393,0.786551597,
0.080985606,0.013440718,130,0.558167,0.793247063,
0.081751764,0.01345694,131,0.564412,0.799315962,
0.082673967,0.013366665,132,0.570806,0.805338257,
0.083399594,0.013307858,133,0.576238,0.810319726,
0.084335387,0.013215514,134,0.58279,0.81448821,
0.085094869,0.013399482,135,0.589299,0.81884829,
0.086010277,0.013233179,136,0.595495,0.820432832,
0.08681041,0.013677579,137,0.603304,0.817538195,
0.087691963,0.013685415,138,0.612286,0.805804299,
0.08852607,0.01359251,139,0.619184,0.805374505,
0.089346468,0.013646911,140,0.626938,0.806591392,
0.090228021,0.013528952,141,0.632307,0.801599567,
0.090987504,0.013478206,142,0.63777,0.796871832,
0.091916502,0.013559758,143,0.646874,0.777898757,
0.092648923,0.013229383,144,0.655217,0.739553884,
