Machine_Displacement,Machine_Load,MD_index--1,v--1,MD_Load--1,Specimen_name
0.000413641,0.000114762,0,0,-0.004051269,TA1
0.001084961,-0.000100782,1,0.000603023,-4.26E-03,
0.001919025,-0.000232834,2,0.00255228,-3.75E-03,
0.002603906,-0.000208965,3,0.00230173,-3.72E-03,
0.00350578,-0.00018709,4,0.000992242,-3.43E-03,
0.004251691,5.37056E-05,5,0.00292982,-3.98E-03,
0.005133221,7.81876E-05,6,0.000497605,-1.99E-03,
0.005953723,0.000168446,7,0.00165901,-0.003533445,
0.006821692,0.000348507,8,0.00349064,-0.003740575,
0.00768966,0.000460897,9,0.0027477,-0.001534646,
0.008503381,0.00049838,10,0.0067255,-0.002870631,
0.009425598,0.000355016,11,0.00781884,-0.001286091,
0.010205414,0.000404079,12,0.0157389,0.0023801,
0.011141192,0.000852729,13,0.0196408,0.004409968,
0.011900665,0.001262615,14,0.0215881,0.006771244,
0.012836444,0.001511785,15,0.0266854,0.008355784,
0.013562012,0.001827464,16,0.0279468,0.009163589,
0.014470667,0.001975599,17,0.0287145,0.011462726,
0.015270825,0.001969218,18,0.0291817,0.009588204,
0.01611167,0.002244674,19,0.0299513,0.011131319,
0.016966077,0.002144666,20,0.0308635,0.01121417,
0.017779797,0.002509178,21,0.0320372,0.011193457,
0.018688451,0.002325595,22,0.0337186,0.012425878,
0.019434363,0.002711846,23,0.03212,0.011017397,
0.020370141,0.003180731,24,0.0319554,0.010313157,
0.021116052,0.003211689,25,0.0323895,0.011131319,
0.02203827,0.003605343,26,0.0344427,0.011980549,
0.022797741,0.003570807,27,0.0359789,0.012943701,
0.023672491,0.003754471,28,0.0366729,0.013502951,
0.024492994,0.003914425,29,0.0368856,0.012902275,
0.025306715,0.004011768,30,0.0395362,0.014113982,
0.026201807,0.004348003,31,0.0445282,0.01687916,
0.026988404,0.004620361,32,0.0498166,0.018764038,
0.027917402,0.004880729,33,0.0552384,0.0213428,
0.028670093,0.005223381,34,0.0605736,0.023579797,
0.029612653,0.005492162,35,0.0658648,0.026458897,
0.030372126,0.005698012,36,0.0698525,0.029317283,
0.031287562,0.006073428,37,0.0758768,0.034568014,
0.032053813,0.006383356,38,0.0820075,0.039497694,
0.032921784,0.006333263,39,0.0876407,0.043650639,
0.033742286,0.006607707,40,0.0964999,0.047886436,
0.034549225,0.006814626,41,0.1009,0.052577917,
0.035430755,0.007014966,42,0.107302,0.056824071,
0.036176667,0.007491941,43,0.114567,0.06178482,
0.037112445,0.007886712,44,0.119994,0.067139116,
0.037851576,0.0078058,45,0.125757,0.071716676,
0.038787354,0.008406141,46,0.133856,0.076718852,
0.039553609,0.008787976,47,0.135875,0.079742941,
0.040462263,0.008367496,48,0.143295,0.086060389,
0.041235298,0.008889481,49,0.148247,0.091145416,
0.042062581,0.009137097,50,0.153304,0.096727554,
0.042923767,0.009316952,51,0.160816,0.10190579,
0.043696802,0.00945424,52,0.165674,0.106773331,
0.044598676,0.009640528,53,0.171045,0.112200122,
0.045337804,0.009886299,54,0.178154,0.115420984,
0.046280365,0.009759501,55,0.185126,0.122100908,
0.047026277,0.009638084,56,0.188852,0.127258431,
0.047941711,0.010209906,57,0.195101,0.132063833,
0.04872831,0.010129199,58,0.19974,0.137604545,
0.0496234,0.010251611,59,0.208247,0.142523869,
0.050423559,0.01064704,60,0.213131,0.147308558,
0.051257621,0.010648248,61,0.216439,0.152580002,
0.052125592,0.010962,62,0.224719,0.157758238,
0.052891847,0.011083712,63,0.229562,0.162812195,
0.053814061,0.011029093,64,0.235787,0.167886866,
0.054559972,0.011101048,65,0.242311,0.172847616,
0.05549575,0.011136662,66,0.246168,0.177414819,
0.056255225,0.011130938,67,0.253059,0.181692042,
0.057177443,0.01113552,68,0.260486,0.187543448,
0.057943694,0.011351787,69,0.264566,0.192359207,
0.058804885,0.011059991,70,0.268848,0.197433878,
0.059618603,0.011321904,71,0.273704,0.202270349,
0.060418762,0.011899275,72,0.280372,0.207686784,
0.061313856,0.012035325,73,0.285979,0.212502543,
0.062080108,0.012033831,74,0.29064,0.217515075,
0.063002326,0.01233426,75,0.297963,0.223304342,
0.063741453,0.012220992,76,0.301593,0.228513647,
0.064677231,0.012052478,77,0.30635,0.233795447,
0.065416366,0.012083215,78,0.312145,0.239108317,
0.066318236,0.012232404,79,0.320331,0.243799798,
0.067111611,0.012204357,80,0.325508,0.24898839,
0.067952462,0.012390236,81,0.332003,0.25447732,
0.068800084,0.012312876,82,0.338751,0.259707338,
0.069573119,0.01231869,83,0.34475,0.264792365,
0.070495337,0.012469662,84,0.349471,0.269815254,
0.071241245,0.012316404,85,0.353885,0.274444596,
0.07218381,0.012193523,86,0.359004,0.280016378,
0.072936498,0.012151551,87,0.364688,0.284946058,
0.073872276,0.012235033,88,0.370658,0.289886095,
0.074652091,0.012140699,89,0.376912,0.295022905,
0.075526841,0.012175415,90,0.379463,0.300139002,
0.076354124,0.012280228,91,0.386415,0.305172247,
0.077167846,0.01245622,92,0.390851,0.309956937,
0.078042597,0.012674634,93,0.397242,0.315145529,
0.078795291,0.012553927,94,0.402792,0.320458399,
0.079724289,0.012486533,95,0.408656,0.325439862,
0.080443069,0.012212392,96,0.414725,0.330628454,
0.081372067,0.012179419,97,0.422157,0.33545457,
0.082131542,0.012254385,98,0.426696,0.340632806,
0.08303342,0.012123246,99,0.433712,0.345614269,
0.083840355,0.012434518,100,0.439915,0.351641735,
0.084674418,0.012342065,101,0.445492,0.357047814,
0.085535608,0.012540559,102,0.452035,0.36184286,
0.086308643,0.01257907,103,0.457836,0.367373216,
0.087217294,0.01248944,104,0.465612,0.372541096,
0.087942868,0.012443615,105,0.471417,0.376828675,
0.088878646,0.01244397,106,0.47903,0.383353253,
0.089617774,0.012248448,107,0.483332,0.388282934,
0.090533212,0.012379935,108,0.487986,0.393947924,
0.091299459,0.012625502,109,0.493301,0.398742971,
0.09216743,0.012494926,110,0.497162,0.403848712,
0.09301506,0.012664783,111,0.503571,0.40875768,
0.093821995,0.012482214,112,0.509504,0.412651713,
0.094730653,0.012502662,113,0.515459,0.418907023,
0.095510468,0.012474205,114,0.521308,0.423960982,
0.096432686,0.012536074,115,0.526273,0.428973515,
0.097165033,0.012497221,116,0.530565,0.434172464,
0.098107591,0.012068292,117,0.536583,0.439267849,
0.098853506,0.012152343,118,0.543405,0.447004134,
0.099768937,0.012583168,119,0.548462,0.447729087,
0.100535192,0.012771324,120,0.554717,0.453611564,
0.101396382,0.012775537,121,0.561073,0.459110852,
0.102230445,0.012502813,122,0.567603,0.463729839,
0.10301026,0.012619745,123,0.575525,0.468680233,
0.103912137,0.012383358,124,0.581365,0.47347528,
0.104664825,0.012481039,125,0.587915,0.481449765,
0.105593823,0.012297489,126,0.59501,0.483200009,
0.10631939,0.012516957,127,0.601273,0.489123912,
0.107248388,0.012547008,128,0.60771,0.494032881,
0.107987516,0.01267324,129,0.611242,0.498517234,
0.108882613,0.012733825,130,0.618117,0.503643689,
0.109682769,0.012967712,131,0.625056,0.507527367,
0.110516831,0.012702249,132,0.633608,0.507993408,
0.111384802,0.01301361,133,0.637604,0.518422378,
0.112184964,0.012651181,134,0.644889,0.52173645,
0.113093615,0.012628927,135,0.650011,0.526282942,
0.113839529,0.012867041,136,0.657537,0.530591236,
0.114768527,0.012855095,137,0.665445,0.534899529,
0.115500875,0.013273536,138,0.669742,0.537229736,
0.116429873,0.013157708,139,0.678361,0.540958067,
0.11718934,0.013163517,140,0.685106,0.547213378,
0.118084438,0.013416963,141,0.692099,0.550952066,
0.118898153,0.013360627,142,0.698462,0.555125725,
0.119745784,0.013114615,143,0.705886,0.559278672,
0.120620534,0.013172845,144,0.711483,0.562603101,
0.121407129,0.013354933,145,0.716121,0.56533721,
0.122322567,0.013428711,146,0.722766,0.5685995,
0.123068474,0.013693093,147,0.730062,0.570049407,
0.124004252,0.013903003,,,,
0.12471626,0.014017455,,,,
0.12561813,0.014159449,,,,
0.126391172,0.014271571,,,,
0.127232015,0.014016146,,,,
0.128086418,0.014031958,,,,
