Machine_N_cycles,Machine_Load,Machine_Displacement,DIC_index,DIC_N_cycles,DIC_exx,DIC_eyy,DIC_exy,DIC_crack_length,Th_sN_cycles,Th_time,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,29.717244204383302,0.00160640600946338,,,,,,,,,,,,,
1,34.978262158237,0.0017668422263807302,,,,,,,,,,,,,
1,38.5699185503561,0.00207119068947682,,,,,,,,,,,,,
1,41.85805461534029,0.00234865242373703,,,,,,,,,,,,,
1,44.7920836636749,0.00256655730128524,,,,,,,,,,,,,
1,47.4225924205914,0.0027756649190974,,,,,,,,,,,,,
1,46.360271581595,0.00282817078519544,,,,,,,,,,,,,
1,43.9826963452742,0.00278615892539451,,,,,,,,,,,,,
1,40.9980805739403,0.00257697698263765,,,,,,,,,,,,,
1,36.647623589626,0.00208140961371863,,,,,,,,,,,,,
1,30.981911996862102,0.00203036099373387,,,,,,,,,,,,,
1,26.226761047849497,0.00171655753050084,,,,,,,,,,,,,
1,20.561049104698103,0.00132919781013782,,,,,,,,,,,,,
1,15.350617420443001,0.00110533091540438,,,,,,,,,,,,,
1,10.2919457328604,0.00076339879673018,,,,,,,,,,,,,
1,6.548528590290981,0.000588123984234046,,,,,,,,,,,,,
1,3.8168457607109,0.000382340288794208,,,,,,,,,,,,,
1,3.1086316869541903,0.00034744226384781697,,,,,,,,,,,,,
1,3.4627387241831404,0.00040870683154739,,,,,,,,,,,,,
1,4.62623327013811,0.000461899025180899,,,,,,,,,,,,,
1,8.16730358059196,0.000497676946488731,,,,,,,,,,,,,
1,11.708373820123802,0.0006890963456361361,,,,,,,,,,,,,
1,15.4012041365782,0.000961479416727234,,,,,,,,,,,,,
1,20.206942102017,0.00117306350543357,,,,,,,,,,,,,
1000,28.9584435243266,0.0032619526171674303,,,,,,,,,,,,,
1000,38.193804666969704,0.00369028790665366,,,,,,,,,,,,,
1000,39.4298926044789,0.00403627185504525,,,,,,,,,,,,,
1000,45.7807188449613,0.00452737238335189,,,,,,,,,,,,,
1000,51.030163962529706,0.0047913232295550105,,,,,,,,,,,,,
1000,56.0888549382461,0.00505660322196699,,,,,,,,,,,,,
1000,59.2868094902629,0.0051564140136718,,,,,,,,,,,,,
1000,52.624911988444794,0.00504552411779804,,,,,,,,,,,,,
1000,45.9375376391922,0.0047913232295550105,,,,,,,,,,,,,
1000,40.69456032295629,0.00452737238335189,,,,,,,,,,,,,
1000,35.5853026806869,0.00421029568351154,,,,,,,,,,,,,
1000,31.285432265637997,0.00380890082689341,,,,,,,,,,,,,
1000,5.2838606188430095,0.00178699280142823,,,,,,,,,,,,,
1000,4.64851037140474,0.00175677475328497,,,,,,,,,,,,,
1000,5.33271736766421,0.0018475678434413602,,,,,,,,,,,,,
1000,8.77504870136195,0.00202016516415794,,,,,,,,,,,,,
1000,13.7318424963523,0.00220438750935469,,,,,,,,,,,,,
1000,17.0145074507032,0.00253532137381595,,,,,,,,,,,,,
1000,20.727093553043602,0.0028491980629980398,,,,,,,,,,,,,
1000,27.643189004130697,0.0031981258466965,,,,,,,,,,,,,
2000,29.8184176281322,0.00402541768248357,,,,,,,,,,,,,
2000,34.624155185783,0.0044177999349467294,,,,,,,,,,,,,
2000,39.1263723505958,0.00484648227199626,,,,,,,,,,,,,
2000,44.0332830527923,0.00521194066172709,,,,,,,,,,,,,
2000,47.1190721815904,0.00555738974793965,,,,,,,,,,,,,
2000,48.7884334890325,0.00581496549617816,,,,,,,,,,,,,
2000,49.698994194892904,0.00591604164760316,,,,,,,,,,,,,
2000,48.5860866648084,0.0058598686761359995,,,,,,,,,,,,,
2000,46.8155519420194,0.0056804457622066,,,,,,,,,,,,,
2000,43.325069146109506,0.00542342894445601,,,,,,,,,,,,,
2000,39.5310660223154,0.00520083101051956,,,,,,,,,,,,,
2000,34.978262158237,0.00486856191546335,,,,,,,,,,,,,
2000,30.4760448810143,0.00438497604522057,,,,,,,,,,,,,
2000,25.1644400728655,0.0039278505420058205,,,,,,,,,,,,,
2000,20.1563553872887,0.0035612865002368397,,,,,,,,,,,,,
2000,16.0082447290512,0.00313441467582341,,,,,,,,,,,,,
2000,11.556613668463699,0.00287023945793964,,,,,,,,,,,,,
2000,8.217890298800349,0.00247295471514448,,,,,,,,,,,,,
2000,5.890901246260849,0.00230734936605134,,,,,,,,,,,,,
2000,5.3850340568898,0.0022455209171884302,,,,,,,,,,,,,
2000,5.68855437068506,0.00227641605826887,,,,,,,,,,,,,
2000,8.116716862369099,0.00240037414550675,,,,,,,,,,,,,
2000,10.797812908194402,0.00255614146414138,,,,,,,,,,,,,
2000,14.591816676649302,0.0028491980629980398,,,,,,,,,,,,,
2000,19.195207804623198,0.00295454453033151,,,,,,,,,,,,,
2000,23.343318386015,0.00349694381686498,,,,,,,,,,,,,
3000,30.8807385738146,0.0045164041858351605,,,,,,,,,,,,,
3000,35.484129260432795,0.00506768453335901,,,,,,,,,,,,,
3000,40.3404533627648,0.00555738974793965,,,,,,,,,,,,,
3000,44.3873900049782,0.00589356661421582,,,,,,,,,,,,,
3000,47.473179127036104,0.00627668219605872,,,,,,,,,,,,,
3000,49.4966473718139,0.00645771845205764,,,,,,,,,,,,,
3000,49.44606066600429,0.00652572688399934,,,,,,,,,,,,,
3000,48.484913252601004,0.00637845753695901,,,,,,,,,,,,,
3000,45.8038178060044,0.00631059076197435,,,,,,,,,,,,,
3000,42.920375483766,0.00603979248538168,,,,,,,,,,,,,
3000,38.7216786778807,0.0056356697962217,,,,,,,,,,,,,
3000,33.814767817341696,0.0053008950752928,,,,,,,,,,,,,
3000,28.9078568122012,0.00492380079344387,,,,,,,,,,,,,
3000,24.0515323776608,0.00448351413846067,,,,,,,,,,,,,
3000,19.3975546645779,0.00400371732330709,,,,,,,,,,,,,
3000,14.895336974564,0.0035827576630872797,,,,,,,,,,,,,
3000,5.08151374257696,0.00271277699273284,,,,,,,,,,,,,
3000,8.57199732585364,0.0028597170011474197,,,,,,,,,,,,,
3000,12.1130675572416,0.00312380751996808,,,,,,,,,,,,,
3000,15.8564845811319,0.00334723160358272,,,,,,,,,,,,,
3000,20.004595243014396,0.0036257350442348295,,,,,,,,,,,,,
3000,24.860919793077503,0.00407971502883516,,,,,,,,,,,,,
4000,32.094819646350004,0.00514531518544322,,,,,,,,,,,,,
4000,36.394690040496705,0.0056804457622066,,,,,,,,,,,,,
4000,40.7957337400134,0.00606231756398944,,,,,,,,,,,,,
4000,45.5508842710135,0.00642373859473592,,,,,,,,,,,,,
4000,47.473179127036104,0.00677563880662556,,,,,,,,,,,,,
4000,49.4966473718139,0.00696932985981039,,,,,,,,,,,,,
4000,49.698994194892904,0.0069351131128198,,,,,,,,,,,,,
4000,47.6755259526566,0.00691231046684615,,,,,,,,,,,,,
4000,45.7532310990378,0.00676426073734565,,,,,,,,,,,,,
4000,41.6051210742212,0.0064690486884732,,,,,,,,,,,,,
