Machine_N_cycles,Machine_Load,Machine_Displacement,DIC_index,DIC_N_cycles,DIC_exx,DIC_eyy,DIC_exy,DIC_crack_length,Th_sN_cycles,Th_time,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,38.8113098840996,0.00200391420152504,,,,,,,,,,,,,
1,40.6441191878487,0.00221861931935745,,,,,,,,,,,,,
1,48.389216376470394,0.00233789994244197,,,,,,,,,,,,,
1,57.9079995142012,0.00312515209174616,,,,,,,,,,,,,
1,55.010978609890394,0.0032126245567341,,,,,,,,,,,,,
1,59.0904570133424,0.00333985723448938,,,,,,,,,,,,,
1,48.6257078887706,0.0029661112483373897,,,,,,,,,,,,,
1,42.5360513542182,0.00272754998812481,,,,,,,,,,,,,
1,39.9937675013985,0.00248103669209016,,,,,,,,,,,,,
1,33.785864930734704,0.0022583795268883602,,,,,,,,,,,,,
1,29.2925258049044,0.0020357223668279,,,,,,,,,,,,,
1,22.9663771266481,0.00180511317076325,,,,,,,,,,,,,
1,20.2467243625232,0.00158245602118793,,,,,,,,,,,,,
1,14.097944065606802,0.00134389479522612,,,,,,,,,,,,,
1,12.856363406243599,0.00116099785933804,,,,,,,,,,,,,
1,8.1265322543109,0.00100195704835862,,,,,,,,,,,,,
1,8.4812695944634,0.0009144846034453,,,,,,,,,,,,,
1,5.82073952853899,0.000874724401476196,,,,,,,,,,,,,
1,8.59951537437922,0.000890628482244025,,,,,,,,,,,,,
1,8.06740936422644,0.000922436643858989,,,,,,,,,,,,,
1,11.9695200735274,0.0010894294940706302,,,,,,,,,,,,,
1,13.6249609581649,0.00120075806249531,,,,,,,,,,,,,
1,19.77374126937,0.0012961825507451698,,,,,,,,,,,,,
1,21.783919407623703,0.0015585998983251301,,,,,,,,,,,,,
1,30.120246177856398,0.00182101725307309,,,,,,,,,,,,,
1,31.8348097965414,0.00201186624284089,,,,,,,,,,,,,
100,36.8011319182341,0.00360227463762988,,,,,,,,,,,,,
100,43.304648791525096,0.0038965002192792603,,,,,,,,,,,,,
100,45.84693260080729,0.00416686968053349,,,,,,,,,,,,,
100,51.9957119072065,0.00441338301939374,,,,,,,,,,,,,
100,52.8825550600341,0.00464399227751601,,,,,,,,,,,,,
100,56.1343132515422,0.00482688927920928,,,,,,,,,,,,,
100,56.6072962565518,0.004866649497421579,,,,,,,,,,,,,
100,59.563440010911705,0.00495412197805768,,,,,,,,,,,,,
100,56.843787758611406,0.00497797810927596,,,,,,,,,,,,,
100,57.4941393877429,0.00494616993433117,,,,,,,,,,,,,
100,52.46869492256349,0.00477917701756794,,,,,,,,,,,,,
100,51.3453602591685,0.0045724238864812,,,,,,,,,,,,,
