Machine_N_cycles,Machine_Load,Machine_Displacement,DIC_index,DIC_N_cycles,DIC_exx,DIC_eyy,DIC_exy,DIC_crack_length,Th_sN_cycles,Th_time,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
100.0,39.2251700509712,0.007316730538630059,,,,,,,,,,,,,
100.0,46.4381613888513,0.007762552932880629,,,,,,,,,,,,,
100.0,47.7388647161378,0.00815592564345894,,,,,,,,,,,,,
100.0,54.8927328577488,0.00860174805983633,,,,,,,,,,,,,
100.0,56.0751903758325,0.008942671092039941,,,,,,,,,,,,,
100.0,62.4604608449241,0.00971630415205488,,,,,,,,,,,,,
100.0,63.76116406188311,0.009676966876967029,,,,,,,,,,,,,
100.0,60.8641432480659,0.009650742026958991,,,,,,,,,,,,,
100.0,52.5278177994003,0.00907379533701983,,,,,,,,,,,,,
100.0,46.911144417976,0.00864108533243305,,,,,,,,,,,,,
100.0,42.595174234119504,0.008300162306296491,,,,,,,,,,,,,
100.0,36.8011319182341,0.00786745232147323,,,,,,,,,,,,,
100.0,33.3720047523681,0.00740851750118983,,,,,,,,,,,,,
100.0,26.3955044724364,0.007093819345921491,,,,,,,,,,,,,
100.0,23.261991555318303,0.0066611093920208204,,,,,,,,,,,,,
100.0,15.6942620451494,0.00583502678365649,,,,,,,,,,,,,
100.0,12.3242574070733,0.00537609201879082,,,,,,,,,,,,,
100.0,10.4914478438367,0.0052056305378975,,,,,,,,,,,,,
100.0,8.1856551443785,0.00502205663733705,,,,,,,,,,,,,
100.0,8.83600693400825,0.004943382109141621,,,,,,,,,,,,,
100.0,10.4323249544285,0.00500894421594542,,,,,,,,,,,,,
100.0,12.0286429624942,0.00515318085181772,,,,,,,,,,,,,
100.0,17.0540884623185,0.00538920444046984,,,,,,,,,,,,,
100.0,19.0051437406388,0.00557277834505272,,,,,,,,,,,,,
100.0,25.2130467736233,0.005913701316036721,,,,,,,,,,,,,
100.0,28.169191007522997,0.00641197336300142,,,,,,,,,,,,,
100.0,35.3821827534183,0.00679223361930169,,,,,,,,,,,,,
100.0,39.2251700509712,0.007316730538630059,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
200.0,41.5900852733418,0.0093098189805359,,,,,,,,,,,,,
200.0,44.4279835020872,0.00976875385231354,,,,,,,,,,,,,
200.0,50.990622995665,0.0102932508637879,,,,,,,,,,,,,
200.0,52.8825550600341,0.0106735112072008,,,,,,,,,,,,,
200.0,58.4401053897366,0.0111586709679919,,,,,,,,,,,,,
200.0,58.3218596397479,0.0114471443458014,,,,,,,,,,,,,
200.0,61.8692321069396,0.0117093928753028,,,,,,,,,,,,,
200.0,65.120990142607,0.011932304128536003,,,,,,,,,,,,,
200.0,62.2830922237257,0.0118798544216321,,,,,,,,,,,,,
200.0,62.519583718619394,0.011761842581684999,,,,,,,,,,,,,
200.0,58.4401053897366,0.011683168022172,,,,,,,,,,,,,
200.0,56.78466488312429,0.0114864816249706,,,,,,,,,,,,,
200.0,41.353593752401,0.0103325881402995,,,,,,,,,,,,,
200.0,38.3974497163491,0.00989987810366745,,,,,,,,,,,,,
200.0,28.287436775967198,0.00902134563890625,,,,,,,,,,,,,
200.0,21.6656736353394,0.00849684866669172,,,,,,,,,,,,,
200.0,19.0642666275678,0.008116588371989341,,,,,,,,,,,,,
200.0,14.2753127306159,0.0077494405093523,,,,,,,,,,,,,
200.0,12.7381176287694,0.00735606780823743,,,,,,,,,,,,,
200.0,8.77688404412633,0.00702825723097978,,,,,,,,,,,,,
200.0,9.368112942185212,0.00676600877376386,,,,,,,,,,,,,
200.0,6.82582866856017,0.00664799696934892,,,,,,,,,,,,,
200.0,9.6046045009354,0.00673978392826685,,,,,,,,,,,,,
200.0,9.131621383164461,0.0068446833105000205,,,,,,,,,,,,,
200.0,13.802329623583601,0.00693647027048988,,,,,,,,,,,,,
200.0,14.511804283722201,0.007198718730358541,,,,,,,,,,,,,
200.0,21.015321886536697,0.007447854771011121,,,,,,,,,,,,,
200.0,23.321114441000198,0.00794612686334494,,,,,,,,,,,,,
200.0,31.0070894307551,0.00828704988235136,,,,,,,,,,,,,
200.0,32.9581445731319,0.00864108533243305,,,,,,,,,,,,,
200.0,41.5900852733418,0.0093098189805359,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
500.0,43.304648791525096,0.0130337480105451,,,,,,,,,,,,,
500.0,46.26079275262921,0.0136106948340367,,,,,,,,,,,,,
500.0,52.054834784190504,0.0140171801076363,,,,,,,,,,,,,
500.0,54.8336099816502,0.0146203518215757,,,,,,,,,,,,,
500.0,59.563440010911705,0.0149612749735404,,,,,,,,,,,,,
500.0,60.4502831281342,0.0153153105615275,,,,,,,,,,,,,
500.0,63.8794098084283,0.0155906715794024,,,,,,,,,,,,,
500.0,64.11590130129301,0.0157611331640852,,,,,,,,,,,,,
500.0,64.2341470476124,0.0158135828827856,,,,,,,,,,,,,
500.0,63.16993532802879,0.0158266953124855,,,,,,,,,,,,,
500.0,61.2780033670809,0.0156824585863314,,,,,,,,,,,,,
500.0,58.2036138896847,0.0154595472846313,,,,,,,,,,,,,
500.0,53.946766837953604,0.0152235235565403,,,,,,,,,,,,,
500.0,50.5176399766322,0.014790813396719,,,,,,,,,,,,,
500.0,45.5513182061034,0.0144105529621663,,,,,,,,,,,,,
500.0,34.9683225784126,0.0133484462755087,,,,,,,,,,,,,
500.0,17.1132113498156,0.0113946946403833,,,,,,,,,,,,,
500.0,13.5067151811337,0.0110406591330178,,,,,,,,,,,,,
500.0,11.2600454045999,0.0107128484845894,,,,,,,,,,,,,
500.0,9.308990052455382,0.0104243751191795,,,,,,,,,,,,,
500.0,8.59951537437922,0.0100703396319376,,,,,,,,,,,,,
500.0,10.7870622906233,0.010175239034798,,,,,,,,,,,,,
500.0,13.1519778496311,0.0103719254169018,,,,,,,,,,,,,
500.0,21.8430422937398,0.0109357597248362,,,,,,,,,,,,,
500.0,26.868487550002104,0.0114078070667228,,,,,,,,,,,,,
500.0,32.1304242120535,0.011906079275063998,,,,,,,,,,,,,
