Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,1.55915e-06,8.3,,,,,,,,,,,,,,,,,,,,F-0.26-02
,1,0.002208794,8.29,,,,,,,,,,,,,,,,,,,,
,1,0.004441733,8.29,,,,,,,,,,,,,,,,,,,,
,1,0.005213986,8.28,,,,,,,,,,,,,,,,,,,,
,1,0.00533245,8.28,,,,,,,,,,,,,,,,,,,,
,1,0.005889008,8.28,,,,,,,,,,,,,,,,,,,,
,1,0.007823552,8.27,,,,,,,,,,,,,,,,,,,,
,1,0.010582874,8.272561431,,,,,,,,,,,,,,,,,,,,
,1,0.012343074,8.271019161,,,,,,,,,,,,,,,,,,,,
,1,0.010518054,8.27,,,,,,,,,,,,,,,,,,,,
,1,0.007581035,8.269368112,,,,,,,,,,,,,,,,,,,,
,1,0.006815488,8.269993216,,,,,,,,,,,,,,,,,,,,
,1,0.006477977,8.270911872,,,,,,,,,,,,,,,,,,,,
,1,0.006726081,8.2715258,,,,,,,,,,,,,,,,,,,,
,1,0.007469276,8.271463215,,,,,,,,,,,,,,,,,,,,
,1,0.006252224,8.271355182,,,,,,,,,,,,,,,,,,,,
,1,0.002465839,8.271688223,,,,,,,,,,,,,,,,,,,,
,1,0.000713462,8.273021877,,,,,,,,,,,,,,,,,,,,
,1,0.000810692,8.276026696,,,,,,,,,,,,,,,,,,,,
,1,0.000708992,8.279518038,,,,,,,,,,,,,,,,,,,,
,1,-0.000530412,8.282315731,,,,,,,,,,,,,,,,,,,,
,1,-0.001064619,8.284363896,,,,,,,,,,,,,,,,,,,,
,1,-0.000919333,8.286766708,,,,,,,,,,,,,,,,,,,,
,1,0.000266427,8.289911598,,,,,,,,,,,,,,,,,,,,
,1,0.003736535,8.292182535,,,,,,,,,,,,,,,,,,,,
,1,0.007332931,8.293437958,,,,,,,,,,,,,,,,,,,,
,1,0.008752266,8.295702934,,,,,,,,,,,,,,,,,,,,
,1,0.009024958,8.299906552,,,,,,,,,,,,,,,,,,,,
,1,0.009668688,8.304795623,,,,,,,,,,,,,,,,,,,,
,1,0.009834091,8.309229463,,,,,,,,,,,,,,,,,,,,
,1,0.009387056,8.311448991,,,,,,,,,,,,,,,,,,,,
,1,0.009320001,8.310415596,,,,,,,,,,,,,,,,,,,,
,1,0.008868495,8.308036625,,,,,,,,,,,,,,,,,,,,
,1,0.008696387,8.305716515,,,,,,,,,,,,,,,,,,,,
,1,0.008665095,8.302833885,,,,,,,,,,,,,,,,,,,,
,1,0.009410525,8.299699426,,,,,,,,,,,,,,,,,,,,
,1,0.010634283,8.296917379,,,,,,,,,,,,,,,,,,,,
,1,0.010972912,8.294274658,,,,,,,,,,,,,,,,,,,,
,1,0.007977779,8.290899545,,,,,,,,,,,,,,,,,,,,
,1,0.004599313,8.286809176,,,,,,,,,,,,,,,,,,,,
,1,0.003568897,8.281482756,,,,,,,,,,,,,,,,,,,,
,1,0.004788185,8.27486068,,,,,,,,,,,,,,,,,,,,
,1,0.006082351,8.268224448,,,,,,,,,,,,,,,,,,,,
,1,0.006010825,8.262071013,,,,,,,,,,,,,,,,,,,,
,1,0.005589495,8.255309612,,,,,,,,,,,,,,,,,,,,
,1,0.004668603,8.246378601,,,,,,,,,,,,,,,,,,,,
,1,0.00334985,8.235803246,,,,,,,,,,,,,,,,,,,,
,1,0.002995575,8.226481825,,,,,,,,,,,,,,,,,,,,
,1,0.002731825,8.218956739,,,,,,,,,,,,,,,,,,,,
,1,0.000986153,8.21081847,,,,,,,,,,,,,,,,,,,,
,1,-0.001655823,8.201098442,,,,,,,,,,,,,,,,,,,,
,1,-0.001569768,8.190783113,,,,,,,,,,,,,,,,,,,,
,1,0.001987511,8.182278275,,,,,,,,,,,,,,,,,,,,
,1,0.004868651,8.175195754,,,,,,,,,,,,,,,,,,,,
,1,0.004363502,8.167643845,,,,,,,,,,,,,,,,,,,,
,1,0.002940813,8.159378916,,,,,,,,,,,,,,,,,,,,
,1,0.002089212,8.150339127,,,,,,,,,,,,,,,,,,,,
,1,0.001521478,8.140589297,,,,,,,,,,,,,,,,,,,,
,1,0.001316959,8.13215673,,,,,,,,,,,,,,,,,,,,
,1,0.002472544,8.125663549,,,,,,,,,,,,,,,,,,,,
,1,0.002804468,8.119679987,,,,,,,,,,,,,,,,,,,,
,1,0.001237611,8.113369346,,,,,,,,,,,,,,,,,,,,
,1,-0.001570886,8.106890321,,,,,,,,,,,,,,,,,,,,
,1,-0.003469666,8.100791276,,,,,,,,,,,,,,,,,,,,
,1,-0.004243037,8.096825331,,,,,,,,,,,,,,,,,,,,
,1,-0.004039636,8.095229417,,,,,,,,,,,,,,,,,,,,
,1,-0.003507664,8.094768226,,,,,,,,,,,,,,,,,,,,
,1,-0.003144449,8.094378561,,,,,,,,,,,,,,,,,,,,
,1,-0.00274994,8.094257116,,,,,,,,,,,,,,,,,,,,
,1,-0.001823461,8.095803112,,,,,,,,,,,,,,,,,,,,
,1,-0.00091598,8.09885636,,,,,,,,,,,,,,,,,,,,
,2,-5.87906e-05,8.103190362,,,,,,,,,,,,,,,,,,,,
,2,0.0002329,8.107992262,,,,,,,,,,,,,,,,,,,,
,2,0.000646407,8.11214745,,,,,,,,,,,,,,,,,,,,
,2,-6.66137e-05,8.116947114,,,,,,,,,,,,,,,,,,,,
,2,-0.00123561,8.123931289,,,,,,,,,,,,,,,,,,,,
,2,-0.001816755,8.133640885,,,,,,,,,,,,,,,,,,,,
,2,-0.001406601,8.143877238,,,,,,,,,,,,,,,,,,,,
,2,-0.000703638,8.152127266,,,,,,,,,,,,,,,,,,,,
,2,0.00039495,8.159528673,,,,,,,,,,,,,,,,,,,,
,2,0.001713703,8.167435229,,,,,,,,,,,,,,,,,,,,
,2,0.002394313,8.176407963,,,,,,,,,,,,,,,,,,,,
,2,0.002226675,8.186273277,,,,,,,,,,,,,,,,,,,,
,2,0.002765352,8.197879791,,,,,,,,,,,,,,,,,,,,
,2,0.004245038,8.211360127,,,,,,,,,,,,,,,,,,,,
,2,0.006022001,8.226050436,,,,,,,,,,,,,,,,,,,,
,2,0.007307226,8.240728825,,,,,,,,,,,,,,,,,,,,
,2,0.008309702,8.252861351,,,,,,,,,,,,,,,,,,,,
,2,0.007559801,8.261879534,,,,,,,,,,,,,,,,,,,,
,2,0.006082351,8.269291371,,,,,,,,,,,,,,,,,,,,
,2,0.006091291,8.276689798,,,,,,,,,,,,,,,,,,,,
,2,0.007915194,8.285280317,,,,,,,,,,,,,,,,,,,,
,2,0.009219418,8.295034617,,,,,,,,,,,,,,,,,,,,
,2,0.010187248,8.305031806,,,,,,,,,,,,,,,,,,,,
,2,0.010806392,8.314871043,,,,,,,,,,,,,,,,,,,,
,2,0.010620872,8.324665576,,,,,,,,,,,,,,,,,,,,
,2,0.010316888,8.332953602,,,,,,,,,,,,,,,,,,,,
,2,0.010743807,8.338204771,,,,,,,,,,,,,,,,,,,,
,2,0.012125144,8.340871334,,,,,,,,,,,,,,,,,,,,
,2,0.012953276,8.341888338,,,,,,,,,,,,,,,,,,,,
,2,0.011359597,8.342174441,,,,,,,,,,,,,,,,,,,,
,2,0.009280885,8.342590183,,,,,,,,,,,,,,,,,,,,
,2,0.008070538,8.342850208,,,,,,,,,,,,,,,,,,,,
,2,0.006549502,8.342439681,,,,,,,,,,,,,,,,,,,,
,2,0.003942171,8.34094435,,,,,,,,,,,,,,,,,,,,
,2,0.002226675,8.338340372,,,,,,,,,,,,,,,,,,,,
,2,0.002424488,8.335009217,,,,,,,,,,,,,,,,,,,,
,2,0.004177982,8.331033587,,,,,,,,,,,,,,,,,,,,
