Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,3.27e-09,11.55005619,,,,,,,,,,,,,,,,,,,,F-0.38-02
,1,-1.79e-05,11.54516414,,,,,,,,,,,,,,,,,,,,
,1,0.000357631,11.54067591,,,,,,,,,,,,,,,,,,,,
,1,0.000818077,11.53532714,,,,,,,,,,,,,,,,,,,,
,1,0.00108518,11.53043211,,,,,,,,,,,,,,,,,,,,
,1,0.001010302,11.52649224,,,,,,,,,,,,,,,,,,,,
,1,0.000904,11.52245253,,,,,,,,,,,,,,,,,,,,
,1,0.000880662,11.51830927,,,,,,,,,,,,,,,,,,,,
,1,0.000880662,11.5143992,,,,,,,,,,,,,,,,,,,,
,1,0.000880662,11.51112467,,,,,,,,,,,,,,,,,,,,
,1,0.000943247,11.50916293,,,,,,,,,,,,,,,,,,,,
,1,0.001259524,11.5085721,,,,,,,,,,,,,,,,,,,,
,1,0.001649562,11.50890216,,,,,,,,,,,,,,,,,,,,
,1,0.0020396,11.50949523,,,,,,,,,,,,,,,,,,,,
,1,0.00242852,11.50962859,,,,,,,,,,,,,,,,,,,,
,1,0.002782795,11.50961295,,,,,,,,,,,,,,,,,,,,
,1,0.003083426,11.50923148,,,,,,,,,,,,,,,,,,,,
,1,0.003304708,11.508964,,,,,,,,,,,,,,,,,,,,
,1,0.003436584,11.50916368,,,,,,,,,,,,,,,,,,,,
,1,0.003666807,11.51023582,,,,,,,,,,,,,,,,,,,,
,1,0.003884736,11.51282564,,,,,,,,,,,,,,,,,,,,
,1,0.004079196,11.51622459,,,,,,,,,,,,,,,,,,,,
,1,0.004278127,11.51967794,,,,,,,,,,,,,,,,,,,,
,1,0.00450835,11.52256727,,,,,,,,,,,,,,,,,,,,
,1,0.004726279,11.52496487,,,,,,,,,,,,,,,,,,,,
,1,0.004936386,11.5274407,,,,,,,,,,,,,,,,,,,,
,1,0.005259368,11.53189242,,,,,,,,,,,,,,,,,,,,
,1,0.005338717,11.53901517,,,,,,,,,,,,,,,,,,,,
,1,0.005505237,11.54681668,,,,,,,,,,,,,,,,,,,,
,1,0.006051738,11.55295298,,,,,,,,,,,,,,,,,,,,
,1,0.006488714,11.55750677,,,,,,,,,,,,,,,,,,,,
,1,0.006860871,11.56222895,,,,,,,,,,,,,,,,,,,,
,1,0.007214028,11.56739518,,,,,,,,,,,,,,,,,,,,
,1,0.007265437,11.57223731,,,,,,,,,,,,,,,,,,,,
,1,0.007196147,11.5756914,,,,,,,,,,,,,,,,,,,,
,1,0.007321317,11.5782246,,,,,,,,,,,,,,,,,,,,
,1,0.007677827,11.58144102,,,,,,,,,,,,,,,,,,,,
,1,0.008216504,11.58586666,,,,,,,,,,,,,,,,,,,,
,1,0.008540604,11.59021407,,,,,,,,,,,,,,,,,,,,
,1,0.008466843,11.59335524,,,,,,,,,,,,,,,,,,,,
