Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,-6.41e-07,5.87,,,,,,,,,,,,,,,,,,,,F-0.19-02
,1,-6.41e-07,5.86,,,,,,,,,,,,,,,,,,,,
,1,-1.57e-05,5.86,,,,,,,,,,,,,,,,,,,,
,1,-0.000313006,5.85,,,,,,,,,,,,,,,,,,,,
,1,-0.000682928,5.84,,,,,,,,,,,,,,,,,,,,
,1,-0.000822067,5.84,,,,,,,,,,,,,,,,,,,,
,1,-0.000777,5.84,,,,,,,,,,,,,,,,,,,,
,1,-0.000676222,5.83342649,,,,,,,,,,,,,,,,,,,,
,1,-0.000599,5.83094433,,,,,,,,,,,,,,,,,,,,
,1,-0.000861183,5.83,,,,,,,,,,,,,,,,,,,,
,1,-0.001183048,5.82623519,,,,,,,,,,,,,,,,,,,,
,1,-0.001190871,5.82241267,,,,,,,,,,,,,,,,,,,,
,1,-0.001048937,5.819982663,,,,,,,,,,,,,,,,,,,,
,1,-0.000947237,5.819516256,,,,,,,,,,,,,,,,,,,,
,1,-0.00099,5.820617825,,,,,,,,,,,,,,,,,,,,
,1,-0.001042232,5.821482092,,,,,,,,,,,,,,,,,,,,
,1,-0.000922091,5.822439492,,,,,,,,,,,,,,,,,,,,
,1,-0.00060302,5.824217573,,,,,,,,,,,,,,,,,,,,
,1,-0.000283949,5.826691538,,,,,,,,,,,,,,,,,,,,
,1,-4.98e-05,5.829797313,,,,,,,,,,,,,,,,,,,,
,1,0.00011,5.833566934,,,,,,,,,,,,,,,,,,,,
,1,0.000294402,5.838532001,,,,,,,,,,,,,,,,,,,,
,1,0.000496127,5.844195932,,,,,,,,,,,,,,,,,,,,
,1,0.000553682,5.849560723,,,,,,,,,,,,,,,,,,,,
,1,0.000606768,5.854194984,,,,,,,,,,,,,,,,,,,,
,1,0.000659853,5.857412145,,,,,,,,,,,,,,,,,,,,
,1,0.00079564,5.858720839,,,,,,,,,,,,,,,,,,,,
,1,0.0009901,5.858796835,,,,,,,,,,,,,,,,,,,,
