Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,7.54e-07,7.300948352,,,,,,,,,,,,,,,,,,,,F-0.26-01
,1,0.000904,7.305334508,,,,,,,,,,,,,,,,,,,,
,1,0.00247,7.31369704,,,,,,,,,,,,,,,,,,,,
,1,0.00384,7.323088497,,,,,,,,,,,,,,,,,,,,
,1,0.00515,7.338513434,,,,,,,,,,,,,,,,,,,,
,1,0.00601,7.356142253,,,,,,,,,,,,,,,,,,,,
,1,0.0057,7.364224643,,,,,,,,,,,,,,,,,,,,
,1,0.004019598,7.355879247,,,,,,,,,,,,,,,,,,,,
,1,0.001948709,7.337132841,,,,,,,,,,,,,,,,,,,,
,1,-1.60094e-05,7.316698134,,,,,,,,,,,,,,,,,,,,
,1,-0.001784032,7.297048718,,,,,,,,,,,,,,,,,,,,
,1,-0.003272658,7.280912995,,,,,,,,,,,,,,,,,,,,
,1,-0.004137671,7.271335274,,,,,,,,,,,,,,,,,,,,
,1,-0.004180139,7.267658412,,,,,,,,,,,,,,,,,,,,
,1,-0.004151082,7.265301794,,,,,,,,,,,,,,,,,,,,
,1,-0.004024794,7.265307754,,,,,,,,,,,,,,,,,,,,
,1,-0.002488112,7.276239991,,,,,,,,,,,,,,,,,,,,
,1,0.000621015,7.301347703,,,,,,,,,,,,,,,,,,,,
,1,0.004355991,7.336761057,,,,,,,,,,,,,,,,,,,,
,1,0.006682808,7.362790406,,,,,,,,,,,,,,,,,,,,
,1,0.006833682,7.368990779,,,,,,,,,,,,,,,,,,,,
,1,0.006078193,7.362544537,,,,,,,,,,,,,,,,,,,,
,1,0.005028779,7.351424545,,,,,,,,,,,,,,,,,,,,
,1,0.003078589,7.336270064,,,,,,,,,,,,,,,,,,,,
,1,0.000547254,7.315995544,,,,,,,,,,,,,,,,,,,,
,1,-0.001419699,7.297035307,,,,,,,,,,,,,,,,,,,,
,1,-0.002816683,7.283119112,,,,,,,,,,,,,,,,,,,,
,1,-0.003853804,7.27295801,,,,,,,,,,,,,,,,,,,,
,1,-0.003973385,7.267875969,,,,,,,,,,,,,,,,,,,,
,1,-0.002955264,7.27089569,,,,,,,,,,,,,,,,,,,,
,1,-0.000617271,7.289618254,,,,,,,,,,,,,,,,,,,,
,1,0.002724314,7.320523262,,,,,,,,,,,,,,,,,,,,
,1,0.005547339,7.346158475,,,,,,,,,,,,,,,,,,,,
,1,0.006318474,7.353361696,,,,,,,,,,,,,,,,,,,,
,1,0.005526105,7.347406447,,,,,,,,,,,,,,,,,,,,
,1,0.004134709,7.338960469,,,,,,,,,,,,,,,,,,,,
,1,0.002672905,7.329433411,,,,,,,,,,,,,,,,,,,,
,1,0.001908476,7.322944701,,,,,,,,,,,,,,,,,,,,
,1,0.002381215,7.324165851,,,,,,,,,,,,,,,,,,,,
,1,0.003475333,7.330501825,,,,,,,,,,,,,,,,,,,,
,1,0.004257644,7.333448529,,,,,,,,,,,,,,,,,,,,
,1,0.00443087,7.331067324,,,,,,,,,,,,,,,,,,,,
,1,0.004423047,7.328652591,,,,,,,,,,,,,,,,,,,,
,1,0.004295642,7.328079641,,,,,,,,,,,,,,,,,,,,
,1,0.003900016,7.325415313,,,,,,,,,,,,,,,,,,,,
,1,0.004456574,7.325693965,,,,,,,,,,,,,,,,,,,,
,1,0.00561663,7.328564674,,,,,,,,,,,,,,,,,,,,
,1,0.005828971,7.327407598,,,,,,,,,,,,,,,,,,,,
,1,0.004872317,7.319676876,,,,,,,,,,,,,,,,,,,,
,1,0.003518919,7.309547812,,,,,,,,,,,,,,,,,,,,
,1,0.002138699,7.30034411,,,,,,,,,,,,,,,,,,,,
,1,0.001175338,7.295934111,,,,,,,,,,,,,,,,,,,,
,1,0.002916539,7.310879976,,,,,,,,,,,,,,,,,,,,
,1,0.006174306,7.336783409,,,,,,,,,,,,,,,,,,,,
,1,0.006939853,7.344829291,,,,,,,,,,,,,,,,,,,,
,1,0.0037592,7.318433374,,,,,,,,,,,,,,,,,,,,
,1,-0.001304587,7.269515842,,,,,,,,,,,,,,,,,,,,
,1,-0.005733585,7.221631706,,,,,,,,,,,,,,,,,,,,
,1,-0.008817008,7.184243947,,,,,,,,,,,,,,,,,,,,
,1,-0.010726965,7.151924074,,,,,,,,,,,,,,,,,,,,
,1,-0.01220665,7.11376965,,,,,,,,,,,,,,,,,,,,
,1,-0.013988084,7.065040618,,,,,,,,,,,,,,,,,,,,
,1,-0.015283367,7.021164149,,,,,,,,,,,,,,,,,,,,
,1,-0.015487886,6.996560097,,,,,,,,,,,,,,,,,,,,
,1,-0.01534707,6.985224038,,,,,,,,,,,,,,,,,,,,
,1,-0.015158198,6.974997371,,,,,,,,,,,,,,,,,,,,
,1,-0.014606109,6.968096644,,,,,,,,,,,,,,,,,,,,
,1,-0.013932204,6.966657937,,,,,,,,,,,,,,,,,,,,
,1,-0.01349411,6.964668632,,,,,,,,,,,,,,,,,,,,
,1,-0.013880795,6.956842542,,,,,,,,,,,,,,,,,,,,
,1,-0.015192843,6.941277534,,,,,,,,,,,,,,,,,,,,
,1,-0.016836813,6.918096542,,,,,,,,,,,,,,,,,,,,
,2,-0.017137444,6.902202219,,,,,,,,,,,,,,,,,,,,
,2,-0.015931568,6.90234974,,,,,,,,,,,,,,,,,,,,
,2,-0.01429542,6.914087385,,,,,,,,,,,,,,,,,,,,
,2,-0.013167775,6.927259266,,,,,,,,,,,,,,,,,,,,
,2,-0.012811265,6.933317333,,,,,,,,,,,,,,,,,,,,
,2,-0.012661508,6.934501976,,,,,,,,,,,,,,,,,,,,
,2,-0.012165299,6.937289238,,,,,,,,,,,,,,,,,,,,
,2,-0.011334932,6.942500174,,,,,,,,,,,,,,,,,,,,
,2,-0.010680026,6.944906712,,,,,,,,,,,,,,,,,,,,
,2,-0.01034475,6.943733245,,,,,,,,,,,,,,,,,,,,
