Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,-4.26e-05,5.86,,,,,,,,,,,,,,,,,,,,F-0.19-01
,1,-0.00026,5.86,,,,,,,,,,,,,,,,,,,,
,1,-0.000115,5.86,,,,,,,,,,,,,,,,,,,,
,1,0.000182066,5.85,,,,,,,,,,,,,,,,,,,,
,1,0.00053187,5.85,,,,,,,,,,,,,,,,,,,,
,1,0.000243533,5.85,,,,,,,,,,,,,,,,,,,,
,1,-0.000284,5.86,,,,,,,,,,,,,,,,,,,,
,1,-0.0003432,5.858669057,,,,,,,,,,,,,,,,,,,,
,1,-9.29e-05,5.865241587,,,,,,,,,,,,,,,,,,,,
,1,0.000364232,5.88,,,,,,,,,,,,,,,,,,,,
,1,0.00103702,5.897278339,,,,,,,,,,,,,,,,,,,,
,1,0.001991439,5.920375511,,,,,,,,,,,,,,,,,,,,
,1,0.003342602,5.946937948,,,,,,,,,,,,,,,,,,,,
,1,0.004530597,5.975043401,,,,,,,,,,,,,,,,,,,,
,1,0.00508,6.000836939,,,,,,,,,,,,,,,,,,,,
,1,0.005576659,6.021393463,,,,,,,,,,,,,,,,,,,,
,1,0.006174568,6.03842251,,,,,,,,,,,,,,,,,,,,
,1,0.006925586,6.054569781,,,,,,,,,,,,,,,,,,,,
,1,0.007153574,6.07046634,,,,,,,,,,,,,,,,,,,,
,1,0.007331271,6.085601076,,,,,,,,,,,,,,,,,,,,
,1,0.007507849,6.099582464,,,,,,,,,,,,,,,,,,,,
,1,0.007983941,6.111865863,,,,,,,,,,,,,,,,,,,,
,1,0.009002063,6.123173237,,,,,,,,,,,,,,,,,,,,
,1,0.009936366,6.133304909,,,,,,,,,,,,,,,,,,,,
,1,0.010519747,6.141033024,,,,,,,,,,,,,,,,,,,,
,1,0.011048365,6.147269532,,,,,,,,,,,,,,,,,,,,
,1,0.011220474,6.154232472,,,,,,,,,,,,,,,,,,,,
,1,0.011287529,6.163230911,,,,,,,,,,,,,,,,,,,,
,1,0.010906432,6.172838435,,,,,,,,,,,,,,,,,,,,
,1,0.010445986,6.180056185,,,,,,,,,,,,,,,,,,,,
,1,0.010006774,6.182719022,,,,,,,,,,,,,,,,,,,,
,1,0.010183353,6.181227788,,,,,,,,,,,,,,,,,,,,
,1,0.011182476,6.177895144,,,,,,,,,,,,,,,,,,,,
,1,0.012108956,6.173732132,,,,,,,,,,,,,,,,,,,,
,1,0.012180481,6.16959855,,,,,,,,,,,,,,,,,,,,
,1,0.011557985,6.166986004,,,,,,,,,,,,,,,,,,,,
,1,0.011057306,6.166112795,,,,,,,,,,,,,,,,,,,,
,1,0.011651862,6.164777279,,,,,,,,,,,,,,,,,,,,
,1,0.012601811,6.162180007,,,,,,,,,,,,,,,,,,,,
,1,0.012566049,6.157871708,,,,,,,,,,,,,,,,,,,,
,1,0.011760268,6.151854247,,,,,,,,,,,,,,,,,,,,
,1,0.011752445,6.144867837,,,,,,,,,,,,,,,,,,,,
,1,0.012328003,6.138188392,,,,,,,,,,,,,,,,,,,,
,1,0.012115661,6.133179739,,,,,,,,,,,,,,,,,,,,
,1,0.011408228,6.130374968,,,,,,,,,,,,,,,,,,,,
,1,0.011055071,6.129265949,,,,,,,,,,,,,,,,,,,,
,1,0.010988016,6.128325686,,,,,,,,,,,,,,,,,,,,
,1,0.011331115,6.126468629,,,,,,,,,,,,,,,,,,,,
,1,0.011827324,6.123826653,,,,,,,,,,,,,,,,,,,,
,2,0.012323532,6.121560186,,,,,,,,,,,,,,,,,,,,
,2,0.012819741,6.120518595,,,,,,,,,,,,,,,,,,,,
,2,0.013041023,6.119868532,,,,,,,,,,,,,,,,,,,,
,2,0.012858857,6.119790301,,,,,,,,,,,,,,,,,,,,
,2,0.012610752,6.120645627,,,,,,,,,,,,,,,,,,,,
,2,0.012610752,6.121584028,,,,,,,,,,,,,,,,,,,,
,2,0.012887914,6.122401357,,,,,,,,,,,,,,,,,,,,
,2,0.012873385,6.123152003,,,,,,,,,,,,,,,,,,,,
,2,0.011918966,6.12507686,,,,,,,,,,,,,,,,,,,,
,2,0.010687385,6.127873063,,,,,,,,,,,,,,,,,,,,
,2,0.010515276,6.130752712,,,,,,,,,,,,,,,,,,,,
,2,0.011148948,6.133609638,,,,,,,,,,,,,,,,,,,,
,2,0.011893261,6.137479842,,,,,,,,,,,,,,,,,,,,
,2,0.012526933,6.143235043,,,,,,,,,,,,,,,,,,,,
,2,0.012707982,6.149305776,,,,,,,,,,,,,,,,,,,,
,2,0.01267669,6.154301018,,,,,,,,,,,,,,,,,,,,
,2,0.012606282,6.159015372,,,,,,,,,,,,,,,,,,,,
,2,0.012646515,6.164371595,,,,,,,,,,,,,,,,,,,,
,2,0.013397534,6.17053993,,,,,,,,,,,,,,,,,,,,
,2,0.013967503,6.176137179,,,,,,,,,,,,,,,,,,,,
,2,0.013970856,6.17942363,,,,,,,,,,,,,,,,,,,,
,2,0.013817746,6.180937588,,,,,,,,,,,,,,,,,,,,
,2,0.0135,6.181588396,,,,,,,,,,,,,,,,,,,,
,2,0.013092432,6.181866676,,,,,,,,,,,,,,,,,,,,
,2,0.013261188,6.182156503,,,,,,,,,,,,,,,,,,,,
,2,0.0135,6.181904301,,,,,,,,,,,,,,,,,,,,
,2,0.013103608,6.180038303,,,,,,,,,,,,,,,,,,,,
,2,0.012239713,6.176942214,,,,,,,,,,,,,,,,,,,,
,2,0.011841852,6.173523143,,,,,,,,,,,,,,,,,,,,
,2,0.01152334,6.169824302,,,,,,,,,,,,,,,,,,,,
,2,0.01120371,6.165564805,,,,,,,,,,,,,,,,,,,,
,2,0.010885198,6.159900501,,,,,,,,,,,,,,,,,,,,
,2,0.010595743,6.151355058,,,,,,,,,,,,,,,,,,,,
,2,0.010621447,6.141562015,,,,,,,,,,,,,,,,,,,,
,2,0.010691855,6.133535132,,,,,,,,,,,,,,,,,,,,
,2,0.010698561,6.126314402,,,,,,,,,,,,,,,,,,,,
,2,0.010452691,6.118781865,,,,,,,,,,,,,,,,,,,,
,2,0.010611389,6.11130707,,,,,,,,,,,,,,,,,,,,
,2,0.011504341,6.10357821,,,,,,,,,,,,,,,,,,,,
,2,0.012516875,6.0933467,,,,,,,,,,,,,,,,,,,,
,2,0.012536991,6.079613045,,,,,,,,,,,,,,,,,,,,
,2,0.011256237,6.065109,,,,,,,,,,,,,,,,,,,,
,2,0.009826843,6.052478403,,,,,,,,,,,,,,,,,,,,
,2,0.009152938,6.04249388,,,,,,,,,,,,,,,,,,,,
,2,0.009075824,6.03453517,,,,,,,,,,,,,,,,,,,,
,2,0.009041179,6.028652936,,,,,,,,,,,,,,,,,,,,
,2,0.009005416,6.025129929,,,,,,,,,,,,,,,,,,,,
,2,0.008969653,6.023013592,,,,,,,,,,,,,,,,,,,,
,3,0.008935008,6.02102913,,,,,,,,,,,,,,,,,,,,
,3,0.008764017,6.018896773,,,,,,,,,,,,,,,,,,,,
,3,0.00818846,6.016760319,,,,,,,,,,,,,,,,,,,,
,3,0.007753719,6.015835702,,,,,,,,,,,,,,,,,,,,
,3,0.007682193,6.016685814,,,,,,,,,,,,,,,,,,,,
,3,0.007611785,6.019058824,,,,,,,,,,,,,,,,,,,,
,3,0.007669899,6.022883952,,,,,,,,,,,,,,,,,,,,
,3,0.00825775,6.027918682,,,,,,,,,,,,,,,,,,,,
,3,0.008965183,6.034022942,,,,,,,,,,,,,,,,,,,,
,3,0.009701673,6.041475385,,,,,,,,,,,,,,,,,,,,
,3,0.010480631,6.050902605,,,,,,,,,,,,,,,,,,,,
,3,0.011091951,6.06,,,,,,,,,,,,,,,,,,,,
,3,0.011375818,6.072381511,,,,,,,,,,,,,,,,,,,,
,3,0.011658568,6.083233282,,,,,,,,,,,,,,,,,,,,
,3,0.012013961,6.093953922,,,,,,,,,,,,,,,,,,,,
,3,0.012323532,6.103749573,,,,,,,,,,,,,,,,,,,,
,3,0.012428585,6.112517789,,,,,,,,,,,,,,,,,,,,
,3,0.012500111,6.120441481,,,,,,,,,,,,,,,,,,,,
,3,0.012732569,6.127139181,,,,,,,,,,,,,,,,,,,,
,3,0.013086844,6.132922322,,,,,,,,,,,,,,,,,,,,
,3,0.01338971,6.138097867,,,,,,,,,,,,,,,,,,,,
,3,0.013637815,6.142780557,,,,,,,,,,,,,,,,,,,,
,3,0.013885919,6.147208065,,,,,,,,,,,,,,,,,,,,
,3,0.014134023,6.151472032,,,,,,,,,,,,,,,,,,,,
