n_cycles,hysteresis_area,stiffness,creep
1,0.0010925935883685511,,
2,0.0008295925604926424,35.67262762475977,0.020996313
3,0.001886442503760577,36.07288732310191,0.028506499
4,0.004899970358582806,35.642848603564644,0.042150002000000006
5,0.009537472494180577,35.217204516202095,0.0491460975
6,0.010283715966480145,35.14880228216029,0.0578923345
7,0.006581686583231772,34.8607029058214,0.0655589825
8,0.0008019807053258887,34.75777498853522,0.07420240149999999
9,0.00909352272813635,34.75783615928283,0.07964728600000001
10,0.13014086137943082,34.65415243087636,0.0863751605
15,0.8480762740896353,34.24369403352158,0.11492504149999999
20,2.1612931110927036,33.805435387137706,0.14040379249999999
25,2.3794092418675916,33.652416090507316,0.16284047199999999
30,2.28414113252569,33.63990894506987,0.1798255615
35,2.217370465707944,33.66048788959171,0.19470064650000002
40,2.1490765330818817,33.65557056690753,0.2064129595
45,2.122069713516197,33.67324304985957,0.21843149150000002
50,2.036834579398459,33.68524562058313,0.22913127049999998
55,2.046718278882622,33.68221425242979,0.23907556100000002
60,2.0010281530859686,33.68479072101125,0.2496009965
65,2.02183402602671,33.69095518003137,0.2582444155
70,1.990693685508944,33.68111655046012,0.2669370085
75,1.9887134040094168,33.67124132490493,0.2746461245
80,1.9682602697380958,33.66399259063265,0.28235077000000003
85,1.9691276172457606,33.64908023639052,0.2908600785
90,1.9485993428395432,33.618451804688824,0.2966067115
95,1.9515997965710596,33.60179378788835,0.304999791
100,1.8924404094337888,33.59918906042392,0.31173660599999997
105,1.9383207936343183,33.579914143808054,0.318685763
110,1.902626317916969,33.548976358441195,0.3239630095
115,1.8969673074442994,33.550495919186105,0.3312876755
120,1.9415642451374993,33.544896932742155,0.3371706545
125,1.898198864846563,33.53754674307056,0.3447568355
130,1.8931803536457892,33.52875237277093,0.3501927795
135,1.8812201163876807,33.52386928470539,0.35661890549999997
140,1.9256307548030804,33.50995687949271,0.363923455
145,1.8997359909113243,33.510447422883075,0.36975726000000003
150,1.9145365140784065,33.508585969537776,0.37417619950000003
155,1.5974172913618645,32.61835347036006,0.37420972700000005
160,1.9365928943392419,33.52350928059897,0.3735704675
165,1.908335286217664,33.51186488071901,0.37947132699999997
170,1.8833284069725664,33.488340399541244,0.3850123245
175,1.9004210638050267,33.48319869628136,0.3907120185
180,1.8806261331280894,33.47797497909349,0.3956226965
185,1.9024912346856127,33.473198820314636,0.40223210649999996
190,1.8937240258333077,33.467468060019755,0.40782004250000004
195,1.9113792311983957,33.46444720613063,0.41417687799999997
200,1.8862429387996826,33.42618534875346,0.419818458
205,1.9412455090557046,33.425296346627036,0.4252499315
210,1.9128315679483876,33.414198763787226,0.4318347545
215,1.9201921185785409,33.389578608801166,0.436124054
220,1.9305614594816234,33.37937640512592,0.4415152945
225,1.92082806095641,33.37380569703447,0.448357163
230,1.9338517782352938,33.349676010196156,0.45351818050000003
235,1.9336080831007507,33.33022300640142,0.45895188899999995
240,1.946170710227193,33.32456413251521,0.46338647499999996
245,1.9334609276984338,33.306437746555446,0.4696181405
250,1.9294345724330242,33.3017613994231,0.4753625385
255,1.9364140164185528,33.2750720756883,0.4806420205
260,1.9462972536632606,33.275655207618435,0.485718101
265,1.9534989572156292,33.25366096995516,0.490429848
270,1.958062467908519,33.264044930595006,0.495816618
275,1.9627732773133744,33.26587573251363,0.5006065965
280,1.9798063690953427,33.25574814925165,0.506279469
285,1.9438572578678759,33.247294804211144,0.5134566135
290,1.9395691032494256,33.222659290421326,0.5169457205
295,1.989100118604199,33.23154455623717,0.522529186
300,2.0019444250638685,33.24340591849528,0.5281998225
305,2.0196944828808228,33.22716423736361,0.533407779
310,2.0333252454219064,33.22997257439192,0.5384950355
315,2.0218385873917555,33.22481980044952,0.544049444
320,2.0007723320821924,33.2134625504269,0.549760314
325,2.0044135462751456,33.20811125305547,0.554637464
330,2.022307252565838,33.218365551743126,0.560891482
335,2.0228148559218084,33.20956350347369,0.566461536
340,2.0193564164472377,33.18531624722187,0.5721500545
345,2.01370037567699,33.18499746253767,0.5774809455000001
350,2.0248736171038217,33.17397472795388,0.5827581915
355,2.0624826055382073,33.15142930738161,0.5880957875
360,2.0504685782111665,33.14890446246595,0.593303744
365,2.031428218244855,33.14970697962332,0.5986391045
370,2.0675896777567004,33.134190127049045,0.605478738
375,2.07917809891768,33.10865994444508,0.6097054525
380,2.1153099815580845,33.10838770229846,0.6155146705
385,2.0994200055125134,33.09695901341734,0.6217977450000001
390,2.0952447476753377,33.06704756911882,0.6265653725
395,2.095742994551699,33.07486288863533,0.633049613
400,2.125574108071362,33.04488724556666,0.637694305
405,2.0938915607885633,33.03659683701436,0.6435482265
410,2.1100182240761,33.01237188502765,0.6495831965
415,2.111376083738037,32.99356248563973,0.653378523
420,2.1213410361906426,32.97110813733005,0.659578896
425,2.1353609153015896,32.9701265740944,0.6655713985
430,2.1183769958901166,32.95428411008687,0.670879937
435,2.09558072578119,32.96299423747239,0.6758219075
440,2.1308398874560908,32.953591620584255,0.682151921
445,2.123120155805509,32.94375291050173,0.6870961265
450,2.1470809518308442,32.93644643371791,0.6922102050000001
455,2.1534976042417497,32.937000315922326,0.6982161185
460,2.153456584030664,32.946080453219054,0.7035827715
465,2.169291251854588,32.93803372858869,0.7089516605
470,2.189501344130065,32.91402763255117,0.714564183
475,2.140687601427942,32.91495144445194,0.72074891
480,2.1914032675067574,32.92144052484996,0.726569304
485,2.184542953918651,32.9225757750537,0.7326690945
490,2.1849419084793453,32.90682810540372,0.737550715
495,2.196685643863532,32.90460124482335,0.7436907389999999
