Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,3.26e-05,11.55352071,,,,,,,,,,,,,,,,,,,,F-0.38-01
,1,0.000457297,11.55385599,,,,,,,,,,,,,,,,,,,,
,1,0.00088198,11.55176386,,,,,,,,,,,,,,,,,,,,
,1,0.001311133,11.54969633,,,,,,,,,,,,,,,,,,,,
,1,0.001735816,11.54857799,,,,,,,,,,,,,,,,,,,,
,1,0.0021605,11.54657528,,,,,,,,,,,,,,,,,,,,
,1,0.00259,11.54462993,,,,,,,,,,,,,,,,,,,,
,1,0.003009866,11.543791,,,,,,,,,,,,,,,,,,,,
,1,0.003434549,11.54306009,,,,,,,,,,,,,,,,,,,,
,1,0.003814529,11.54061481,,,,,,,,,,,,,,,,,,,,
,1,0.003984402,11.53666452,,,,,,,,,,,,,,,,,,,,
,1,0.004127453,11.53400391,,,,,,,,,,,,,,,,,,,,
,1,0.004270504,11.53401509,,,,,,,,,,,,,,,,,,,,
,1,0.004409085,11.53577492,,,,,,,,,,,,,,,,,,,,
,1,0.004552136,11.53731868,,,,,,,,,,,,,,,,,,,,
,1,0.004695187,11.53694689,,,,,,,,,,,,,,,,,,,,
,1,0.004838238,11.53581962,,,,,,,,,,,,,,,,,,,,
,1,0.004976819,11.53643355,,,,,,,,,,,,,,,,,,,,
,1,0.00511987,11.5391247,,,,,,,,,,,,,,,,,,,,
,1,0.005262921,11.54281422,,,,,,,,,,,,,,,,,,,,
,1,0.005459617,11.54676899,,,,,,,,,,,,,,,,,,,,
,1,0.005741249,11.55060679,,,,,,,,,,,,,,,,,,,,
,1,0.006027351,11.55468002,,,,,,,,,,,,,,,,,,,,
,1,0.006308983,11.55857965,,,,,,,,,,,,,,,,,,,,
,1,0.006595085,11.56169251,,,,,,,,,,,,,,,,,,,,
,1,0.006876717,11.56529039,,,,,,,,,,,,,,,,,,,,
,1,0.00716282,11.57017127,,,,,,,,,,,,,,,,,,,,
,1,0.007444452,11.57537922,,,,,,,,,,,,,,,,,,,,
,1,0.007851253,11.58007905,,,,,,,,,,,,,,,,,,,,
,1,0.008275936,11.58436015,,,,,,,,,,,,,,,,,,,,
,1,0.00870509,11.58846617,,,,,,,,,,,,,,,,,,,,
,1,0.009129773,11.59270033,,,,,,,,,,,,,,,,,,,,
,1,0.009554456,11.59707084,,,,,,,,,,,,,,,,,,,,
,1,0.009979139,11.6013594,,,,,,,,,,,,,,,,,,,,
,1,0.010403822,11.60591319,,,,,,,,,,,,,,,,,,,,
,1,0.010828505,11.61069945,,,,,,,,,,,,,,,,,,,,
,1,0.011253188,11.61542162,,,,,,,,,,,,,,,,,,,,
,1,0.011682342,11.61960736,,,,,,,,,,,,,,,,,,,,
