n_cycles,hysteresis_area,stiffness,creep
1,1e-05,,
2,1e-05,25739.9202907417,9.81019e-05
3,1e-05,25035.6817020825,0.0001356284
4,2e-05,29046.8326653684,0.0001929833
5,2e-05,28250.1223878008,0.0001584167
6,3e-05,28613.8882751479,0.0001966111
7,0.0,28991.9249182998,0.0001849769
8,3e-05,28968.3237889642,0.0001731854
9,3e-05,29155.0036808126,0.0001790222
10,0.00022,29451.4280234221,0.0002159812
20,0.0088,29205.9187836229,0.0003490788
30,0.02774,29142.6854479974,0.0004480377
40,0.0751,29037.1863912734,0.0004877993
50,0.07725,28997.4908891776,0.0005408061
60,0.07461,28997.3778781728,0.0005685668
70,0.06579,29022.2958650795,0.0006073506
80,0.07162,29023.600456149,0.0006299293
90,0.06487,29038.2582337357,0.0006648932
100,0.66475,29024.2863250428,0.0006736724
200,0.62066,29053.1229059871,0.0009080688
300,0.57805,29018.0638090497,0.0010666832
400,0.52941,28976.2357616761,0.0012188934
500,0.50558,28980.2628714904,0.0013123865
600,0.45876,28950.5078798617,0.0014376087
700,0.44216,28945.6598063526,0.0015457134
800,0.43973,28927.6000731582,0.0016572538
900,0.43555,28934.3172062475,0.0017455127
1000,3.75317,28907.3365398965,0.0018360067
2000,3.10084,28770.9893630987,0.0027043675
3000,3.10901,28786.5351443473,0.003492214
4000,2.53169,28698.0887191598,0.004312881
5000,3.06171,28666.5570331631,0.0051296975
6000,2.59914,28575.5445972381,0.0059741699
7000,2.26151,28511.4680374993,0.0067819671
8000,2.62197,28448.750839175,0.0075878871
9000,2.70525,28430.311049475,0.008421044
10000,17.52875,28391.5620397104,0.00922245
15000,16.21077,28337.9909028651,0.012862846
20000,18.14633,28378.4452036475,0.0160750359
25000,16.65042,28260.3274129022,0.0190596484
30000,19.7405,28201.311377063,0.0216604701
35000,18.11242,28142.7388558808,0.0240726117
40000,16.56078,28114.0589226596,0.0261419203
45000,13.74771,28073.5831924429,0.028038422
50000,12.28351,28078.6240230229,0.0297338584
55000,5.60271,27947.1808995812,0.0313704819
60000,37.33561,27969.2876683859,0.0328526207
65000,20.30717,27951.6189261162,0.0342056476
70000,6.85547,27933.5134063676,0.0354979756
75000,16.86762,27830.1156059418,0.0367527684
80000,15.75895,27772.2737962528,0.0379116626
85000,16.82317,27759.3946571542,0.039049816
90000,8.27287,27735.7438263252,0.0401341985
95000,18.64889,27727.6964487683,0.041139215
100000,21.97193,27680.4855637772,0.042073675
105000,21.52387,27662.3284895029,0.0429085038
110000,19.56099,27738.4328640173,0.0436960491
115000,21.04035,27689.5297318015,0.0444174909
120000,19.05454,27705.4574412906,0.0451173187
125000,18.49757,27627.7520721549,0.0457473389
130000,20.00874,27704.6981821529,0.0463748793
135000,23.21971,27715.3892943101,0.0469686324
140000,22.88509,27679.5485644732,0.047513443
145000,26.7881,27661.2151023598,0.0480163027
150000,25.38084,27654.7247655318,0.0485395364
155000,25.81632,27635.6335002866,0.049011872
160000,21.96844,27619.1906157287,0.0494719446
165000,22.58032,27636.8422309482,0.0498970272
170000,22.73386,27601.229643794,0.0503510164
175000,19.40116,27620.6010837026,0.0507132041
180000,20.44542,27642.1775915541,0.0511111066
185000,21.72777,27645.1085455939,0.0514825777
190000,19.86474,27608.6799383669,0.0518466427
195000,20.91891,27636.0065155337,0.0521937844
200000,21.56061,27660.4664209078,0.0525209231
205000,24.70061,27641.4850939953,0.052854643
210000,22.41785,27652.6479950835,0.0531470732
215000,23.63549,27691.810621143,0.0534413413
220000,22.38166,27722.2602543643,0.0537308989
225000,26.32898,27679.4808644,0.054008364
230000,27.93545,27707.0861131564,0.0542882912
235000,26.60799,27666.0002144083,0.0545522927
240000,27.10489,27626.1865310663,0.0547912818
245000,25.86674,27602.1365730843,0.0550320956
250000,28.57631,27606.1290658189,0.0552782616
255000,29.26506,27576.4883013274,0.0555325062
260000,31.47852,27601.4805532535,0.0557226073
265000,36.7519,27603.4415135573,0.055942331
270000,35.15767,27606.8736570087,0.056123808
275000,40.16347,27622.3291876602,0.0563377451
280000,39.83422,27592.4939289658,0.0565433048
285000,37.68055,27617.7612475102,0.0567251812
290000,43.78128,27626.3541676594,0.0569418163
295000,45.79168,27613.187066017,0.0571149266
300000,46.24446,27621.1447959502,0.0572925509
305000,48.6736,27592.2891658675,0.0574580411
310000,48.82674,27571.3655820524,0.0576363727
315000,49.16816,27534.6819256105,0.0577599948
320000,45.60782,27512.9601707939,0.0579697432
325000,47.47869,27516.5008911403,0.0581402582
330000,49.10354,27502.502266338,0.0583272794
335000,44.94663,27526.3078716145,0.0584879588
340000,45.92167,27503.2556084223,0.0586386388
345000,48.80559,27519.3429879406,0.0588242084
350000,49.7321,27514.1515975325,0.0589832878
355000,52.96706,27478.0487083325,0.0591601722
360000,50.13951,27458.5422503274,0.0593023065
365000,55.79738,27439.8974193583,0.0594608468
370000,56.17744,27438.4982628865,0.0596411581
375000,54.44975,27422.7062355648,0.0598132883
380000,57.1697,27449.0177302895,0.0599762836
385000,58.83067,27418.8534148781,0.0601337041
390000,56.83903,27376.9242467138,0.0603048542
395000,59.70404,27332.0702602409,0.0604616286
400000,56.75432,27336.0468127001,0.0606186365
405000,53.69092,27322.3551497668,0.0607887716
410000,59.25016,27302.0328686656,0.0609632746
415000,59.87569,27261.9934715965,0.0611428874
420000,61.28232,27247.0447948862,0.061333901
425000,64.59875,27245.26840415,0.0615182439
430000,63.06334,27156.9298790322,0.0616822433
435000,59.94611,27171.8013355272,0.0618328731
440000,66.5294,27135.8669178626,0.0620189448
445000,68.62115,27090.7530148593,0.0622112243
450000,69.60559,27059.299765452,0.0624029888
455000,75.41647,26993.0372394029,0.0626074352
460000,76.8485,26935.1243112164,0.0628212195
465000,75.74598,26933.877537156,0.0630527653
470000,77.92744,26904.6373956909,0.0633295994
475000,74.62606,26903.4659788753,0.0636161689
480000,75.88063,26882.6142061943,0.0638509473
485000,73.18267,26830.3400568979,0.0640995231
490000,76.53725,26813.2751384202,0.0643189893
495000,77.53392,26759.8273687944,0.0645365281
500000,79.55223,26781.6191675133,0.0647859443
505000,81.59225,26773.9431635527,0.0649923377
510000,79.06712,26816.9210416153,0.0651730332
515000,79.25469,26796.7011638813,0.0653783462
520000,81.87509,26808.234962103,0.0655853749
525000,78.21949,26837.4226211146,0.065792218
530000,79.86524,26819.8644054327,0.0659966906
535000,81.22621,26798.1057198822,0.0661586359
540000,82.45133,26764.902269826,0.0663414378
545000,80.72221,26778.9432084833,0.0665452425
550000,83.8267,26707.0711158521,0.06672054
555000,81.04807,26734.668911948,0.0668939624
560000,80.37294,26699.0877861518,0.0670918147
565000,81.70081,26691.1196255307,0.0672797177
570000,82.50241,26661.1436704847,0.0674543669
575000,84.85701,26620.426075333,0.0676134266
580000,88.92193,26642.589930744,0.0677826865
585000,87.9966,26660.4004577074,0.0679469282
590000,88.00315,26619.5901428459,0.0681062411
595000,84.67297,26604.383624572,0.0682419821
600000,84.71632,26626.0377603058,0.0684308718
605000,85.13591,26606.0181224273,0.0685637686
610000,89.20861,26599.5860224988,0.0687636333
615000,77.81304,26593.0146579516,0.0689263514
620000,77.36235,26597.3949541292,0.0690838679
625000,81.9069,26567.1467544597,0.0692377129
630000,82.9141,26547.6283520438,0.0693604554
635000,85.97739,26527.8454658738,0.0695538438
640000,88.22344,26503.5597629383,0.0696958167
645000,86.45923,26473.2061258121,0.0698524972
650000,86.22572,26467.6479472953,0.0699936755
655000,84.62371,26484.7643525579,0.0701918442
660000,89.58837,26387.0989811231,0.0703314116
665000,89.87834,26361.0197169246,0.0704984822
670000,92.05032,26309.9317711527,0.0706375825
675000,92.84391,26299.6527736177,0.0708206594
680000,94.20473,26251.3953022274,0.0709976267
685000,93.04652,26227.5275180245,0.0711697024
690000,92.14471,26178.40636298,0.0713900002
695000,94.72898,26124.4353786032,0.0715522577
700000,95.48944,26098.1209996877,0.0717406323
705000,98.26239,26053.4120676077,0.0719561345
710000,101.9008,26056.4418268833,0.0721824044
715000,99.98213,25956.1092862962,0.0723644838
720000,102.5546,25917.4816323367,0.0725956759
725000,103.53276,25829.582310579,0.0728519941
730000,107.39831,25771.3896443754,0.0731096852
735000,114.6731,25647.3363201209,0.0733858144
740000,123.9227,25505.770808308,0.0736827477
745000,129.49234,25389.6018438422,0.0740175218
750000,130.84841,25260.2968314927,0.0744209424
755000,139.34952,25038.8221965677,0.0748540336
760000,154.47453,24800.6735253355,0.0753914336
765000,174.02556,24462.2952916259,0.0760619532
770000,206.59192,23782.8581502771,0.0770037801
775000,166.72624,21877.9983821088,0.0791657677
777509,0.3196,10862.1330794315,0.0934618746
777510,0.32023,10838.5281435086,0.0935779585
777511,0.3214,10862.3809597492,0.0937450738
777512,0.32148,10773.6942150783,0.0938629018
777513,0.32719,10769.755461089,0.0939741726
777514,0.32831,10637.0377025122,0.0940207148
777515,0.32968,10585.6756193718,0.0942335576
777516,0.33253,10631.9157815821,0.0943626619
777517,0.33879,10474.0271927297,0.0945175579
777518,0.33758,10427.8597811855,0.09468448
777519,0.33706,10460.6309915248,0.094891513
777520,0.34156,10377.6213279479,0.0950448135
777521,0.3424,10342.0343337712,0.0951786631
777522,0.34351,10240.0112590081,0.0954047977
777523,0.3487,10195.8537169359,0.0954916279
777524,0.3499,10158.6200384171,0.095733245
777525,0.35117,10091.9016531038,0.0959274323
777526,0.35711,10021.7693195186,0.0961099711
777527,0.35859,10018.7039864533,0.0962719296
777528,0.36211,9877.800697424,0.096451752
777529,0.36023,9870.0961417711,0.096620249
777530,0.36592,9773.7309676822,0.0968500981
777531,0.36841,9714.4480365756,0.0971367892
777532,0.36983,9741.7397121,0.0972596534
777533,0.37645,9574.5054970663,0.0974642832
777534,0.37964,9551.3150014647,0.0976568574
777535,0.38423,9444.4296998737,0.0978951523
777536,0.38632,9396.7806186526,0.0981643386
777537,0.38586,9378.1624121786,0.0984317295
777538,0.38947,9278.5636934109,0.0986876777
777539,0.39277,9189.7559373575,0.0989458774
777540,0.40131,9183.4360011867,0.0992119281
777541,0.40329,9021.4616246204,0.0994829948
777542,0.40521,9024.6061692471,0.0998958418
777543,0.41039,8917.747285633,0.1002118226
777544,0.41585,8834.2016816469,0.1005984363
777545,0.42565,8763.7580845771,0.100988048
777546,0.42769,8625.1783446718,0.1013291664
777547,0.43408,8535.632054747,0.1017815638
777548,0.4393,8465.8315727567,0.1022461974
777549,0.45079,8313.5810074889,0.1027669842
777550,0.45798,8219.7506253789,0.1033689675
777551,0.46111,8078.1680081392,0.1039745229
777552,0.47116,7930.1318914503,0.1046984848
777553,0.48464,7841.0866690341,0.105604909
777554,0.49936,7624.1072381063,0.1064970841
777555,0.52616,7386.1380969448,0.1075954785
777556,0.57038,6915.221577172,0.1090377389
777557,0.63742,6293.7111811325,0.1112408568
777558,0.83247,4545.2807293695,0.1149071952
