Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,u--1,v--1,exx--1,eyy--1,exy--1,MD_N_cycles--1,MD_Load--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,1,2.05e-06,5.86,,,,,,,,,,,,,,,,,,,,F-0.19-03
,1,0.000358,5.86,,,,,,,,,,,,,,,,,,,,
,1,0.000787,5.86,,,,,,,,,,,,,,,,,,,,
,1,-0.000181233,5.86,,,,,,,,,,,,,,,,,,,,
,1,-0.002571193,5.82,,,,,,,,,,,,,,,,,,,,
,1,-0.004887951,5.79,,,,,,,,,,,,,,,,,,,,
,1,-0.00616,5.77,,,,,,,,,,,,,,,,,,,,
,1,-0.005759669,5.763167515,,,,,,,,,,,,,,,,,,,,
,1,-0.00419,5.774721503,,,,,,,,,,,,,,,,,,,,
,1,-0.003447382,5.78,,,,,,,,,,,,,,,,,,,,
,1,-0.00407826,5.770019442,,,,,,,,,,,,,,,,,,,,
,1,-0.004616378,5.76101318,,,,,,,,,,,,,,,,,,,,
,1,-0.003986617,5.763100088,,,,,,,,,,,,,,,,,,,,
,1,-0.002373939,5.779220909,,,,,,,,,,,,,,,,,,,,
,1,-9.68e-06,5.806002021,,,,,,,,,,,,,,,,,,,,
,1,0.002095292,5.83291091,,,,,,,,,,,,,,,,,,,,
,1,0.002552385,5.848328024,,,,,,,,,,,,,,,,,,,,
,1,0.001237544,5.845883489,,,,,,,,,,,,,,,,,,,,
,1,-0.001040099,5.826699734,,,,,,,,,,,,,,,,,,,,
,1,-0.00325,5.798473582,,,,,,,,,,,,,,,,,,,,
,1,-0.004441475,5.77616021,,,,,,,,,,,,,,,,,,,,
,1,-0.004398448,5.769334733,,,,,,,,,,,,,,,,,,,,
,1,-0.003696604,5.774513632,,,,,,,,,,,,,,,,,,,,
,1,-0.002147628,5.789242685,,,,,,,,,,,,,,,,,,,,
,1,0.000234509,5.814996734,,,,,,,,,,,,,,,,,,,,
,1,0.002811665,5.847285688,,,,,,,,,,,,,,,,,,,,
,1,0.005036222,5.878330767,,,,,,,,,,,,,,,,,,,,
,1,0.006511437,5.902216211,,,,,,,,,,,,,,,,,,,,
,1,0.007118287,5.917981267,,,,,,,,,,,,,,,,,,,,
,1,0.007100965,5.928395316,,,,,,,,,,,,,,,,,,,,
,1,0.007629024,5.941159278,,,,,,,,,,,,,,,,,,,,
,1,0.008884075,5.958601087,,,,,,,,,,,,,,,,,,,,
,1,0.009549598,5.973295867,,,,,,,,,,,,,,,,,,,,
,1,0.008729289,5.9783604,,,,,,,,,,,,,,,,,,,,
,1,0.007537941,5.975004658,,,,,,,,,,,,,,,,,,,,
,1,0.007437917,5.973510444,,,,,,,,,,,,,,,,,,,,
,1,0.008057619,5.978654325,,,,,,,,,,,,,,,,,,,,
,1,0.00888631,5.98985143,,,,,,,,,,,,,,,,,,,,
,1,0.0094099,5.999196321,,,,,,,,,,,,,,,,,,,,
,1,0.008943307,5.9974581,,,,,,,,,,,,,,,,,,,,
,1,0.007254074,5.986022204,,,,,,,,,,,,,,,,,,,,
,1,0.005645307,5.976995826,,,,,,,,,,,,,,,,,,,,
,1,0.00439361,5.968975648,,,,,,,,,,,,,,,,,,,,
,1,0.002397599,5.949790031,,,,,,,,,,,,,,,,,,,,
,1,4.12e-05,5.919767916,,,,,,,,,,,,,,,,,,,,
