Machine_N_cycles,Machine_Load,Machine_Displacement,index,Camera_N_cycles,exx,eyy,exy,crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,3.116748291,0.676286232,,,,,,,,,,,,,
1,3.119387939,0.677502132,,,,,,,,,,,,,
1,3.122921387,0.679853198,,,,,,,,,,,,,
1,3.126200684,0.678398472,,,,,,,,,,,,,
1,3.12895459,0.679599529,,,,,,,,,,,,,
1,3.131365723,0.680935045,,,,,,,,,,,,,
1,3.139146973,0.682308921,,,,,,,,,,,,,
1,3.139760254,0.683398161,,,,,,,,,,,,,
1,3.145946777,0.68513822,,,,,,,,,,,,,
1,3.152437744,0.686484564,,,,,,,,,,,,,
1,3.159080811,0.687408086,,,,,,,,,,,,,
1,3.167091797,0.68999303,,,,,,,,,,,,,
1,3.175389404,0.69048669,,,,,,,,,,,,,
1,3.188698975,0.694715593,,,,,,,,,,,,,
1,3.200957031,0.698200252,,,,,,,,,,,,,
1,3.215954346,0.700305041,,,,,,,,,,,,,
1,3.233498291,0.705100945,,,,,,,,,,,,,
1,3.255542236,0.709658489,,,,,,,,,,,,,
1,3.280199463,0.715256843,,,,,,,,,,,,,
1,3.309434814,0.722436234,,,,,,,,,,,,,
1,3.33848999,0.727376726,,,,,,,,,,,,,
1,3.372602051,0.734616013,,,,,,,,,,,,,
1,3.41230957,0.742890697,,,,,,,,,,,,,
1,3.448334717,0.752603286,,,,,,,,,,,,,
1,3.492345947,0.762366108,,,,,,,,,,,,,
1,3.528124268,0.771664432,,,,,,,,,,,,,
1,3.56558252,0.781970099,,,,,,,,,,,,,
1,3.609964111,0.792634848,,,,,,,,,,,,,
1,3.657181396,0.805056829,,,,,,,,,,,,,
1,3.70162085,0.817158434,,,,,,,,,,,,,
1,3.74775293,0.831050391,,,,,,,,,,,,,
1,3.804661621,0.845349976,,,,,,,,,,,,,
1,3.85979248,0.861728913,,,,,,,,,,,,,
1,3.909776611,0.878493127,,,,,,,,,,,,,
1,3.969654297,0.895836216,,,,,,,,,,,,,
1,4.027241211,0.914399687,,,,,,,,,,,,,
1,4.092186523,0.933064148,,,,,,,,,,,,,
1,4.144827148,0.951866794,,,,,,,,,,,,,
1,4.207595215,0.971549016,,,,,,,,,,,,,
1,4.262253418,0.989563763,,,,,,,,,,,,,
1,4.316921387,1.00974401,,,,,,,,,,,,,
1,4.372302734,1.028868603,,,,,,,,,,,,,
1,4.422003418,1.04963046,,,,,,,,,,,,,
1,4.477627441,1.069257036,,,,,,,,,,,,,
1,4.532455078,1.091326354,,,,,,,,,,,,,
1,4.581750977,1.111685531,,,,,,,,,,,,,
1,4.633556152,1.131308032,,,,,,,,,,,,,
1,4.683528809,1.150795491,,,,,,,,,,,,,
1,4.732380859,1.172000542,,,,,,,,,,,,,
1,4.777783691,1.192010823,,,,,,,,,,,,,
1,4.826936035,1.211507246,,,,,,,,,,,,,
1,4.862862793,1.231707167,,,,,,,,,,,,,
1,4.905588867,1.252350165,,,,,,,,,,,,,
1,4.947498047,1.272913767,,,,,,,,,,,,,
1,4.987793945,1.29077665,,,,,,,,,,,,,
1,5.022905762,1.307706116,,,,,,,,,,,,,
1,5.057880371,1.328279497,,,,,,,,,,,,,
1,5.090293945,1.346678589,,,,,,,,,,,,,
1,5.122522461,1.363477088,,,,,,,,,,,,,
1,5.151256836,1.380973728,,,,,,,,,,,,,
1,5.177411621,1.396978972,,,,,,,,,,,,,
1,5.199476563,1.412080601,,,,,,,,,,,,,
1,5.217745117,1.426515286,,,,,,,,,,,,,
1,5.240546387,1.439758809,,,,,,,,,,,,,
1,5.247905273,1.455268241,,,,,,,,,,,,,
1,5.255526855,1.463015797,,,,,,,,,,,,,
1,5.258981934,1.473907032,,,,,,,,,,,,,
1,5.252600586,1.479882747,,,,,,,,,,,,,
1,5.232274902,1.482683118,,,,,,,,,,,,,
1,5.203628906,1.482837019,,,,,,,,,,,,,
1,5.174059082,1.482187305,,,,,,,,,,,,,
1,5.13916748,1.477114391,,,,,,,,,,,,,
1,5.077536133,1.469587907,,,,,,,,,,,,,
1,5.007611328,1.458274201,,,,,,,,,,,,,
1,4.927271484,1.442321809,,,,,,,,,,,,,
1,4.846929688,1.425248338,,,,,,,,,,,,,
1,4.749322266,1.407118863,,,,,,,,,,,,,
1,4.651095215,1.385951065,,,,,,,,,,,,,
1,4.528264648,1.361423056,,,,,,,,,,,,,
1,4.398155762,1.335483743,,,,,,,,,,,,,
1,4.280848633,1.308505307,,,,,,,,,,,,,
1,4.154685547,1.28073059,,,,,,,,,,,,,
1,4.019878906,1.251333277,,,,,,,,,,,,,
1,3.890523926,1.221158076,,,,,,,,,,,,,
1,3.750918457,1.189957606,,,,,,,,,,,,,
1,3.621469238,1.158509753,,,,,,,,,,,,,
1,3.477005127,1.127297757,,,,,,,,,,,,,
1,3.345791016,1.094998326,,,,,,,,,,,,,
1,3.208737793,1.060151379,,,,,,,,,,,,,
1,3.071641846,1.02828932,,,,,,,,,,,,,
1,2.93592041,0.99443912,,,,,,,,,,,,,
1,2.798554199,0.960325473,,,,,,,,,,,,,
1,2.660060791,0.926393957,,,,,,,,,,,,,
1,2.532487793,0.893393531,,,,,,,,,,,,,
1,2.395381592,0.861307606,,,,,,,,,,,,,
1,2.266088867,0.826689589,,,,,,,,,,,,,
1,2.137573486,0.794453546,,,,,,,,,,,,,
1,2.010539551,0.761461968,,,,,,,,,,,,,
1,1.885826538,0.730987696,,,,,,,,,,,,,
1,1.765481812,0.699316326,,,,,,,,,,,,,
1,1.646188354,0.667598157,,,,,,,,,,,,,
1,1.532455078,0.637676625,,,,,,,,,,,,,
1,1.423332275,0.608490023,,,,,,,,,,,,,
2,1.318203369,0.581137079,,,,,,,,,,,,,
2,1.217785767,0.554547412,,,,,,,,,,,,,
2,1.125739502,0.528735283,,,,,,,,,,,,,
2,1.048273926,0.508636935,,,,,,,,,,,,,
2,0.976177368,0.489440223,,,,,,,,,,,,,
2,0.915737244,0.468790182,,,,,,,,,,,,,
2,0.864371521,0.455784058,,,,,,,,,,,,,
2,0.823467957,0.441588811,,,,,,,,,,,,,
2,0.800310852,0.432495028,,,,,,,,,,,,,
2,0.791889282,0.427866733,,,,,,,,,,,,,
2,0.798945618,0.425830483,,,,,,,,,,,,,
2,0.814615967,0.424151483,,,,,,,,,,,,,
2,0.847516785,0.42926555,,,,,,,,,,,,,
2,0.890484253,0.434735412,,,,,,,,,,,,,
2,0.931342407,0.442112971,,,,,,,,,,,,,
2,0.990654358,0.451324129,,,,,,,,,,,,,
2,1.062091675,0.460983458,,,,,,,,,,,,,
2,1.129764648,0.474956993,,,,,,,,,,,,,
2,1.20983667,0.490867358,,,,,,,,,,,,,
2,1.296388672,0.505244709,,,,,,,,,,,,,
2,1.391643799,0.52277447,,,,,,,,,,,,,
2,1.492519043,0.541704183,,,,,,,,,,,,,
2,1.597684204,0.561645604,,,,,,,,,,,,,
2,1.703076172,0.581994653,,,,,,,,,,,,,
2,1.812042358,0.605881563,,,,,,,,,,,,,
2,1.937166504,0.627979287,,,,,,,,,,,,,
2,2.058390381,0.655472279,,,,,,,,,,,,,
2,2.18574292,0.680402271,,,,,,,,,,,,,
2,2.316779541,0.70904044,,,,,,,,,,,,,
2,2.448368896,0.736504793,,,,,,,,,,,,,
2,2.582383545,0.76558924,,,,,,,,,,,,,
2,2.714335938,0.796091219,,,,,,,,,,,,,
2,2.853072754,0.828486343,,,,,,,,,,,,,
2,2.98884668,0.861059118,,,,,,,,,,,,,
2,3.12416626,0.891217613,,,,,,,,,,,,,
2,3.259743164,0.924543652,,,,,,,,,,,,,
2,3.394001709,0.956290227,,,,,,,,,,,,,
2,3.525069824,0.989917666,,,,,,,,,,,,,
2,3.656416504,1.023235964,,,,,,,,,,,,,
2,3.782581055,1.057040994,,,,,,,,,,,,,
2,3.905492188,1.088145073,,,,,,,,,,,,,
2,4.028601074,1.120795729,,,,,,,,,,,,,
2,4.150063965,1.152533339,,,,,,,,,,,,,
2,4.267106934,1.184268738,,,,,,,,,,,,,
2,4.380071289,1.216393663,,,,,,,,,,,,,
2,4.492248047,1.248218585,,,,,,,,,,,,,
2,4.603069824,1.280045137,,,,,,,,,,,,,
2,4.707787598,1.310540363,,,,,,,,,,,,,
2,4.80864209,1.343348296,,,,,,,,,,,,,
2,4.905408203,1.371472026,,,,,,,,,,,,,
2,4.997905762,1.402671216,,,,,,,,,,,,,
2,5.08922998,1.430976787,,,,,,,,,,,,,
2,5.167352051,1.458932064,,,,,,,,,,,,,
2,5.239746094,1.485636807,,,,,,,,,,,,,
2,5.310474121,1.512385788,,,,,,,,,,,,,
2,5.368459961,1.537142321,,,,,,,,,,,,,
2,5.423956055,1.56080618,,,,,,,,,,,,,
2,5.461160156,1.583429053,,,,,,,,,,,,,
2,5.486345215,1.600774005,,,,,,,,,,,,,
2,5.515160156,1.617790665,,,,,,,,,,,,,
2,5.523726563,1.632391708,,,,,,,,,,,,,
2,5.527007813,1.643328462,,,,,,,,,,,,,
2,5.520254395,1.651744125,,,,,,,,,,,,,
2,5.491032227,1.654454041,,,,,,,,,,,,,
2,5.464242676,1.657166402,,,,,,,,,,,,,
2,5.436117676,1.657403889,,,,,,,,,,,,,
2,5.395838379,1.654037856,,,,,,,,,,,,,
2,5.346952637,1.647942583,,,,,,,,,,,,,
2,5.30065918,1.641430426,,,,,,,,,,,,,
2,5.239708008,1.630819868,,,,,,,,,,,,,
2,5.168378418,1.617739326,,,,,,,,,,,,,
2,5.085637207,1.602691365,,,,,,,,,,,,,
2,4.995269531,1.584596466,,,,,,,,,,,,,
2,4.904711914,1.566515421,,,,,,,,,,,,,
2,4.80490625,1.54566241,,,,,,,,,,,,,
2,4.700285156,1.52394583,,,,,,,,,,,,,
2,4.589470215,1.499972423,,,,,,,,,,,,,
2,4.474553711,1.474317862,,,,,,,,,,,,,
2,4.358412598,1.448674477,,,,,,,,,,,,,
2,4.235780762,1.421854249,,,,,,,,,,,,,
2,4.110503906,1.392803271,,,,,,,,,,,,,
2,3.983569092,1.363470103,,,,,,,,,,,,,
2,3.855521484,1.334135653,,,,,,,,,,,,,
2,3.724893555,1.302159508,,,,,,,,,,,,,
2,3.591891357,1.270527369,,,,,,,,,,,,,
2,3.452471191,1.237843186,,,,,,,,,,,,,
2,3.317771729,1.205155975,,,,,,,,,,,,,
2,3.183421875,1.172163407,,,,,,,,,,,,,
2,3.051620361,1.138238702,,,,,,,,,,,,,
2,2.918145752,1.107733697,,,,,,,,,,,,,
2,2.785409424,1.073191641,,,,,,,,,,,,,
2,2.655496826,1.038988354,,,,,,,,,,,,,
2,2.521695801,1.005934551,,,,,,,,,,,,,
2,2.392574463,0.9719964,,,,,,,,,,,,,
2,2.268554932,0.93907828,,,,,,,,,,,,,
2,2.142706787,0.906434318,,,,,,,,,,,,,
2,2.019368652,0.874273828,,,,,,,,,,,,,
2,1.895141357,0.843101763,,,,,,,,,,,,,
2,1.778545532,0.811536273,,,,,,,,,,,,,
2,1.668657837,0.780698669,,,,,,,,,,,,,
2,1.558032837,0.751592219,,,,,,,,,,,,,
2,1.455451538,0.723076228,,,,,,,,,,,,,
3,1.350804688,0.695842842,,,,,,,,,,,,,
3,1.262088501,0.670681533,,,,,,,,,,,,,
3,1.187091797,0.647781009,,,,,,,,,,,,,
3,1.10886145,0.624238746,,,,,,,,,,,,,
3,1.038508057,0.605235982,,,,,,,,,,,,,
3,0.982076111,0.588067982,,,,,,,,,,,,,
3,0.942551636,0.574275502,,,,,,,,,,,,,
3,0.918782043,0.563058944,,,,,,,,,,,,,
3,0.898264709,0.554164115,,,,,,,,,,,,,
3,0.889552795,0.550328579,,,,,,,,,,,,,
3,0.886926331,0.546405092,,,,,,,,,,,,,
3,0.901910278,0.544556999,,,,,,,,,,,,,
3,0.927984985,0.547829608,,,,,,,,,,,,,
3,0.9682948,0.551943842,,,,,,,,,,,,,
3,1.018348938,0.558983593,,,,,,,,,,,,,
3,1.074091187,0.570144097,,,,,,,,,,,,,
3,1.144895142,0.58086327,,,,,,,,,,,,,
3,1.221399658,0.59441739,,,,,,,,,,,,,
3,1.300815918,0.609539798,,,,,,,,,,,,,
3,1.392338745,0.625351793,,,,,,,,,,,,,
3,1.484125,0.643052917,,,,,,,,,,,,,
3,1.580889771,0.661490834,,,,,,,,,,,,,
3,1.680914429,0.680940982,,,,,,,,,,,,,
3,1.785433472,0.702192658,,,,,,,,,,,,,
3,1.90283313,0.725534221,,,,,,,,,,,,,
3,2.019073242,0.750339415,,,,,,,,,,,,,
3,2.138581543,0.774252752,,,,,,,,,,,,,
3,2.261733887,0.799706555,,,,,,,,,,,,,
3,2.384681641,0.826092844,,,,,,,,,,,,,
3,2.511988525,0.853470701,,,,,,,,,,,,,
3,2.641967285,0.883866043,,,,,,,,,,,,,
3,2.766983398,0.911344949,,,,,,,,,,,,,
3,2.894741211,0.941062346,,,,,,,,,,,,,
3,3.024128418,0.971281144,,,,,,,,,,,,,
3,3.147170654,1.003479934,,,,,,,,,,,,,
3,3.275892578,1.033220091,,,,,,,,,,,,,
3,3.404793701,1.06416014,,,,,,,,,,,,,
3,3.522620117,1.095051994,,,,,,,,,,,,,
3,3.647020996,1.127128722,,,,,,,,,,,,,
3,3.767542725,1.157696126,,,,,,,,,,,,,
3,3.883197021,1.189053757,,,,,,,,,,,,,
3,4.004208008,1.219969243,,,,,,,,,,,,,
3,4.11385791,1.250952831,,,,,,,,,,,,,
3,4.236179199,1.280390192,,,,,,,,,,,,,
3,4.34203418,1.311896369,,,,,,,,,,,,,
3,4.453918457,1.343553886,,,,,,,,,,,,,
3,4.550379883,1.37433107,,,,,,,,,,,,,
3,4.65803418,1.403335133,,,,,,,,,,,,,
3,4.754226074,1.432681107,,,,,,,,,,,,,
3,4.853050293,1.462925225,,,,,,,,,,,,,
3,4.94312207,1.49196526,,,,,,,,,,,,,
3,5.035312012,1.518972102,,,,,,,,,,,,,
3,5.11992041,1.5472956,,,,,,,,,,,,,
3,5.195919434,1.574029448,,,,,,,,,,,,,
3,5.273540039,1.598561183,,,,,,,,,,,,,
3,5.337155273,1.621664967,,,,,,,,,,,,,
3,5.390237793,1.642597024,,,,,,,,,,,,,
3,5.439713379,1.66191312,,,,,,,,,,,,,
3,5.47361084,1.678422443,,,,,,,,,,,,,
3,5.495001953,1.691203564,,,,,,,,,,,,,
3,5.505487305,1.703750342,,,,,,,,,,,,,
3,5.50452002,1.709918259,,,,,,,,,,,,,
3,5.498850586,1.715780003,,,,,,,,,,,,,
3,5.478756836,1.716575236,,,,,,,,,,,,,
3,5.455357422,1.716962084,,,,,,,,,,,,,
3,5.422061523,1.715397462,,,,,,,,,,,,,
3,5.378218262,1.708409167,,,,,,,,,,,,,
3,5.331553223,1.703443821,,,,,,,,,,,,,
3,5.278606445,1.693032216,,,,,,,,,,,,,
3,5.212712891,1.681898138,,,,,,,,,,,,,
3,5.135260254,1.66566181,,,,,,,,,,,,,
3,5.050374512,1.650321181,,,,,,,,,,,,,
3,4.95959668,1.631921157,,,,,,,,,,,,,
3,4.867405762,1.612315653,,,,,,,,,,,,,
3,4.766583496,1.590798027,,,,,,,,,,,,,
3,4.659155762,1.568553154,,,,,,,,,,,,,
3,4.545551758,1.544108964,,,,,,,,,,,,,
3,4.431727539,1.518881996,,,,,,,,,,,,,
3,4.31677002,1.493530348,,,,,,,,,,,,,
3,4.19898291,1.465260284,,,,,,,,,,,,,
3,4.070538574,1.43557752,,,,,,,,,,,,,
3,3.937734619,1.40818127,,,,,,,,,,,,,
3,3.812893799,1.377713983,,,,,,,,,,,,,
3,3.682748779,1.347651705,,,,,,,,,,,,,
3,3.545725342,1.315330039,,,,,,,,,,,,,
3,3.419166992,1.28317473,,,,,,,,,,,,,
3,3.280115723,1.251146197,,,,,,,,,,,,,
3,3.150032227,1.219822094,,,,,,,,,,,,,
3,3.019897461,1.185779693,,,,,,,,,,,,,
3,2.880185059,1.152886078,,,,,,,,,,,,,
3,2.752190918,1.119365916,,,,,,,,,,,,,
3,2.620314209,1.085648662,,,,,,,,,,,,,
3,2.495008057,1.053204061,,,,,,,,,,,,,
3,2.358424805,1.020622207,,,,,,,,,,,,,
3,2.235446777,0.987486914,,,,,,,,,,,,,
3,2.115413086,0.956034288,,,,,,,,,,,,,
3,1.991595947,0.925040629,,,,,,,,,,,,,
3,1.875957764,0.892076583,,,,,,,,,,,,,
3,1.763398315,0.861903653,,,,,,,,,,,,,
3,1.658623291,0.833639526,,,,,,,,,,,,,
3,1.552495972,0.804307347,,,,,,,,,,,,,
3,1.449352051,0.775729888,,,,,,,,,,,,,
3,1.354419678,0.749361876,,,,,,,,,,,,,
4,1.268844971,0.724887126,,,,,,,,,,,,,
4,1.18728833,0.702089048,,,,,,,,,,,,,
4,1.110730225,0.680435041,,,,,,,,,,,,,
4,1.04986792,0.661534083,,,,,,,,,,,,,
4,0.996649902,0.644522195,,,,,,,,,,,,,
4,0.953133789,0.630151539,,,,,,,,,,,,,
4,0.921640564,0.618748367,,,,,,,,,,,,,
4,0.899278259,0.608957955,,,,,,,,,,,,,
4,0.89335144,0.604157161,,,,,,,,,,,,,
4,0.902084961,0.601910811,,,,,,,,,,,,,
4,0.917357971,0.601968903,,,,,,,,,,,,,
4,0.936188477,0.602598826,,,,,,,,,,,,,
4,0.967733215,0.607080408,,,,,,,,,,,,,
4,1.011938232,0.61181077,,,,,,,,,,,,,
4,1.067354736,0.621337385,,,,,,,,,,,,,
4,1.134690308,0.632477168,,,,,,,,,,,,,
4,1.208501831,0.644885353,,,,,,,,,,,,,
4,1.284319092,0.660112884,,,,,,,,,,,,,
4,1.367166382,0.674353156,,,,,,,,,,,,,
