Machine_N_cycles,Machine_Load,Machine_Displacement,MD_index--1,MD_N_cycles--1,exx--1,eyy--1,exy--1,Crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,4.712977539,1.748169423,,,,,,,,,,,,,
1,4.716986816,1.752478653,,,,,,,,,,,,,
1,4.720561035,1.755683566,,,,,,,,,,,,,
1,4.72490332,1.758062164,,,,,,,,,,,,,
1,4.726494141,1.76172459,,,,,,,,,,,,,
1,4.733338379,1.764192479,,,,,,,,,,,,,
1,4.74265332,1.767953509,,,,,,,,,,,,,
1,4.748041016,1.771378331,,,,,,,,,,,,,
1,4.756378418,1.775538316,,,,,,,,,,,,,
1,4.764536621,1.779076643,,,,,,,,,,,,,
1,4.797566406,1.788831316,,,,,,,,,,,,,
1,4.856765625,1.80578162,,,,,,,,,,,,,
1,4.903334961,1.82040548,,,,,,,,,,,,,
1,4.944692871,1.835287199,,,,,,,,,,,,,
1,4.991215332,1.852334128,,,,,,,,,,,,,
1,5.038961426,1.867928077,,,,,,,,,,,,,
1,5.08029834,1.88544672,,,,,,,,,,,,,
1,5.12382373,1.90282322,,,,,,,,,,,,,
1,5.172145996,1.922301832,,,,,,,,,,,,,
1,5.226461426,1.944213873,,,,,,,,,,,,,
1,5.273129883,1.963019837,,,,,,,,,,,,,
1,5.319306641,1.984885428,,,,,,,,,,,,,
1,5.369658203,2.006799681,,,,,,,,,,,,,
1,5.410000488,2.02942919,,,,,,,,,,,,,
1,5.461577148,2.049574628,,,,,,,,,,,,,
1,5.497385742,2.071409719,,,,,,,,,,,,,
1,5.52688623,2.093058079,,,,,,,,,,,,,
1,5.572211914,2.116127638,,,,,,,,,,,,,
1,5.617161133,2.141110133,,,,,,,,,,,,,
1,5.656476074,2.165090758,,,,,,,,,,,,,
1,5.693330078,2.189965453,,,,,,,,,,,,,
1,5.733121582,2.214424778,,,,,,,,,,,,,
1,5.766925293,2.235453343,,,,,,,,,,,,,
1,5.799039551,2.262860304,,,,,,,,,,,,,
1,5.831993164,2.284585033,,,,,,,,,,,,,
1,5.856911133,2.30963272,,,,,,,,,,,,,
1,5.882735352,2.330855234,,,,,,,,,,,,,
1,5.898632324,2.351653529,,,,,,,,,,,,,
1,5.913166016,2.371234121,,,,,,,,,,,,,
1,5.916127441,2.386360429,,,,,,,,,,,,,
1,5.918461426,2.400558442,,,,,,,,,,,,,
1,5.911143066,2.409917302,,,,,,,,,,,,,
1,5.892333496,2.418030752,,,,,,,,,,,,,
1,5.861181641,2.421785146,,,,,,,,,,,,,
1,5.836867188,2.423216123,,,,,,,,,,,,,
1,5.806245605,2.42497609,,,,,,,,,,,,,
1,5.768817383,2.421174198,,,,,,,,,,,,,
1,5.717997559,2.41646613,,,,,,,,,,,,,
1,5.653836914,2.40657595,,,,,,,,,,,,,
1,5.582662598,2.390243579,,,,,,,,,,,,,
1,5.493891602,2.372922609,,,,,,,,,,,,,
1,5.396541016,2.350527328,,,,,,,,,,,,,
1,5.296255371,2.326772083,,,,,,,,,,,,,
1,5.189178223,2.301565604,,,,,,,,,,,,,
1,5.083852539,2.275011502,,,,,,,,,,,,,
1,4.977228027,2.246716525,,,,,,,,,,,,,
1,4.865388672,2.21773982,,,,,,,,,,,,,
1,4.758257813,2.187672537,,,,,,,,,,,,,
1,4.652208008,2.158273477,,,,,,,,,,,,,
1,4.540274414,2.127562184,,,,,,,,,,,,,
1,4.440311523,2.098520752,,,,,,,,,,,,,
1,4.33954248,2.069940791,,,,,,,,,,,,,
1,4.239563477,2.038976876,,,,,,,,,,,,,
1,4.149819824,2.010940574,,,,,,,,,,,,,
1,4.063354004,1.984171104,,,,,,,,,,,,,
1,3.983230713,1.95800676,,,,,,,,,,,,,
2,3.914395996,1.934768166,,,,,,,,,,,,,
2,3.853308594,1.912262756,,,,,,,,,,,,,
2,3.806947021,1.896219794,,,,,,,,,,,,,
2,3.775929199,1.884220052,,,,,,,,,,,,,
2,3.756441895,1.874152804,,,,,,,,,,,,,
2,3.744441895,1.868414693,,,,,,,,,,,,,
2,3.742798828,1.864873688,,,,,,,,,,,,,
2,3.75193042,1.862172969,,,,,,,,,,,,,
2,3.76929834,1.864629914,,,,,,,,,,,,,
2,3.793682129,1.86908443,,,,,,,,,,,,,
2,3.834208008,1.874825917,,,,,,,,,,,,,
2,3.884975098,1.885977108,,,,,,,,,,,,,
2,3.945876221,1.897865091,,,,,,,,,,,,,
2,4.016302979,1.915207249,,,,,,,,,,,,,
2,4.08969165,1.933394349,,,,,,,,,,,,,
2,4.161929199,1.950511476,,,,,,,,,,,,,
2,4.248253418,1.97171024,,,,,,,,,,,,,
2,4.335896973,1.992527163,,,,,,,,,,,,,
2,4.430648438,2.016955288,,,,,,,,,,,,,
2,4.530408203,2.042795531,,,,,,,,,,,,,
2,4.621267578,2.068871632,,,,,,,,,,,,,
2,4.719318848,2.095982665,,,,,,,,,,,,,
2,4.808885254,2.12137308,,,,,,,,,,,,,
2,4.903714844,2.15027621,,,,,,,,,,,,,
2,4.998320801,2.178146504,,,,,,,,,,,,,
2,5.100584473,2.207458718,,,,,,,,,,,,,
2,5.195909668,2.237549052,,,,,,,,,,,,,
2,5.286855957,2.269009361,,,,,,,,,,,,,
2,5.382827637,2.299381886,,,,,,,,,,,,,
2,5.470594238,2.328122267,,,,,,,,,,,,,
2,5.563381348,2.358687576,,,,,,,,,,,,,
2,5.640174316,2.387997229,,,,,,,,,,,,,
2,5.707647949,2.416430274,,,,,,,,,,,,,
2,5.767460938,2.44409102,,,,,,,,,,,,,
2,5.825483398,2.467556624,,,,,,,,,,,,,
2,5.87707666,2.491872059,,,,,,,,,,,,,
2,5.91603418,2.514067339,,,,,,,,,,,,,
2,5.943912109,2.53446307,,,,,,,,,,,,,
2,5.955109863,2.549448516,,,,,,,,,,,,,
2,5.95955957,2.560111927,,,,,,,,,,,,,
2,5.953646484,2.568610478,,,,,,,,,,,,,
2,5.939359863,2.571886871,,,,,,,,,,,,,
2,5.920127441,2.574210055,,,,,,,,,,,,,
2,5.890502441,2.573955338,,,,,,,,,,,,,
2,5.864674805,2.573081758,,,,,,,,,,,,,
2,5.817119141,2.567325719,,,,,,,,,,,,,
2,5.764553223,2.558555454,,,,,,,,,,,,,
2,5.697578125,2.545257332,,,,,,,,,,,,,
2,5.613024414,2.526637167,,,,,,,,,,,,,
2,5.527303223,2.505194629,,,,,,,,,,,,,
2,5.428027344,2.481483854,,,,,,,,,,,,,
2,5.32290625,2.457744675,,,,,,,,,,,,,
2,5.211134277,2.431872068,,,,,,,,,,,,,
