Machine_N_cycles,Machine_Load,Machine_Displacement,index,Camera_N_cycles,exx,eyy,exy,crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,4.784831055,1.420203596,,,,,,,,,,,,,
1,4.787256348,1.423736685,,,,,,,,,,,,,
1,4.793538574,1.42533076,,,,,,,,,,,,,
1,4.792224609,1.428006217,,,,,,,,,,,,,
1,4.798439453,1.429701922,,,,,,,,,,,,,
1,4.802302734,1.432560501,,,,,,,,,,,,,
1,4.804860352,1.435875543,,,,,,,,,,,,,
1,4.812549316,1.438650535,,,,,,,,,,,,,
1,4.822880859,1.443557558,,,,,,,,,,,,,
1,4.829608398,1.448075869,,,,,,,,,,,,,
1,4.843117188,1.451431657,,,,,,,,,,,,,
1,4.851830566,1.456374303,,,,,,,,,,,,,
1,4.871514648,1.462560846,,,,,,,,,,,,,
1,4.891862305,1.468741568,,,,,,,,,,,,,
1,4.919887207,1.477613696,,,,,,,,,,,,,
1,4.947957031,1.486327848,,,,,,,,,,,,,
1,4.98049707,1.496803365,,,,,,,,,,,,,
1,5.00974707,1.507515437,,,,,,,,,,,,,
1,5.045626465,1.518329256,,,,,,,,,,,,,
1,5.083515137,1.531502581,,,,,,,,,,,,,
1,5.123143555,1.545681036,,,,,,,,,,,,,
1,5.161333984,1.562381862,,,,,,,,,,,,,
1,5.208772949,1.578254276,,,,,,,,,,,,,
1,5.249224609,1.595617039,,,,,,,,,,,,,
1,5.290191895,1.613408676,,,,,,,,,,,,,
1,5.336168945,1.634259126,,,,,,,,,,,,,
1,5.381689941,1.654017367,,,,,,,,,,,,,
1,5.419864258,1.676734188,,,,,,,,,,,,,
1,5.461733887,1.697653905,,,,,,,,,,,,,
1,5.498960938,1.719904714,,,,,,,,,,,,,
1,5.534355469,1.744896173,,,,,,,,,,,,,
1,5.565716309,1.765591209,,,,,,,,,,,,,
1,5.59734668,1.78779813,,,,,,,,,,,,,
1,5.625963379,1.810114481,,,,,,,,,,,,,
1,5.650547363,1.83214026,,,,,,,,,,,,,
1,5.675614258,1.855366514,,,,,,,,,,,,,
1,5.697513672,1.876965864,,,,,,,,,,,,,
1,5.720144043,1.898461604,,,,,,,,,,,,,
1,5.738955078,1.918416237,,,,,,,,,,,,,
1,5.755192871,1.93967321,,,,,,,,,,,,,
1,5.767818848,1.959236804,,,,,,,,,,,,,
1,5.77814502,1.977756619,,,,,,,,,,,,,
1,5.783859375,1.994631719,,,,,,,,,,,,,
1,5.785420898,2.009274904,,,,,,,,,,,,,
1,5.78092334,2.022385364,,,,,,,,,,,,,
1,5.771817383,2.034553094,,,,,,,,,,,,,
1,5.750324219,2.039510058,,,,,,,,,,,,,
1,5.722741699,2.044677036,,,,,,,,,,,,,
1,5.689144531,2.045774367,,,,,,,,,,,,,
1,5.64748877,2.044298686,,,,,,,,,,,,,
1,5.590874512,2.036690246,,,,,,,,,,,,,
1,5.533091309,2.028874354,,,,,,,,,,,,,
1,5.459509277,2.016127575,,,,,,,,,,,,,
1,5.374724609,2.000187524,,,,,,,,,,,,,
1,5.276911621,1.979658147,,,,,,,,,,,,,
1,5.169617676,1.957766479,,,,,,,,,,,,,
1,5.05535498,1.933036372,,,,,,,,,,,,,
1,4.945621094,1.907765283,,,,,,,,,,,,,
