Machine_N_cycles,Machine_Load,Machine_Displacement,index,Camera_N_cycles,exx,eyy,exy,crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,5.255777344,1.883936115,,,,,,,,,,,,,
1,5.256710938,1.88749691,,,,,,,,,,,,,
1,5.264174805,1.891175867,,,,,,,,,,,,,
1,5.265482422,1.89458055,,,,,,,,,,,,,
1,5.271446777,1.899547409,,,,,,,,,,,,,
1,5.273075195,1.903536264,,,,,,,,,,,,,
1,5.281332031,1.907812082,,,,,,,,,,,,,
1,5.288140625,1.911984407,,,,,,,,,,,,,
1,5.292323242,1.916490612,,,,,,,,,,,,,
1,5.303201172,1.923332224,,,,,,,,,,,,,
1,5.314529785,1.929001533,,,,,,,,,,,,,
1,5.330157715,1.935545355,,,,,,,,,,,,,
1,5.351256836,1.943827025,,,,,,,,,,,,,
1,5.371392578,1.952785882,,,,,,,,,,,,,
1,5.387624512,1.961354399,,,,,,,,,,,,,
1,5.408953613,1.970421756,,,,,,,,,,,,,
1,5.436638184,1.980813686,,,,,,,,,,,,,
1,5.468635254,1.993200975,,,,,,,,,,,,,
1,5.503830078,2.007584553,,,,,,,,,,,,,
1,5.546836426,2.023604233,,,,,,,,,,,,,
1,5.591437988,2.043102868,,,,,,,,,,,,,
1,5.638671387,2.062895102,,,,,,,,,,,,,
1,5.682871582,2.084317151,,,,,,,,,,,,,
1,5.727057617,2.108461224,,,,,,,,,,,,,
1,5.775992188,2.13291985,,,,,,,,,,,,,
1,5.823915527,2.159520052,,,,,,,,,,,,,
1,5.867100098,2.188371494,,,,,,,,,,,,,
1,5.913308105,2.217342611,,,,,,,,,,,,,
1,5.963015137,2.246634103,,,,,,,,,,,,,
1,5.993665039,2.27823155,,,,,,,,,,,,,
1,6.037150879,2.312302589,,,,,,,,,,,,,
1,6.069301758,2.345116111,,,,,,,,,,,,,
1,6.106012695,2.379314974,,,,,,,,,,,,,
1,6.135849609,2.41377647,,,,,,,,,,,,,
1,6.16574707,2.449304098,,,,,,,,,,,,,
1,6.194380371,2.485097852,,,,,,,,,,,,,
1,6.21748291,2.520338865,,,,,,,,,,,,,
1,6.24198291,2.557160566,,,,,,,,,,,,,
1,6.266180176,2.592296572,,,,,,,,,,,,,
1,6.288359375,2.630365547,,,,,,,,,,,,,
1,6.303460449,2.663478022,,,,,,,,,,,,,
1,6.321470703,2.700314624,,,,,,,,,,,,,
1,6.33434668,2.73484271,,,,,,,,,,,,,
1,6.349036621,2.770066494,,,,,,,,,,,,,
1,6.360135254,2.804175951,,,,,,,,,,,,,
1,6.368411133,2.837715205,,,,,,,,,,,,,
1,6.378016602,2.869340358,,,,,,,,,,,,,
1,6.381458496,2.900880994,,,,,,,,,,,,,
1,6.386055664,2.932184841,,,,,,,,,,,,,
1,6.388980469,2.961266087,,,,,,,,,,,,,
1,6.385360352,2.988929162,,,,,,,,,,,,,
1,6.38230957,3.014242509,,,,,,,,,,,,,
1,6.368759277,3.036030335,,,,,,,,,,,,,
1,6.346037109,3.053565044,,,,,,,,,,,,,
1,6.321094238,3.067340935,,,,,,,,,,,,,
1,6.282177246,3.076108405,,,,,,,,,,,,,
1,6.239939453,3.079846269,,,,,,,,,,,,,
1,6.188882324,3.083013231,,,,,,,,,,,,,
1,6.131566406,3.080060938,,,,,,,,,,,,,
1,6.067754883,3.072204534,,,,,,,,,,,,,
1,6.003897949,3.064926714,,,,,,,,,,,,,
1,5.927289063,3.050327767,,,,,,,,,,,,,
1,5.842010742,3.035747446,,,,,,,,,,,,,
1,5.751203613,3.017674666,,,,,,,,,,,,,
1,5.663795898,2.996755531,,,,,,,,,,,,,
1,5.566516113,2.974468982,,,,,,,,,,,,,
1,5.462689453,2.950225258,,,,,,,,,,,,,
1,5.366263184,2.925456734,,,,,,,,,,,,,
1,5.262734863,2.900328953,,,,,,,,,,,,,
