Machine_N_cycles,Machine_Load,Machine_Displacement,index,Camera_N_cycles,exx,eyy,exy,crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,5.289824219,1.634253538,,,,,,,,,,,,,
1,5.298995605,1.637379406,,,,,,,,,,,,,
1,5.301533691,1.641441486,,,,,,,,,,,,,
1,5.306400879,1.644888544,,,,,,,,,,,,,
1,5.309243164,1.647907193,,,,,,,,,,,,,
1,5.314385742,1.651022583,,,,,,,,,,,,,
1,5.32072998,1.655330532,,,,,,,,,,,,,
1,5.328438965,1.658651279,,,,,,,,,,,,,
1,5.33429248,1.663649804,,,,,,,,,,,,,
1,5.345999512,1.667970093,,,,,,,,,,,,,
1,5.354026855,1.672748826,,,,,,,,,,,,,
1,5.364091309,1.677624066,,,,,,,,,,,,,
1,5.383801758,1.684078248,,,,,,,,,,,,,
1,5.397872559,1.690685749,,,,,,,,,,,,,
1,5.420276855,1.697320491,,,,,,,,,,,,,
1,5.436853516,1.704958035,,,,,,,,,,,,,
1,5.459713379,1.714777201,,,,,,,,,,,,,
1,5.487698242,1.722982852,,,,,,,,,,,,,
1,5.512838867,1.732602017,,,,,,,,,,,,,
1,5.541187012,1.742716064,,,,,,,,,,,,,
1,5.567460938,1.756392536,,,,,,,,,,,,,
1,5.597549805,1.766011817,,,,,,,,,,,,,
1,5.629122559,1.778509235,,,,,,,,,,,,,
1,5.661770508,1.791779883,,,,,,,,,,,,,
1,5.691944336,1.805707812,,,,,,,,,,,,,
1,5.722697754,1.820641104,,,,,,,,,,,,,
1,5.754516602,1.835407456,,,,,,,,,,,,,
1,5.776212402,1.851792447,,,,,,,,,,,,,
1,5.804194824,1.868572086,,,,,,,,,,,,,
1,5.83697998,1.885288628,,,,,,,,,,,,,
1,5.865016602,1.90236175,,,,,,,,,,,,,
1,5.893086426,1.919686445,,,,,,,,,,,,,
1,5.920956055,1.935836859,,,,,,,,,,,,,
1,5.948921387,1.953428378,,,,,,,,,,,,,
1,5.972473145,1.972160535,,,,,,,,,,,,,
1,5.999256836,1.991146943,,,,,,,,,,,,,
1,6.022121094,2.009166405,,,,,,,,,,,,,
1,6.045866211,2.027172362,,,,,,,,,,,,,
1,6.066376953,2.04814272,,,,,,,,,,,,,
1,6.088255371,2.068163361,,,,,,,,,,,,,
1,6.108970703,2.085762098,,,,,,,,,,,,,
1,6.124124023,2.102644881,,,,,,,,,,,,,
1,6.13945752,2.121330472,,,,,,,,,,,,,
1,6.157134766,2.138582757,,,,,,,,,,,,,
1,6.169352539,2.157226903,,,,,,,,,,,,,
1,6.184557129,2.173019573,,,,,,,,,,,,,
1,6.190035156,2.189571038,,,,,,,,,,,,,
1,6.197256348,2.205370693,,,,,,,,,,,,,
1,6.205474609,2.220128197,,,,,,,,,,,,,
1,6.209947266,2.234514104,,,,,,,,,,,,,
1,6.213585449,2.247839933,,,,,,,,,,,,,
1,6.21449707,2.259494038,,,,,,,,,,,,,
1,6.210366699,2.271116711,,,,,,,,,,,,,
1,6.202430664,2.281131456,,,,,,,,,,,,,
1,6.189651367,2.288580406,,,,,,,,,,,,,
1,6.170785645,2.293761587,,,,,,,,,,,,,
1,6.143338867,2.296639606,,,,,,,,,,,,,
1,6.109458984,2.296144608,,,,,,,,,,,,,
1,6.058202637,2.290010918,,,,,,,,,,,,,
1,5.991306152,2.282556146,,,,,,,,,,,,,
1,5.915369141,2.269692952,,,,,,,,,,,,,
1,5.831456543,2.252565697,,,,,,,,,,,,,
1,5.734733398,2.235879889,,,,,,,,,,,,,
1,5.632724609,2.21373816,,,,,,,,,,,,,
1,5.528537598,2.192339161,,,,,,,,,,,,,
1,5.420440918,2.168093575,,,,,,,,,,,,,
1,5.313588867,2.143394202,,,,,,,,,,,,,
1,5.207561523,2.120361431,,,,,,,,,,,,,
1,5.108711914,2.096655779,,,,,,,,,,,,,
1,5.009170898,2.072737552,,,,,,,,,,,,,
1,4.916233398,2.048140392,,,,,,,,,,,,,
1,4.82197998,2.026176546,,,,,,,,,,,,,
1,4.732855469,2.003347501,,,,,,,,,,,,,
1,4.644791016,1.979897963,,,,,,,,,,,,,
2,4.557301758,1.957906177,,,,,,,,,,,,,
2,4.476259277,1.937709982,,,,,,,,,,,,,
2,4.395916992,1.914984314,,,,,,,,,,,,,
2,4.318904785,1.894236542,,,,,,,,,,,,,
2,4.25026416,1.874921843,,,,,,,,,,,,,
2,4.183207031,1.857844298,,,,,,,,,,,,,
2,4.123971191,1.84032449,,,,,,,,,,,,,
2,4.071516113,1.824185252,,,,,,,,,,,,,
2,4.027297119,1.81351963,,,,,,,,,,,,,
2,3.998169922,1.802197075,,,,,,,,,,,,,
2,3.975005371,1.793613774,,,,,,,,,,,,,
2,3.96971875,1.788860769,,,,,,,,,,,,,
2,3.965662598,1.785234548,,,,,,,,,,,,,
2,3.977523926,1.786231995,,,,,,,,,,,,,
2,4.001635986,1.788729453,,,,,,,,,,,,,
2,4.040816895,1.794159994,,,,,,,,,,,,,
2,4.093937012,1.802456332,,,,,,,,,,,,,
2,4.151541992,1.814633375,,,,,,,,,,,,,
2,4.220708984,1.829427434,,,,,,,,,,,,,
2,4.298840332,1.845191233,,,,,,,,,,,,,
2,4.383719727,1.863045152,,,,,,,,,,,,,
2,4.47667334,1.881956356,,,,,,,,,,,,,
2,4.570220703,1.902616699,,,,,,,,,,,,,
2,4.670689453,1.926222816,,,,,,,,,,,,,
2,4.776889648,1.949830214,,,,,,,,,,,,,
2,4.884299316,1.97515008,,,,,,,,,,,,,
2,4.993223145,2.001583576,,,,,,,,,,,,,
2,5.104075684,2.028584015,,,,,,,,,,,,,
2,5.222374512,2.057185629,,,,,,,,,,,,,
2,5.332780273,2.085723681,,,,,,,,,,,,,
2,5.436674805,2.113723895,,,,,,,,,,,,,
2,5.540500488,2.14285776,,,,,,,,,,,,,
2,5.647509766,2.170217689,,,,,,,,,,,,,
2,5.745879395,2.198176458,,,,,,,,,,,,,
2,5.84076416,2.226853743,,,,,,,,,,,,,
2,5.933996094,2.254054183,,,,,,,,,,,,,
2,6.015067871,2.282968722,,,,,,,,,,,,,
2,6.092239746,2.310535172,,,,,,,,,,,,,
2,6.169931152,2.336920938,,,,,,,,,,,,,
2,6.233789063,2.363912063,,,,,,,,,,,,,
2,6.295353027,2.389850793,,,,,,,,,,,,,
2,6.346827148,2.415042138,,,,,,,,,,,,,
2,6.392098145,2.440152457,,,,,,,,,,,,,
2,6.425731445,2.464056481,,,,,,,,,,,,,
2,6.454555176,2.487105783,,,,,,,,,,,,,
2,6.478235352,2.508332953,,,,,,,,,,,,,
2,6.492466797,2.528833225,,,,,,,,,,,,,
2,6.508880371,2.549690893,,,,,,,,,,,,,
2,6.520879883,2.568545286,,,,,,,,,,,,,
2,6.519233398,2.586029703,,,,,,,,,,,,,
2,6.509689941,2.598934108,,,,,,,,,,,,,
2,6.496187988,2.608773531,,,,,,,,,,,,,
2,6.473074707,2.61703576,,,,,,,,,,,,,
2,6.440723145,2.621915657,,,,,,,,,,,,,
2,6.401600098,2.625109861,,,,,,,,,,,,,
2,6.349255371,2.620417392,,,,,,,,,,,,,
2,6.283523438,2.613791032,,,,,,,,,,,,,
2,6.217412109,2.603862435,,,,,,,,,,,,,
2,6.141882813,2.59146397,,,,,,,,,,,,,
2,6.056580078,2.575671067,,,,,,,,,,,,,
2,5.969437012,2.559041604,,,,,,,,,,,,,
2,5.874581543,2.539713634,,,,,,,,,,,,,
2,5.776429688,2.517007524,,,,,,,,,,,,,
2,5.673764648,2.494435525,,,,,,,,,,,,,
2,5.564101563,2.471139887,,,,,,,,,,,,,
2,5.455214844,2.445845632,,,,,,,,,,,,,
2,5.350779297,2.421496203,,,,,,,,,,,,,
2,5.254444824,2.397075063,,,,,,,,,,,,,
2,5.148584473,2.372255316,,,,,,,,,,,,,
2,5.049374023,2.346685389,,,,,,,,,,,,,
2,4.949106934,2.321139211,,,,,,,,,,,,,
2,4.854352539,2.297399333,,,,,,,,,,,,,
2,4.762139648,2.272524405,,,,,,,,,,,,,
