Machine_N_cycles,Machine_Load,Machine_Displacement,MD_index--1,MD_N_cycles--1,exx--1,eyy--1,exy--1,Crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,5.576680176,2.228451194,,,,,,,,,,,,,
1,5.582944336,2.234874992,,,,,,,,,,,,,
1,5.586532715,2.241992624,,,,,,,,,,,,,
1,5.593505371,2.248646924,,,,,,,,,,,,,
1,5.597604004,2.254529856,,,,,,,,,,,,,
1,5.607888184,2.263853559,,,,,,,,,,,,,
1,5.620342285,2.271669684,,,,,,,,,,,,,
1,5.640742188,2.280321904,,,,,,,,,,,,,
1,5.662,2.292647725,,,,,,,,,,,,,
1,5.69371875,2.305795904,,,,,,,,,,,,,
1,5.722800293,2.321225358,,,,,,,,,,,,,
1,5.754127441,2.336112084,,,,,,,,,,,,,
1,5.785184082,2.35289894,,,,,,,,,,,,,
1,5.81625293,2.369095571,,,,,,,,,,,,,
1,5.843048828,2.387068467,,,,,,,,,,,,,
1,5.86192627,2.401582664,,,,,,,,,,,,,
1,5.882202637,2.418162534,,,,,,,,,,,,,
1,5.89507666,2.434950322,,,,,,,,,,,,,
1,5.906114258,2.448544838,,,,,,,,,,,,,
1,5.915644531,2.461567987,,,,,,,,,,,,,
1,5.914530762,2.474137349,,,,,,,,,,,,,
1,5.906966309,2.484030789,,,,,,,,,,,,,
1,5.896330078,2.492498374,,,,,,,,,,,,,
1,5.874083008,2.498735907,,,,,,,,,,,,,
1,5.852171875,2.503473777,,,,,,,,,,,,,
1,5.830961426,2.505562501,,,,,,,,,,,,,
1,5.805489746,2.506683581,,,,,,,,,,,,,
2,5.782480469,2.507847734,,,,,,,,,,,,,
2,5.761371582,2.51046475,,,,,,,,,,,,,
2,5.740931641,2.510184888,,,,,,,,,,,,,
2,5.723148438,2.511640778,,,,,,,,,,,,,
2,5.720323242,2.515283413,,,,,,,,,,,,,
2,5.713780762,2.517745364,,,,,,,,,,,,,
2,5.721647949,2.523767529,,,,,,,,,,,,,
2,5.724434082,2.532205544,,,,,,,,,,,,,
2,5.744761719,2.539616078,,,,,,,,,,,,,
2,5.76080957,2.551092533,,,,,,,,,,,,,
2,5.785431641,2.562048379,,,,,,,,,,,,,
2,5.820706055,2.575717168,,,,,,,,,,,,,
2,5.853461426,2.591270721,,,,,,,,,,,,,
2,5.884896973,2.608832438,,,,,,,,,,,,,
2,5.912171875,2.623017179,,,,,,,,,,,,,
2,5.939249512,2.640099032,,,,,,,,,,,,,
2,5.958769531,2.652990632,,,,,,,,,,,,,
2,5.971676758,2.668257803,,,,,,,,,,,,,
2,5.980760742,2.680978039,,,,,,,,,,,,,
2,5.983751465,2.692220733,,,,,,,,,,,,,
2,5.982422852,2.702858998,,,,,,,,,,,,,
2,5.9710625,2.70891143,,,,,,,,,,,,,
2,5.95479834,2.715588547,,,,,,,,,,,,,
2,5.93046875,2.72053713,,,,,,,,,,,,,
2,5.904637695,2.721254714,,,,,,,,,,,,,
2,5.879537598,2.721389523,,,,,,,,,,,,,
3,5.851647949,2.721414668,,,,,,,,,,,,,
3,5.827108887,2.720179036,,,,,,,,,,,,,
3,5.799645996,2.720365766,,,,,,,,,,,,,
3,5.77724707,2.720499644,,,,,,,,,,,,,
3,5.765790527,2.719364362,,,,,,,,,,,,,
3,5.753898438,2.722022124,,,,,,,,,,,,,
3,5.751728516,2.726485487,,,,,,,,,,,,,
3,5.758458496,2.730109263,,,,,,,,,,,,,
3,5.77038916,2.737508388,,,,,,,,,,,,,
3,5.785069336,2.746741753,,,,,,,,,,,,,
3,5.81858252,2.757100156,,,,,,,,,,,,,
3,5.840769043,2.769845538,,,,,,,,,,,,,
3,5.875396484,2.785380697,,,,,,,,,,,,,
3,5.912695801,2.800333081,,,,,,,,,,,,,
3,5.941423828,2.815475687,,,,,,,,,,,,,
3,5.971294434,2.830706537,,,,,,,,,,,,,
3,5.995078125,2.845514333,,,,,,,,,,,,,
3,6.003726074,2.858459717,,,,,,,,,,,,,
3,6.025236816,2.871735254,,,,,,,,,,,,,
3,6.031743652,2.884375397,,,,,,,,,,,,,
3,6.027219238,2.892531222,,,,,,,,,,,,,
3,6.016745605,2.899977844,,,,,,,,,,,,,
3,6.003691406,2.905869856,,,,,,,,,,,,,
3,5.987762207,2.909191651,,,,,,,,,,,,,
3,5.952704102,2.909863833,,,,,,,,,,,,,
3,5.927070313,2.910571406,,,,,,,,,,,,,
3,5.897883789,2.908807481,,,,,,,,,,,,,
4,5.86449707,2.906221664,,,,,,,,,,,,,
4,5.836174316,2.905360889,,,,,,,,,,,,,
4,5.812225586,2.904108027,,,,,,,,,,,,,
4,5.794224609,2.902976936,,,,,,,,,,,,,
4,5.778737305,2.90315575,,,,,,,,,,,,,
4,5.770358398,2.904289402,,,,,,,,,,,,,
4,5.769508301,2.90817488,,,,,,,,,,,,,
