Machine_N_cycles,Machine_Load,Machine_Displacement,index,Camera_N_cycles,exx,eyy,exy,crack_length,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips
1,6.136780273,3.102225251,,,,,,,,,,,,,
1,6.141037598,3.115563421,,,,,,,,,,,,,
1,6.14132373,3.125087358,,,,,,,,,,,,,
1,6.136812012,3.136981977,,,,,,,,,,,,,
1,6.144044434,3.147043986,,,,,,,,,,,,,
1,6.155591797,3.160320455,,,,,,,,,,,,,
1,6.162293945,3.174084239,,,,,,,,,,,,,
1,6.177722168,3.189643379,,,,,,,,,,,,,
1,6.203789551,3.206926398,,,,,,,,,,,,,
1,6.234337891,3.229520516,,,,,,,,,,,,,
1,6.266600586,3.25154257,,,,,,,,,,,,,
1,6.299834961,3.276999108,,,,,,,,,,,,,
1,6.336335449,3.302547615,,,,,,,,,,,,,
1,6.365445313,3.331644461,,,,,,,,,,,,,
1,6.391342773,3.360811155,,,,,,,,,,,,,
1,6.413875977,3.389685648,,,,,,,,,,,,,
1,6.432690918,3.418677254,,,,,,,,,,,,,
1,6.449279785,3.451853758,,,,,,,,,,,,,
1,6.458288086,3.479901236,,,,,,,,,,,,,
1,6.464671875,3.509924281,,,,,,,,,,,,,
1,6.467117188,3.538509831,,,,,,,,,,,,,
1,6.463852051,3.566794097,,,,,,,,,,,,,
1,6.456033691,3.592184512,,,,,,,,,,,,,
1,6.449839355,3.616034053,,,,,,,,,,,,,
1,6.435780273,3.640000243,,,,,,,,,,,,,
1,6.418269531,3.658944508,,,,,,,,,,,,,
1,6.394755859,3.673709463,,,,,,,,,,,,,
1,6.368195801,3.689290723,,,,,,,,,,,,,
1,6.338025879,3.700010711,,,,,,,,,,,,,
1,6.309264648,3.709078766,,,,,,,,,,,,,
2,6.277762207,3.716232255,,,,,,,,,,,,,
2,6.254132813,3.724928014,,,,,,,,,,,,,
2,6.238674316,3.73404799,,,,,,,,,,,,,
2,6.223294434,3.74233257,,,,,,,,,,,,,
2,6.208515137,3.752470482,,,,,,,,,,,,,
2,6.215119141,3.762962064,,,,,,,,,,,,,
2,6.218875,3.775077872,,,,,,,,,,,,,
2,6.230338379,3.790931776,,,,,,,,,,,,,
2,6.251709961,3.809358459,,,,,,,,,,,,,
2,6.27599707,3.82981007,,,,,,,,,,,,,
2,6.30805127,3.850847017,,,,,,,,,,,,,
2,6.345372559,3.879022086,,,,,,,,,,,,,
2,6.378738281,3.904405748,,,,,,,,,,,,,
2,6.401239258,3.933675587,,,,,,,,,,,,,
2,6.435441895,3.961738665,,,,,,,,,,,,,
2,6.456234863,3.994946834,,,,,,,,,,,,,
2,6.483041504,4.026453011,,,,,,,,,,,,,
2,6.488727539,4.05556988,,,,,,,,,,,,,
2,6.501729004,4.084758926,,,,,,,,,,,,,
2,6.505459473,4.114134237,,,,,,,,,,,,,
2,6.505583984,4.141324665,,,,,,,,,,,,,
2,6.500531738,4.168885294,,,,,,,,,,,,,
2,6.495094727,4.192828201,,,,,,,,,,,,,
2,6.481190918,4.214700777,,,,,,,,,,,,,
2,6.463427734,4.233809188,,,,,,,,,,,,,
2,6.443290039,4.25043935,,,,,,,,,,,,,
2,6.414097168,4.265015014,,,,,,,,,,,,,
2,6.386003418,4.275450483,,,,,,,,,,,,,
2,6.35870752,4.285369068,,,,,,,,,,,,,
3,6.331916992,4.294371698,,,,,,,,,,,,,
3,6.310405762,4.300760105,,,,,,,,,,,,,
3,6.293615723,4.31004446,,,,,,,,,,,,,
3,6.283853027,4.320468754,,,,,,,,,,,,,
3,6.279602051,4.332029261,,,,,,,,,,,,,
3,6.275788574,4.342909902,,,,,,,,,,,,,
3,6.280560547,4.354720004,,,,,,,,,,,,,
3,6.288279297,4.370550159,,,,,,,,,,,,,
3,6.303907715,4.388198722,,,,,,,,,,,,,
3,6.32882666,4.408931825,,,,,,,,,,,,,
3,6.360986816,4.431601148,,,,,,,,,,,,,
3,6.390156738,4.456318915,,,,,,,,,,,,,
3,6.424492188,4.483545199,,,,,,,,,,,,,
3,6.450244141,4.511477426,,,,,,,,,,,,,
3,6.480183594,4.53859847,,,,,,,,,,,,,
3,6.501460449,4.566414282,,,,,,,,,,,,,
3,6.520969727,4.598082509,,,,,,,,,,,,,
3,6.540627441,4.626809619,,,,,,,,,,,,,
3,6.551577148,4.657700658,,,,,,,,,,,,,
3,6.560025391,4.68408037,,,,,,,,,,,,,
3,6.564829102,4.712165799,,,,,,,,,,,,,
3,6.563660645,4.737903364,,,,,,,,,,,,,
3,6.554983887,4.763674457,,,,,,,,,,,,,
3,6.540845215,4.784420598,,,,,,,,,,,,,
3,6.532804688,4.804402124,,,,,,,,,,,,,
3,6.512049805,4.817771725,,,,,,,,,,,,,
3,6.471094727,4.831230734,,,,,,,,,,,,,
3,6.445767578,4.842265975,,,,,,,,,,,,,
3,6.424,4.850429948,,,,,,,,,,,,,
4,6.400082031,4.858699162,,,,,,,,,,,,,
4,6.37416748,4.865473602,,,,,,,,,,,,,
4,6.350586426,4.871956538,,,,,,,,,,,,,
4,6.334799316,4.880346823,,,,,,,,,,,,,
4,6.327475586,4.887276795,,,,,,,,,,,,,
4,6.318036621,4.894903861,,,,,,,,,,,,,
4,6.322889648,4.906808026,,,,,,,,,,,,,
4,6.332465332,4.920067266,,,,,,,,,,,,,
4,6.346955078,4.936912097,,,,,,,,,,,,,
4,6.368556641,4.953844938,,,,,,,,,,,,,
4,6.39495166,4.974654876,,,,,,,,,,,,,
4,6.427741211,4.997794516,,,,,,,,,,,,,
4,6.463881348,5.022900179,,,,,,,,,,,,,
4,6.494711914,5.050060339,,,,,,,,,,,,,
4,6.529183105,5.078228191,,,,,,,,,,,,,
4,6.560909668,5.107459147,,,,,,,,,,,,,
4,6.584740234,5.137328058,,,,,,,,,,,,,
4,6.606114258,5.168208852,,,,,,,,,,,,,
4,6.621979004,5.195701495,,,,,,,,,,,,,
4,6.634059082,5.224293564,,,,,,,,,,,,,
4,6.642312988,5.252328236,,,,,,,,,,,,,
4,6.642958496,5.278672092,,,,,,,,,,,,,
4,6.641027344,5.30286273,,,,,,,,,,,,,
4,6.625401855,5.322367884,,,,,,,,,,,,,
4,6.612884277,5.340823438,,,,,,,,,,,,,
4,6.592693848,5.356801208,,,,,,,,,,,,,
4,6.564748535,5.367327947,,,,,,,,,,,,,
4,6.541074707,5.378047004,,,,,,,,,,,,,
4,6.506639648,5.384390708,,,,,,,,,,,,,
4,6.479793457,5.389790516,,,,,,,,,,,,,
5,6.448969727,5.396189634,,,,,,,,,,,,,
5,6.431181641,5.40144695,,,,,,,,,,,,,
5,6.408112793,5.405891221,,,,,,,,,,,,,
5,6.388953125,5.41166449,,,,,,,,,,,,,
5,6.380429688,5.417875014,,,,,,,,,,,,,
5,6.378899414,5.42706158,,,,,,,,,,,,,
5,6.381404785,5.436398555,,,,,,,,,,,,,
5,6.38585498,5.450075958,,,,,,,,,,,,,
5,6.426561035,5.466038827,,,,,,,,,,,,,
5,6.448951172,5.485550035,,,,,,,,,,,,,
5,6.478670898,5.506085698,,,,,,,,,,,,,
5,6.509177246,5.530893337,,,,,,,,,,,,,
5,6.549578125,5.556045566,,,,,,,,,,,,,
5,6.583035645,5.58395125,,,,,,,,,,,,,
5,6.617171875,5.612732843,,,,,,,,,,,,,
5,6.649241211,5.640500691,,,,,,,,,,,,,
5,6.673611816,5.668194033,,,,,,,,,,,,,
5,6.693366211,5.696866196,,,,,,,,,,,,,
5,6.704804688,5.723060574,,,,,,,,,,,,,
5,6.716769531,5.750679877,,,,,,,,,,,,,
5,6.717974609,5.775714759,,,,,,,,,,,,,
5,6.719082031,5.797353573,,,,,,,,,,,,,
5,6.713124512,5.817705765,,,,,,,,,,,,,
5,6.693273438,5.83387306,,,,,,,,,,,,,
5,6.673614258,5.848748144,,,,,,,,,,,,,
5,6.648548828,5.858625751,,,,,,,,,,,,,
