 Machine_Time  ,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--# ,u--#,v--#,eyy--#,exx--#,exy--#,MD_N_cycles--# ,MD_Load--# ,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load ,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips ,Specimen_name
,46,0.761924661,1.635855957,1173,-0.427889,-0.217416,0.00302325,-0.000803319,0.000411969,22600,1.003692131,,,,,,,,,,,,
,46,0.740270305,1.572732788,1174,-0.427889,-0.307555,0.00460867,-0.00133874,0.000518142,22600,1.459930342,,,,,,,,,,,,
,46,0.70808304,1.475462769,1175,-0.427938,-0.312046,0.00470592,-0.00139019,0.000506636,22800,1.482124607,,,,,,,,,,,,
,46,0.664053077,1.350887695,1176,-0.428077,-0.388456,0.00603078,-0.00184021,0.000576907,22800,1.761421456,,,,,,,,,,,,
,46,0.611682248,1.198456543,1177,-0.428594,-0.418622,0.00656254,-0.00202024,0.000608056,22800,1.745879004,,,,,,,,,,,,
,46,0.557663327,1.0408479,1178,-0.428824,-0.391482,0.00607269,-0.00185191,0.000581142,22800,1.432179462,,,,,,,,,,,,
,46,0.501053059,0.878848389,1179,-0.428229,-0.315167,0.00475367,-0.00140308,0.000504463,22800,0.960865989,,,,,,,,,,,,
,46,0.447060156,0.719552307,1180,-0.428737,-0.223702,0.00314498,-0.000853997,0.000406316,22800,0.485881143,,,,,,,,,,,,
,46,0.397290278,0.57677124,1181,-0.429748,-0.145325,0.00177475,-0.000390251,0.000293943,22800,0.205039441,,,,,,,,,,,,
,46,0.357246405,0.46273407,1182,-0.429888,-0.117848,0.00128735,-0.000223927,0.000234605,22800,0.226782642,,,,,,,,,,,,
,46,0.327628863,0.378914459,1183,-0.428686,-0.145603,0.00178763,-0.00038716,0.000290241,22800,0.548404967,,,,,,,,,,,,
,46,0.310026866,0.33215152,1184,-0.42793,-0.212964,0.00296411,-0.000789034,0.00038467,22800,1.02854386,,,,,,,,,,,,
,47,0.305619091,0.321483307,1185,-0.427325,-0.317291,0.00478066,-0.00142934,0.000513191,23000,1.509488948,,,,,,,,,,,,
,47,0.316889578,0.348300232,1186,-0.427829,-0.392435,0.00608832,-0.00186821,0.000587104,23000,1.77229312,,,,,,,,,,,,
,47,0.340144325,0.421370087,1187,-0.428499,-0.419828,0.00657508,-0.00203484,0.000615375,23000,1.738824503,,,,,,,,,,,,
,47,0.37716626,0.529799622,1188,-0.428463,-0.389527,0.00602763,-0.00184757,0.000589285,23000,1.409550336,,,,,,,,,,,,
,47,0.420144934,0.659749329,1189,-0.427448,-0.311303,0.00467774,-0.00138691,0.000514568,23000,0.935096217,,,,,,,,,,,,
,47,0.471202278,0.811449463,1190,-0.428226,-0.21948,0.00306012,-0.000840712,0.000414679,23000,0.462849444,,,,,,,,,,,,
,47,0.528102391,0.974106506,1191,-0.429702,-0.142953,0.00172299,-0.000387635,0.000312052,23000,0.205264926,,,,,,,,,,,,
,47,0.583121204,1.136026855,1192,-0.429607,-0.118056,0.00128214,-0.000236715,0.000248897,23000,0.24164855,,,,,,,,,,,,
,47,0.639584672,1.293478394,1193,-0.428034,-0.148963,0.00183688,-0.000422849,0.000308862,23000,0.577363711,,,,,,,,,,,,
,47,0.687666237,1.433556641,1194,-0.427423,-0.227049,0.003203,-0.000885732,0.000425088,23000,1.050206581,,,,,,,,,,,,
,47,0.726579106,1.540866821,1195,-0.428179,-0.321069,0.00483509,-0.00146773,0.000524756,23200,1.523630145,,,,,,,,,,,,
,47,0.754053122,1.615720093,1196,-0.428254,-0.393913,0.00610507,-0.0018932,0.000592667,23200,1.771874359,,,,,,,,,,,,
,47,0.769866223,1.654337036,1197,-0.42887,-0.418363,0.00653828,-0.00204319,0.000621934,23200,1.723282053,,,,,,,,,,,,
,47,0.770484679,1.655302368,1198,-0.429061,-0.385132,0.00593552,-0.00183902,0.000583207,23200,1.388531827,,,,,,,,,,,,
,47,0.757415604,1.619442627,1199,-0.4282,-0.306116,0.00457155,-0.00136781,0.000508027,23200,0.90684611,,,,,,,,,,,,
,47,0.73054363,1.543536011,1200,-0.428716,-0.214325,0.00295515,-0.000824996,0.000400974,23200,0.443280553,,,,,,,,,,,,
,47,0.692484493,1.431099976,1201,-0.430206,-0.139263,0.00164956,-0.000382657,0.000310654,23200,0.1932659,,,,,,,,,,,,
,47,0.646145665,1.293864258,1202,-0.43044,-0.117371,0.00125707,-0.000242709,0.000237846,23200,0.256047382,,,,,,,,,,,,
,47,0.591836113,1.138981201,1203,-0.429083,-0.14533,0.00176353,-0.000413439,0.000296432,23200,0.598092247,,,,,,,,,,,,
,47,0.535599131,0.975975403,1204,-0.42792,-0.231028,0.00326162,-0.000919981,0.000414718,23200,1.082402702,,,,,,,,,,,,
,47,0.479058916,0.811266113,1205,-0.427606,-0.327142,0.0049462,-0.00145571,0.000529257,23400,1.54894901,,,,,,,,,,,,
,47,0.424712896,0.654292236,1206,-0.428107,-0.398797,0.00618981,-0.00187623,0.000595102,23400,1.782133989,,,,,,,,,,,,
,47,0.378534198,0.520572327,1207,-0.428326,-0.420195,0.00657299,-0.00201035,0.000625869,23400,1.71653357,,,,,,,,,,,,
,47,0.341410196,0.41804837,1208,-0.427969,-0.383555,0.00590937,-0.00178692,0.000584205,23400,1.365983236,,,,,,,,,,,,
,47,0.317695725,0.349339783,1209,-0.427188,-0.302739,0.00451301,-0.00130505,0.000505415,23400,0.884941808,,,,,,,,,,,,
,48,0.305461872,0.317639313,1210,-0.427886,-0.211229,0.00290543,-0.000763665,0.000395633,23400,0.423260693,,,,,,,,,,,,
,48,0.30704512,0.321135864,1211,-0.42927,-0.138557,0.00163877,-0.000338057,0.000316419,23400,0.194522174,,,,,,,,,,,,
,48,0.323104119,0.368654388,1212,-0.429092,-0.119453,0.00129414,-0.000217489,0.000248073,23400,0.265453331,,,,,,,,,,,,
,48,0.352370727,0.454129791,1213,-0.427641,-0.15662,0.00195919,-0.000447198,0.000322531,23400,0.625086052,,,,,,,,,,,,
,48,0.392702961,0.574183472,1214,-0.427213,-0.237303,0.00336645,-0.000921954,0.000426296,23400,1.101987739,,,,,,,,,,,,
,48,0.440412026,0.71760022,1215,-0.428373,-0.332239,0.00502259,-0.00149818,0.000535189,23600,1.567406658,,,,,,,,,,,,
,48,0.493295491,0.873799072,1216,-0.428666,-0.40154,0.00622332,-0.00191083,0.000601324,23600,1.784147261,,,,,,,,,,,,
,48,0.55107841,1.040515503,1217,-0.429356,-0.420279,0.00655733,-0.00202619,0.000623382,23600,1.701587051,,,,,,,,,,,,
,48,0.608103001,1.204078247,1218,-0.429283,-0.380316,0.00583698,-0.00178176,0.000579673,23600,1.341292534,,,,,,,,,,,,
,48,0.660850084,1.354875,1219,-0.428446,-0.298085,0.00441648,-0.00129092,0.000501745,23600,0.857046039,,,,,,,,,,,,
,48,0.706833613,1.48529895,1220,-0.429131,-0.20668,0.00281206,-0.000753796,0.000390101,23600,0.402950924,,,,,,,,,,,,
,48,0.740982592,1.580556396,1221,-0.43059,-0.136715,0.00158806,-0.000339359,0.000317641,23600,0.189835306,,,,,,,,,,,,
,48,0.763276941,1.639280151,1222,-0.430565,-0.120229,0.00129072,-0.000235735,0.000247227,23600,0.277371827,,,,,,,,,,,,
,48,0.774328422,1.663316528,1223,-0.428862,-0.160511,0.0020141,-0.000481547,0.000335803,23600,0.647618473,,,,,,,,,,,,
,48,0.768937171,1.652729004,1224,-0.42802,-0.242344,0.00344023,-0.000959425,0.000429803,23600,1.128820529,,,,,,,,,,,,
,48,0.749582774,1.59739856,1225,-0.428552,-0.337388,0.00510646,-0.00151199,0.000540439,23800,1.58464024,,,,,,,,,,,,
,48,0.719209027,1.507755981,1226,-0.428866,-0.40442,0.00626888,-0.00191097,0.000601016,23800,1.787255752,,,,,,,,,,,,
,48,0.677911914,1.384290405,1227,-0.429361,-0.420158,0.00655101,-0.00200769,0.000621982,23800,1.685335933,,,,,,,,,,,,
,48,0.626810652,1.234801758,1228,-0.429402,-0.376779,0.00577187,-0.00174091,0.0005816,23800,1.313879897,,,,,,,,,,,,
,48,0.571725483,1.077060913,1229,-0.428797,-0.293734,0.00433677,-0.00124971,0.000495648,23800,0.827362496,,,,,,,,,,,,
,48,0.515475869,0.910769714,1230,-0.429379,-0.202448,0.00273445,-0.000712494,0.000383755,23800,0.381030549,,,,,,,,,,,,
,48,0.457993883,0.74678949,1231,-0.430577,-0.139091,0.00162839,-0.000338471,0.000317433,23800,0.181347405,,,,,,,,,,,,
,48,0.405412167,0.59735083,1232,-0.430646,-0.120886,0.00129902,-0.00022359,0.000251329,23800,0.29086872,,,,,,,,,,,,
,48,0.361896295,0.473327271,1233,-0.429201,-0.164552,0.00208151,-0.000491375,0.00034955,23800,0.673275477,,,,,,,,,,,,
,48,0.33031404,0.38123175,1234,-0.428327,-0.247892,0.00353685,-0.000985101,0.00044728,23800,1.152496524,,,,,,,,,,,,
,48,0.310757023,0.328820099,1235,-0.428787,-0.34223,0.00518747,-0.00153207,0.000549351,24000,1.603436121,,,,,,,,,,,,
,49,0.304729503,0.311345337,1236,-0.429344,-0.407112,0.00631004,-0.00191676,0.000601913,24000,1.790799109,,,,,,,,,,,,
,49,0.3094688,0.32872113,1237,-0.429821,-0.420147,0.00654517,-0.00199232,0.000620398,24000,1.672885871,,,,,,,,,,,,
,49,0.333941716,0.395113068,1238,-0.42973,-0.38101,0.00583971,-0.00175309,0.000576561,24000,1.29039716,,,,,,,,,,,,
,49,0.368686771,0.497588409,1239,-0.429019,-0.28876,0.0042458,-0.00120579,0.000490065,24000,0.803944228,,,,,,,,,,,,
,49,0.409723812,0.624201843,1240,-0.429683,-0.19814,0.00265621,-0.000666809,0.000379004,24000,0.360994585,,,,,,,,,,,,
,49,0.461497169,0.776844727,1241,-0.43087,-0.132934,0.00151343,-0.000280642,0.00030676,24000,0.179640161,,,,,,,,,,,,
,49,0.516966684,0.938619507,1242,-0.430654,-0.122164,0.00131571,-0.000208104,0.00024983,24000,0.302497308,,,,,,,,,,,,
,49,0.573914556,1.10318457,1243,-0.429006,-0.168326,0.00214791,-0.000491434,0.00034618,24000,0.69440667,,,,,,,,,,,,
,49,0.630523253,1.267216309,1244,-0.428337,-0.252875,0.00362058,-0.000990715,0.000452434,24000,1.180505067,,,,,,,,,,,,
,49,0.682096987,1.412449829,1245,-0.42897,-0.346711,0.00525811,-0.00156333,0.000539768,24200,1.614436625,,,,,,,,,,,,
,49,0.722847122,1.52841687,1246,-0.429288,-0.409018,0.00633801,-0.00193691,0.000592404,24200,1.790831322,,,,,,,,,,,,
,49,0.75377227,1.610925781,1247,-0.429788,-0.41922,0.00652319,-0.00200144,0.000604226,24200,1.660951206,,,,,,,,,,,,
,49,0.771432417,1.656642334,1248,-0.42955,-0.370204,0.00565336,-0.00170322,0.000560229,24200,1.263338864,,,,,,,,,,,,
,49,0.773192965,1.664468506,1249,-0.429086,-0.284423,0.00416454,-0.00120225,0.000472271,24200,0.77492104,,,,,,,,,,,,
,49,0.76470006,1.638765503,1250,-0.429724,-0.193815,0.00257039,-0.000665628,0.000364116,24200,0.347368842,,,,,,,,,,,,
,49,0.74065855,1.56822998,1251,-0.430897,-0.131106,0.00147484,-0.000297739,0.000285781,24200,0.179253615,,,,,,,,,,,,
,49,0.705157989,1.460664551,1252,-0.430815,-0.123441,0.001332,-0.000246743,0.000241659,24200,0.318973826,,,,,,,,,,,,
,49,0.658884645,1.327804443,1253,-0.42908,-0.172615,0.00221533,-0.000545887,0.000334345,24200,0.724090202,,,,,,,,,,,,
,49,0.606287213,1.173163208,1254,-0.428127,-0.257885,0.00370314,-0.00105546,0.000442015,24200,1.202119483,,,,,,,,,,,,
,49,0.549042248,1.007905151,1255,-0.428461,-0.350771,0.00533379,-0.00158943,0.00055444,24400,1.630430037,,,,,,,,,,,,
,49,0.491694373,0.840973022,1256,-0.428825,-0.410706,0.00637511,-0.0019432,0.000602595,24400,1.782617175,,,,,,,,,,,,
,49,0.435137015,0.679628479,1257,-0.429084,-0.417564,0.00650076,-0.00198724,0.000612999,24400,1.634682063,,,,,,,,,,,,
,49,0.386594242,0.539921814,1258,-0.428825,-0.365171,0.00557896,-0.00166828,0.000568967,24400,1.238052246,,,,,,,,,,,,
,49,0.348749745,0.429478394,1259,-0.428772,-0.278777,0.00407056,-0.00116219,0.000473567,24400,0.754095856,,,,,,,,,,,,
,49,0.319623214,0.352088837,1260,-0.429689,-0.188546,0.00248415,-0.000627383,0.000370697,24400,0.326495364,,,,,,,,,,,,
,49,0.305764377,0.312066681,1261,-0.430561,-0.12878,0.0014438,-0.000273569,0.000289247,24400,0.17677328,,,,,,,,,,,,
,50,0.304676592,0.308772522,1262,-0.430321,-0.1239,0.0013552,-0.000237522,0.000257872,24400,0.335353707,,,,,,,,,,,,
,50,0.317880505,0.346269592,1263,-0.42891,-0.175786,0.00227809,-0.000549709,0.000350891,24400,0.747637312,,,,,,,,,,,,
,50,0.344184053,0.427126678,1264,-0.428051,-0.262671,0.00379574,-0.0010652,0.000456553,24400,1.230691746,,,,,,,,,,,,
,50,0.383965671,0.543686096,1265,-0.426996,-0.354606,0.00542011,-0.00161591,0.000571889,24600,1.649403091,,,,,,,,,,,,
,50,0.430219632,0.681210083,1266,-0.427537,-0.411952,0.00641565,-0.00195458,0.000619711,24600,1.791282294,,,,,,,,,,,,
,50,0.483222306,0.837764648,1267,-0.427747,-0.415765,0.0064838,-0.00198172,0.000624478,24600,1.624406335,,,,,,,,,,,,
,50,0.540427107,1.005126099,1268,-0.427278,-0.361207,0.00552334,-0.00165361,0.000581709,24600,1.211912006,,,,,,,,,,,,
,50,0.59719017,1.170105225,1269,-0.426967,-0.273759,0.00399811,-0.00113658,0.000477285,24600,0.725571962,,,,,,,,,,,,
,50,0.65203011,1.326453613,1270,-0.428111,-0.184131,0.00242189,-0.000610096,0.00037713,24600,0.31739543,,,,,,,,,,,,
,50,0.700904406,1.462886841,1271,-0.429208,-0.126798,0.00142396,-0.000273608,0.000292247,24600,0.179913965,,,,,,,,,,,,
,50,0.738517963,1.568227661,1272,-0.428504,-0.124992,0.00139042,-0.000257006,0.000278473,24600,0.350139088,,,,,,,,,,,,
,50,0.764159835,1.638111206,1273,-0.426968,-0.179243,0.00235284,-0.00058133,0.00037122,24600,0.770830091,,,,,,,,,,,,
,50,0.777275069,1.669920776,1274,-0.426517,-0.266673,0.00387545,-0.00109648,0.00047534,24600,1.253272535,,,,,,,,,,,,
,50,0.775140536,1.665141479,1275,-0.42756,-0.360005,0.00550234,-0.00164297,0.000564179,24800,1.659855988,,,,,,,,,,,,
,50,0.757637608,1.618098511,1276,-0.4279,-0.414933,0.00645481,-0.00196883,0.000612082,24800,1.794777334,,,,,,,,,,,,
,50,0.730857952,1.533730713,1277,-0.428378,-0.415402,0.00646058,-0.00197695,0.000615157,24800,1.615451313,,,,,,,,,,,,
,50,0.689726381,1.413444092,1278,-0.428012,-0.358284,0.00545893,-0.00163264,0.00056592,24800,1.189460071,,,,,,,,,,,,
,50,0.639335834,1.267908813,1279,-0.427901,-0.26995,0.00391667,-0.00110849,0.000460768,24800,0.69757957,,,,,,,,,,,,
,50,0.585508358,1.109817993,1280,-0.429016,-0.180654,0.00235298,-0.000582576,0.000356346,24800,0.300226351,,,,,,,,,,,,
,50,0.526970602,0.94326123,1281,-0.429993,-0.126455,0.00140452,-0.000261327,0.000275299,24800,0.185148439,,,,,,,,,,,,
,50,0.468168408,0.774266541,1282,-0.429483,-0.127734,0.00142785,-0.000265701,0.000281562,24800,0.373541221,,,,,,,,,,,,
,50,0.415714836,0.619343811,1283,-0.427959,-0.184467,0.00243158,-0.00060637,0.000360029,24800,0.804572365,,,,,,,,,,,,
,50,0.368984038,0.488185303,1284,-0.427246,-0.272659,0.00397466,-0.00112734,0.00046742,24800,1.274033333,,,,,,,,,,,,
,50,0.334852928,0.389776703,1285,-0.427673,-0.363267,0.00557028,-0.00166112,0.000572345,25000,1.678523027,,,,,,,,,,,,
,50,0.312269491,0.327901764,1286,-0.428206,-0.415977,0.00648578,-0.00197424,0.000619757,25000,1.790799109,,,,,,,,,,,,
,51,0.302410132,0.302371338,1287,-0.42846,-0.412903,0.00642664,-0.00195794,0.000618881,25000,1.59351473,,,,,,,,,,,,
,51,0.306591392,0.312751404,1288,-0.428042,-0.353627,0.00538819,-0.00160415,0.000564511,25000,1.170841395,,,,,,,,,,,,
,51,0.327157235,0.371931427,1289,-0.428041,-0.264613,0.00383498,-0.00107881,0.000466708,25000,0.673436538,,,,,,,,,,,,
,51,0.359171623,0.466915894,1290,-0.428982,-0.175902,0.00228261,-0.000555491,0.000364474,25000,0.288356172,,,,,,,,,,,,
,51,0.40059461,0.593087708,1291,-0.429994,-0.124649,0.00138467,-0.000252456,0.000275158,25000,0.183360664,,,,,,,,,,,,
,51,0.451017928,0.743871765,1292,-0.42943,-0.128749,0.00145879,-0.000273682,0.00029176,25000,0.387827315,,,,,,,,,,,,
,51,0.507203455,0.905607422,1293,-0.427846,-0.187912,0.00250188,-0.000628253,0.000374241,25000,0.816587516,,,,,,,,,,,,
,51,0.563995563,1.071973145,1294,-0.427203,-0.276452,0.00405289,-0.00115229,0.000479988,25000,1.304812145,,,,,,,,,,,,
,51,0.621932733,1.238867676,1295,-0.426576,-0.36681,0.00564548,-0.00167925,0.00057775,25200,1.686801594,,,,,,,,,,,,
,51,0.676140888,1.391356445,1296,-0.426988,-0.416767,0.00651817,-0.00197694,0.000623753,25200,1.790992383,,,,,,,,,,,,
,51,0.720742333,1.516011719,1297,-0.427531,-0.411412,0.00641003,-0.00194696,0.000620585,25200,1.576989819,,,,,,,,,,,,
,51,0.753043569,1.60659314,1298,-0.426934,-0.34955,0.00533275,-0.00157496,0.000563318,25200,1.140674632,,,,,,,,,,,,
,51,0.772924745,1.659504761,1299,-0.426859,-0.259997,0.00377039,-0.0010502,0.000464886,25200,0.653690469,,,,,,,,,,,,
,51,0.779603433,1.673947144,1300,-0.428188,-0.17205,0.00223105,-0.000530514,0.000361511,25200,0.274666007,,,,,,,,,,,,
,51,0.772809959,1.65698584,1301,-0.429098,-0.123513,0.00137774,-0.000236004,0.000268599,25200,0.182136603,,,,,,,,,,,,
,51,0.750816602,1.592837158,1302,-0.428207,-0.130622,0.00150749,-0.000281833,0.000305154,25200,0.403740123,,,,,,,,,,,,
,51,0.716192997,1.492139282,1303,-0.426732,-0.192855,0.00260397,-0.000655629,0.000383467,25200,0.852149784,,,,,,,,,,,,
,51,0.673582428,1.362535645,1304,-0.426255,-0.281585,0.00415645,-0.00117874,0.000492628,25200,1.327376835,,,,,,,,,,,,
,51,0.618567341,1.207016235,1305,-0.42748,-0.371309,0.00570376,-0.00170961,0.000574075,25400,1.702521209,,,,,,,,,,,,
,51,0.56192209,1.042368896,1306,-0.428005,-0.418572,0.0065306,-0.00199499,0.000621245,25400,1.786981947,,,,,,,,,,,,
,51,0.504206924,0.874293152,1307,-0.428433,-0.409698,0.00636132,-0.00193977,0.000614959,25400,1.555230408,,,,,,,,,,,,
,51,0.446095306,0.708203674,1308,-0.427863,-0.345383,0.00524521,-0.00155652,0.000557522,25400,1.112279548,,,,,,,,,,,,
,51,0.394431496,0.559238037,1309,-0.42805,-0.255219,0.00366902,-0.00102568,0.0004597,25400,0.624618976,,,,,,,,,,,,
,51,0.353552401,0.441412933,1310,-0.429294,-0.16829,0.00214445,-0.000513565,0.000361808,25400,0.265018466,,,,,,,,,,,,
,51,0.32394976,0.356843994,1311,-0.430057,-0.122686,0.0013453,-0.000239773,0.000261966,25400,0.187290547,,,,,,,,,,,,
,51,0.305614609,0.308689972,1312,-0.429299,-0.132891,0.0015303,-0.000298815,0.000312834,25400,0.429413217,,,,,,,,,,,,
,52,0.302156055,0.299055115,1313,-0.427825,-0.196978,0.00265878,-0.000679675,0.000384762,25400,0.869447738,,,,,,,,,,,,
,52,0.312745571,0.327078888,1314,-0.427134,-0.286381,0.00422348,-0.00121481,0.000498708,25400,1.351503821,,,,,,,,,,,,
,52,0.33751427,0.401542542,1315,-0.425884,-0.374704,0.00576571,-0.00173247,0.000585349,25600,1.708110047,,,,,,,,,,,,
,52,0.374926633,0.512669556,1316,-0.426561,-0.419126,0.00654849,-0.00199893,0.00063127,25600,1.778155765,,,,,,,,,,,,
,52,0.419392425,0.648633911,1317,-0.426607,-0.407164,0.00632515,-0.00192807,0.000619515,25600,1.533326046,,,,,,,,,,,,
,52,0.471801322,0.803137512,1318,-0.425851,-0.340345,0.00516675,-0.00152951,0.000553719,25600,1.091067791,,,,,,,,,,,,
,52,0.530170684,0.970703735,1319,-0.426194,-0.249995,0.00358206,-0.000993151,0.000460511,25600,0.600926918,,,,,,,,,,,,
,52,0.588317227,1.138408325,1320,-0.427681,-0.163808,0.00207328,-0.000490721,0.000355386,25600,0.256981534,,,,,,,,,,,,
,52,0.643032079,1.296671509,1321,-0.4283,-0.120968,0.00132586,-0.000229086,0.000261033,25600,0.189754776,,,,,,,,,,,,
,52,0.694471586,1.43878186,1322,-0.42722,-0.134583,0.00157404,-0.000311834,0.000317415,25600,0.442281976,,,,,,,,,,,,
,52,0.733024615,1.547549072,1323,-0.425877,-0.201222,0.00274258,-0.000706674,0.000388039,25600,0.897327402,,,,,,,,,,,,
,52,0.762752432,1.627795044,1324,-0.425599,-0.290695,0.00430613,-0.00123767,0.000505713,25600,1.375195946,,,,,,,,,,,,
,52,0.77834574,1.670123535,1325,-0.427785,-0.378545,0.00581358,-0.00177143,0.00056729,25800,1.724361166,,,,,,,,,,,,
,52,0.779645168,1.671675049,1326,-0.42832,-0.420148,0.00654924,-0.00202024,0.000610512,25800,1.778075235,,,,,,,,,,,,
,52,0.765564328,1.634428223,1327,-0.428581,-0.40506,0.0062693,-0.00192399,0.000595358,25800,1.509762752,,,,,,,,,,,,
,52,0.739545329,1.556339966,1328,-0.427804,-0.335559,0.00506967,-0.00151085,0.000521662,25800,1.061239268,,,,,,,,,,,,
,52,0.699634082,1.440547363,1329,-0.42814,-0.245052,0.00348125,-0.000977456,0.000422017,25800,0.573949221,,,,,,,,,,,,
,52,0.650779926,1.297922119,1330,-0.429657,-0.159973,0.00198974,-0.000479612,0.000323418,25800,0.235834257,,,,,,,,,,,,
,52,0.5967326,1.13929834,1331,-0.43027,-0.120115,0.00129688,-0.000237971,0.000235543,25800,0.195311372,,,,,,,,,,,,
,52,0.538384193,0.97097467,1332,-0.429036,-0.136846,0.00160278,-0.000337236,0.000297897,25800,0.467729587,,,,,,,,,,,,
,52,0.480034942,0.802830505,1333,-0.427715,-0.205871,0.00281256,-0.000743473,0.000372938,25800,0.924482294,,,,,,,,,,,,
,52,0.424271071,0.643707581,1334,-0.427494,-0.295438,0.00437847,-0.00127304,0.000491523,25800,1.394539415,,,,,,,,,,,,
,52,0.375269359,0.503731964,1335,-0.428185,-0.382353,0.00588564,-0.00176653,0.000585446,26000,1.730739208,,,,,,,,,,,,
,52,0.338989485,0.397237244,1336,-0.4286,-0.421106,0.00657056,-0.0020023,0.000629624,26000,1.764755433,,,,,,,,,,,,
,52,0.313147902,0.327228882,1337,-0.428656,-0.402889,0.00623741,-0.00189011,0.000608354,26000,1.493076785,,,,,,,,,,,,
,53,0.301225489,0.293259247,1338,-0.427973,-0.331237,0.00499485,-0.00146545,0.000540054,26000,1.032006673,,,,,,,,,,,,
,53,0.302341592,0.29721225,1339,-0.428407,-0.240221,0.003398,-0.00092424,0.000433115,26000,0.553446172,,,,,,,,,,,,
,53,0.319842249,0.347575348,1340,-0.429739,-0.156844,0.00193827,-0.000439601,0.00032827,26000,0.230422615,,,,,,,,,,,,
,53,0.350119168,0.436906067,1341,-0.430376,-0.120128,0.00129668,-0.000217093,0.000257021,26000,0.199225148,,,,,,,,,,,,
,53,0.390366476,0.559429993,1342,-0.429206,-0.139812,0.00165317,-0.00033242,0.000316613,26000,0.484431595,,,,,,,,,,,,
,53,0.440220523,0.707616455,1343,-0.427953,-0.211141,0.00289948,-0.000756437,0.000397569,26000,0.951363385,,,,,,,,,,,,
,53,0.494537526,0.869447876,1344,-0.427856,-0.30072,0.00446615,-0.0012816,0.000511657,26000,1.41766783,,,,,,,,,,,,
,53,0.554906612,1.038905273,1345,-0.42707,-0.387075,0.00595217,-0.00178754,0.000585566,26200,1.744848209,,,,,,,,,,,,
,53,0.612771488,1.207267822,1346,-0.427515,-0.422086,0.00657092,-0.0019976,0.000622241,26200,1.762130127,,,,,,,,,,,,
,53,0.666898501,1.36363623,1347,-0.427679,-0.401755,0.00620052,-0.00187457,0.000603182,26200,1.476632413,,,,,,,,,,,,
,53,0.714738679,1.496567261,1348,-0.426989,-0.328425,0.00492716,-0.00144128,0.000529653,26200,1.009860771,,,,,,,,,,,,
,53,0.751392567,1.599062012,1349,-0.427582,-0.236982,0.00332411,-0.000896961,0.000424418,26200,0.535858325,,,,,,,,,,,,
,53,0.775591237,1.661978027,1350,-0.429111,-0.155125,0.00188949,-0.000418932,0.00031628,26200,0.223513109,,,,,,,,,,,,
,53,0.784013362,1.682955566,1351,-0.429366,-0.121352,0.00129885,-0.00021293,0.000251714,26200,0.209839051,,,,,,,,,,,,
,53,0.77908783,1.67082019,1352,-0.428147,-0.143765,0.00170734,-0.000345828,0.000302358,26200,0.515451915,,,,,,,,,,,,
,53,0.759934657,1.613871582,1353,-0.427051,-0.216919,0.00298029,-0.000779938,0.000402834,26200,0.979001466,,,,,,,,,,,,
,53,0.729133957,1.520854248,1354,-0.426785,-0.306673,0.00455586,-0.00131208,0.000512441,26200,1.447125959,,,,,,,,,,,,
,53,0.684893108,1.394140991,1355,-0.427112,-0.390793,0.00601091,-0.00181198,0.000586921,26400,1.7516128,,,,,,,,,,,,
,53,0.632564712,1.242729858,1356,-0.427678,-0.423647,0.00659325,-0.00200832,0.000622477,26400,1.759166592,,,,,,,,,,,,
,53,0.575421727,1.077575073,1357,-0.427836,-0.39957,0.0061586,-0.00185793,0.000599068,26400,1.449719048,,,,,,,,,,,,
,53,0.517237873,0.907262146,1358,-0.426949,-0.324136,0.00485633,-0.00141668,0.000523008,26400,0.979951726,,,,,,,,,,,,
,53,0.45817197,0.737691895,1359,-0.427531,-0.232651,0.00325865,-0.000868935,0.000418058,26400,0.505852688,,,,,,,,,,,,
,53,0.405615574,0.582872986,1360,-0.429412,-0.152519,0.00185581,-0.00039777,0.000309363,26400,0.214509813,,,,,,,,,,,,
,53,0.360540289,0.455931213,1361,-0.4297,-0.121727,0.00131249,-0.000209081,0.000244618,26400,0.224092928,,,,,,,,,,,,
,53,0.326520938,0.363728302,1362,-0.428093,-0.147132,0.00176557,-0.000358088,0.000286323,26400,0.533973913,,,,,,,,,,,,
,53,0.307595736,0.308689056,1363,-0.426822,-0.222501,0.00307379,-0.000802792,0.00039487,26400,1.004126996,,,,,,,,,,,,
,54,0.300036365,0.28958786,1364,-0.426865,-0.312557,0.0046512,-0.00133851,0.000501002,26400,1.464520593,,,,,,,,,,,,
,54,0.307359558,0.308371063,1365,-0.427932,-0.316931,0.00474658,-0.00136701,0.000518928,26600,1.48553911,,,,,,,,,,,,
,54,0.330596406,0.378037018,1366,-0.42773,-0.393819,0.00608241,-0.00181497,0.000592077,26600,1.765834546,,,,,,,,,,,,
,54,0.365684187,0.481156921,1367,-0.42818,-0.423583,0.00660732,-0.00199509,0.000620486,26600,1.747570151,,,,,,,,,,,,
,54,0.408232212,0.61253418,1368,-0.428616,-0.396418,0.00611496,-0.00182777,0.000592877,26600,1.42947363,,,,,,,,,,,,
,54,0.462392723,0.76975885,1369,-0.428041,-0.319184,0.00478038,-0.00137581,0.000517863,26600,0.958192375,,,,,,,,,,,,
