 Machine_Time  ,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--# ,u--#,v--#,eyy--#,exx--#,exy--#,MD_N_cycles--# ,MD_Load--# ,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load ,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips ,Specimen_name
,1,0.386071944,0.989178162,0,0,0,0,0,1.20E-18,0,-0.00126324,,,,,,,,,,,,BAM2_T1_50_2
,1,0.385385763,0.989234985,1,1.23E-05,-0.000690174,3.02E-06,-2.35E-05,4.57E-06,0,0.002392838,,,,,,,,,,,,
,1,0.386142725,0.989478027,2,-0.000311977,-0.000870683,-2.43E-06,-1.33E-05,5.90E-06,0,0.004261142,,,,,,,,,,,,
,1,0.385430467,0.989225281,3,-0.000607625,-0.000611044,-1.16E-05,1.32E-05,1.62E-05,0,0.003745748,,,,,,,,,,,,
,1,0.386316329,0.989118591,4,-0.000527043,-0.000366535,-1.68E-05,-8.97E-06,1.29E-06,0,0.00377796,,,,,,,,,,,,
,1,0.386323023,0.989504395,5,-0.000576966,-0.000712404,-5.49E-06,-7.28E-06,1.64E-05,0,0.003117611,,,,,,,,,,,,
,1,0.385766471,0.989401428,6,-0.000547795,-0.000679205,-7.74E-06,-2.41E-05,2.22E-05,0,0.006838113,,,,,,,,,,,,
,1,0.386168074,0.989368958,7,-0.000616768,-0.000802371,-5.95E-06,-1.16E-05,6.86E-06,0,0.001539216,,,,,,,,,,,,
,1,0.386783475,0.989125793,8,-0.000410146,-0.000482622,-5.96E-06,-1.01E-05,-1.22E-05,0,0.004470521,,,,,,,,,,,,
,1,0.385311258,0.989482361,9,-0.000529063,-0.000623278,-3.46E-06,-9.46E-06,-9.53E-06,0,0.005903961,,,,,,,,,,,,
,1,0.390921545,0.997320068,10,-0.000499192,-0.000713696,-8.37E-06,-9.90E-06,5.29E-06,0,0.002940444,,,,,,,,,,,,
,1,0.398993492,1.017872314,11,-0.000607489,-0.000791137,-3.70E-06,-1.45E-05,1.17E-05,0,0.004212824,,,,,,,,,,,,
,1,0.409407163,1.048347534,12,-0.00056662,-0.00173492,1.00E-05,-1.76E-05,3.50E-06,0,0.007643417,,,,,,,,,,,,
,1,0.421363104,1.084982056,13,-0.000788245,-0.00913815,0.000139721,-6.73E-05,1.21E-05,0,0.051468035,,,,,,,,,,,,
,1,0.435644382,1.119489258,14,-0.000988303,-0.0176551,0.000299926,-0.000115893,2.85E-05,0,0.103780556,,,,,,,,,,,,
,1,0.449819112,1.14713562,15,-0.00180288,-0.0261104,0.000449317,-0.000154633,4.56E-05,0,0.144077951,,,,,,,,,,,,
,1,0.462868076,1.167889404,16,-0.00285252,-0.034325,0.000586308,-0.000223704,4.42E-05,0,0.193571916,,,,,,,,,,,,
,1,0.476135319,1.184617188,17,-0.00352403,-0.0427552,0.000742495,-0.000273237,4.13E-05,0,0.243935613,,,,,,,,,,,,
,1,0.486139965,1.197275391,18,-0.00453315,-0.0509827,0.000887484,-0.00032057,6.03E-05,0,0.286326806,,,,,,,,,,,,
,1,0.492056482,1.202901855,19,-0.00535855,-0.0588584,0.00101671,-0.000375788,7.26E-05,0,0.330054807,,,,,,,,,,,,
,1,0.49722346,1.202561523,20,-0.00657351,-0.0670678,0.00115222,-0.000437909,6.18E-05,0,0.373460691,,,,,,,,,,,,
,1,0.495566404,1.195758179,21,-0.00742337,-0.0756149,0.00131219,-0.000481318,7.02E-05,0,0.421601766,,,,,,,,,,,,
,1,0.490214676,1.181768433,22,-0.00900586,-0.0840905,0.00145276,-0.000534448,9.62E-05,0,0.464202354,,,,,,,,,,,,
,1,0.48271491,1.15705188,23,-0.0104603,-0.0925945,0.00159654,-0.000598457,0.000117182,0,0.514501655,,,,,,,,,,,,
,1,0.470741827,1.123875854,24,-0.012116,-0.100232,0.00173919,-0.000661114,0.000114371,0,0.551465123,,,,,,,,,,,,
,1,0.456969428,1.082838745,25,-0.0151027,-0.109123,0.00190082,-0.000701137,0.000145774,0,0.599348521,,,,,,,,,,,,
,1,0.440450764,1.036301758,26,-0.0173064,-0.117052,0.00202654,-0.000750611,0.000138662,0,0.641063294,,,,,,,,,,,,
,1,0.424191356,0.990855591,27,-0.0207332,-0.124936,0.00215714,-0.00086395,0.000171147,0,0.685210091,,,,,,,,,,,,
,1,0.408895314,0.947519104,28,-0.025802,-0.133087,0.00231243,-0.000898342,0.000150158,0,0.730532639,,,,,,,,,,,,
,1,0.394329429,0.907200378,29,-0.0301129,-0.140677,0.00242276,-0.000914545,0.000174481,0,0.763840044,,,,,,,,,,,,
,1,0.383737672,0.872070129,30,-0.0356836,-0.148016,0.00254703,-0.000940527,0.000193523,0,0.804572365,,,,,,,,,,,,
,1,0.374288124,0.845648254,31,-0.0416247,-0.155623,0.00268261,-0.00097295,0.000188108,0,0.84039233,,,,,,,,,,,,
,1,0.36924929,0.828686096,32,-0.0482775,-0.163119,0.00280658,-0.0010203,0.000194258,0,0.880254932,,,,,,,,,,,,
,2,0.367727131,0.823837769,33,-0.055629,-0.170363,0.00291125,-0.00108766,0.000216827,0,0.911983956,,,,,,,,,,,,
,2,0.369758898,0.827735413,34,-0.0637707,-0.176768,0.00301934,-0.00113726,0.000225227,0,0.942408389,,,,,,,,,,,,
,2,0.377202028,0.843303467,35,-0.072529,-0.183807,0.0031308,-0.00117064,0.000213479,0,0.976392275,,,,,,,,,,,,
,2,0.386246305,0.869759277,36,-0.0756372,-0.196312,0.00336201,-0.00123597,0.000256377,1,1.104951263,,,,,,,,,,,,
,2,0.398410106,0.906123962,37,-0.0855063,-0.212729,0.00364673,-0.00132626,0.000277119,1,1.172661385,,,,,,,,,,,,
,2,0.413016242,0.947134705,38,-0.115087,-0.224192,0.00380026,-0.00137412,0.000309909,1,1.200380021,,,,,,,,,,,,
,2,0.427982945,0.992320984,39,-0.138337,-0.228925,0.00385288,-0.00141528,0.00031056,1,1.190120421,,,,,,,,,,,,
,2,0.443638128,1.037933838,40,-0.146892,-0.22487,0.00376451,-0.00137357,0.000312763,1,1.129303712,,,,,,,,,,,,
,2,0.458966941,1.081397949,41,-0.145993,-0.210028,0.00349716,-0.00127735,0.000297495,1,1.020732395,,,,,,,,,,,,
,2,0.472678978,1.120843872,42,-0.146413,-0.189325,0.00312109,-0.00114382,0.000275345,1,0.914045538,,,,,,,,,,,,
,2,0.483930868,1.151855347,43,-0.147017,-0.171988,0.0028059,-0.00103459,0.000263463,1,0.835367227,,,,,,,,,,,,
,2,0.491031271,1.172243774,44,-0.144064,-0.163955,0.00266218,-0.000995938,0.000260589,1,0.827314177,,,,,,,,,,,,
,2,0.495596207,1.183307373,45,-0.143061,-0.167518,0.00272625,-0.00101495,0.00026656,1,0.889000546,,,,,,,,,,,,
,2,0.495709479,1.184820923,46,-0.145513,-0.182574,0.00300144,-0.00109965,0.000271325,1,1.001324532,,,,,,,,,,,,
,2,0.493175525,1.178667725,47,-0.147072,-0.202641,0.0033667,-0.00123357,0.000295837,1,1.108397972,,,,,,,,,,,,
,2,0.48615635,1.161315674,48,-0.40552,-0.276143,0.00407076,-0.00139759,0.000396822,200,1.491417853,,,,,,,,,,,,
,2,0.476636749,1.13383313,49,-0.408394,-0.348032,0.00534349,-0.00184987,0.000464859,200,1.75976252,,,,,,,,,,,,
,2,0.46309008,1.096109619,50,-0.410169,-0.376804,0.00585772,-0.00202877,0.000486698,200,1.744010689,,,,,,,,,,,,
,2,0.448188192,1.052122803,51,-0.409511,-0.350489,0.00537183,-0.0018613,0.000472151,200,1.430955394,,,,,,,,,,,,
,2,0.432808709,1.007547485,52,-0.40728,-0.27804,0.00409027,-0.00140556,0.000401859,200,0.956050262,,,,,,,,,,,,
,2,0.416970259,0.960874756,53,-0.4054,-0.191829,0.00255139,-0.000864399,0.000315448,200,0.486235477,,,,,,,,,,,,
,2,0.402763486,0.918012817,54,-0.402934,-0.118177,0.00124913,-0.000396716,0.000209428,200,0.209323657,,,,,,,,,,,,
,2,0.388444227,0.878868469,55,-0.401107,-0.0919915,0.000782775,-0.000230342,0.000224412,200,0.234320286,,,,,,,,,,,,
,2,0.378566969,0.848797668,56,-0.400893,-0.118681,0.00127005,-0.000399829,0.000203607,200,0.554138733,,,,,,,,,,,,
,2,0.371024013,0.826898621,57,-0.402844,-0.190679,0.00254615,-0.000856838,0.000314287,200,1.030669867,,,,,,,,,,,,
,3,0.367067754,0.814890991,58,-0.408969,-0.28236,0.00419506,-0.00142662,0.000415255,400,1.510133193,,,,,,,,,,,,
,3,0.366801018,0.8142323,59,-0.411127,-0.348037,0.00535826,-0.00183398,0.000474599,400,1.772856836,,,,,,,,,,,,
,3,0.371441245,0.823087158,60,-0.412989,-0.378949,0.00590579,-0.00202853,0.000500239,400,1.733058496,,,,,,,,,,,,
,3,0.379435718,0.84415332,61,-0.412409,-0.349839,0.00537243,-0.00184483,0.000480902,400,1.41053281,,,,,,,,,,,,
,3,0.39045437,0.876105896,62,-0.410013,-0.275631,0.00406019,-0.00137818,0.000402155,400,0.932648089,,,,,,,,,,,,
,3,0.403048092,0.914198059,63,-0.408031,-0.189094,0.00251499,-0.000829292,0.000318402,400,0.46249511,,,,,,,,,,,,
,3,0.417805451,0.957110962,64,-0.406269,-0.116816,0.00123817,-0.000374684,0.000212226,400,0.202881227,,,,,,,,,,,,
,3,0.434158748,1.00380957,65,-0.404865,-0.0933152,0.000813212,-0.00022448,0.000235141,400,0.241503595,,,,,,,,,,,,
,3,0.4505135,1.048039063,66,-0.404643,-0.123032,0.00135791,-0.000412184,0.000221852,400,0.579264229,,,,,,,,,,,,
,3,0.46401174,1.090324463,67,-0.406351,-0.19683,0.00267095,-0.000882753,0.000320869,400,1.058726714,,,,,,,,,,,,
,3,0.476595771,1.127269043,68,-0.410334,-0.288235,0.00429489,-0.00145815,0.000413241,600,1.528929067,,,,,,,,,,,,
,3,0.487983983,1.15731189,69,-0.412513,-0.357288,0.00552413,-0.00188745,0.00047966,600,1.776625679,,,,,,,,,,,,
,3,0.493358821,1.175229614,70,-0.413707,-0.380112,0.00593031,-0.00203356,0.000495547,600,1.722686125,,,,,,,,,,,,
,3,0.496240682,1.183677368,71,-0.412972,-0.348063,0.00534267,-0.00183042,0.000475056,600,1.385407237,,,,,,,,,,,,
,3,0.495695334,1.182119385,72,-0.410735,-0.272699,0.00400326,-0.00135352,0.000396153,600,0.91180679,,,,,,,,,,,,
,3,0.491263694,1.171124756,73,-0.409167,-0.186343,0.00246071,-0.000805606,0.000308456,600,0.442668522,,,,,,,,,,,,
,3,0.483399635,1.149503784,74,-0.407702,-0.12073,0.00130372,-0.000397173,0.000212944,600,0.192959885,,,,,,,,,,,,
,3,0.47149061,1.11562854,75,-0.406135,-0.0944408,0.000834646,-0.000226047,0.00023364,600,0.252310772,,,,,,,,,,,,
,3,0.456114853,1.072391846,76,-0.406116,-0.127539,0.00143152,-0.000437958,0.000235992,600,0.602360361,,,,,,,,,,,,
,3,0.440559525,1.026628784,77,-0.407668,-0.202696,0.00277015,-0.00090879,0.000318552,600,1.082853673,,,,,,,,,,,,
,3,0.42311399,0.977064026,78,-0.409862,-0.293487,0.00439891,-0.00146741,0.000421735,800,1.545357338,,,,,,,,,,,,
,3,0.407429034,0.929472351,79,-0.412156,-0.360815,0.00559611,-0.00188576,0.000485632,800,1.778204084,,,,,,,,,,,,
,3,0.392001879,0.884789673,80,-0.413385,-0.380906,0.00595543,-0.00201683,0.000503429,800,1.708689869,,,,,,,,,,,,
,3,0.379139179,0.848181885,81,-0.412372,-0.345746,0.00531257,-0.00179351,0.000475291,800,1.360845379,,,,,,,,,,,,
,3,0.368962443,0.819457825,82,-0.410008,-0.269128,0.00394992,-0.00130926,0.000392442,800,0.880850858,,,,,,,,,,,,
,3,0.362385821,0.799828918,83,-0.408587,-0.182597,0.00240467,-0.000765545,0.00030588,800,0.421811146,,,,,,,,,,,,
,4,0.359410798,0.792720703,84,-0.407235,-0.114157,0.00120135,-0.000337374,0.000212014,800,0.186517455,,,,,,,,,,,,
,4,0.361437356,0.795186707,85,-0.405857,-0.0957379,0.000864226,-0.000217672,0.000239928,800,0.262602555,,,,,,,,,,,,
,4,0.3682159,0.810135681,86,-0.405702,-0.131793,0.00152069,-0.000445476,0.000255933,800,0.62460287,,,,,,,,,,,,
,4,0.378351659,0.838320129,87,-0.407459,-0.208079,0.00287549,-0.000924276,0.000326697,800,1.106529664,,,,,,,,,,,,
,4,0.392028684,0.876709595,88,-0.411259,-0.298991,0.00450021,-0.00149979,0.000429686,1000,1.569806475,,,,,,,,,,,,
,4,0.408041466,0.92407135,89,-0.4133,-0.364379,0.00566585,-0.00191035,0.000490291,1000,1.785226374,,,,,,,,,,,,
,4,0.425436359,0.974055542,90,-0.414339,-0.382037,0.00597878,-0.00202184,0.000510728,1000,1.702456783,,,,,,,,,,,,
,4,0.442706805,1.025125488,91,-0.413443,-0.344045,0.00528522,-0.00178562,0.000478523,1000,1.337298213,,,,,,,,,,,,
,4,0.459566712,1.075467407,92,-0.411389,-0.265551,0.00388976,-0.00129341,0.000396533,1000,0.853969774,,,,,,,,,,,,
,4,0.475410372,1.119893066,93,-0.409748,-0.179377,0.00235133,-0.000747181,0.000311235,1000,0.400486694,,,,,,,,,,,,
,4,0.488539052,1.157710327,94,-0.408292,-0.112716,0.00118009,-0.000326903,0.000218535,1000,0.18621144,,,,,,,,,,,,
,4,0.498282898,1.186338379,95,-0.40745,-0.0971808,0.000891562,-0.000226591,0.000245758,1000,0.276276614,,,,,,,,,,,,
,4,0.503533345,1.201084106,96,-0.407347,-0.135998,0.00159764,-0.000473035,0.000264764,1000,0.648504308,,,,,,,,,,,,
,4,0.505078526,1.204705444,97,-0.408661,-0.213684,0.00297921,-0.000959126,0.000339699,1000,1.133781213,,,,,,,,,,,,
,4,0.502339739,1.198812622,98,-0.411755,-0.304717,0.00460016,-0.00151729,0.000427929,1200,1.58790979,,,,,,,,,,,,
,4,0.495943415,1.181913574,99,-0.413702,-0.368372,0.00573058,-0.00191584,0.000484204,1200,1.786869203,,,,,,,,,,,,
,4,0.484883785,1.150919434,100,-0.414502,-0.383141,0.00599296,-0.00201164,0.00050249,1200,1.688331679,,,,,,,,,,,,
,4,0.470689673,1.108219727,101,-0.413355,-0.341699,0.00524492,-0.00175111,0.000464669,1200,1.316183073,,,,,,,,,,,,
,4,0.453834247,1.059527832,102,-0.41132,-0.262241,0.00382847,-0.00125221,0.000389304,1200,0.829069743,,,,,,,,,,,,
,4,0.435712194,1.005252136,103,-0.409949,-0.176103,0.00229133,-0.000705147,0.000297682,1200,0.382061338,,,,,,,,,,,,
,4,0.416313851,0.952171631,104,-0.40849,-0.111633,0.00115267,-0.000300408,0.000207403,1200,0.183247922,,,,,,,,,,,,
,4,0.400206452,0.902259949,105,-0.407527,-0.0987143,0.000912699,-0.000213769,0.000237227,1200,0.293977193,,,,,,,,,,,,
,4,0.383508217,0.855961182,106,-0.407798,-0.140424,0.0016731,-0.000480258,0.000255246,1200,0.672566809,,,,,,,,,,,,
,4,0.369599467,0.817404175,107,-0.409194,-0.219266,0.00307446,-0.000975699,0.000341426,1200,1.157183405,,,,,,,,,,,,
,4,0.3613554,0.790031311,108,-0.412029,-0.309807,0.00469923,-0.00154727,0.0004493,1400,1.600907455,,,,,,,,,,,,
,4,0.355855387,0.775189392,109,-0.414042,-0.371436,0.00578359,-0.00192644,0.000501661,1400,1.78667593,,,,,,,,,,,,
,5,0.355964148,0.773425537,110,-0.414912,-0.383446,0.00600055,-0.00200717,0.000511705,1400,1.672853659,,,,,,,,,,,,
,5,0.359421974,0.78101239,111,-0.413819,-0.33891,0.00519848,-0.00172428,0.00047203,1400,1.292507063,,,,,,,,,,,,
,5,0.367774075,0.803595825,112,-0.411679,-0.258431,0.003767,-0.0012216,0.000395545,1400,0.801930965,,,,,,,,,,,,
,5,0.381485384,0.841581848,113,-0.41011,-0.172675,0.0022323,-0.000678319,0.000306961,1400,0.366680031,,,,,,,,,,,,
,5,0.39672479,0.887476929,114,-0.40891,-0.110483,0.00113392,-0.000290106,0.000223941,1400,0.176547795,,,,,,,,,,,,
,5,0.414285052,0.939499329,115,-0.408182,-0.0999572,0.000938107,-0.000220314,0.000252779,1400,0.304478356,,,,,,,,,,,,
,5,0.434044749,0.997301147,116,-0.408286,-0.144494,0.00174919,-0.000499543,0.000260277,1400,0.697917799,,,,,,,,,,,,
,5,0.452118373,1.0507948,117,-0.409651,-0.224911,0.00318038,-0.00101312,0.000357226,1400,1.185385221,,,,,,,,,,,,
,5,0.470488507,1.10174585,118,-0.413989,-0.31473,0.00478524,-0.00157615,0.000447668,1600,1.62133006,,,,,,,,,,,,
,5,0.487107784,1.149484619,119,-0.41598,-0.373923,0.00582841,-0.00193908,0.000501574,1600,1.788028848,,,,,,,,,,,,
,5,0.499580812,1.186356934,120,-0.416462,-0.38295,0.00599231,-0.00199644,0.000514189,1600,1.658245372,,,,,,,,,,,,
,5,0.508824014,1.211168091,121,-0.415058,-0.335904,0.00514923,-0.00170102,0.000465668,1600,1.258829148,,,,,,,,,,,,
,5,0.512674451,1.222468628,122,-0.413264,-0.254484,0.00369902,-0.00119651,0.000393048,1600,0.781991616,,,,,,,,,,,,
,5,0.513172883,1.221944702,123,-0.411997,-0.168601,0.00215948,-0.0006511,0.000302715,1600,0.343471171,,,,,,,,,,,,
,5,0.508611673,1.210825195,124,-0.410559,-0.109113,0.00111274,-0.000276621,0.000225509,1600,0.180558207,,,,,,,,,,,,
,5,0.498721027,1.184655396,125,-0.409671,-0.101682,0.000969631,-0.000226484,0.000246974,1600,0.318152416,,,,,,,,,,,,
,5,0.485712284,1.145432739,126,-0.409958,-0.148598,0.00182038,-0.000524406,0.000256746,1600,0.726183994,,,,,,,,,,,,
,5,0.468526792,1.096668579,127,-0.411549,-0.230081,0.00327271,-0.00103507,0.000359412,1600,1.20587221,,,,,,,,,,,,
,5,0.450539577,1.041074829,128,-0.414527,-0.319569,0.00487884,-0.00159439,0.000467983,1800,1.633554632,,,,,,,,,,,,
,5,0.428937376,0.98347052,129,-0.416236,-0.376606,0.00588714,-0.00194223,0.000519697,1800,1.790927959,,,,,,,,,,,,
,5,0.410783279,0.927224854,130,-0.416759,-0.382873,0.00599982,-0.00198347,0.000527756,1800,1.642976734,,,,,,,,,,,,
,5,0.391560054,0.873428711,131,-0.415591,-0.332932,0.00510223,-0.00166878,0.000478217,1800,1.241788867,,,,,,,,,,,,
,5,0.375938427,0.828105713,132,-0.413658,-0.249673,0.0036218,-0.00115559,0.00040292,1800,0.752420822,,,,,,,,,,,,
,5,0.363883388,0.789714233,133,-0.412115,-0.164106,0.00208853,-0.000612448,0.000312586,1800,0.330602414,,,,,,,,,,,,
,5,0.355205673,0.764707825,134,-0.410965,-0.107556,0.00109355,-0.000259229,0.000250111,1800,0.175533112,,,,,,,,,,,,
,6,0.350239134,0.753866516,135,-0.410487,-0.102935,0.00100287,-0.000222014,0.00025946,1800,0.336497239,,,,,,,,,,,,
,6,0.35208388,0.756184875,136,-0.410729,-0.152186,0.00188781,-0.000537687,0.000275748,1800,0.746139445,,,,,,,,,,,,
,6,0.359033787,0.772622314,137,-0.41201,-0.234971,0.00336596,-0.00106001,0.00037503,1800,1.23446058,,,,,,,,,,,,
,6,0.371063506,0.805729919,138,-0.414762,-0.325313,0.00495653,-0.00165662,0.000446493,2000,1.648646101,,,,,,,,,,,,
,6,0.385791063,0.851520874,139,-0.416652,-0.379874,0.00592153,-0.00198822,0.000505605,2000,1.791990966,,,,,,,,,,,,
,6,0.404318416,0.904573975,140,-0.41677,-0.383008,0.00597732,-0.00200067,0.00050945,2000,1.631058177,,,,,,,,,,,,
,6,0.423381483,0.962159607,141,-0.415214,-0.330765,0.00504213,-0.0016664,0.000458106,2000,1.210913426,,,,,,,,,,,,
,6,0.446742022,1.022250061,142,-0.413583,-0.256194,0.00371542,-0.00119718,0.000391444,2000,0.72855159,,,,,,,,,,,,
,6,0.46472103,1.080598999,143,-0.412263,-0.161855,0.00202232,-0.000587877,0.000291219,2000,0.318232946,,,,,,,,,,,,
,6,0.484759366,1.135709595,144,-0.411053,-0.107638,0.00106956,-0.000239002,0.000228486,2000,0.179060343,,,,,,,,,,,,
,6,0.500553113,1.184628906,145,-0.410368,-0.106038,0.00103283,-0.00021954,0.000239819,2000,0.353585789,,,,,,,,,,,,
,6,0.512973173,1.219515137,146,-0.410616,-0.157683,0.00195717,-0.0005483,0.000281188,2000,0.778045622,,,,,,,,,,,,
,6,0.521367067,1.240474121,147,-0.412175,-0.241201,0.00344762,-0.0010718,0.000376809,2000,1.255720666,,,,,,,,,,,,
,6,0.524246716,1.247291138,148,-0.415981,-0.329857,0.00504847,-0.00163317,0.000449183,2200,1.669423046,,,,,,,,,,,,
,6,0.522615039,1.241599487,149,-0.417709,-0.382426,0.00597451,-0.0019605,0.000503597,2200,1.790074331,,,,,,,,,,,,
,6,0.514088548,1.221688965,150,-0.417813,-0.382318,0.00596844,-0.00196023,0.000507217,2200,1.604821251,,,,,,,,,,,,
,6,0.502683222,1.187497681,151,-0.416306,-0.32757,0.00499448,-0.00161938,0.000455054,2200,1.190925728,,,,,,,,,,,,
,6,0.485801691,1.138561523,152,-0.414764,-0.243221,0.00348801,-0.00109032,0.000369507,2200,0.697933904,,,,,,,,,,,,
,6,0.466383237,1.08198938,153,-0.413311,-0.158352,0.00196835,-0.000558531,0.00027592,2200,0.297423894,,,,,,,,,,,,
,6,0.446117658,1.021207336,154,-0.411971,-0.107063,0.00106889,-0.000237951,0.000230028,2200,0.185953742,,,,,,,,,,,,
,6,0.423806894,0.957546875,155,-0.41143,-0.108406,0.0010922,-0.000238224,0.000219345,2200,0.375924921,,,,,,,,,,,,
,6,0.403155398,0.897319519,156,-0.411934,-0.162254,0.00205413,-0.000579962,0.00028359,2200,0.796309937,,,,,,,,,,,,
,6,0.383103645,0.84056366,157,-0.413251,-0.237358,0.00339395,-0.00105454,0.000358987,2200,1.28527541,,,,,,,,,,,,
,6,0.367555767,0.794136902,158,-0.416212,-0.334354,0.00513264,-0.00166468,0.000461956,2400,1.675382326,,,,,,,,,,,,
,6,0.356350094,0.760124146,159,-0.41806,-0.384191,0.00601379,-0.00197223,0.000513653,2400,1.789832739,,,,,,,,,,,,
,6,0.347723806,0.737850647,160,-0.418174,-0.381254,0.00595114,-0.00195253,0.00051208,2400,1.591082701,,,,,,,,,,,,
,7,0.346248591,0.731998169,161,-0.416427,-0.324325,0.00493795,-0.00159995,0.000453138,2400,1.161129404,,,,,,,,,,,,
,7,0.349663198,0.73894397,162,-0.414856,-0.23922,0.00341772,-0.00106306,0.000362953,2400,0.676528907,,,,,,,,,,,,
,7,0.358317804,0.763561279,163,-0.413748,-0.154723,0.0019068,-0.000538042,0.000266736,2400,0.286584503,,,,,,,,,,,,
,7,0.373714429,0.805943909,164,-0.412366,-0.105861,0.00105139,-0.000228286,0.000237343,2400,0.179591843,,,,,,,,,,,,
,7,0.390797097,0.857574646,165,-0.411821,-0.107042,0.00107063,-0.000231655,0.000228216,2400,0.390033848,,,,,,,,,,,,
,7,0.41204915,0.91869342,166,-0.412297,-0.167158,0.00214563,-0.000614839,0.000294705,2400,0.825912948,,,,,,,,,,,,
,7,0.433751207,0.981642151,167,-0.413828,-0.251464,0.0036532,-0.00114949,0.000388397,2400,1.306374441,,,,,,,,,,,,
,7,0.456602138,1.047553467,168,-0.416172,-0.33801,0.00519546,-0.00167795,0.000474676,2600,1.691359637,,,,,,,,,,,,
,7,0.477948779,1.11075293,169,-0.418081,-0.385669,0.00603917,-0.00197573,0.000519522,2600,1.784195579,,,,,,,,,,,,
,7,0.496923923,1.165432007,170,-0.417945,-0.379487,0.00591977,-0.0019345,0.000519694,2600,1.569999748,,,,,,,,,,,,
,7,0.512603612,1.209473755,171,-0.416179,-0.320047,0.00486423,-0.00156791,0.000459783,2600,1.134505989,,,,,,,,,,,,
,7,0.523946423,1.241555298,172,-0.414649,-0.234911,0.00334256,-0.00103089,0.000364933,2600,0.648874748,,,,,,,,,,,,
,7,0.529935234,1.257981323,173,-0.413554,-0.151347,0.00184854,-0.000507423,0.000269085,2600,0.274601582,,,,,,,,,,,,
,7,0.531516213,1.259086426,174,-0.412313,-0.10496,0.00103498,-0.0002166,0.000241088,2600,0.182152709,,,,,,,,,,,,
,7,0.526469259,1.247848755,175,-0.412201,-0.171427,0.00222399,-0.000631486,0.000305519,2600,0.40929672,,,,,,,,,,,,
,7,0.516039145,1.219887573,176,-0.413967,-0.25659,0.00374214,-0.00117198,0.000401322,2600,1.327876125,,,,,,,,,,,,
,7,0.502314477,1.175436157,177,-0.416389,-0.342209,0.00528137,-0.00171092,0.000483077,2800,1.704357311,,,,,,,,,,,,
,7,0.482572621,1.119046387,178,-0.417761,-0.387165,0.00608291,-0.00198653,0.000521809,2800,1.784098942,,,,,,,,,,,,
,7,0.461471092,1.056593384,179,-0.417781,-0.378143,0.00590244,-0.00192764,0.000518274,2800,1.555713592,,,,,,,,,,,,
,7,0.437598675,0.988159302,180,-0.416285,-0.316547,0.00481388,-0.00154841,0.000460169,2800,1.111071588,,,,,,,,,,,,
,7,0.414520502,0.920870911,181,-0.414729,-0.230407,0.0032799,-0.00100526,0.000367886,2800,0.626471177,,,,,,,,,,,,
,7,0.393390656,0.85708075,182,-0.413229,-0.147411,0.00179578,-0.000485415,0.000262835,2800,0.260975841,,,,,,,,,,,,
,7,0.371716917,0.798694519,183,-0.411851,-0.103939,0.00102774,-0.000216215,0.000248965,2800,0.185631621,,,,,,,,,,,,
,7,0.357329089,0.753458069,184,-0.411657,-0.114665,0.00122853,-0.000281379,0.000206804,2800,0.42865623,,,,,,,,,,,,
,7,0.346108514,0.723267578,185,-0.412522,-0.175703,0.00231035,-0.000663481,0.000307727,2800,0.877516895,,,,,,,,,,,,
,8,0.340202445,0.706954651,186,-0.413818,-0.260965,0.00383123,-0.00120445,0.000398686,2800,1.351455504,,,,,,,,,,,,
,8,0.340798491,0.705580505,187,-0.416766,-0.346531,0.00535258,-0.00172617,0.000485077,3000,1.718917283,,,,,,,,,,,,
,8,0.346394634,0.720097107,188,-0.418444,-0.389227,0.00611293,-0.00199214,0.00051509,3000,1.77973417,,,,,,,,,,,,
,8,0.359598547,0.755417175,189,-0.418252,-0.37704,0.00588057,-0.00191212,0.00051311,3000,1.530958442,,,,,,,,,,,,
,8,0.376702839,0.806114868,190,-0.416488,-0.313092,0.00475277,-0.00152233,0.000451282,3000,1.084303223,,,,,,,,,,,,
,8,0.396949792,0.866758911,191,-0.414912,-0.22666,0.00321224,-0.000979741,0.00036179,3000,0.602376466,,,,,,,,,,,,
,8,0.419666612,0.934631226,192,-0.413719,-0.144922,0.00174787,-0.000467759,0.000263083,3000,0.254146865,,,,,,,,,,,,
,8,0.443927944,1.002451416,193,-0.412536,-0.104195,0.00102865,-0.000210383,0.00024365,3000,0.198838602,,,,,,,,,,,,
,8,0.467745966,1.073666138,194,-0.411914,-0.117432,0.00127744,-0.000295794,0.000205891,3000,0.450737669,,,,,,,,,,,,
,8,0.490093254,1.138628906,195,-0.412785,-0.180846,0.00239819,-0.000695072,0.000309931,3000,0.907699733,,,,,,,,,,,,
,8,0.510510115,1.194786621,196,-0.414607,-0.266774,0.00392841,-0.00123369,0.000401343,3000,1.382121584,,,,,,,,,,,,
,8,0.524131174,1.239202637,197,-0.416012,-0.350397,0.00541739,-0.00173358,0.000474812,3200,1.720898341,,,,,,,,,,,,
,8,0.534674502,1.264543701,198,-0.417592,-0.390249,0.00613152,-0.00197551,0.000504105,3200,1.775868689,,,,,,,,,,,,
