Machine_Time,Machine_Displacement,Machine_Load,Crack_length,Crack_Displacement,Crack_Load  
18:10:01,0.273,0,82.53004,18.30833,584.934
18:10:01,0.676,0.00833,84.29105,24.45833,751.885
18:10:02,0.712,0.01667,85.99206,28.66667,855.687
18:10:02,0.828,0.025,87.75807,33.4,965.037
18:10:03,0.979,0.03333,89.48809,35.95833,1019.49
18:10:03,0.882,0.04167,91.2421,37.08333,1039.287
18:10:04,0.948,0.05,92.99311,37.96667,1049.709
18:10:04,0.85,0.05833,94.71612,39.25,1051.799
18:10:05,1.021,0.06667,96.45514,40.15,1052.951
18:10:05,1.323,0.075,98.19215,40.925,1032.02
18:10:06,0.89,0.08333,99.95716,41.43333,1023.162
18:10:06,0.818,0.09167,101.80917,42,1011.696
18:10:07,0.677,0.1,103.45018,42.85,1009.571
18:10:07,0.754,0.10833,105.3132,43.25833,1004.911
18:10:08,1.664,0.11667,106.91721,43.69167,987.555
18:10:08,1.77,0.125,108.76022,43.99167,973.303
18:10:09,0.669,0.13333,110.58824,44.18333,956.682
18:10:09,1.108,0.14167,112.53025,44.31667,928.628
18:10:10,1.061,0.15,114.29126,44.36667,908.857
18:10:10,1.361,0.15833,116.02027,44.4,890.695
18:10:11,1.801,0.16667,117.80829,44.425,873.827
18:10:11,2.051,0.175,119.4673,44.45833,857.686
18:10:12,2.23,0.18333,121.29531,44.525,845.054
18:10:12,2.613,0.19167,122.94332,44.89167,836.429
18:10:13,2.413,0.2,124.74734,46.175,842.214
18:10:13,2.824,0.20833,126.43435,46.89167,832.785
18:10:14,2.914,0.21667,128.05336,47.175,810.777
18:10:14,3.074,0.225,129.87037,47.25,785.717
18:10:15,2.706,0.23333,131.54038,47.325,767.374
18:10:15,3.216,0.24167,133.3204,47.64167,737.867
18:10:16,3.632,0.25,134.99041,48.15833,725.404
18:10:16,4.527,0.25833,136.80242,48.925,724.106
18:10:17,4.467,0.26667,138.51143,49.75,724.748
18:10:17,4.532,0.275,140.24044,50.675,727.368
18:10:18,5.028,0.28333,141.99446,51.65,727.588
18:10:18,4.687,0.29167,143.73747,52.76667,727.646
18:10:19,5.361,0.3,,,
18:10:19,5.57,0.30833,,,
18:10:20,5.716,0.31667,,,
18:10:20,6.092,0.325,,,
18:10:21,6.562,0.33333,,,
18:10:21,6.729,0.34167,,,
18:10:22,6.781,0.35,,,
18:10:22,7.221,0.35833,,,
18:10:23,7.548,0.36667,,,
18:10:23,7.784,0.375,,,
18:10:24,7.538,0.38333,,,
18:10:24,8.298,0.39167,,,
18:10:25,8.031,0.4,,,
18:10:25,8.805,0.40833,,,
18:10:26,9.1,0.41667,,,
18:10:26,9.371,0.425,,,
18:10:27,9.446,0.43333,,,
18:10:27,9.757,0.44167,,,
18:10:28,9.998,0.45,,,
18:10:28,9.835,0.45833,,,
18:10:29,10.857,0.46667,,,
18:10:29,10.98,0.475,,,
18:10:30,11.344,0.48333,,,
18:10:30,11.531,0.49167,,,
18:10:31,11.728,0.5,,,
18:10:31,12.026,0.50833,,,
18:10:32,12.272,0.51667,,,
18:10:32,12.752,0.525,,,
18:10:33,13.357,0.53333,,,
18:10:33,13.233,0.54167,,,
18:10:34,13.407,0.55,,,
18:10:34,13.495,0.55833,,,
18:10:35,13.961,0.56667,,,
18:10:35,14.137,0.575,,,
18:10:36,14.081,0.58333,,,
18:10:36,14.937,0.59167,,,
18:10:37,15.732,0.6,,,
18:10:37,14.992,0.60833,,,
18:10:38,15.44,0.61667,,,
18:10:38,15.771,0.625,,,
18:10:39,15.73,0.63333,,,
18:10:39,16.11,0.64167,,,
18:10:40,16.334,0.65,,,
18:10:40,16.416,0.65833,,,
18:10:41,16.767,0.66667,,,
18:10:41,16.982,0.675,,,
18:10:42,17.136,0.68333,,,
18:10:42,17.352,0.69167,,,
18:10:43,17.224,0.7,,,
18:10:43,17.82,0.70833,,,
18:10:44,17.935,0.71667,,,
18:10:44,18.546,0.725,,,
18:10:45,18.339,0.73333,,,
18:10:45,17.877,0.74167,,,
18:10:46,19.852,0.75,,,
18:10:46,18.858,0.75833,,,
18:10:47,20.086,0.76667,,,
18:10:47,20.536,0.775,,,
18:10:48,20.779,0.78333,,,
18:10:48,20.964,0.79167,,,
18:10:49,21.386,0.8,,,
18:10:49,21.65,0.80833,,,
18:10:50,21.825,0.81667,,,
18:10:50,22.367,0.825,,,
18:10:51,22.41,0.83333,,,
18:10:51,22.003,0.84167,,,
18:10:52,23.346,0.85,,,
18:10:52,24.124,0.85833,,,
18:10:53,23.103,0.86667,,,
18:10:53,23.556,0.875,,,
18:10:54,23.844,0.88333,,,
18:10:54,24.175,0.89167,,,
18:10:55,24.872,0.9,,,
18:10:55,24.777,0.90833,,,
18:10:56,25.275,0.91667,,,
18:10:56,25.593,0.925,,,
18:10:57,25.946,0.93333,,,
18:10:57,25.986,0.94167,,,
18:10:58,26.461,0.95,,,
18:10:58,26.75,0.95833,,,
18:10:59,26.897,0.96667,,,
18:10:59,27.33,0.975,,,
18:11:00,27.453,0.98333,,,
18:11:00,28.127,0.99167,,,
18:11:01,27.795,1,,,
18:11:01,28.892,1.00833,,,
18:11:02,28.728,1.01667,,,
18:11:02,29.416,1.025,,,
