Machine_Time,Machine_Displacement,Machine_Load,Crack_length,Crack_Displacement,Crack_Load  
11:53:49,0,0.006,82.35002,17.95,573.304
11:53:49,0.00833,0.25,84.24203,25.05,777.83
11:53:50,0.01667,0.342,86.10703,29.49167,890.862
11:53:50,0.025,0.564,87.97603,33.325,981.628
11:53:51,0.03333,0.906,89.66704,35.69167,1034.42
11:53:51,0.04167,1.298,91.41204,36.90833,1059.122
11:53:52,0.05,1.468,93.10304,38.3,1084.34
11:53:52,0.05833,1.58,94.86505,39.71667,1105.962
11:53:53,0.06667,2.146,96.87505,41.04167,1112.922
11:53:53,0.075,2.476,98.65205,41.375,1104.914
11:53:54,0.08333,3.272,100.43306,41.69167,1090.362
11:53:54,0.09167,1.128,102.08206,41.91667,1079.614
11:53:55,0.1,2.702,103.87807,42.3,1058.026
11:53:55,0.10833,2.37,105.60707,42.45833,1043.814
11:53:56,0.11667,3.906,107.29007,42.575,1018.424
11:53:56,0.125,3.566,108.96408,42.825,995.616
11:53:57,0.13333,5.218,110.85208,43.48333,991.988
11:53:57,0.14167,3.958,112.64908,44.50833,993.526
11:53:58,0.15,3.816,114.28109,45.05833,985.34
11:53:58,0.15833,4.752,116.23509,45.675,971.606
11:53:59,0.16667,5.106,118.10609,46.08333,953.838
11:53:59,0.175,5.746,119.8571,46.44167,940.16
11:54:00,0.18333,5.97,121.5391,46.73333,921.716
11:54:00,0.19167,6.182,123.37711,46.86667,906.824
11:54:01,0.2,6.174,125.33311,46.975,893.522
11:54:01,0.20833,6.574,127.14911,47.125,871.806
11:54:02,0.21667,7.158,128.88212,47.26667,853.034
11:54:02,0.225,7.548,130.59012,47.625,834.382
11:54:03,0.23333,7.484,132.31012,48.65,830.864
11:54:03,0.24167,7.808,134.16013,49.55,823.204
11:54:04,0.25,7.702,136.06613,50.40833,820.43
11:54:04,0.25833,8.018,139.60314,52.38333,807.048
11:54:05,0.26667,9.34,141.24114,52.53333,798.746
11:54:05,0.275,8.298,,,
11:54:06,0.28333,8.604,,,
11:54:06,0.29167,8.938,,,
11:54:07,0.3,8.458,,,
11:54:07,0.30833,9.164,,,
11:54:08,0.31667,8.7,,,
11:54:08,0.325,9.716,,,
11:54:09,0.33333,10.338,,,
11:54:09,0.34167,10.728,,,
11:54:10,0.35,10.79,,,
11:54:10,0.35833,11.032,,,
11:54:11,0.36667,11.464,,,
