Machine_Time,Machine_N_cycles,Machine_Displacement,Machine_Load,MD_index--1,MD_N_cycles--1,MD_Displacement--1,MD_Load--1,u--1,v--1,eyy--1,exx--1,exy--1,Crack_length,Crack_N_cycles,Crack_Displacement,Crack_Load,Th_time,Th_N_cycles,Th_specimen_max,Th_specimen_mean,Th_chamber,Th_uppergrips,Th_lowergrips,Specimen_name
,,,,,,,2506.314093,,,0.0139731,-0.00527165,0.00118912,,,,,,,,,,,,
,,,,,,,2527.341081,,,0.0141402,-0.00532732,0.00119778,,,,,,,,,,,,
,,,,,,,2547.057357,,,0.0143034,-0.00540459,0.00120655,,,,,,,,,,,,
,,,,,,,2562.916465,,,0.0144588,-0.00543253,0.00121295,,,,,,,,,,,,
,,,,,,,2584.451643,,,0.0146286,-0.00551655,0.00121115,,,,,,,,,,,,
,,,,,,,2598.905624,,,0.0147947,-0.00555294,0.00122674,,,,,,,,,,,,
,,,,,,,2616.46145,,,0.0149608,-0.00560493,0.00122368,,,,,,,,,,,,
,,,,,,,2633.736807,,,0.0151215,-0.00567432,0.00124703,,,,,,,,,,,,
,,,,,,,2649.773651,,,0.0152926,-0.00573607,0.00123182,,,,,,,,,,,,
,,,,,,,2665.977113,,,0.0154767,-0.00577147,0.0012558,,,,,,,,,,,,
,,,,,,,2682.286101,,,0.015637,-0.00583955,0.00126478,,,,,,,,,,,,
,,,,,,,2699.119934,,,0.0158148,-0.0058915,0.00127692,,,,,,,,,,,,
,,,,,,,2712.224333,,,0.0159921,-0.00592883,0.00127968,,,,,,,,,,,,
,,,,,,,2726.836614,,,0.0161523,-0.00598847,0.00128207,,,,,,,,,,,,
,,,,,,,2742.162572,,,0.0163456,-0.00603147,0.00130014,,,,,,,,,,,,
,,,,,,,2753.367545,,,0.0165008,-0.0060745,0.00130131,,,,,,,,,,,,
,,,,,,,2768.149225,,,0.016694,-0.00613052,0.00131714,,,,,,,,,,,,
,,,,,,,2781.634073,,,0.0168736,-0.00617624,0.00131966,,,,,,,,,,,,
,,,,,,,2790.137081,,,0.0170508,-0.00621743,0.00134219,,,,,,,,,,,,
,,,,,,,2803.882965,,,0.0172398,-0.00628216,0.00134962,,,,,,,,,,,,
,,,,,,,2815.48227,,,0.0174196,-0.00632124,0.00133236,,,,,,,,,,,,
,,,,,,,2824.376831,,,0.0176108,-0.0063866,0.00134277,,,,,,,,,,,,
,,,,,,,2835.723436,,,0.0177964,-0.00641502,0.00135117,,,,,,,,,,,,
,,,,,,,2841.191245,,,0.0179729,-0.00645607,0.00135241,,,,,,,,,,,,
,,,,,,,2852.965502,,,0.018188,-0.00649674,0.00137474,,,,,,,,,,,,
,,,,,,,2860.235551,,,0.0183751,-0.00654405,0.00136658,,,,,,,,,,,,
,,,,,,,2866.947434,,,0.0185515,-0.00659078,0.00138353,,,,,,,,,,,,
,,,,,,,2875.344924,,,0.0187555,-0.00662313,0.00139556,,,,,,,,,,,,
,,,,,,,2880.829397,,,0.0189487,-0.00665945,0.00140541,,,,,,,,,,,,
,,,,,,,2886.594341,,,0.0191355,-0.00669521,0.00140063,,,,,,,,,,,,
,,,,,,,2892.731397,,,0.0193531,-0.00672082,0.00141477,,,,,,,,,,,,
,,,,,,,2900.40966,,,0.0195426,-0.00678276,0.00140735,,,,,,,,,,,,
,,,,,,,2901.370484,,,0.0197341,-0.00681259,0.00141309,,,,,,,,,,,,
,,,,,,,2909.504167,,,0.0199586,-0.00684739,0.00142646,,,,,,,,,,,,
,,,,,,,2915.943912,,,0.0201601,-0.00685331,0.00144778,,,,,,,,,,,,
,,,,,,,2919.715009,,,0.0203616,-0.0069143,0.00144531,,,,,,,,,,,,
,,,,,,,2923.572191,,,0.0205756,-0.00697535,0.00144299,,,,,,,,,,,,
,,,,,,,2929.009458,,,0.020784,-0.00700446,0.00144352,,,,,,,,,,,,
,,,,,,,2930.478464,,,0.0209849,-0.00704035,0.00145294,,,,,,,,,,,,
,,,,,,,2936.857117,,,0.0211985,-0.00708371,0.00144333,,,,,,,,,,,,
,,,,,,,2937.234782,,,0.0213976,-0.00711254,0.0014613,,,,,,,,,,,,
,,,,,,,2941.59737,,,0.0215867,-0.00717014,0.00145279,,,,,,,,,,,,
,,,,,,,2946.845805,,,0.0218031,-0.00717714,0.00146155,,,,,,,,,,,,
,,,,,,,2949.483908,,,0.0220254,-0.00722137,0.0014803,,,,,,,,,,,,
,,,,,,,2951.916516,,,0.0222226,-0.00726238,0.00148782,,,,,,,,,,,,
,,,,,,,2958.145215,,,0.0224326,-0.00729003,0.00147461,,,,,,,,,,,,
,,,,,,,2962.224554,,,0.0226605,-0.00733466,0.001479,,,,,,,,,,,,
,,,,,,,2964.621062,,,0.0228627,-0.00738862,0.00149451,,,,,,,,,,,,
,,,,,,,2966.19837,,,0.0230772,-0.00744103,0.00147781,,,,,,,,,,,,
,,,,,,,2969.816737,,,0.0232909,-0.00744662,0.00151421,,,,,,,,,,,,
,,,,,,,2973.915515,,,0.0234996,-0.00751284,0.00151123,,,,,,,,,,,,
,,,,,,,2976.589719,,,0.0237182,-0.00752353,0.00149584,,,,,,,,,,,,
,,,,,,,2977.425581,,,0.0239225,-0.00756605,0.00152408,,,,,,,,,,,,
,,,,,,,2981.116148,,,0.0241219,-0.00760011,0.0015177,,,,,,,,,,,,
,,,,,,,2983.529318,,,0.024335,-0.00766177,0.00151425,,,,,,,,,,,,
,,,,,,,2987.122693,,,0.0245258,-0.00770491,0.00152352,,,,,,,,,,,,
,,,,,,,2991.36032,,,0.024772,-0.00774063,0.00153192,,,,,,,,,,,,
,,,,,,,2992.443331,,,0.0249756,-0.00780144,0.00152646,,,,,,,,,,,,
,,,,,,,2995.167519,,,0.025198,-0.00778871,0.00153979,,,,,,,,,,,,
,,,,,,,2996.053367,,,0.0253953,-0.00782936,0.00153118,,,,,,,,,,,,
,,,,,,,3000.329872,,,0.0256082,-0.0078739,0.00155656,,,,,,,,,,,,
,,,,,,,3001.718347,,,0.0258309,-0.00794809,0.00155745,,,,,,,,,,,,
,,,,,,,3004.748001,,,0.0260488,-0.00800708,0.00155085,,,,,,,,,,,,
,,,,,,,3006.211454,,,0.0262306,-0.00802784,0.00156445,,,,,,,,,,,,
,,,,,,,3010.26858,,,0.0264683,-0.00810827,0.00153498,,,,,,,,,,,,
,,,,,,,3011.087781,,,0.0266664,-0.00812172,0.00157409,,,,,,,,,,,,
,,,,,,,3013.553714,,,0.0268846,-0.00815508,0.00157718,,,,,,,,,,,,
,,,,,,,3016.297342,,,0.0271039,-0.00819192,0.00158131,,,,,,,,,,,,
,,,,,,,3018.663305,,,0.0273047,-0.00827828,0.00155648,,,,,,,,,,,,
,,,,,,,3020.509977,,,0.0275791,-0.0082876,0.00158049,,,,,,,,,,,,
,,,,,,,3022.845394,,,0.0277732,-0.00832147,0.00158538,,,,,,,,,,,,
,,,,,,,3023.303591,,,0.0279858,-0.00835998,0.00159336,,,,,,,,,,,,
,,,,,,,3028.199357,,,0.0282088,-0.00839365,0.00157974,,,,,,,,,,,,
,,,,,,,3028.668662,,,0.0283924,-0.00847674,0.00161467,,,,,,,,,,,,
,,,,,,,3028.33265,,,0.0286147,-0.00850546,0.00159611,,,,,,,,,,,,
,,,,,,,3030.581982,,,0.0288242,-0.00857388,0.00160574,,,,,,,,,,,,
,,,,,,,3031.881595,,,0.0290574,-0.00857773,0.00160392,,,,,,,,,,,,
,,,,,,,3034.242004,,,0.0292483,-0.00863873,0.00163135,,,,,,,,,,,,
,,,,,,,3036.288618,,,0.0294947,-0.00869242,0.00161795,,,,,,,,,,,,
,,,,,,,3037.046726,,,0.0297055,-0.00874266,0.00162585,,,,,,,,,,,,
,,,,,,,3039.207194,,,0.0299249,-0.00875428,0.00163671,,,,,,,,,,,,
,,,,,,,3039.068347,,,0.0301436,-0.0088414,0.00163022,,,,,,,,,,,,
,,,,,,,3040.373514,,,0.0303581,-0.00888165,0.00163863,,,,,,,,,,,,
,,,,,,,3043.203229,,,0.0305823,-0.00890425,0.00164395,,,,,,,,,,,,
,,,,,,,3044.519504,,,0.0307893,-0.00897769,0.00165038,,,,,,,,,,,,
,,,,,,,3044.133508,,,0.0310045,-0.00902052,0.00163179,,,,,,,,,,,,
,,,,,,,3046.105144,,,0.0312356,-0.00904375,0.00166375,,,,,,,,,,,,
,,,,,,,3046.777166,,,0.0314649,-0.00909245,0.00166444,,,,,,,,,,,,
,,,,,,,3048.88765,,,0.0316846,-0.00915319,0.00166281,,,,,,,,,,,,
,,,,,,,3048.590516,,,0.0319022,-0.00920694,0.00169531,,,,,,,,,,,,
,,,,,,,3046.488363,,,0.0321151,-0.00924341,0.00168058,,,,,,,,,,,,
,,,,,,,3050.80097,,,0.0323348,-0.00927818,0.00167198,,,,,,,,,,,,
,,,,,,,3049.543011,,,0.0325571,-0.00934135,0.00166361,,,,,,,,,,,,
,,,,,,,3050.973141,,,0.0327839,-0.00938585,0.00167511,,,,,,,,,,,,
,,,,,,,3050.653792,,,0.0330034,-0.00943721,0.00169651,,,,,,,,,,,,
,,,,,,,3050.717662,,,0.0332203,-0.0094869,0.00170096,,,,,,,,,,,,
,,,,,,,3052.786491,,,0.0334685,-0.00953476,0.00169959,,,,,,,,,,,,
,,,,,,,3054.902529,,,0.033679,-0.00957484,0.0016981,,,,,,,,,,,,
,,,,,,,3051.645164,,,0.0338952,-0.00963667,0.00169899,,,,,,,,,,,,
,,,,,,,3054.158306,,,0.0341301,-0.00968949,0.00171992,,,,,,,,,,,,
,,,,,,,3054.788674,,,0.0343522,-0.00974341,0.00171595,,,,,,,,,,,,
,,,,,,,3055.763384,,,0.0345867,-0.00977568,0.0017151,,,,,,,,,,,,
,,,,,,,3054.169414,,,0.0348023,-0.00980866,0.00172295,,,,,,,,,,,,
,,,,,,,3057.132422,,,0.0350185,-0.00988359,0.00173916,,,,,,,,,,,,
,,,,,,,3054.638719,,,0.0352582,-0.00994024,0.00173866,,,,,,,,,,,,
,,,,,,,3057.368463,,,0.0354756,-0.0100182,0.00175368,,,,,,,,,,,,
,,,,,,,3054.927522,,,0.0356875,-0.0100162,0.00174597,,,,,,,,,,,,
,,,,,,,3056.849173,,,0.0359369,-0.0100801,0.00174475,,,,,,,,,,,,
,,,,,,,3056.69644,,,0.0361621,-0.0101233,0.00175044,,,,,,,,,,,,
,,,,,,,3055.924448,,,0.0363792,-0.0101824,0.00175971,,,,,,,,,,,,
,,,,,,,3057.693366,,,0.0366021,-0.010238,0.00175323,,,,,,,,,,,,
,,,,,,,3056.513162,,,0.036823,-0.0102998,0.00173113,,,,,,,,,,,,
