Th_specimen_mean,Machine_Load,DIC_crack_length,DIC_N_cycles,Th_time,Th_specimen_max,Th_lowergrips,Machine_N_cycles,Th_chamber,DIC_exx,DIC_eyy,DIC_exy,DIC_index,Th_uppergrips,Th_N_cycles,Machine_Displacement
,30.0611232941886,,,,,,1.0,,,,,,,,0.0010366420096753301
,38.6930641219748,,,,,,1.0,,,,,,,,0.0012618529268772901
,42.299559834432394,,,,,,1.0,,,,,,,,0.00139229278746435
,44.9009665361558,,,,,,1.0,,,,,,,,0.00150612177239509
,46.7928986608041,,,,,,1.0,,,,,,,,0.00154114922881275
,47.5614960811183,,,,,,1.0,,,,,,,,0.0015647218682895401
,45.492195327108,,,,,,1.0,,,,,,,,0.00151775316765279
,42.890788633354894,,,,,,1.0,,,,,,,,0.0014146927999538
,38.8704327651351,,,,,,1.0,,,,,,,,0.00131536708360973
,28.878665617134104,,,,,,1.0,,,,,,,,0.00108924728020124
,23.7349746402861,,,,,,1.0,,,,,,,,0.000919027473333341
,18.2365462089929,,,,,,1.0,,,,,,,,0.000823392716755386
,12.797240517514998,,,,,,1.0,,,,,,,,0.000715235995787488
,7.9491635840069295,,,,,,1.0,,,,,,,,0.000628678614821727
,6.82582866856017,,,,,,1.0,,,,,,,,0.000595231606454479
,4.1061756902530595,,,,,,1.0,,,,,,,,0.00057980908380485
,4.1652985814629,,,,,,1.0,,,,,,,,0.000570043765085392
,4.75652749264086,,,,,,1.0,,,,,,,,0.000608759822348562
,6.70758288763333,,,,,,1.0,,,,,,,,0.000652769991913775
,10.254956286102301,,,,,,1.0,,,,,,,,0.000678201459532645
,14.2161898422966,,,,,,1.0,,,,,,,,0.000736397715104004
,19.1233895144796,,,,,,1.0,,,,,,,,0.0008516212035026099
,23.9714661823521,,,,,,1.0,,,,,,,,0.000976624243234802
,28.8195427330966,,,,,,1000.0,,,,,,,,0.00152358555580859
,33.6084962829699,,,,,,1000.0,,,,,,,,0.00174078723822739
,39.343415812772996,,,,,,1000.0,,,,,,,,0.0019190972939139301
,43.1864030321383,,,,,,1000.0,,,,,,,,0.00205126059369857
,45.96517835856171,,,,,,1000.0,,,,,,,,0.00215292598811393
,47.50237320274201,,,,,,1000.0,,,,,,,,0.00232707765481833
,46.142546995056804,,,,,,1000.0,,,,,,,,0.00221494982765554
,44.9009665361558,,,,,,1000.0,,,,,,,,0.00213242119225285
,41.2353479918224,,,,,,1000.0,,,,,,,,0.00199130198598596
,37.1558692078311,,,,,,1000.0,,,,,,,,0.00182894511635313
,32.6625301588598,,,,,,1000.0,,,,,,,,0.00173456775982766
,26.927610434619,,,,,,1000.0,,,,,,,,0.00154114922881275
,22.0795338380308,,,,,,1000.0,,,,,,,,0.00135354102415245
,12.1468887403769,,,,,,1000.0,,,,,,,,0.00107956114501449
,8.30390092446308,,,,,,1000.0,,,,,,,,0.000972106496489549
,5.288633511269019,,,,,,1000.0,,,,,,,,0.000897541568640434
,4.87477327467552,,,,,,1000.0,,,,,,,,0.0008806263541178911
,5.288633511269019,,,,,,1000.0,,,,,,,,0.000868101810169074
,6.648459997144691,,,,,,1000.0,,,,,,,,0.000914700188464025
,9.7819731698204,,,,,,1000.0,,,,,,,,0.0009586396300891869
,13.743206735127801,,,,,,1000.0,,,,,,,,0.00108439752326426
,17.349702899632,,,,,,1000.0,,,,,,,,0.00115349523481894
,22.0204109519841,,,,,,1000.0,,,,,,,,0.0013700786726414099
,27.3414706264466,,,,,,1000.0,,,,,,,,0.00148875845322356
,30.8297207804931,,,,,,2000.0,,,,,,,,0.00180355169085703
,35.3821827534183,,,,,,2000.0,,,,,,,,0.00199130198598596
,40.1120132627331,,,,,,2000.0,,,,,,,,0.0022497351775668897
,43.83675470786961,,,,,,2000.0,,,,,,,,0.00238402301695441
,46.2016698738521,,,,,,2000.0,,,,,,,,0.00251426053143368
,47.2067588105869,,,,,,2000.0,,,,,,,,0.00256568693616435
,47.916233350993096,,,,,,2000.0,,,,,,,,0.00254359414167484
,46.497284267555706,,,,,,2000.0,,,,,,,,0.0025509496063279603
,44.191491984617606,,,,,,2000.0,,,,,,,,0.0024055272759129697
,40.3485047851866,,,,,,2000.0,,,,,,,,0.00221494982765554
,35.2048141070942,,,,,,2000.0,,,,,,,,0.0020984367024978897
,31.0070894307551,,,,,,2000.0,,,,,,,,0.0018996132892172
,25.5086611989821,,,,,,2000.0,,,,,,,,0.00167906377639271
,20.3649701356387,,,,,,2000.0,,,,,,,,0.00148299310631545
,15.1030331652913,,,,,,2000.0,,,,,,,,0.00133165602963786
,11.555659850283599,,,,,,2000.0,,,,,,,,0.00116863374996737
,7.59442624294379,,,,,,2000.0,,,,,,,,0.00109411037901992
,5.22951062037738,,,,,,2000.0,,,,,,,,0.0010366420096753301
,4.63828171053919,,,,,,2000.0,,,,,,,,0.00098570264978995
,5.22951062037738,,,,,,2000.0,,,,,,,,0.00105082592819326
,7.1805660109369,,,,,,2000.0,,,,,,,,0.00108924728020124
,10.6688165119595,,,,,,2000.0,,,,,,,,0.00118388738971394
,13.9205754004441,,,,,,2000.0,,,,,,,,0.00127245867452804
,18.3547919832818,,,,,,2000.0,,,,,,,,0.00139787542310168
,23.4984830979414,,,,,,2000.0,,,,,,,,0.00154702588625474
,27.755330817414798,,,,,,3000.0,,,,,,,,0.00186734014670663
,32.3077928611483,,,,,,3000.0,,,,,,,,0.0020445596888718303
,36.9785005631131,,,,,,3000.0,,,,,,,,0.0022427594932394102
,42.3586827144059,,,,,,3000.0,,,,,,,,0.00246326811809289
,45.5513182061034,,,,,,3000.0,,,,,,,,0.0026398988894442603
,47.088513053597204,,,,,,3000.0,,,,,,,,0.00275284125431834
,47.7388647161378,,,,,,3000.0,,,,,,,,0.0028215302958884197
,47.7979875944412,,,,,,3000.0,,,,,,,,0.00278328480491545
,45.906055479693606,,,,,,3000.0,,,,,,,,0.0027074320950759697
,42.0630683143576,,,,,,3000.0,,,,,,,,0.00261754370024748
,38.7521870030462,,,,,,3000.0,,,,,,,,0.00242711273463372
,34.31797087307,,,,,,3000.0,,,,,,,,0.0022777306155474302
,28.346559660163003,,,,,,3000.0,,,,,,,,0.00201120059210957
,24.0305890678251,,,,,,3000.0,,,,,,,,0.0017909163484854
,18.886897966729,,,,,,3000.0,,,,,,,,0.00160040904771493
,14.2161898422966,,,,,,3000.0,,,,,,,,0.0014600444345076698
,9.486358721594131,,,,,,3000.0,,,,,,,,0.00132621445197609
,7.12144312058286,,,,,,3000.0,,,,,,,,0.00121473661243276
,4.401790146134941,,,,,,3000.0,,,,,,,,0.00114847479824772
,5.288633511269019,,,,,,3000.0,,,,,,,,0.0011038764565868401
,5.5842479654756705,,,,,,3000.0,,,,,,,,0.0011889973699236302
,8.54039248442975,,,,,,3000.0,,,,,,,,0.00125129616697147
,11.792151406524901,,,,,,3000.0,,,,,,,,0.00129381623519604
,15.9898764844362,,,,,,3000.0,,,,,,,,0.00140346965302434
